AAL,American Airlines Group Inc,20140714,Lufthansa says to cut Venezuela flights amid forex dispute ,CARACAS German airline Lufthansa  said on Monday it will reduce service to Venezuela by 40 percent starting next month amid an ongoing dispute about repatriation of revenue from ticket sales.,topStory
BID,Sotheby&#39;s,20140714,Sotheby's plans live auction bidding via eBay ,NEW YORK  July 14 Sotheby's and eBay  announced a partnership on Monday to make it easier to buy antiques  collectibles and works of fine art online.,normal
TGT,Target Corporation,20140714,CORRECTED-Insurers struggle to get grip on burgeoning cyber risk market ,(Corrects 15th paragraph to remove comment that was wrongly attributed to MMC executive and replace with comment from TrustedSec CEO),normal
TGT,Target Corporation,20140714,CORRECTED-Insurers struggle to get grip on burgeoning cyber risk market ,(Corrects 15th paragraph to remove comment that was wrongly attributed to MMC executive and replace with comment from TrustedSec CEO),normal
TEVA,Teva Pharmaceutical Industries Limited,20140714,UPDATE 1-Israeli industrialist Landa leads investor bid to shake up Teva Pharm board ,* Landa says board too big  lacks global pharma experience   (Recasts with Landa comments),topStory
TEVA,Teva Pharmaceutical Industries Limited,20140714,Teva to name new chairman - activist investor Landa says ,TEL AVIV  July 14 Teva Pharmaceutical Industries  board is to appoint vice-chairman Amir Elstein as its new chairman  activist shareholder Benny Landa said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20140714,UPDATE 5-Ford  Toyota halt some South African output due to strike ,* Smaller UASA union says likely to accept offer this week   (Adds comments from head of Ford in South Africa),topStory
TM,Toyota Motor Corp Ltd Ord,20140714,UPDATE 3-VW to spend $900 mln at Tennessee plant to build new SUV ,* VW declines comment on incentives from Tennessee   (Adds UAW  Tennessee senator comments  details on Tennessee incentives),normal
TM,Toyota Motor Corp Ltd Ord,20140714,Toyota to stop some production at its South African plant due to strike ,CAPE TOWN Japanese car-maker Toyota will halt some production at its South African assembly plant from Tuesday due to a strike at companies supplying car components  a company spokeswoman said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20140714,Toyota to stop some production at its S.African plant due to strike ,CAPE TOWN  July 14 Japanese car-maker Toyota  will halt some production at its South African assembly plant from Tuesday due to a strike at companies supplying car components  a company spokeswoman said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20140714,Indonesia's June auto sales rise 6.0 pct ,JAKARTA  July 14 Indonesia's annual auto sales rose at a much faster pace in June than the previous month  data from industry association Gaikindo showed on Monday.     Sales rebounded 6.0 percent  against a 2.6 percent fall in April  led by Toyota Motor Corp  Honda Motor Co Ltd  and Daihatsu Motor Co Ltd.     Sales increased on strong demand during the Muslim holiday  as well as an increase in Toyota's sales after plant activity returned to normal.       On a month-on-month basis  s,normal
TWTR,Twitter Inc,20140714,Charles River Ventures raises $393 mln for new fund ,SAN FRANCISCO  July 14 Charles River Ventures  the venture firm known for backing Twitter from its earliest days  said it has raised $393 million for its latest fund.,topStory
TWTR,Twitter Inc,20140714,World Cup was biggest social media event ever: Facebook ,SAO PAULO Brazil's World Cup was the biggest social media event on record involving 350 million Facebook Inc users worldwide  the company claimed on Monday  as it made strides into the so-called "real-time" market dominated by Twitter.,normal
TWTR,Twitter Inc,20140714,Soccer-World Cup was biggest social media event ever - Facebook ,SAO PAULO  July 14 Brazil's World Cup was the biggest social media event on record involving 350 million Facebook Inc users worldwide  the company claimed on Monday  as it made strides into the so-called "real-time" market dominated by Twitter.,normal
UMC,United Microelectronics Corporation,20140714,BRIEF-UMC orders machinery equipment worth T$1.29 bln ,* Says orders machinery equipment worth T$781.1 million ($26.08 million) from Applied Materials South East,topStory
VLO,Valero Energy Corporation,20140714,Valero sees second-quarter profit below expectations ,July 14 U.S. refining company Valero Energy Corp  on Monday said second-quarter income will be higher than a year ago but profit will fall short of Wall Street estimates on seasonal weakness in its biggest Gulf Coast market.,topStory
WMT,Wal-Mart Stores Inc,20140714,CORRECTED-RPT-As giant U.S. IPO nears  Alibaba's China e-commerce crown slips ,(Corrects paragraph one of March 17 story to reflect Ma's apartment had more than one room),normal
WHR,Whirlpool Corporation,20140714,RPT-Fitch Places Whirlpool's Ratings on Watch Negative ,July 14 (The following statement was released by the rating agency),topStory
