ACIW,ACI Worldwide Inc,20110919,UPDATE 1-S1's No. 2 shareholder halves stake , Sept 19 P2 Capital Master Fund LLP on Monday reported that it cut its stake in S1 Corp to 3.9 percent  three-days after the financial technology provider rejected a sweetened takeover bid from larger rival ACI Worldwide Inc .,topStory
FII,Federated Investors Inc,20110919,Rules clash could limit money fund rates--Fidelity , BOSTON  Sept 19 Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,normal
FDX,FedEx Corporation,20110919,UPDATE 2-Obama's Postal Service plan would cut Saturday mail , * Postmaster general thanks president  offers no opinion  (Updates with business impact  lawmaker  USPS reaction),topStory
FDX,FedEx Corporation,20110919,Amendment seeks to save US Postal Service $10 bln , * Plans include ending Saturday mail  front-door delivery,normal
FMX,Fomento Economico Mexicano SAB de CV,20110919,UPDATE 2-Mexico's Coca-Cola Femsa to buy local bottler , * Grupo CIMSA shareholders get 75.4 mln Coke-Femsa shares,topStory
F,Ford Motor Company,20110919,UPDATE 1-Brazil auto investment seen stable despite tax hike , * Anfavea's Belini sees $19 bln in investment through 2015,topStory
F,Ford Motor Company,20110919,Brazil carmakers to invest more in plants-Anfavea , SAO PAULO  Sept 19 Automakers are expected to increase investments in factories in Brazil  Cledorvino Belini  the president of the nation's automakers' association Anfavea  said on Monday  without elaborating.,normal
F,Ford Motor Company,20110919,Over 800 000 vehicles recalled in U.S. last week ,Automakers  including Hyundai Motor Co and Subaru recalled more than 800 000 cars and trucks last week for defects including faulty airbags  according to federal regulators.,normal
F,Ford Motor Company,20110919,Over 800 000 vehicles recalled in U.S. last week , Sept 19 Automakers  including Hyundai Motor Co  and Subaru  recalled more than 800 000 cars and trucks last week for defects including faulty airbags  according to federal regulators.,normal
F,Ford Motor Company,20110919,PRESS DIGEST - Wall Street Journal - Sept 19 , Sept 19 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
FCX,Freeport-McMoran Inc,20110919,Freeport Peru miners end strike  but may strike again ,   * Workers want to avoid government declaring strike illegal,topStory
FCX,Freeport-McMoran Inc,20110919,UPDATE 4-Some workers return to Freeport Indonesia copper mine , * Workers say any output cannot be shipped due to strike,normal
FCX,Freeport-McMoran Inc,20110919,Freeport union says strike still on  some output restarted , JAKARTA  Sept 19 Workers at Freeport Indonesia's  Grasberg mine have yet to agree a pay deal with the company and are still on a month-long strike  a union official said on Monday.,normal
FCX,Freeport-McMoran Inc,20110919,Freeport says hundreds of workers return to Indonesia mine , JAKARTA  Sept 19 Freeport Indonesia said that hundreds of workers were returning to its strike-hit Grasberg copper and gold mine on Monday  after about 1 500 returned at the weekend.,normal
FMS,Fresenius Medical Care Corporation,20110919,CORP UPDATE: Indices widen as debt crisis continues , LONDON  Sept 19 (IFR) -     Last week's tightening in the corporate market was a distant memory by Monday  as risk aversion returned after European finance ministers failed to come up with a comprehensive solution to the peripheral debt crisis.,topStory
GEK,General Electric Capital Corporation,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
GEK,General Electric Capital Corporation,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
GEK,General Electric Capital Corporation,20110919,Siemens partner biggest loser in nuclear exit , FRANKFURT  Sept 19 Siemens'  exit from its nuclear partnership with Rosatom robs the Russian player of a famous brand name it badly needs to compete with the likes of Areva NP   General Electric and Toshiba  .,normal
GEK,General Electric Capital Corporation,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,normal
GEK,General Electric Capital Corporation,20110919,RPT-INSIGHT-Companies forge lean business models to tap rural India , (Repeats story that ran on Friday with no change in text),normal
GE,General Electric Company,20110919,Tyco to split into three companies; shares rise ,U.S. conglomerate Tyco International  plans to split into three publicly traded companies  positioning itself for expected consolidation in its diverse businesses and potentially making it easier for its operations to be acquired.,topStory
GE,General Electric Company,20110919,UPDATE 7-Tyco to split into three companies; shares rise , * Shares up 2.4 percent  (Adds detail on valuation  updates share prices),normal
GE,General Electric Company,20110919,Siemens partner biggest loser in nuclear exit , FRANKFURT  Sept 19 Siemens'  exit from its nuclear partnership with Rosatom robs the Russian player of a famous brand name it badly needs to compete with the likes of Areva NP   General Electric and Toshiba  .,normal
GE,General Electric Company,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,normal
GE,General Electric Company,20110919,RPT-INSIGHT-Companies forge lean business models to tap rural India , (Repeats story that ran on Friday with no change in text),normal
GIS,General Mills Inc,20110919,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,topStory
GIS,General Mills Inc,20110919,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
GM,General Motors Company,20110919,UPDATE 1-Brazil auto investment seen stable despite tax hike , * Anfavea's Belini sees $19 bln in investment through 2015,topStory
GM,General Motors Company,20110919,Brazil carmakers to invest more in plants-Anfavea , SAO PAULO  Sept 19 Automakers are expected to increase investments in factories in Brazil  Cledorvino Belini  the president of the nation's automakers' association Anfavea  said on Monday  without elaborating.,normal
GM,General Motors Company,20110919,Fiat has enough liquidity to weather the storm ,TURIN Fiat SpA  has enough liquidity to weather the financial crisis  Chief Executive Sergio Marchionne said on Monday  confirming its planned investments.,normal
GM,General Motors Company,20110919,UPDATE 1-Fiat has enough liquidity to weather the storm , * Says confident of a Chrysler-UAW deal  (Adds quotes  details),normal
GM,General Motors Company,20110919,Court okays Saab to appeal creditor protection denial , STOCKHOLM  Sept 19 A court in Sweden on Monday gave struggling car maker Saab leave to appeal a lower court's decision denying it protection from creditors  opening a potential lifeline for the bankruptcy-threatened company.,normal
GM,General Motors Company,20110919,Saab has payments plan if court rejects appeal-paper , STOCKHOLM  Sept 19 Struggling car maker Saab  plans to use money recently promised by a Chinese investor to pay delayed wages and some unpaid bills to stave off bankruptcy if it is not given protection from creditors  daily Dagens Industri wrote on Monday.,normal
GM,General Motors Company,20110919,PRESS DIGEST - Wall Street Journal - Sept 19 , Sept 19 The following were the top stories in The Wall Street Journal on Monday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GGB,Gerdau SA,20110919,Nippon Steel could take control of Usiminas-report , SAO PAULO  Sept 19 Nippon Steel Corp  could buy out two key partners in Brazilian steelmaker Usiminas   which is the target of a rival's takeover attempt  newspaper Valor Economico reported on Monday.,topStory
GSK,GlaxoSmithKline PLC,20110919,Scientists find way to "disarm" AIDS virus ,LONDON Scientists have found a way to prevent HIV from damaging the immune system and say their discovery may offer a new approach to developing a vaccine against AIDS.,topStory
GSK,GlaxoSmithKline PLC,20110919,Deals of the day -- mergers and acquisitions , (Adds Tyco International  Agnico-Eagle Mines  Nice Systems  Transatlantic Holdings  BNP Paribas  Schneider Electric SA  Ralcorp Holdings  Red Back Mining  Grupo Bimbo ),normal
GSK,GlaxoSmithKline PLC,20110919,Stada eyeing parts of Gaxo's OTC assets - report , FRANKFURT  Sept 19 German generic drugmaker Stada  is interested in buying the European part of non-prescription drugs businesses  GlaxoSmithKline is selling  a German paper reported.,normal
GFI,Gold Fields Limited,20110919,AngloGold aims 5 km down to unlock 70 mln oz , * AngloGold aims to remove workers from stopes in 3-5 years,topStory
GG,Goldcorp Inc,20110919,CANADA STOCKS-TSX falls as euro zone fears mount , * Eight of 10 main groups lower; energy  materials drag  (Adds details  analysts' comments),topStory
GG,Goldcorp Inc,20110919,CANADA STOCKS-TSX falls to one-week low on euro zone fears , * Eight of 10 main groups lower; energy  materials drag  (Updates to close  adds analyst comment),normal
GG,Goldcorp Inc,20110919,CANADA STOCKS-TSX hits one-week low on euro zone fears , * Energy  base metals  banks all weigh  (Adds details  commentary),normal
GS,Goldman Sachs Group Inc (The),20110919,COLUMN-Banks beware of MBS breach suits: Alison Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,topStory
GS,Goldman Sachs Group Inc (The),20110919,UPDATE 3-US SEC moves to limit firms' bets against clients , * Industry watching how SEC crafts exemptions  (Adds comments from Senator Carl Levin),normal
GS,Goldman Sachs Group Inc (The),20110919,SEC moves to limit firms' bets against clients ,WASHINGTON Financial firms would be restricted from betting against the bundled financial products they create and sell to investors  under a proposal issued by U.S. securities regulators on Monday.,normal
GS,Goldman Sachs Group Inc (The),20110919,U.S. SEC plan would limit conflicts in ABS deals , WASHINGTON  Sept 19 Underwriters or sponsors of asset-backed securities would be banned for one year from taking positions to profit from investors' losses under a plan released by U.S. securities regulators on Monday.,normal
TV,Grupo Televisa SA,20110919,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST     PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2           ,topStory
HAL,Halliburton Company,20110919,UPDATE 2-Chesapeake forms oilfield services subsidiary , * Unit formed ahead of IPO  other move  (Adds byline  analyst comment),topStory
HMY,Harmony Gold Mining Company Limited,20110919,Philippines - Market factors to watch - Sept 19 , MANILA  Sept 19 Here are news stories and press reports which may influence local financial markets on Monday:,topStory
HCA,HCA Healthcare Inc,20110919,Hospitals  drugmakers lash out at Obama deficit plan ,WASHINGTON The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,topStory
HCA,HCA Healthcare Inc,20110919,Obama offers $3.6 trillion deficit plan  would up taxes ,WASHINGTON President Barack Obama laid out a $3.6 trillion plan on Monday to cut budget deficits partly by raising taxes on the rich  but Republicans rejected it as a political stunt and made clear the proposal has little chance of becoming law. | Video ,normal
HCA,HCA Healthcare Inc,20110919,WRAPUP 6-Obama offers $3.6 trln deficit plan  would up taxes , * Proposal to curb deficit by $3.6 trillion over 10 years,normal
HCA,HCA Healthcare Inc,20110919,Hospitals  drugmakers lash out at Obama deficit plan , WASHINGTON  Sept 19 The U.S. hospital and drug industries lashed out at provisions of President Barack Obama's deficit reduction plan that would saddle them with more than $200 billion in federal healthcare spending cuts.,normal
HES,Hess Corporation,20110919,UPDATE 1-BP restarts oil exports from N.Sea Valhall platform , LONDON  Sept 19 BP restarted production at the Valhall field in the North Sea over the weekend and oil exports will continue increasing in the days to come  a company spokesman said on Monday.,topStory
HMC,Honda Motor Company Ltd,20110919,Over 800 000 vehicles recalled in U.S. last week ,Automakers  including Hyundai Motor Co and Subaru recalled more than 800 000 cars and trucks last week for defects including faulty airbags  according to federal regulators.,topStory
HMC,Honda Motor Company Ltd,20110919,Over 800 000 vehicles recalled in U.S. last week , Sept 19 Automakers  including Hyundai Motor Co  and Subaru  recalled more than 800 000 cars and trucks last week for defects including faulty airbags  according to federal regulators.,normal
HON,Honeywell International Inc,20110919,UTX exploring Goodrich takeover: sources ,Diversified manufacturer United Technologies Corp  is exploring a takeover of aerospace company Goodrich Corp  but the two sides are not yet close to a deal  according to a source with knowledge of the situation.,topStory
HSBC,HSBC Holdings plc,20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,topStory
HSBC,HSBC Holdings plc,20110919,RPT-PREVIEW-Fed tested on "too big to fail" in merger review , * Capital One-ING deal would create 7th-largest U.S. bank,normal
HSBC,HSBC Holdings plc,20110919,UPDATE 2-Tight liquidity may further lift HK mortgage rates-HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HSBC,HSBC Holdings plc,20110919,Stada eyeing parts of Gaxo's OTC assets - report , FRANKFURT  Sept 19 German generic drugmaker Stada  is interested in buying the European part of non-prescription drugs businesses  GlaxoSmithKline is selling  a German paper reported.,normal
HSBC,HSBC Holdings plc,20110919,Tight liquidity may push up HK mortgage rates - HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HSEA,HSBC Holdings plc,20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,topStory
HSEA,HSBC Holdings plc,20110919,RPT-PREVIEW-Fed tested on "too big to fail" in merger review , * Capital One-ING deal would create 7th-largest U.S. bank,normal
HSEA,HSBC Holdings plc,20110919,UPDATE 2-Tight liquidity may further lift HK mortgage rates-HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HSEA,HSBC Holdings plc,20110919,Stada eyeing parts of Gaxo's OTC assets - report , FRANKFURT  Sept 19 German generic drugmaker Stada  is interested in buying the European part of non-prescription drugs businesses  GlaxoSmithKline is selling  a German paper reported.,normal
HSEA,HSBC Holdings plc,20110919,Tight liquidity may push up HK mortgage rates - HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HSEB,HSBC Holdings plc,20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,topStory
HSEB,HSBC Holdings plc,20110919,RPT-PREVIEW-Fed tested on "too big to fail" in merger review , * Capital One-ING deal would create 7th-largest U.S. bank,normal
HSEB,HSBC Holdings plc,20110919,UPDATE 2-Tight liquidity may further lift HK mortgage rates-HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HSEB,HSBC Holdings plc,20110919,Stada eyeing parts of Gaxo's OTC assets - report , FRANKFURT  Sept 19 German generic drugmaker Stada  is interested in buying the European part of non-prescription drugs businesses  GlaxoSmithKline is selling  a German paper reported.,normal
HSEB,HSBC Holdings plc,20110919,Tight liquidity may push up HK mortgage rates - HSBC , HONG KONG  Sept 19 Tightening liquidity in Hong Kong may continue to push up mortgage rates in the Chinese territory  the head of HSBC Holdings Plc in Asia said on Monday  potentially damping already weak real estate sentiment even further.,normal
HBM,Hudbay Minerals Inc,20110919,Canadian base metal miners tumble as copper drops , Sept 19 Shares of Canadian base metal miners tumbled on Monday as copper prices slid to their lowest level this year on economic jitters and the lingering threat of a Greek default.,topStory
IAG,Iamgold Corporation,20110919,UPDATE 2-Iamgold reports promising drill results  stock rises , Sept 19 Canadian gold miner Iamgold  on Monday outlined promising drill results from exploration near its existing mines in Burkina Faso and Suriname and from a rare earth zone at its niobium mine in Quebec.,topStory
ING,ING Group NV,20110919,ADR REPORT-Banks tumble as Greece worries in focus , NEW YORK  Sept 19 U.S.-listed shares of overseas companies fell on Monday  led by European banks as investors weighed the likelihood of a debt default by Greece.,topStory
ITT,ITT Inc,20110919,UPDATE 5-Tyco to split into three companies  shares rise , * Shares up 3.7 percent  (Adds analyst and investor comment  byline; updates share movement),topStory
JPM,J P Morgan Chase & Co,20110919,BUYOUTS-Pioneer in health-care buyouts returns to the game , NEW YORK  Sept 15 (Reuters-BUYOUTS)-You could say Dr. Mitchell Blutt is getting the old band back together again.,topStory
JPM,J P Morgan Chase & Co,20110919,Rules clash could limit money fund rates: Fidelity ,BOSTON Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,normal
JPM,J P Morgan Chase & Co,20110919,Rules clash could limit money fund rates--Fidelity , BOSTON  Sept 19 Conflicting regulations could limit the rates that money market mutual funds pay investors  a senior Fidelity Investments executive said  reflecting some of the many forces weighing on the sector.,normal
JPM,J P Morgan Chase & Co,20110919,COLUMN-Banks beware of MBS breach suits: Alison Frankel ,   -- Alison Frankel writes the On the Case blog for Thomson Reuters News & Insight (http://newsandinsight.com). The views expressed are her own. --,normal
JPM,J P Morgan Chase & Co,20110919,Wronged homeowners may soon seek bank relief ,WASHINGTON Homeowners who believe they were wrongly foreclosed upon will soon be able to request that their cases be reviewed as part of a government settlement with large lenders  a top bank regulator said on Monday.,normal
JPM,J P Morgan Chase & Co,20110919,Wronged U.S. homeowners may soon seek bank relief , * Lenders must identify homeowners wrongly foreclosed upon,normal
JPM,J P Morgan Chase & Co,20110919,MOVES-JP Morgan Asset Management  Citi Private Bank  Man Group , Sept 19 The following financial service industry appointments were announced on Monday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
JPM,J P Morgan Chase & Co,20110919,Big bank surcharge not anti-American: watchdog ,FRANKFURT A proposed capital surcharge for big banks is not anti-American and will help reduce the risk of big bank failures  a top European regulator said on Monday.,normal
JPM,J P Morgan Chase & Co,20110919,Big bank surcharge not anti-American -watchdog , FRANKFURT  Sept 19 A proposed capital surcharge for big banks is not anti-American and will help reduce the risk of big bank failures  a top European regulator said on Monday.,normal
JPM,J P Morgan Chase & Co,20110919,Schneider delays $1.4 billion auction of unit: sources ,French engineering company Schneider Electric SA  has delayed the roughly $1.4 billion auction of its sensors business because of turbulence in financing markets  people familiar with the matter said.,normal
JCP,JC Penney Company Inc Holding Company,20110919,Penney lets Vornado raise stake  limits voting power ,J.C. Penney Co Inc  will let one of its largest shareholders  Vornado Realty Trust   buy more shares in the department store operator  relaxing a restriction put in place last year when Penney adopted a provision limiting its ownership.,topStory
JCP,JC Penney Company Inc Holding Company,20110919,UPDATE 2-Penney lets Vornado raise stake  limits voting power , * Limits voting power to 9.9 percent  (Adds detail on voting power),normal
JCP,JC Penney Company Inc Holding Company,20110919,RPT-PREVIEW-Google preparing for U.S. Senate hearing , WASHINGTON  Sept 18 Google's Eric Schmidt  the online search giant's point man for all things Washington  goes before a Senate panel this week to argue the company is not a rival-abusing bully  but in fact is struggling to stay on top.,normal
JHX,James Hardie Industries plc,20110919,PRESS DIGEST-Australian Business News - Sept 20 , SYDNEY  Sept 20    Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
JKS,JinkoSolar Holding Company Limited,20110919,China firm apologizes for toxic waste after protest ,HAINING  China A solar panel company in eastern China at the center of violent protests over toxic waste apologized on Monday for the trouble it had caused and promised to clean up the mess.,topStory
JNJ,Johnson & Johnson,20110919,Analysis: New drugs drive prostate cancer market ,LOS ANGELES Options for treating prostate cancer are expanding with the advent of novel  and more expensive  medicines  with key data expected soon for what could be one of the biggest new drugs.,topStory
KB,KB Financial Group Inc,20110919,UPDATE 1-Woori Bank to spin off credit card division , * Woori Bank to split credit card service  keep it unlisted,topStory
KB,KB Financial Group Inc,20110919,Q+A-S.Korea suspends more savings banks  time bomb for economy? , SEOUL  Sept 19 South Korea's financial regulators on Sunday ordered seven savings banks including major players Jeil and Tomato Savings Bank to temporarily close down as the sector grapples with deteriorating asset quality due to bad construction loans.,normal
KB,KB Financial Group Inc,20110919,Woori Bank says to spin off credit card division , SEOUL  Sept 19 Woori Bank  the banking unit of Woori Finance Holdings   said in a regulatory filing on Monday it had decided to spin off its credit card operation into a separate entity in a bid to beef up non-banking services and balance its business portfolio.,normal
KBH,KB Home,20110919,Lennar sees strong Q4 as new home orders jump ,Homebuilder Lennar Corp  forecast a strong fourth quarter  suggesting the U.S. housing market is finally showing signs of coming out of a long slump  sending its shares up 5 percent.,topStory
KBH,KB Home,20110919,UPDATE 3-Lennar sees strong Q4 as new home orders jump , * Share rise as much as 5 pct   (Adds outlook  details and analysts comments; updates share movement),normal
K,Kellogg Company,20110919,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,topStory
K,Kellogg Company,20110919,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
KEX,Kirby Corporation,20110919,Barge operator Kirby ups Q3 profit outlook ,Kirby Corp   the largest inland tank barge operator in the United States  raised its third-quarter profit outlook on higher utilization and rates for its fleet.,topStory
KEX,Kirby Corporation,20110919,UPDATE 1-Barge operator Kirby ups Q3 profit outlook , Sept 19 Kirby Corp   the largest inland tank barge operator in the United States  raised its third-quarter profit outlook on higher utilization and rates for its fleet.,normal
KR,Kroger Company (The),20110919,SoCal grocers  union avert strike with deal ,LOS ANGELES Albertsons  Ralphs and Vons and the union representing their Southern California supermarket employees reached a tentative agreement on a new labor contract on Monday  averting a threatened strike.,topStory
KR,Kroger Company (The),20110919,UPDATE 3-SoCal grocers  union avert strike with deal , * Grocers parent companies are Supervalu  Kroger  Safeway,normal
KR,Kroger Company (The),20110919,SoCal grocers  union reach tentative deal-source , LOS ANGELES  Sept 19 Albertsons  Ralphs and Vons and the union representing their Southern California employees have reached a tentative agreement on a new labor contract  averting a threatened strike  a source close to the negotiations told Reuters.,normal
KR,Kroger Company (The),20110919,California grocer labor talks ongoing  deadline passes ,LOS ANGELES Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
KR,Kroger Company (The),20110919,California grocer labor talks ongoing  deadline passes , LOS ANGELES  Sept 18 Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
LEN,Lennar Corporation,20110919,US SMALL/MIDCAPS-Investors gravitate to growth stocks , NEW YORK  Sept 19 Small-cap growth stocks outperformed value stocks on Monday  with investors gravitating towards proven earnings potential in a sign that risk aversion over the economic outlook was still running high.,topStory
LEN,Lennar Corporation,20110919,Lennar sees strong Q4 as new home orders jump ,Homebuilder Lennar Corp  forecast a strong fourth quarter  suggesting the U.S. housing market is finally showing signs of coming out of a long slump  sending its shares up 5 percent.,normal
LEN,Lennar Corporation,20110919,UPDATE 3-Lennar sees strong Q4 as new home orders jump , * Share rise as much as 5 pct   (Adds outlook  details and analysts comments; updates share movement),normal
LYG,Lloyds Banking Group Plc,20110919,Lloyds to sell 1 bln stg of property loans - FT , LONDON  Sept 20 Lloyds  has launched the sale of a portfolio of commercial property loans worth 1 billion pounds ($1.56 billion)  attracting interest from pension funds  private equity and overseas investors  the Financial Times reported.,topStory
LYG,Lloyds Banking Group Plc,20110919,Deals of the day -- mergers and acquisitions , (Adds Tyco International  Agnico-Eagle Mines  Nice Systems  Transatlantic Holdings  BNP Paribas  Schneider Electric SA  Ralcorp Holdings  Red Back Mining  Grupo Bimbo ),normal
LYG,Lloyds Banking Group Plc,20110919,UPDATE 1-UBS shows need for UK bank reform-Cable , * Adds pressure on Bank of England to reopen QE programme,normal
LYG,Lloyds Banking Group Plc,20110919,UPDATE 2-Lloyds Banking's finance director to quit , * Nathan Bostock seen as possible new Lloyds CFO   (Adds analyst comment  further background),normal
LMT,Lockheed Martin Corporation,20110919,UPDATE 1-Air Force chief backs F-35 as Pentagon eyes delays , * Donley says F-35 key to U.S. air dominance going forward,topStory
LMT,Lockheed Martin Corporation,20110919,Taiwan portrays Obama as yielding to China ,RICHMOND  Virginia Taiwan portrayed the Obama administration on Monday as yielding to China at Taipei's peril  renewing a push for 66 new U.S.-built Lockheed Martin Corp F-16 multi-role fighter aircraft.,normal
LMT,Lockheed Martin Corporation,20110919,UPDATE 2-Taiwan portrays Obama as yielding to China , * Says needs new Lockheed Martin F-16 fighters  submarines,normal
LMT,Lockheed Martin Corporation,20110919,Pentagon may delay work on 100 more F-35 fighters ,WASHINGTON Senior Pentagon officials are considering postponing production of an additional 100 F-35 fighter jets by Lockheed Martin Corp as part of a five-year defense plan to be sent to Congress  according to three people familiar with the program.,normal
LMT,Lockheed Martin Corporation,20110919,UPDATE 1-Pentagon may delay work on 100 more F-35 fighters , * Lockheed expects F-35 to account for 20 pct of revenues  (Adds details  background  byline),normal
LMT,Lockheed Martin Corporation,20110919,Pentagon may delay work on 100 more F-35 fighters , WASHINGTON  Sept 19 Senior Pentagon officials are considering postponing production of an additional 100 F-35 fighter jets by Lockheed Martin Corp  as part of the next five-year defense plan to be sent to Congress  according to three people familiar with the program.,normal
LMT,Lockheed Martin Corporation,20110919,U.S. needs F-35 despite tight budget: Air Force chief ,WASHINGTON The United States needs the F-35 Joint Strike Fighter and a new long-range bomber despite the difficult budget climate if it is to maintain U.S. air dominance  Air Force Secretary Michael Donley said on Monday.,normal
LMT,Lockheed Martin Corporation,20110919,US needs F-35 despite tight budget -Air Force chief , * Aerial refueling tankers even older  an average 49 years,normal
LMT,Lockheed Martin Corporation,20110919,Taiwan criticizes Obama team over new F-16 holdup ,RICHMOND  Virginia Taiwan accused the Obama administration on Monday of yielding to pressure from China over arms sales to the self-ruled island  renewing its push for new Lockheed Martin Corp F-16 fighter aircraft.,normal
LMT,Lockheed Martin Corporation,20110919,UPDATE 1-Taiwan criticizes Obama team over new F-16 holdup , RICHMOND  Va.  Sept 19 Taiwan accused the Obama administration on Monday of yielding to pressure from China over arms sales to the self-ruled island  renewing its push for new Lockheed Martin Corp  F-16 fighter aircraft.,normal
MPC,Marathon Petroleum Corporation,20110919,Canada crude-Synthetic strengthens  heavy barrels weaken , CALGARY  Alberta  Sept 19 The premium on Canadian light synthetic crude has widened following the outage of a major oil sands processing unit  while heavy oil prices have weakened with the end of asphalt season  industry sources said on Monday.,topStory
MMC,Marsh & McLennan Companies Inc,20110919,Analysis: Private cat bonds quench investor appetite ,LONDON A slowdown in new sales of catastrophe bonds this year has prompted an increase in private bond placements as frustrated investors arrange bespoke transactions with insurers seeking cheap protection from disaster losses.,topStory
MMC,Marsh & McLennan Companies Inc,20110919,Private cat bonds quench investor appetite ,LONDON A slowdown in new sales of catastrophe bonds this year has prompted an increase in private bond placements as frustrated investors arrange bespoke transactions with insurers seeking cheap protection from disaster losses.,normal
MDT,Medtronic plc,20110919,U.S. FDA advisory meetings through Nov. 16 , THIS DIARY IS FILED AS THE FOOD AND DRUG ADMINISTRATION UPDATES ITS SCHEDULE. ALL ITEMS EDT/GMT UNTIL NOV. 6.,topStory
MRK,Merck & Company Inc,20110919,UPDATE 1-Merck reports data on experimental bone drug , Sept 19 New data on Merck & Co Inc's  experimental osteoporosis drug odanacatib show the highest dose of the drug improved bone mineral density in post-menopausal women after 5 years of continuous treatment  the company said on Monday.,topStory
MRK,Merck & Company Inc,20110919,Scientists find way to "disarm" AIDS virus ,LONDON Scientists have found a way to prevent HIV from damaging the immune system and say their discovery may offer a new approach to developing a vaccine against AIDS.,normal
MRK,Merck & Company Inc,20110919,U.S. FDA advisory meetings through Nov. 16 , THIS DIARY IS FILED AS THE FOOD AND DRUG ADMINISTRATION UPDATES ITS SCHEDULE. ALL ITEMS EDT/GMT UNTIL NOV. 6.,normal
MET,MetLife Inc,20110919,UPDATE 1-MetLife hires Credit Suisse banker for M&A , Sept 19 MetLife Inc   the largest life insurer in the United States  said it has hired the co-head of the financial institutions mergers and acquisitions team at Credit Suisse  to run its M&A operation.,topStory
