ALKS,Alkermes plc,20110707,UPDATE 2-Amylin says heart trial of diabetes drug met goal ,* Alkermes shares rise 6 percent  (Adds background  updates share prices),topStory
ICE,Intercontinental Exchange Inc,20110707,UPDATE 2-Varney to step down as top U.S. antitrust official , * Experts do not expect sharp change in antitrust policy,normal
IBM,International Business Machines Corporation,20110707,SPECIAL REPORT-Malaysia's dilemma: Can it reform and discriminate? , PUTRAJAYA  Malaysia  July 7 Dr. Mahathir Mohamad sits at a vast desk cluttered with work  hands clasped before him and looking at his visitors with a slight smile.,topStory
IBM,International Business Machines Corporation,20110707,Special Report: Can Malaysia reform and discriminate? ,PUTRAJAYA  Malaysia Dr. Mahathir Mohamad sits at a vast desk cluttered with work  hands clasped before him and looking at his visitors with a slight smile.,normal
ICL,Israel Chemicals Shs,20110707,UPDATE 1-Israel Chem signs potash deals with China , TEL AVIV  July 7 Israel Chemicals (ICL)  said on Thursday it signed deals to supply Chinese customers with 500 000 tonnes of potash during the second half of 2011  following 500 000 tonnes sold in the first half.,topStory
ICL,Israel Chemicals Shs,20110707,BRIEF-Israel Chem in potash deals with China , * Signed deals to sell 500 000 tonnes of potash to China in H2,normal
JPM,J P Morgan Chase & Co,20110707,NY Mets owners seek end to $1 billion Madoff lawsuit ,NEW YORK Owners of the New York Mets baseball team asked a federal judge on Thursday to dismiss the $1 billion lawsuit against them by the trustee seeking money for victims of Bernard Madoff's Ponzi scheme.,topStory
JPM,J P Morgan Chase & Co,20110707,JPMorgan settles muni bid-rigging case for $211 million ,NEW YORK JPMorgan Chase & Co  agreed to pay $211.2 million to settle federal and state charges that its employees rigged bids for derivatives sold to at least 48 cities and charities.,normal
JPM,J P Morgan Chase & Co,20110707,UPDATE 2-NY Mets owners seek end to $1 bln Madoff lawsuit , * Hearing set for Aug. 19  (Adds details from filing  background on case  byline),normal
JPM,J P Morgan Chase & Co,20110707,CORRECTED - UPDATE 2-JPMorgan settles muni bid-rigging case for $211 mln , (Clarifies in paragraph four and bullet point that not all charged employees had worked at JPMorgan. Corrects figure in paragraph 11 to $211.2 million from $211.2),normal
JPM,J P Morgan Chase & Co,20110707,Analysis: JPMorgan close to becoming the top U.S. lender ,NEW YORK JPMorgan Chase & Co is close to vaulting past Bank of America Corp to become the biggest bank in the United States  but it will likely get there in an odd way -- by shrinking less than its rival.,normal
JPM,J P Morgan Chase & Co,20110707,Wells Fargo settles mortgage case for $125 million ,SAN FRANCISCO Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,normal
JPM,J P Morgan Chase & Co,20110707,Wells Fargo settles mortgage case for $125 mln , SAN FRANCISCO  July 7 Wells Fargo & Co  has agreed to pay $125 million to settle a lawsuit over the sale of mortgage pass-through certificates  according to court documents.,normal
JPM,J P Morgan Chase & Co,20110707,JPMorgan wins dismissal of Madoff conspiracy suit ,NEW YORK A federal appeals court threw out a lawsuit accusing JPMorgan Chase & Co of violating U.S. racketeering law by conspiring with Bernard Madoff to further his Ponzi scheme.,normal
JPM,J P Morgan Chase & Co,20110707,Deals of the day -- mergers and acquisitions , July 7 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 2000 GMT on Thursday:,normal
JPM,J P Morgan Chase & Co,20110707,Dodgers lose bid to force documents from MLB ,WILMINGTON  Delaware The Los Angeles Dodgers are 0-for-2 in their bankruptcy fight with Major League Baseball.,normal
JCP,JC Penney Company Inc Holding Company,20110707,Chains' deals won over shoppers in June ,NEW YORK Top U.S. retailers reported better-than-expected June sales after luring shoppers with targeted bargains that they will now have to keep in place to satisfy shoppers through the summer.,topStory
JCP,JC Penney Company Inc Holding Company,20110707,WRAPUP 5-U.S. chains' deals won over shoppers in June , * Penney misses  slashes forecast; shares down  (Recasts first sentence  adds comments by Macy's CEO  updates share prices),normal
JNJ,Johnson & Johnson,20110707,UPDATE 2-Medtronic deals to expand surgical device offerings , * To expand presence in advanced energy surgical devices  (Rewrites first paragraph  adds Salient deal  detail  analyst comment  stock price),topStory
JNJ,Johnson & Johnson,20110707,Pfizer to unload units worth over $16 billion ,NEW YORK/BOSTON Pfizer Inc  might sell or spin off its animal health and nutrition units -- businesses valued at more than $16 billion -- to focus on its main pharmaceutical business and cushion the loss of its top-selling Lipitor cholesterol drug.,normal
JNJ,Johnson & Johnson,20110707,EU mergers and takeovers (July 7) , BRUSSELS  July 7 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,normal
JNJ,Johnson & Johnson,20110707,EU clears Eli Lilly to buy J&J animal health unit , BRUSSELS  July 7 U.S. drugmaker Eli Lilly & Co  secured European Union regulatory approval on Thursday to buy Johnson & Johnson's  animal health unit Janssen to boost its presence in Europe.,normal
JLL,Jones Lang LaSalle Incorporated,20110707,Exclusive: Exeter buys industrial property portfolio ,NEW YORK Exeter Property Group  a real estate private equity firm  has bought a portfolio of 19 industrial buildings  primarily in Indiana and Tennessee  for about $240 million  reflecting investor demand for U.S. warehouse and distribution centers  the deal's broker  Jones Lang LaSalle Inc   said on Wednesday.,topStory
KB,KB Financial Group Inc,20110707,S.Korea KB Fin sells $1.7 bln treasury shares , SEOUL  July 8 KB Financial Group  unit Kookmin Bank has sold 34.99 million treasury shares in its parent via a block sale at 51 800 won per share  a source close to the deal and IFR said on Friday.,topStory
KB,KB Financial Group Inc,20110707,BRIEF-Moody's assigns A1 to Kookmin's USD senior notes , July 07 Kookmin Bank [KOOKM.UL]   * Moody's assigns A1 to Kookmin's USD senior notes  ,normal
KB,KB Financial Group Inc,20110707,UPDATE 1-Two Korean financial groups launch $1.85 bln share sales-sources , * KB Financial share sale could raise as much as $1.71 bln,normal
KB,KB Financial Group Inc,20110707,KB Financial launches $1.71 bln sale of treasury shares - source , HONG KONG  July 7 KB Financial Group Inc  launched a sale of treasury shares worth $1.71 billion  a source with direct knowledge of the deal told Reuters on Thursday.,normal
KSS,Kohl&#39;s Corporation,20110707,Chains' deals won over shoppers in June ,NEW YORK Top U.S. retailers reported better-than-expected June sales after luring shoppers with targeted bargains that they will now have to keep in place to satisfy shoppers through the summer.,topStory
KSS,Kohl&#39;s Corporation,20110707,WRAPUP 5-U.S. chains' deals won over shoppers in June , * Penney misses  slashes forecast; shares down  (Recasts first sentence  adds comments by Macy's CEO  updates share prices),normal
LPL,LG Display Co Ltd,20110707,UPDATE 5-Samsung Q2 falls as weak LCDs overshadow mobiles , * Estimates Q2 sales at 39 trln won vs 40 trln won consensus,topStory
LPL,LG Display Co Ltd,20110707,Instant View: Samsung estimates Q2 profit down 26 percent ,SEOUL Samsung Electronics  the world's top maker of memory chips and televisions  estimated its April-June operating profit would fall 26 percent year on year  as its LCD display business is widely expected to report another loss.,normal
LYV,Live Nation Entertainment Inc,20110707,Live Nation would gain from going private: Malone ,SUN VALLEY  Idaho Live Nation  the world's largest live entertainment business  would benefit from being taken private  according to the company's largest shareholder.,topStory
LYV,Live Nation Entertainment Inc,20110707,UPDATE 2-Live Nation would benefit from going private-Malone , * Move depends on deal financing--top shareholder Malone   (Adds final Malone quote),normal
LYV,Live Nation Entertainment Inc,20110707,Live Nation could benefit from going private - Malone , SUN VALLEY  Idaho  July 7 Live Nation Entertainment   the world's largest concert and promotions business  would benefit from being taken private  according to one of the company's largest shareholders.,normal
LMT,Lockheed Martin Corporation,20110707,US  allies' share of world military spending shrinking-study , * Decline partly reflects China's growing economic weight,topStory
LOW,Lowe&#39;s Companies Inc,20110707,PRESS DIGEST-Australian Business News - July 8 , Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
LL,Lumber Liquidators Holdings Inc,20110707,UPDATE 1-Lumber Liquidators sees weak Q2  cuts FY11 outlook , * Shares fall 16 pct in pre-market trade   (Follows alerts),topStory
M,Macy&#39;s Inc,20110707,Retail  tech lead Wall Street rally before jobs data ,NEW YORK Stocks closed sharply higher and the Nasdaq notched an eighth day of gains on Thursday as improved labor market and retail sales data added to optimism a day before the critical June payrolls report.,topStory
M,Macy&#39;s Inc,20110707,US STOCKS-Retail  tech lead Wall St rally before jobs data , * Dow up 0.7 pct  S&P up 1.1 pct  Nasdaq up 1.4 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
M,Macy&#39;s Inc,20110707,Chains' deals won over shoppers in June ,NEW YORK Top U.S. retailers reported better-than-expected June sales after luring shoppers with targeted bargains that they will now have to keep in place to satisfy shoppers through the summer.,normal
M,Macy&#39;s Inc,20110707,WRAPUP 5-U.S. chains' deals won over shoppers in June , * Penney misses  slashes forecast; shares down  (Recasts first sentence  adds comments by Macy's CEO  updates share prices),normal
M,Macy&#39;s Inc,20110707,US STOCKS-Wall St set for higher open after labor data , * Futures up: Dow 92 pts  S&P 12.6 pts  Nasdaq 22.75 pts,normal
MTW,Manitowoc Company Inc (The),20110707,DEALTALK-Charter's welding unit to attract U.S. rivals , * Bidding for Charter could rise to $2.6 bln - analysts,topStory
MTW,Manitowoc Company Inc (The),20110707,Dealtalk: Charter's welding unit to attract U.S. rivals ,LONDON/BANGALORE Charter International   a UK-based industrial tools maker which last week rejected a $2 billion approach  is likely to be targeted by U.S. rivals attracted by the prospect of its welding tools business  the world's second-largest.,normal
MAN,ManpowerGroup,20110707,UPDATE 1-USG People cuts Dutch jobs as recovery lags , * To cut 360 full-time jobs or 9 pct of its Dutch workforce,topStory
MRO,Marathon Oil Corporation,20110707,Senate deal would axe $6 billion ethanol tax credit ,WASHINGTON Three senators reached a deal on Thursday to repeal the $6 billion per year ethanol tax credit by the end of July  an agreement that must still be passed by Congress.,topStory
MA,Mastercard Incorporated,20110707,EBay buys Zong as mobile payments gain traction ,NEW YORK/SAN FRANCISCO EBay Inc said on Thursday it agreed to buy cellphone payments provider Zong for about $240 million in cash to help its PayPal unit push further into mobile commerce.,topStory
MA,Mastercard Incorporated,20110707,Swiss police raid cyber attack suspect's home , ZURICH  July 7 Swiss police have searched the home of an Italian citizen suspected of carrying out cyber attacks in Italy  prosecutors said on Thursday.,normal
MCD,McDonald&#39;s Corporation,20110707,Dim sum market stirs U.S. borrowers ,BRADENTON/NEW YORK  July 7 (IFR) - One of the U.S. high-grade market's favorites  Caterpillar Financial Services  is becoming quite the regular issuer in the offshore yuan-denominated market  also called the dim sum or CNH bond market.,topStory
MCD,McDonald&#39;s Corporation,20110707,IFR-US CREDIT-Dim sum market stirs US borrowers , BRADENTON/NEW YORK  July 7 (IFR) - One of the US high-grade market's favorites  Caterpillar Financial Services  is becoming quite the regular issuer in the offshore yuan-denominated market  also called the dim sum or CNH bond market.,normal
MCD,McDonald&#39;s Corporation,20110707,Mississippi most obese state  Colorado least ,LOS ANGELES The number of obese U.S. adults rose in 16 states in the last year  helping to push obesity rates in a dozen states above 30 percent  according to a report released on Thursday.,normal
MTL,Mechel PAO,20110707,Hong Kong IPO Pipeline - July 7 , HONG KONG  July 7 The following are some of the major companies planning initial public offerings on the Hong Kong stock exchange.,topStory
MDT,Medtronic plc,20110707,UPDATE 2-Medtronic deals to expand surgical device offerings , * To expand presence in advanced energy surgical devices  (Rewrites first paragraph  adds Salient deal  detail  analyst comment  stock price),topStory
MDT,Medtronic plc,20110707,Deals of the day -- mergers and acquisitions , July 7 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 2000 GMT on Thursday:,normal
MRK,Merck & Company Inc,20110707,Pfizer to unload units worth over $16 billion ,NEW YORK/BOSTON Pfizer Inc  might sell or spin off its animal health and nutrition units -- businesses valued at more than $16 billion -- to focus on its main pharmaceutical business and cushion the loss of its top-selling Lipitor cholesterol drug.,topStory
MCO,Moody&#39;s Corporation,20110707,Covered bond issuers narrow options by cutting raters , LONDON  July 7 (IFR) - Covered bond issuers may have little choice but to accept severe ratings cuts from Moody's in the coming months as many have already severed ties with Standard & Poors.,topStory
MS,Morgan Stanley,20110707,BofA to take $13 billion more in charges: Bernstein ,Bank of America will take another $13 billion in charges related to pending settlement with private label mortgage-backed securities investors  Sanford C Bernstein said.,topStory
MS,Morgan Stanley,20110707,MOVES-Rothschild  Standard Chartered  Ignis  BNP Paribas , (Adds HSBC Global Asset Management  Citi Private Bank and others),normal
MS,Morgan Stanley,20110707,Morgan Stanley private wealth arm hires Baranski ,NEW YORK Morgan Stanley's  wealth management arm for the super-rich hired a former Merrill Lynch private banking executive  Devon Baranski  to lead its U.S. Southwest region  according to an internal memo obtained by Reuters.,normal
MS,Morgan Stanley,20110707,Morgan Stanley private wealth arm hires Baranski , NEW YORK  July 7 Morgan Stanley's  wealth management arm for the super-rich hired a former Merrill Lynch private banking executive  Devon Baranski  to lead its U.S. Southwest region  according to an internal memo obtained by Reuters.,normal
MS,Morgan Stanley,20110707,Dealtalk: Gulf Arab M&A eyes rebound as tensions ebb  oil gains ,DUBAI Gulf Arab bankers  hit by a dearth of deal flows so far in 2011  are hoping sovereign wealth funds will drive a second-half rebound powered by a buoyant oil price and an easing in political tensions.,normal
MS,Morgan Stanley,20110707,DEALTALK-Gulf Arab M&A eyes rebound as tensions ebb  oil gains , * Outbound M&A deals seen rising in second half - bankers,normal
MS,Morgan Stanley,20110707,Analysis: UBS review adds fuel to restructuring hopes ,LONDON/ZURICH UBS AG's admission that it may not reach profit goals and that new regulation has changed the game in investment banking is likely to fuel further doubts over its ambitions in fixed income  where it still trails rivals.,normal
MS,Morgan Stanley,20110707,Morgan Stanley boosts EM syndicate with GS/DB bankers , LONDON  July 7 (IFR) - Morgan Stanley has hired two bankers to boosts its emerging markets team. The US bank has hired Dolph Habeck  former executive director at Goldman Sachs  and David Yellend from Deutsche Bank.,normal
MS,Morgan Stanley,20110707,Nomura  Daiwa  others to handle $4.9 bln JAL share sale-IFR , TOKYO  July 7 Nomura Holdings   Daiwa Securities   Mitsubishi UFJ Morgan Stanley  Mizuho Securities and SMBC Nikko Securities are set to arrange the re-listing of Japan Airlines   with the share sale expected to raise as much as 400 billion yen ($4.9 billion)  IFR reported  citing a person close to the situation.,normal
MS,Morgan Stanley,20110707,Morgan Stanley Smith Barney loses client data CDs: report ,Brokerage Morgan Stanley Smith Barney  a joint venture between Morgan Stanley and Citigroup  said personal information of 34 000 investment clients stored on two CDs was lost in transit to a government office last month  the Wall Street Journal reported citing a company spokesman.,normal
SID,National Steel Company,20110707,Brazil's CSN wants to buy more of Usiminas-report , SAO PAULO  July 7 The chief executive of Brazilian steelmaker CSN  said the company could buy more of rival Usiminas  should two controlling shareholders decide to sell their stakes  a local newspaper reported on Thursday.,topStory
NEM,Newmont Mining Corporation,20110707,Peru Congress enacts law creating fund for miners , LIMA  July 7 Peru's Congress enacted a law on Thursday that will create an additional retirement fund for miners funded by monthly payrolls and corporate profits.,topStory
NEM,Newmont Mining Corporation,20110707,Analysis: Gold stocks to outsparkle gold in post-QE2 world ,LONDON Gold's performance has eclipsed that of gold mining stocks this year  but gold equities now are likely to take the upper hand as the flow of cheap U.S. cash slows and miners boast juicy margins and good growth prospects.,normal
NKE,Nike Inc,20110707,UPDATE 2-Li Ning sees fall in H1 revenue; shares plunge , * Sees sales revenue down 5 pct in H1  gross profit margin down,topStory
NMR,Nomura Holdings Inc ADR,20110707,Nomura  Daiwa  others to handle $4.9 bln JAL share sale-IFR , TOKYO  July 7 Nomura Holdings   Daiwa Securities   Mitsubishi UFJ Morgan Stanley  Mizuho Securities and SMBC Nikko Securities are set to arrange the re-listing of Japan Airlines   with the share sale expected to raise as much as 400 billion yen ($4.9 billion)  IFR reported  citing a person close to the situation.,topStory
JWN,Nordstrom Inc,20110707,U.S. chains' June sales likely lifted by bargains , NEW YORK  July 7 Top U.S. retailers are expected to report healthy sales gains for June  helped by bargains that lured shoppers contending with high gasoline prices and a wobbly economy.,topStory
NOC,Northrop Grumman Corporation,20110707,US  allies' share of world military spending shrinking-study , * Decline partly reflects China's growing economic weight,topStory
NRG,NRG Energy Inc,20110707,Texas fight with EPA grows with power-plant rule ,HOUSTON Texas Governor Rick Perry and two top state regulators on Thursday blasted the U.S. environmental agency for including Texas in a rule to slash sulfur dioxide emissions from power plants  warning that the last-minute action could threaten the state's electric supply.,topStory
NRG,NRG Energy Inc,20110707,Texas fight with EPA grows with power-plant rule , HOUSTON  July 7 Texas Governor Rick Perry and two top state regulators on Thursday blasted the U.S. environmental agency for including Texas in a rule to slash sulfur dioxide emissions from power plants  warning that the last-minute action could threaten the state's electric supply.,normal
ORA,Ormat Technologies Inc,20110707,Israel's Shikun admits to talks on Ormat stake buy , * Bronicki family to sell 20 pct of Ormat to Shikun -report,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110707,UPDATE 1-Siemens to spend $600 mln in Brazil by 2016 , * Considering additional factory for wind energy equipment,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110707,Petrobras to start Tanzania oil exploration in Sept , DAR ES SALAAM  July 7 Brazilian petroleum company Petrobras  expects to start exploration in September for oil and gas off the coast of Tanzania  which is known to have significant gas deposits.,normal
PFE,Pfizer Inc,20110707,Deals of the day -- mergers and acquisitions , July 7 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 2000 GMT on Thursday:,topStory
PFE,Pfizer Inc,20110707,Pfizer to unload units worth over $16 billion ,NEW YORK/BOSTON Pfizer Inc  might sell or spin off its animal health and nutrition units -- businesses valued at more than $16 billion -- to focus on its main pharmaceutical business and cushion the loss of its top-selling Lipitor cholesterol drug.,normal
PFE,Pfizer Inc,20110707,UPDATE 1-Pfizer may sell animal health  nutrition units , NEW YORK  July 7 Pfizer Inc  plans to explore strategic alternatives  including a possible sale  of its multibillion dollar animal health and nutrition businesses  the world's largest drugmaker said on Thursday.,normal
PHI,PLDT Inc,20110707,Philippine state pension fund eyes energy stocks , MANILA  July 7 Philippine pension fund Social Security System (SSS) could increase investments in local equities by up to 20 billion pesos ($470 million) and is particularly interested in energy stocks  its president and CEO said on Thursday.,topStory
PHI,PLDT Inc,20110707,Philippines - Market factors to watch - July 7 , MANILA  July 7 Here are news stories and press reports which may influence local financial markets on Thursday:,normal
PKX,POSCO,20110707,Deals of the day -- mergers and acquisitions , July 7 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 2000 GMT on Thursday:,topStory
PKX,POSCO,20110707,POSCO signs resources deal in DR Congo , KINSHASA  July 7 South Korea's POSCO   the world's third largest steelmaker  signed a resources deal with Democratic Republic of Congo on Thursday as part of a series of accords clinched during a visit by President Lee Myung-bak.,normal
PKX,POSCO,20110707,UPDATE 1-South Korea's POSCO buys Thainox stake for $287 mln , * To expand its presence in SE Asia's stainless steel market,normal
PKX,POSCO,20110707,POSCO says to buy Thainox for $287 mln , SEOUL  July 7 POSCO   the world's third-biggest steelmaker  said on Thursday that it had agreed to buy 3.98 million shares in Thainox Stainless Pcl   Southeast Asia's largest stainless steel producer  for 305.9 billion won ($287 million).,normal
PKX,POSCO,20110707,South Korea's POSCO plans to take over Thainox , BANGKOK  July 7 Thainox Stainless Pcl   Southeast Asia's largest stainless steel producer  said on Thursday its major shareholder had agreed to sell its stake to South Korea's POSCO at 2.20 baht per share.,normal
RTN,Raytheon Company,20110707,US  allies' share of world military spending shrinking-study , * Decline partly reflects China's growing economic weight,topStory
RIO,Rio Tinto Plc,20110707,Australia to set carbon price of A$23 per metric ton: report ,CANBERRA Australia is set to slap a carbon tax of A$23 a metric ton ($24.60) on its major emitters  newspapers said on Thursday  but it has halved the number of companies liable for the tax in a bid to overcome hostility to the policy.,topStory
RIO,Rio Tinto Plc,20110707,UPDATE 5-Australia to set carbon price of A$23 per tonne-report , * Number of companies hit by tax to be halved to about 500,normal
RAD,Rite Aid Corporation,20110707,U.S. chains' June sales likely lifted by bargains , NEW YORK  July 7 Top U.S. retailers are expected to report healthy sales gains for June  helped by bargains that lured shoppers contending with high gasoline prices and a wobbly economy.,topStory
RCI,Rogers Communication Inc,20110707,UPDATE 2-Cogeco posts Q3 loss on Portugal unit charge , * Unit revenue up 7.4 pct at C$342.9 mln   (Adds CEO comments  subscriber growth data in paragraphs 3-5 9 12),topStory
RY,Royal Bank Of Canada,20110707,RPT-UPDATE 1-Royal Bank of Canada latest to join ETF market , * Is one of several firms setting up ETF shops in Canada,topStory
RY,Royal Bank Of Canada,20110707,UPDATE 1-Royal Bank of Canada latest to join ETF market , * Is one of several firms setting up ETF shops in Canada,normal
RBS,Royal Bank Scotland plc (The),20110707,MOVES-Rothschild  Standard Chartered  Ignis  BNP Paribas , (Adds HSBC Global Asset Management  Citi Private Bank and others),topStory
RBS,Royal Bank Scotland plc (The),20110707,UPDATE 1-Romania - Factors to Watch on July 7 , BUCHAREST  July 7 Here are news stories  press reports and events to watch which may affect Romanian financial markets on Thursday.,normal
SNY,Sanofi,20110707,Pfizer to unload units worth over $16 billion ,NEW YORK/BOSTON Pfizer Inc  might sell or spin off its animal health and nutrition units -- businesses valued at more than $16 billion -- to focus on its main pharmaceutical business and cushion the loss of its top-selling Lipitor cholesterol drug.,topStory
SNY,Sanofi,20110707,UPDATE 1-Sanofi halts clinical trial of heart drug Multaq ,  *Multaq already on market for temporary irregular heartbeat,normal
SNY,Sanofi,20110707,Sanofi halts clinical trial of Multaq , PARIS  July 7 Sanofi  is halting a clinical trial studying whether its Multaq drug  which is already approved to help people with temporary irregular heartbeats  was effective in people with a permanent version of the condition.,normal
SAP,SAP SE,20110707,U.S. report faults DuPont in worker's 2010 death ,NEW YORK A host of safety oversights by chemical maker DuPont Co last year culminated in the accidental release of three deadly chemicals and a worker's death  the U.S. government said on Thursday.,topStory
SSL,Sasol Ltd,20110707,UPDATE 1-S.Africa chemical  energy union to strike July 11 ,   * Companies to get 48-hour notice end of business Thursday,topStory
SLB,Schlumberger NV,20110707,Main St investors cautious even as data improves ,NEW YORK A few strong data points was all Wall Street needed to rally on Thursday  but on Main Street caution is still king and dividend-paying stocks are in favor.,topStory
SLB,Schlumberger NV,20110707,Main St investors cautious even as US data improves , * Wall Street jumps after strong release of economic data,normal
SLB,Schlumberger NV,20110707,Analysis: Underdog Weatherford chases oilfield services pack ,SAN FRANCISCO As the smallest of the world's big four oilfield services players  Weatherford International  always seems to have something to prove.,normal
SDRL,Seadrill Limited,20110707,PRESS DIGEST - Thai newspapers - July 7 , BANGKOK  July 7 These are some of the leading stories in Thai newspapers on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
SHG,Shinhan Financial Group Co Ltd,20110707,UPDATE 1-Two Korean financial groups launch $1.85 bln share sales-sources , * KB Financial share sale could raise as much as $1.71 bln,topStory
SHG,Shinhan Financial Group Co Ltd,20110707,S.Korea KDIC to sell $141.5 mln Shinhan shares-IFR , SEOUL  July 7 South Korea's state-run Korea Deposit Insurance Corporation (KDIC) plans to sell Shinhan Financial Group shares to raise up to 150.8 billion won ($141.5 million)  IFR reported on Thursday  citing a term sheet.,normal
SPG,Simon Property Group Inc,20110707,Simon Property to give CEO a million shares to stay ,NEW YORK The board of Simon Property Group Inc   the largest owner of U.S. malls and outlet centers  has agreed to a plan that will give CEO and Chairman David Simon 1 million shares for him to remain with the company for at least another eight years  according to a regulatory filing.,topStory
SPG,Simon Property Group Inc,20110707,UPDATE 2-Simon Property to give CEO a million shares to stay , NEW YORK  July 7 The board of Simon Property Group Inc   the largest owner of U.S. malls and outlet centers  has agreed to a plan that will give CEO and Chairman David Simon 1 million shares for him to remain with the company for at least another eight years  according to a regulatory filing.,normal
SKM,SK Telecom Co Ltd,20110707,UPDATE 3-Struggling LG slashes phone sales targets , * Cuts 2011 smartphone sales target 20 pct to 24 mln units,topStory
SKM,SK Telecom Co Ltd,20110707,LG sees H2 smartphone sales up 40 pct  cuts 2011 handset targets , SEOUL  July 7 LG Electronics Inc   the world's No.3 handset maker  expected its smartphone sales to rise by around 40 percent in the second half to 14 million units from the previous half  as it introduced Optimus 3D on Thursday in South Korea in its latest push to turn around the loss-making handset business.,normal
SNE,Sony Corp Ord,20110707,UPDATE 5-Samsung Q2 falls as weak LCDs overshadow mobiles , * Estimates Q2 sales at 39 trln won vs 40 trln won consensus,topStory
SNE,Sony Corp Ord,20110707,Instant View: Samsung estimates Q2 profit down 26 percent ,SEOUL Samsung Electronics  the world's top maker of memory chips and televisions  estimated its April-June operating profit would fall 26 percent year on year  as its LCD display business is widely expected to report another loss.,normal
SO,Southern Company (The),20110707,EPA rule aims to cut smog  soot from coal plants ,WASHINGTON U.S. environmental regulators finalized a rule on Thursday to slash air pollution from coal-fired power plants in 27 states east of the Rocky Mountains that result in unhealthy levels of smog and soot.,topStory
SO,Southern Company (The),20110707,UPDATE 2-US rule aims to cut smog  soot from coal plants , * Rule makes Texas cut sulfur dioxide annually  (Adds power producer comments  details of rule),normal
SOJA,Southern Company (The),20110707,EPA rule aims to cut smog  soot from coal plants ,WASHINGTON U.S. environmental regulators finalized a rule on Thursday to slash air pollution from coal-fired power plants in 27 states east of the Rocky Mountains that result in unhealthy levels of smog and soot.,topStory
SOJA,Southern Company (The),20110707,UPDATE 2-US rule aims to cut smog  soot from coal plants , * Rule makes Texas cut sulfur dioxide annually  (Adds power producer comments  details of rule),normal
SOJB,Southern Company (The),20110707,EPA rule aims to cut smog  soot from coal plants ,WASHINGTON U.S. environmental regulators finalized a rule on Thursday to slash air pollution from coal-fired power plants in 27 states east of the Rocky Mountains that result in unhealthy levels of smog and soot.,topStory
SOJB,Southern Company (The),20110707,UPDATE 2-US rule aims to cut smog  soot from coal plants , * Rule makes Texas cut sulfur dioxide annually  (Adds power producer comments  details of rule),normal
SCCO,Southern Copper Corporation,20110707,Peru Congress enacts law creating fund for miners , LIMA  July 7 Peru's Congress enacted a law on Thursday that will create an additional retirement fund for miners funded by monthly payrolls and corporate profits.,topStory
S,Sprint Corporation,20110707,EBay buys Zong as mobile payments gain traction ,NEW YORK/SAN FRANCISCO EBay Inc said on Thursday it agreed to buy cellphone payments provider Zong for about $240 million in cash to help its PayPal unit push further into mobile commerce.,topStory
STT,State Street Corporation,20110707,MOVES-Rothschild  Standard Chartered  Ignis  BNP Paribas , (Adds HSBC Global Asset Management  Citi Private Bank and others),topStory
STO,Statoil ASA,20110707,UPDATE 2-Libya says it eyes new investors for ENI projects , * Govt official says in talks with Russian  Chinese firms,topStory
STO,Statoil ASA,20110707,Petrobras to start Tanzania oil exploration in Sept , DAR ES SALAAM  July 7 Brazilian petroleum company Petrobras  expects to start exploration in September for oil and gas off the coast of Tanzania  which is known to have significant gas deposits.,normal
STO,Statoil ASA,20110707,Russia to submit U.N. Arctic claim next year ,MOSCOW Russia said Wednesday it would formally submit an application to the United Nations next year to redraw the map of the Arctic  giving itself a bigger share.,normal
STO,Statoil ASA,20110707,CORRECTION - CORRECTED-UPDATE 1-Russia to submit U.N. Arctic claim next year , * Russia says will spend millions of dollars to prove claims,normal
STO,Statoil ASA,20110707,CORRECTED-UPDATE 1-Russia to submit U.N. Arctic claim next year , * Russia says will spend millions of dollars to prove claims,normal
SU,Suncor Energy  Inc,20110707,CANADA STOCKS-TSX hangs on to tiny gain despite gold retreat , * U.S. jobs report for June to set Friday's market tone  (Adds details),topStory
SU,Suncor Energy  Inc,20110707,CANADA STOCKS-TSX clings to tiny gain  lifted by oil shares , TORONTO  July 7 Toronto's main stock market index finished flat on Thursday  erasing gains it had held through the day just moments before the session end as market players squared positions ahead of Friday's highly anticipated U.S. nonfarm payrolls report for June.,normal
SUN,Sunoco LP,20110707,US Cash Products-Chicago gasoline falls on unit restart , * Harbor gasoline slips on low demand for growing supply,topStory
TGT,Target Corporation,20110707,Retail  tech lead Wall Street rally before jobs data ,NEW YORK Stocks closed sharply higher and the Nasdaq notched an eighth day of gains on Thursday as improved labor market and retail sales data added to optimism a day before the critical June payrolls report.,topStory
