ALKS,Alkermes plc,20160128,Alkermes short bets built up ahead of depression drug setback ,NEW YORK  Jan 28 Investors who recently shorted Alkermes Plc shares may have had their timing exactly right: They stood to make a nice profit when a setback caused the stock to drop 44 percent.,topStory
MS,Morgan Stanley,20160128,Morgan Stanley scales back equities financial technology investing group: sources ,Morgan Stanley  has scaled back a group that invests in financial technology on behalf on the bank's equities division  according to people familiar with the matter.,topStory
MS,Morgan Stanley,20160128,Morgan Stanley scales back equities fin tech investing group -sources ,Jan 28 Morgan Stanley has scaled back a group that invests in financial technology on behalf on the bank's equities division  according to people familiar with the matter.,normal
NBL,Noble Energy Inc,20160128,Dividends in crosshairs as energy sector continues to struggle ,NEW YORK  Jan 28 The two-year slide in energy company shares has produced wildly inflated dividend yields - a sign of more pain to come for investors who already have suffered the effects of a historic slide in crude prices.,normal
NOC,Northrop Grumman Corporation,20160128,Northrop Grumman earnings beat estimates  but revenue misses ,WASHINGTON Northrop Grumman Corp   maker of Global Hawk surveillance planes  on Thursday reported a decline in fourth-quarter profit that was not nearly as steep as analysts expected  but its revenue missed Wall Street estimates.,topStory
NOC,Northrop Grumman Corporation,20160128,UPDATE 2-Northrop Grumman earnings beat estimates  but revenue misses ,WASHINGTON  Jan 28 Northrop Grumman Corp   maker of Global Hawk surveillance planes  on Thursday reported a decline in fourth-quarter profit that was not nearly as steep as analysts expected  but its revenue missed Wall Street estimates.,normal
NOC,Northrop Grumman Corporation,20160128,Northrop  Grumman 4th-quarter profit beats estimates ,WASHINGTON  Jan 28 Northrop Grumman Corp   maker of Global Hawk surveillance planes  posted higher-than-expected earnings for the fourth quarter on Thursday.,normal
NVO,Novo Nordisk A/S,20160128,Novo's operating profits expected to jump  key drugs data ahead ,COPENHAGEN  Jan 28 Denmark's Novo Nordisk  is expected to announce a 44 pct rise in annual operating profits in its earnings report on Wednesday  as investors await crucial drug test results.,topStory
OAS,Oasis Petroleum Inc,20160128,Oasis Petroleum to sell stock to fund reduced capex ,Oasis Petroleum Inc  launched a stock offering to partly fund a reduced 2016 capital budget  at a time when oil producers are seeing their cash flows shrink due to a steep plunge in crude oil prices.,topStory
OAS,Oasis Petroleum Inc,20160128,UPDATE 2-Oasis Petroleum to sell stock to fund reduced capex ,* Shares fall as much as 15 pct   (Adds pricing for the stock offering  analyst comments; updates shares),normal
OAS,Oasis Petroleum Inc,20160128,Oasis Petroleum raises stock to fund lowered capex for 2016 ,Jan 28 North Dakota oil producer Oasis Petroleum Inc launched a new stock offering to partly fund its 2016 capital expenditure of $385 million-$435 million  even though its budget is about 30 percent lower than last year.,normal
ORCL,Oracle Corporation,20160128,Google asks court for OK to press for sanctions against Oracle ,SAN FRANCISCO Google is asking for sanctions against Oracle Corp after one of the software developer's lawyers discussed confidential details about the search giant's relationship with Apple Inc at a court hearing earlier this month.,topStory
ORCL,Oracle Corporation,20160128,Google asks court for OK to press for sanctions against Oracle ,SAN FRANCISCO Google is asking for sanctions against Oracle Corp after one of the software developer's lawyers discussed confidential details about the search giant's relationship with Apple Inc at a court hearing earlier this month.,normal
ORCL,Oracle Corporation,20160128,Google asks court for OK to press for sanctions against Oracle ,SAN FRANCISCO  Jan 27 Google is asking for sanctions against Oracle Corp after one of the software developer's lawyers discussed confidential details about the search giant's relationship with Apple Inc at a court hearing earlier this month.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,UPDATE 2-Petrobras cuts management  streamlines as it fights graft  oil drop ,RIO DE JANEIRO  Jan 28 Brazil's Petrobras said on Thursday it will cut about one in five management jobs  streamline operations and boost oversight as the state-led oil company adapts to low oil prices and tries to boost confidence after a corruption scandal.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20160128,Powell to leave BTG Pactual as bank downsizes ,NEW YORK  Jan 28 (IFR) - BTG Pactual's LatAm syndicate head Cynthia Powell is leaving the Brazilian investment bank  which is downsizing in the wake of last month's departure of chief executive Andre Esteves.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,Petrobras' new management structure to improve oversight - CEO ,RIO DE JANEIRO  Jan 28 Brazil's state-run oil company Petroleo Brasileiro SA is undergoing a revamp of its management structure with the aim to improve oversight and transparency  Chief Executive Aldemir Bendine told reporters at a news conference on Thursday.   (Reporting by Jeb Blount),normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,Petrobras unaware of ruling blocking Gaspetro stake sale to Mitsui ,SAO PAULO  Jan 28 Petróleo Brasileiro SA is unaware of a Brazilian court ruling suspending the sale of a 49 percent stake in a natural gas distribution unit  and vowed to defend the sale through any legal means possible.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,RPT-INSIGHT-Brazil a bright spot for debt restructuring advisors as recession bites hard ,SAO PAULO  Jan 28 Debt restructuring firms are poised to pull in record amounts of business in Brazil this year as the country's worst recession in decades and a corruption probe that has cast a shadow over dozens of companies leads to a surge in defaults.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,Brazil's Petrobras to cut staff  aims to save $442 mln a year ,BRASILIA  Jan 28 Petroleo Brasileiro SA  will cut staff and restructure management to adapt to dwindling oil prices and prioritize high-yield projects  the state-controlled oil producer said in a statement on Thursday.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,Brazil a bright spot for debt restructuring advisors as recession bites hard ,SAO PAULO Debt restructuring firms are poised to pull in record amounts of business in Brazil this year as the country’s worst recession in decades and a corruption probe that has cast a shadow over dozens of companies leads to a surge in defaults.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20160128,INSIGHT-Brazil a bright spot for debt restructuring advisors as recession bites hard ,SAO PAULO  Jan 28 Debt restructuring firms are poised to pull in record amounts of business in Brazil this year as the country's worst recession in decades and a corruption probe that has cast a shadow over dozens of companies leads to a surge in defaults.,normal
PKX,POSCO,20160128,UPDATE 1-POSCO Q4 profit hits 3-yr-low as record China steel exports bite ,* Q4 consolidated oper profit 341 bln won vs 503 bln consensus,topStory
PKX,POSCO,20160128,POSCO's Q4 operating profit down 55 pct  misses estimates ,SEOUL  Jan 28 South Korean steelmaker POSCO  posted its smallest quarterly operating profit in at least three years  as steel prices fell faster than raw materials costs  pressured by record exports of Chinese steel.,normal
PEG,Public Service Enterprise Group Incorporated,20160128,PSEG to spend $1.6 billion to build gas-fired U.S. power plants ,Public Service Enterprise Group Inc  New Jersey's biggest power company  plans to spend $1.6 billion over five years to expand its natural gas and other power plants to take advantage of cheap prices from swollen gas supplies.,topStory
RTN,Raytheon Company,20160128,Raytheon sees higher sales  profit in 2016  shares rise 4 percent ,WASHINGTON Raytheon Co  on Thursday reported better-than-expected fourth-quarter profit and forecast higher results for 2016  citing increasing demand from the Middle East  Asia and Europe for precision missiles and missile defense.,topStory
RTN,Raytheon Company,20160128,UPDATE 3-Raytheon sees higher sales  profit in 2016  shares rise 4 percent ,WASHINGTON  Jan 28 Raytheon Co on Thursday reported better-than-expected fourth-quarter profit and forecast higher results for 2016  citing increasing demand from the Middle East  Asia and Europe for precision missiles and missile defense.,normal
RTN,Raytheon Company,20160128,CORRECTED-UPDATE 2-Raytheon sees higher sales  profit in 2016 ,WASHINGTON  Jan 28 Raytheon Co on Thursday reported better-than-expected fourth-quarter profit and forecast higher results for 2016  citing increasing demand from the Middle East  Asia and Europe for precision missiles and missile defense.,normal
RTN,Raytheon Company,20160128,Raytheon CEO sees stronger Middle East demand despite lower oil prices ,WASHINGTON Raytheon Co  is seeing stronger demand for weapons from the Middle East region despite the drop in oil prices  Chief Executive Tom Kennedy said Thursday.,normal
RTN,Raytheon Company,20160128,Raytheon CEO sees stronger Middle East demand despite lower oil prices ,WASHINGTON  Jan 28 Raytheon Co is seeing stronger demand for weapons from the Middle East region despite the drop in oil prices  Chief Executive Tom Kennedy said Thursday.,normal
RTN,Raytheon Company,20160128,Raytheon to continue share buybacks at robust 2015 levels: CEO ,WASHINGTON Raytheon Co  plans to continue share buybacks at the robust levels seen in 2015  Chief Executive Tom Kennedy told analysts on Thursday.,normal
RTN,Raytheon Company,20160128,Raytheon to continue share buybacks at robust 2015 levels - CEO ,WASHINGTON  Jan 28 Raytheon Co plans to continue share buybacks at the robust levels seen in 2015  Chief Executive Tom Kennedy told analysts on Thursday.,normal
RTN,Raytheon Company,20160128,Raytheon international sales hit 31 percent of overall revenues ,WASHINGTON Raytheon Co's  international sales hit a record 31 percent of overall revenues in 2015 and should be roughly in the same range in 2016  Chief Financial Officer Toby O'Brien told Reuters.,normal
RTN,Raytheon Company,20160128,Raytheon international sales hit 31 pct of overall revenues ,WASHINGTON  Jan 28 Raytheon Co's  international sales hit a record 31 percent of overall revenues in 2015 and should be roughly in the same range in 2016  Chief Financial Officer Toby O'Brien told Reuters.,normal
RTN,Raytheon Company,20160128,BRIEF-Raytheon Q4 net sales up 3 pct from last year ,* Q4 net sales of $6.33 billion  up 3 percent; q4 earnings per share from continuing operations $1.85,normal
SNY,Sanofi,20160128,Sanofi aims for increased presence in Iran ,PARIS  Jan 28 Sanofi signed a memorandum of cooperation with Iran's government aimed at boosting its presence in the country  the French drugmaker said on Thursday.,topStory
SNY,Sanofi,20160128,EU mergers and takeovers (Jan 28) ,BRUSSELS  Jan 28 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,normal
SSL,Sasol Ltd,20160128,BRIEF-Sasol sees H1 HEPS to drop 23-28 pct ,* Headline Earnings Per Share (HEPS) for six months ended 31 December 2015 are expected to decrease by between 23 pct and 28 pct (approximating R7 36 to R8 96 per share) compared to 2015 financial half year,topStory
STT,State Street Corporation,20160128,Fitch: Satisfactory 4Q15 Results for State Street ,(The following statement was released by the rating agency) CHICAGO  January 28 (Fitch) State Street Corporation's (STT) fourth quarter 2015  earnings were satisfactory in Fitch Ratings' opinion. On a stated basis  STT's  return on average common equity (ROE) was 11.6% in 4Q15 up from 11.3% in the  sequential quarter and 9.45 in the year-ago quarter. These results were impacted  by an $81 million gain related to the final payoff from a commercial real estate  loan acquired as a result of the Leh,topStory
SVU,SuperValu Inc,20160128,Here comes the sun - and with it  U.S. earnings excuses ,NEW YORK  Jan 28 U.S. companies are singing the warm weather blues this corporate earnings season.,normal
TEF,Telefonica SA,20160128,Spain's Telefonica seals union deal to cut staff costs ,MADRID  Jan 28 Spanish telecoms group Telefonica  said it had reached a deal with unions that will enable it to cut staff costs by 370 million euros ($405 million) per year from 2017 onwards.,topStory
BX,The Blackstone Group LP,20160128,Blackstone ups new investments as fourth quarter earnings disappoint ,NEW YORK Blackstone Group LP   the world's largest alternative asset manager  said on Thursday it is seizing on the market turmoil to make new investments  as it posted disappointing fourth-quarter earnings due partly to falling oil prices.,topStory
BX,The Blackstone Group LP,20160128,UPDATE 2-Blackstone ups new investments as Q4 earnings disappoint ,* Q4 economic net income slumps 70 percent y/y to $0.37/shr   (Adds background  quote  share price),normal
BX,The Blackstone Group LP,20160128,Blackstone's Q4 earnings miss forecasts ,NEW YORK  Jan 28 Blackstone Group LP  the world's largest alternative asset manager  posted a lower-than-expected economic net income (ENI) of 37 cents per share in the fourth quarter as falling energy and stock prices dragged on its investments.,normal
TMO,Thermo Fisher Scientific Inc,20160128,Thermo Fisher quarterly profit edges past Street estimates ,Thermo Fisher Scientific Inc   the world's largest maker of scientific instruments  reported slightly better-than-expected fourth-quarter results  helped by growth in its life sciences division.,topStory
TMO,Thermo Fisher Scientific Inc,20160128,Thermo Fisher quarterly profit edges past Street estimates ,Jan 28 Thermo Fisher Scientific Inc  the world's largest maker of scientific instruments  reported slightly better-than-expected fourth-quarter results  helped by growth in its life sciences division.,normal
TOT,Total SA,20160128,UPDATE 4-Protesters march  France eyes business deals as Iran's Rouhani visits ,PARIS  Jan 28 France and Iran hailed the sale of Airbus planes and the renewal of a decades-old carmaking venture as symbols of thawing relations on Thursday while protesters in Paris tried to get human rights onto the agenda.,normal
TM,Toyota Motor Corp Ltd Ord,20160128,BRIEF-Bilia to acquire three car dealerships ,* Says to acquire three car dealerships that conduct BMW  Mini and Toyota operations in Sweden,topStory
TM,Toyota Motor Corp Ltd Ord,20160128,Toyota to decide on buying out rest of Daihatsu on Friday: Jiji ,TOKYO Toyota Motor Corp  and Daihatsu Motor Co Ltd  will decide at board meetings on Friday if Toyota will make the Japanese minivehicle maker a wholly owned subsidiary  Jiji news agency reported.,normal
TM,Toyota Motor Corp Ltd Ord,20160128,Toyota considers Daihatsu buyout  denies Suzuki tie-up talks ,TOKYO Toyota Motor Corp  said it was considering buying out the rest of minivehicle maker Daihatsu Motor Co   a $3.1 billion deal at current market prices  but denied a report that it was in partnership talks with Daihatsu rival Suzuki Motor Corp .,normal
TM,Toyota Motor Corp Ltd Ord,20160128,Toyota to decide on buying out rest of Daihatsu on Friday -Jiji ,TOKYO  Jan 28 Toyota Motor Corp and Daihatsu Motor Co Ltd will decide at board meetings on Friday if Toyota will make the Japanese minivehicle maker a wholly owned subsidiary  Jiji news agency reported.,normal
UMC,United Microelectronics Corporation,20160128,BRIEF-UMC's Xiamen subsidiary orders equipment from Lam Research  Applied Materials ,* Says Xiamen subsidiary orders machinery equipment worth T$1.5 billion  ($44.66 million) from Lam Research,topStory
VRX,Valeant Pharmaceuticals International Inc,20160128,Clinton targets Valeant price hikes in campaign appearance ,Shares of Valeant Pharmaceuticals International Inc fell on Thursday after the campaign of Democratic presidential contender Hillary Clinton posted a blog from an Iowa event detailing exorbitant price hikes for a migraine drug made by the company.,topStory
VRX,Valeant Pharmaceuticals International Inc,20160128,UPDATE 1-Clinton targets Valeant price hikes in campaign appearance ,Jan 28 Shares of Valeant Pharmaceuticals International Inc fell on Thursday after the campaign of Democratic presidential contender Hillary Clinton posted a blog from an Iowa event detailing exorbitant price hikes for a migraine drug made by the company.,normal
VRX,Valeant Pharmaceuticals International Inc,20160128,Clinton targets Valeant price hikes in campaign appearance ,Jan 28 Shares of Valeant Pharmaceuticals International Inc fell on Thursday after the campaign of Democratic presidential contender Hillary Clinton posted a blog from an Iowa event detailing exorbitant price hikes for a migraine drug made by the company.,normal
VRX,Valeant Pharmaceuticals International Inc,20160128,Bearish views abound at elite hedge fund conference ,PALM BEACH  Fla. Hedge funds are starting the year off negative.,normal
VLO,Valero Energy Corporation,20160128,Valero Energy reports better-than-expected profit ,Oil refiner Valero Energy Corp  reported a higher-than-expected quarterly profit  supported by lower crude costs and healthy demand for gasoline in the United States.,topStory
VLO,Valero Energy Corporation,20160128,UPDATE 1-Valero Energy reports better-than-expected profit ,Jan 28 Oil refiner Valero Energy Corp  reported a higher-than-expected quarterly profit  supported by lower crude costs and healthy demand for gasoline in the United States.,normal
VLO,Valero Energy Corporation,20160128,Valero Energy's profit falls on lower refining margins ,Jan 28 U.S. refiner Valero Energy Corp  reported a 74 percent decline in quarterly profit  hurt partly by lower refining margins.,normal
VEDL,Vedanta  Limited,20160128,Vedanta posts 99 pct slump in quarterly profit on weak commodity prices ,MUMBAI Indian resources group Vedanta Ltd  posted a 99 percent plunge in third-quarter profit on Thursday due to lower global commodity prices  although it beat analysts' forecasts for a net loss.,topStory
VEDL,Vedanta  Limited,20160128,India's Vedanta posts 99 pct slump in quarterly profit on weak commodity prices ,MUMBAI  Jan 28 Indian resources group Vedanta Ltd posted a 99 percent plunge in third-quarter profit on Thursday due to lower global commodity prices  although it beat analysts' forecasts for a net loss.,normal
V,Visa Inc,20160128,Visa does not lower full-year forecast as Wall Street had expected ,Visa Inc   the world's largest payments network operator  reported a better-than-expected quarterly profit and did not lower its full-year forecasts as many Wall Street analysts were expecting.,topStory
V,Visa Inc,20160128,UPDATE 2-Visa does not lower full-year forecast as Wall Street had expected ,Jan 28 Visa Inc  the world's largest payments network operator  reported a better-than-expected quarterly profit and did not lower its full-year forecasts as many Wall Street analysts were expecting.,normal
V,Visa Inc,20160128,Visa profit rises 24 pct on higher payment volumes ,Jan 28 Visa Inc  the world's largest payments network operator  reported a 23.7 percent rise in first-quarter profit  as payment volumes increased.,normal
WM,Waste Management Inc,20160128,German waste manager attracts new Chinese bidders - sources ,FRANKFURT  Jan 28 Several Chinese companies are fighting over German waste management company Energy from Waste (EEW) in a deal potentially worth about 1.8 billion euros ($1.96 billion)  several people familiar with the matter said.,normal
WFC,Wells Fargo & Company,20160128,Wells Fargo  BofA look to integrate Apple Pay into ATMs - TechCrunch ,Jan 28 Wells Fargo & Co and Bank of America Corp are working to integrate Apple Pay into their ATMs  TechCrunch reported.,topStory
XRX,Xerox Corporation,20160128,UPDATE 1-Xerox to split in two; give Icahn 3 board seats - WSJ ,Jan 28 Xerox Corp will split into two companies and give activist investor Carl Icahn three seats on the board of one of the companies  the Wall Street Journal reported.,topStory
XRX,Xerox Corporation,20160128,Xerox Corp to split in two; give Icahn 3 board seats - WSJ ,Jan 28 Xerox Corp will split into two companies and give billionaire activist investor Carl Icahn three board seats on one of the companies  the Wall Street journal reported.,normal
