ACTG,Acacia Research Corporation,20150302,BRIEF-LifeWatch: suit brought against LifeWatch Services  Inc. by Acacia subsidiary dismissed ,* Says suit brought against LifeWatch Services  Inc. by Acacia subsidiary dismissed,topStory
OCN,Ocwen Financial Corporation,20150302,Ocwen to sell servicing rights on $45 billion of Fannie Mae loans ,Mortgage servicer Ocwen Financial Corp  said it would sell residential mortgage servicing rights on $45 billion of Fannie Mae loans to an undisclosed buyer  sending its shares up  5.5 percent in extended trading.,topStory
OCN,Ocwen Financial Corporation,20150302,UPDATE 1-Ocwen to sell servicing rights on $45 bln of Fannie Mae loans ,March 2 Mortgage servicer Ocwen Financial Corp  said it would sell residential mortgage servicing rights on $45 billion of Fannie Mae loans to an undisclosed buyer  sending its shares up  5.5 percent in extended trading.,normal
OCN,Ocwen Financial Corporation,20150302,Ocwen to sell mortgage servicing rights on $45 bln of agency loans ,March 2 Mortgage servicer Ocwen Financial Corp  said it would sell residential mortgage servicing rights on $45 billion of agency loans to an undisclosed buyer.,normal
ORCL,Oracle Corporation,20150302,Former HP chairman admits 'mistake' in venture firm sexism trial ,SAN FRANCISCO Onetime highflying tech executive Ray Lane testified on Monday during a sex discrimination trial involving his former employer  Kleiner Perkins Caufield & Byers  that he made a mistake in judgment involving the harassment of a female venture capitalist at the firm.,topStory
ORAN,Orange,20150302,UPDATE 3-Telecom Italia shares hit four-year high on Orange interest ,* Telecom Italia shares up 1.7 pct  Orange flat   (Adds more source  Deutsche Telekom comments  updates shares),topStory
ORAN,Orange,20150302,Telecom Italia shares climb on Orange deal interest ,BARCELONA Telecom Italia shares rose as much as 3 percent on Monday after Orange boss Stephane Richard said a combination with the Italian company would be attractive.,normal
ORAN,Orange,20150302,Telecoms M&A helps European shares to fresh 7-year highs ,LONDON  March 2 Europe's top European indexes made fresh multi-year highs on Monday as a boost from merger activity in the telecoms sector more than offset falls in media group Vivendi.,normal
ORAN,Orange,20150302,Shares in Telecom Italia up after Orange signals interest ,MILAN  March 2 Shares in Telecom Italia  rose in early trading on Monday after the chief executive of France's Orange said the two companies had been discussing a possible alliance.,normal
ORAN,Orange,20150302,European Factors to Watch-Indexes to make flat start to March ,LONDON  March 2 European shares were seen kicking off March on a flat note on Monday  with many regional benchmarks hovering at multi-year highs after the best start to the year since they started trading in late 1986.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150302,Petrobras to sell $13.7 billion in assets in 2015 and 2016 ,SAO PAULO Petróleo Brasileiro SA plans to dispose of as much as $13.7 billion in assets this year and next as part of efforts by Brazil's largest state-controlled company to reduce debt and protect cash.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20150302,UPDATE 1-Petrobras to sell $13.7 bln in assets in 2015 and 2016 ,SAO PAULO  March 2 Petróleo Brasileiro SA plans to dispose of as much as $13.7 billion in assets this year and next as part of efforts by Brazil's largest state-controlled company to reduce debt and protect cash.,normal
PBR,Petroleo Brasileiro SA- Petrobras,20150302,Petrobras plans to sell $13.7 bln in assets this year and next year ,SAO PAULO  March 2 State-controlled Petróleo Brasileiro SA plans to sell $13.7 billion in assets for this and next year  as part of efforts to reduce debt and protect cash  the company said in a statement on Monday.,normal
POT,Potash Corporation of Saskatchewan Inc,20150302,UPDATE 1-PotashCorp buys 9.5 pct in Heringer to expand in Brazil ,SAO PAULO  March 2 Potash Corporation of Saskatchewan Inc  the world's largest fertilizer company by market value  agreed on Monday to pay about $56 million for a 9.5 percent stake in Brazilian rival Fertilizantes Heringer SA  the latest effort by Potash to grow in Latin America's largest economy.,topStory
POT,Potash Corporation of Saskatchewan Inc,20150302,Potash Corp to buy stake in Brazil's Heringer ,March 2 Potash Corp of Saskatchewan Inc   the world's biggest fertilizer company by market capitalization  said it would buy a 9.5 percent stake in Brazil's Fertilizantes Heringer SA from its controlling shareholders for $55.7 million.,normal
SNE,Sony Corp Ord,20150302,Sony Mobile head says division is not being sold: Le Figaro ,PARIS The head of Sony Mobile told French daily newspaper Le Figaro that the division is not being sold  only two weeks after Sony Corp  Chief Executive Kazuo Hirai said he would not rule out considering an exit strategy.,topStory
SNE,Sony Corp Ord,20150302,Sony Mobile head says division is not being sold -Le Figaro ,PARIS  March 2 The head of Sony Mobile told French daily newspaper Le Figaro that the division is not being sold  only two weeks after Sony Corp Chief Executive Kazuo Hirai said he would not rule out considering an exit strategy.,normal
GCI,TEGNA Inc,20150302,Carl Icahn withdraws Gannett director nominations ,USA Today publisher Gannett Co Inc said it had reached an agreement with Carl Icahn resulting in the activist investor withdrawing his nominations to the company's board.,topStory
GCI,TEGNA Inc,20150302,UPDATE 1-Carl Icahn withdraws Gannett director nominations ,March 2 USA Today publisher Gannett Co Inc  said it had reached an agreement with Carl Icahn resulting in the activist investor withdrawing his nominations to the company's board.,normal
TI,Telecom Italia SPA,20150302,UPDATE 3-Telecom Italia shares hit four-year high on Orange interest ,* Telecom Italia shares up 1.7 pct  Orange flat   (Adds more source  Deutsche Telekom comments  updates shares),topStory
TI,Telecom Italia SPA,20150302,Telecom Italia shares climb on Orange deal interest ,BARCELONA Telecom Italia shares rose as much as 3 percent on Monday after Orange boss Stephane Richard said a combination with the Italian company would be attractive.,normal
TI,Telecom Italia SPA,20150302,Telecoms M&A helps European shares to fresh 7-year highs ,LONDON  March 2 Europe's top European indexes made fresh multi-year highs on Monday as a boost from merger activity in the telecoms sector more than offset falls in media group Vivendi.,normal
TI,Telecom Italia SPA,20150302,Shares in Telecom Italia up after Orange signals interest ,MILAN  March 2 Shares in Telecom Italia  rose in early trading on Monday after the chief executive of France's Orange said the two companies had been discussing a possible alliance.,normal
BX,The Blackstone Group LP,20150302,Blackstone's Schwarzman tops 2014 private equity earnings ,Feb 27 Blackstone Group LP Chief Executive Stephen Schwarzman took home $690 million in 2014  more than any other private equity executive  as his firm and the wider industry benefited from the favorable conditions for cashing out on investments.,topStory
TM,Toyota Motor Corp Ltd Ord,20150302,Toyota sees sales growth in western  central Europe in 2015 ,GENEVA Toyota Motor Corp  expects to grow sales in western and central Europe by up to 2.5 percent this year but remains cautious on the part of the region which includes crisis-hit Russia  the head of its European operations said on Monday.,topStory
TM,Toyota Motor Corp Ltd Ord,20150302,UPDATE 1-Toyota sees sales growth in western  central Europe in 2015 ,GENEVA  March 2 Toyota Motor Corp  expects to grow sales in western and central Europe by up to 2.5 percent this year but remains cautious on the part of the region which includes crisis-hit Russia  the head of its European operations said on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20150302,Toyota expects to grow sales in western  central Europe in 2015 ,GENEVA  March 2 Toyota Motor Corp  expects to grow sales in western and central Europe this year  European operations head Didier Leroy told journalists at the Geneva auto show on Monday.,normal
TM,Toyota Motor Corp Ltd Ord,20150302,BRIEF-Toyota February China sales up 18.6 percent y/y ,* China auto sales during first two months of 2015 up 13.6 percent y/y  Further company coverage:    (Reporting By Nicholas Heath),normal
USB,US Bancorp,20150302,MOVES- U.S. Bancorp  Financial Reporting Council  JP Morgan ,March 2 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
USB,US Bancorp,20150302,MOVES-U.S. Bank names Lee as Private Client Reserve portfolio manager ,March 2 U.S. Bancorp named Brian Lee as a portfolio manager in its Private Client Reserve business in New York.,normal
UN,Unilever NV,20150302,Unilever to buy UK's REN Skincare ,LONDON Unilever   has agreed to buy Britain's REN Skincare brand  it said on Monday  as the company expands its personal care business.,topStory
UN,Unilever NV,20150302,Unilever to buy UK's REN Skincare ,LONDON  March 2 Unilever  has agreed to buy Britain's REN Skincare brand  it said on Monday  as the company expands its personal care business.,normal
UTX,United Technologies Corporation,20150302,UPDATE 1-Sikorsky in talks with U.S. Army about Black Hawk maintenance ,WASHINGTON  March 2 United Technologies Corp's  Sikorsky Aircraft said on Monday it was in discussions with the U.S. Army about servicing its UH-60 Black Hawk helicopters under a performance-based logistics agreement  and could reach a contract deal in 2016.,topStory
VRX,Valeant Pharmaceuticals International Inc,20150302,CANADA STOCKS-TSX advances as Valeant climbs  offsets weaker oil shares ,TORONTO  March 2 Canada's main stock index rose on Monday as a jump in Valeant Pharmaceuticals International Inc  helped offset weakness in the energy sector after the price of Brent crude oil dropped.,topStory
VRX,Valeant Pharmaceuticals International Inc,20150302,CANADA STOCKS-TSX ends higher as Valeant offsets energy fall ,TORONTO  March 2 Canada's main stock index rose on Monday as a jump in Valeant Pharmaceuticals International Inc  helped offset weakness in the energy sector after the price of Brent crude oil dropped.,normal
VRX,Valeant Pharmaceuticals International Inc,20150302,CANADA STOCKS-TSX steady as Valeant's climb helps offset oil-share drop ,TORONTO  March 2 Canada's main stock index was steady on Monday as weakness in shares of energy producers on lower oil prices was offset by a gain in Valeant Pharmaceuticals International Inc.,normal
VZ,Verizon Communications Inc,20150302,AT&T to hook up its automated home and connected car services ,NEW YORK AT&T Inc  will link its connected car and smart home technologies to bolster its foothold in the fast-growing market for Internet-connected devices  a new battleground for the company and rivals ranging from Verizon  to Google Inc .,topStory
VZA,Verizon Communications Inc,20150302,AT&T to hook up its automated home and connected car services ,NEW YORK AT&T Inc  will link its connected car and smart home technologies to bolster its foothold in the fast-growing market for Internet-connected devices  a new battleground for the company and rivals ranging from Verizon  to Google Inc .,topStory
V,Visa Inc,20150302,Costco ties up with Citigroup  Visa for U.S. co-branded cards ,Warehouse club Costco Wholesale Corp  has chosen Citigroup Inc  and Visa Inc  to run its co-branded credit card starting next year  replacing American Express Co   which lost the coveted tie-up last month.,topStory
V,Visa Inc,20150302,UPDATE 3-Costco ties up with Citigroup  Visa for U.S. co-branded cards ,* Visa shares hit all-time high   (Adds comment from Citigroup CFO  analyst),normal
V,Visa Inc,20150302,Costco ties up with Citigroup  Visa for co-branded credit cards ,March 2 Warehouse club retailer Costco Wholesale Corp said on Monday it had entered into agreements with Citigroup Inc and Visa Inc for co-branded credit cards.,normal
V,Visa Inc,20150302,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters March 02  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  now click on Related Co Data  now click on Co Events.                ,normal
WBS,Webster Financial Corporation,20150302,Hedge fund Kerrisdale says Webster should consider spinoff ,BOSTON Hedge fund Kerrisdale Capital on Monday urged Webster Financial Corp to consider spinning off its health savings business from its main banking operations  a move it said could boost the company's share price by 36 percent.,topStory
WBS,Webster Financial Corporation,20150302,UPDATE 1-Hedge fund Kerrisdale says Webster should consider spinoff ,BOSTON  March 2 Hedge fund Kerrisdale Capital on Monday urged Webster Financial Corp to consider spinning off its health savings business from its main banking operations  a move it said could boost the company's share price by 36 percent.,normal
WBS,Webster Financial Corporation,20150302,Hedge fund Kerrisdale says Webster should consider spin-off ,BOSTON  March 2 Hedge fund Kerrisdale Capital on Monday urged Webster Financial Corp. to consider spinning off its health savings business from its core banking operations  a move it said could boost the company's share price by 36 percent.,normal
HCN,Welltower Inc,20150302,DIARY-U.S. MEETINGS/WEEK AHEAD ,Thomson Reuters March 02  2015 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - MONTH AHEAD     Dividends                            Non S&P 500 - Weekly             Federal Reserve events               ConferenceCall/Webcast - Weekly  Meetings - Weekly                                Xtra users can see more details on conference calls & webcasts by hovering your mouse  over the RIC  right click  now click on Related Co Data  now click on Co Events.                ,topStory
