AMZN,Amazoncom Inc,20150212,Exclusive - Survey: Trouble for Amazon Prime's two-day deliveries? ,SAN FRANCISCO/CHICAGO Amazon.com Inc packages ordered by its Prime members regularly arrived late during the holidays  a Reuters/Ipsos survey shows  reflecting the strain on the logistics network that transformed the company into an e-commerce powerhouse.,topStory
RIO,Rio Tinto Plc,20150212,Rio Tinto defies commodity rout with big payout ,MELBOURNE Global miner Rio Tinto handed $2 billion in capital to shareholders on top of a higher than expected dividend on Thursday  despite reporting its worst half-year profit in two years.,normal
RIO,Rio Tinto Plc,20150212,UPDATE 3-Rio Tinto defies commodity rout with big payout ,* Rio Tinto UK shares up 2.6 percent   (Adds analyst quote  updates shares),normal
RIO,Rio Tinto Plc,20150212,Ukraine ceasefire boost for Coca Cola bottler helps FTSE ,LONDON  Feb 12 Britain's top share index rose on Thursday  with bottler Coca Cola HBC leading the market higher after news of a general ceasefire from Sunday in Ukraine's east  where Kiev is fighting pro-Russian separatists.,normal
RIO,Rio Tinto Plc,20150212,Miners help FTSE to recover  Rio Tinto leads higher ,LONDON  Feb 12 Britain's top share index rose on Thursday  with Rio Tinto leading the market higher after announcing plans to return $2 billion to shareholders and offering a higher than expected dividend despite its worst half-year profit in two years.,normal
RIO,Rio Tinto Plc,20150212,European shares steady; Credit Suisse  Renault surge ,PARIS  Feb 12 European shares were steady in early trading on Thursday  with investors focusing on a big batch of quarterly results from companies including EDF   Rio Tinto and Credit Suisse.,normal
RIO,Rio Tinto Plc,20150212,Aluminium overtakes copper for No.2 spot at Rio Tinto ,SYDNEY  Feb 12 Rio Tinto  has been struggling for years to recover from the $38 billion purchase that elevated it to the world's biggest aluminium company but also brought it to the verge of bankruptcy.,normal
RIO,Rio Tinto Plc,20150212,UPDATE 1-The end battle? Big iron ore miners tighten grip on market ,SINGAPORE/SHANGHAI  Feb 12 The world's big three iron ore miners appear to be entering the final phase of a fight to increase market share in China as massive expansions drive more high-cost rivals out of business.,normal
RIO,Rio Tinto Plc,20150212,Europe Factors to Watch-Futures edge down; earnings in focus ,PARIS  Feb 12 European stocks were set for a slightly lower open on Thursday  with investors focusing on a big batch of quarterly results from companies including EDF  Rio Tinto and Credit Suisse.     Ukraine was also in the spotlight  with President Petro Poroshenko said certain conditions set by Russia at talks in Minsk on the Ukraine conflict were unacceptable but there still was hope  Russian news agency reported on Thursday.       At 0744 GMT  futures for Euro STOXX 50  for Germ,normal
SNN,Smith & Nephew SNATS Inc,20150212,BRIEF-UK's SFO says two Smith and Ouzman employees sentenced to prison ,* Employees of Smith and Ouzman Ltd  a printing company based in Eastbourne  were sentenced today at Southwark Crown Court,topStory
SNE,Sony Corp Ord,20150212,Nikkei closes at highest level in 7-1/2 years as weak yen lifts exporters ,TOKYO  Feb 12 Japan's Nikkei share average ended at its highest level in more than 7-1/2 years on Thursday as the weak yen boosted exporters such as Toyota Motor Corp  and Sony Corp  while investors awaited the outcome of Greek debt negotiations.     The Nikkei benchmark gained 1.9 percent to 17 979.72  the highest closing level since July 2007.     Fanuc Corp soared 6.2 percent and hit a record high after the Nikkei business daily reported that Third Point bought a stake in the indu,topStory
SNE,Sony Corp Ord,20150212,UPDATE 1-Japan Display profit jumps on screen sales to Apple  China smartphone makers ,TOKYO  Feb 12 Screen supplier Japan Display  reported a stronger-than-expected rise in quarterly profit amid higher demand from Apple Inc and Chinese smartphone makers  in stark contrast with peer Sharp Corp's  shrinking panel business.,normal
SNE,Sony Corp Ord,20150212,India Morning Call-Global Markets ,NEW YORK - U.S. stock futures rose late on Wednesday after Europe agreed on a way forward with Greece on debt negotiations that had been holding back U.S. investors worried about European stability.,normal
SNE,Sony Corp Ord,20150212,Nikkei at 2-month high as weak yen lifts exporters ,* Nikkei within striking distance from levels seen July 2007     * Fanuc soars to record high on report Third Point buys stake     * SoftBank underperforms on weak earnings      By Ayai Tomisawa     TOKYO  Feb 12 Japan's Nikkei share average hit a two-month high on Thursday  as the weak yen boosted exporters such as Toyota Motor Corp and Sony Corp  while investors cautiously awaited the outcome of Greek debt negotiations.     Fanuc Corp soared 3.7 percent to a record high after the N,normal
S,Sprint Corporation,20150212,RadioShack starts process to auction 1 700 store leases ,Bankrupt electronics retailer RadioShack Corp  kicked off a process to auction leases of about 1 700 stores to avoid paying an estimated $7 million in rent next month.,normal
S,Sprint Corporation,20150212,RadioShack starts process to auction 1 700 store leases ,Feb 12 Bankrupt electronics retailer RadioShack Corp kicked off a process to auction leases of about 1 700 stores to avoid paying an estimated $7 million in rent next month.,normal
SLF,Sun Life Financial Inc,20150212,CANADA STOCKS-TSX shrugs off insurer gloom; banks and energy lead ,* Bombardier tumbles after posting loss  shuffling management,topStory
SLF,Sun Life Financial Inc,20150212,CANADA STOCKS-TSX steady as insurers slip on results  energy gains ,* Bombardier tumbles after posting loss  shuffling management,normal
SLF,Sun Life Financial Inc,20150212,UPDATE 2-Sun Life Q4 profit misses estimates  but set to beat 2015 targets ,TORONTO  Feb 11 Canadian insurer Sun Life Financial reported a much weaker-than-expected fourth-quarter profit on Wednesday  hurt by disappointing earnings from its U.S. group life and disability operations  but said it was on track to exceed its 2015 earnings target.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20150212,BRIEF-TSMC orders machinery equipment worth T$527 million ,* Says orders machinery equipment worth T$527 million ($16.69 million) from Tokyo Electron Ltd,topStory
TGT,Target Corporation,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,topStory
TGT,Target Corporation,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc   Wal-Mart Stores Inc   GNC Holdings Inc  and Target Corp  agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
TGT,Target Corporation,20150212,Four retailers pull some dietary aids off shelves after probe -NYT ,Feb 12 Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
TU,TELUS Corporation,20150212,UPDATE 2-Telus makes gains in wireless  sees solid 2015 growth ,TORONTO  Feb 12 Telus Corp  one of Canada's three dominant telecommunications companies  reported an 8 percent rise in quarterly profit on Thursday and forecast solid revenue and earnings growth in 2015.,topStory
TU,TELUS Corporation,20150212,Canada's Telus posts 8 pct rise in quarterly profit ,Feb 12 Telus Corp   one of Canada's largest telecommunications companies  reported an 8 percent rise in quarterly profit  helped by higher revenue in both its wireless and wireline businesses.,normal
TEVA,Teva Pharmaceutical Industries Limited,20150212,Appeals court rules for Lupin  against Teva over generic HIV drugs ,The top U.S. patent appeals court has affirmed a district court decision allowing generic drugmaker Lupin Ltd  but not Teva Pharmaceuticals  to make generic versions of ViiV Healthcare Co's HIV drugs.,topStory
SCHW,The Charles Schwab Corporation,20150212,BRIEF-Charles Schwab CFO Martinetto to take new role later this year-CEO ,NEW YORK  Feb 12 Charles schwab corp  cfo joe martinetto to take new role later this year-ceo bettinger Charles schwab corp cfo joe martinetto to move into chief operating officer-type role - ceo Charles schwab corp starting search for new chief financial officer - ceo bettinger   (Reporting By Jed Horowitz),topStory
TPRE,Third Point Reinsurance Ltd,20150212,Nikkei at 2-month high as weak yen lifts exporters ,* Nikkei within striking distance from levels seen July 2007     * Fanuc soars to record high on report Third Point buys stake     * SoftBank underperforms on weak earnings      By Ayai Tomisawa     TOKYO  Feb 12 Japan's Nikkei share average hit a two-month high on Thursday  as the weak yen boosted exporters such as Toyota Motor Corp and Sony Corp  while investors cautiously awaited the outcome of Greek debt negotiations.     Fanuc Corp soared 3.7 percent to a record high after the N,topStory
TIME,Time Inc,20150212,Time Inc forecasts further declines in advertising revenue ,Time Inc   the largest magazine publisher in the United States  reported a lower-than-expected quarterly profit and warned sales would decline further this year as it grapples with falling circulation and advertising revenue.,topStory
TIME,Time Inc,20150212,UPDATE 2-Time Inc forecasts further declines in advertising revenue ,Feb 12 Time Inc  the largest magazine publisher in the United States  reported a lower-than-expected quarterly profit and warned sales would decline further this year as it grapples with falling circulation and advertising revenue.,normal
TIME,Time Inc,20150212,Time Inc's quarterly rev falls 7 pct ,Feb 12 Time Inc  the publisher of Sports Illustrated  Time and People  reported a 7.3 percent fall in quarterly revenue  hurt by falling circulation and weak print advertising.,normal
TOT,Total SA,20150212,Total to halve capacity and cut jobs at Lindsey refinery in UK ,PARIS/LONDON Total  will cut capacity and jobs at its Lindsey refinery in Britain  the French oil major said on Thursday  as the group adapts to weak demand for fuel in Europe and rising competition from overseas.,topStory
TM,Toyota Motor Corp Ltd Ord,20150212,Nikkei closes at highest level in 7-1/2 years as weak yen lifts exporters ,TOKYO  Feb 12 Japan's Nikkei share average ended at its highest level in more than 7-1/2 years on Thursday as the weak yen boosted exporters such as Toyota Motor Corp  and Sony Corp  while investors awaited the outcome of Greek debt negotiations.     The Nikkei benchmark gained 1.9 percent to 17 979.72  the highest closing level since July 2007.     Fanuc Corp soared 6.2 percent and hit a record high after the Nikkei business daily reported that Third Point bought a stake in the indu,topStory
TM,Toyota Motor Corp Ltd Ord,20150212,India Morning Call-Global Markets ,NEW YORK - U.S. stock futures rose late on Wednesday after Europe agreed on a way forward with Greece on debt negotiations that had been holding back U.S. investors worried about European stability.,normal
TM,Toyota Motor Corp Ltd Ord,20150212,Nikkei at 2-month high as weak yen lifts exporters ,* Nikkei within striking distance from levels seen July 2007     * Fanuc soars to record high on report Third Point buys stake     * SoftBank underperforms on weak earnings      By Ayai Tomisawa     TOKYO  Feb 12 Japan's Nikkei share average hit a two-month high on Thursday  as the weak yen boosted exporters such as Toyota Motor Corp and Sony Corp  while investors cautiously awaited the outcome of Greek debt negotiations.     Fanuc Corp soared 3.7 percent to a record high after the N,normal
TSN,Tyson Foods Inc,20150212,ConAgra names Sean Connolly CEO  cuts profit forecast ,ConAgra Foods Inc   the maker of Slim Jim beef jerky and Chef Boyardee pasta  appointed former Hillshire Brands Co Chief Executive Sean Connolly its CEO  replacing Gary Rodkin.,topStory
UNP,Union Pacific Corporation,20150212,Lawsuit against Union Pacific over deadly Texas collision dismissed ,A Texas judge has dismissed a lawsuit against Union Pacific Corp brought in connection with a 2012 collision between a freight train and a parade float that killed four veterans in Texas.,topStory
UNP,Union Pacific Corporation,20150212,Lawsuit against Union Pacific over deadly Texas collision dismissed ,Feb 12 A Texas judge has dismissed a lawsuit against Union Pacific Corp brought in connection with a 2012 collision between a freight train and a parade float that killed four veterans in Texas.,normal
UMC,United Microelectronics Corporation,20150212,BRIEF-Taiwan's UMC orders equipment for T$582.6 mln from ASM America ,Further company coverage:    ($1 = 31.5060 Taiwan dollars)   (Reporting by Hong Kong and Singapore newsrooms),topStory
VRX,Valeant Pharmaceuticals International Inc,20150212,Valeant secures financing for potential Salix bid:  Bloomberg ,Valeant Pharmaceuticals International Inc   has arranged financing for a potential bid for bowel-drug maker Salix Pharmaceuticals Ltd   Bloomberg reported  citing people familiar with the matter.,topStory
VRX,Valeant Pharmaceuticals International Inc,20150212,Deals of the day- Mergers and acquisitions ,* Adds Expedia  Valeant  Enel  Sumitomo Mitsui  Centrica  BT  Fininvest,normal
VRX,Valeant Pharmaceuticals International Inc,20150212,Valeant secures financing for potential Salix bid - Bloomberg ,Feb 12 Canada's Valeant Pharmaceuticals International Inc  has arranged financing for a potential takeover bid for  bowel-drug maker Salix Pharmaceuticals Ltd  Bloomberg reported  citing people familiar with the matter.,normal
VCRA,Vocera Communications Inc,20150212,Vocera must face shareholder lawsuit over Obamacare silence ,A federal judge rejected Vocera Communications Inc's bid to dismiss a securities fraud lawsuit accusing it of concealing how much Obamacare in 2010 and mandated federal budgets in 2011 were hurting sales of its wireless devices to hospitals.,topStory
WMT,Wal-Mart Stores Inc,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,topStory
WMT,Wal-Mart Stores Inc,20150212,Four retailers pull some dietary aids off shelves after probe: NYT ,Walgreens Boots Alliance Inc   Wal-Mart Stores Inc   GNC Holdings Inc  and Target Corp  agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
WMT,Wal-Mart Stores Inc,20150212,Four retailers pull some dietary aids off shelves after probe -NYT ,Feb 12 Walgreens Boots Alliance Inc  Wal-Mart Stores Inc  GNC Holdings Inc and Target Corp agreed to remove certain dietary supplements off their shelves in New York after receiving a threat of legal action from the state's attorney general  the New York Times reported.,normal
