FLWS,1-800 FLOWERSCOM Inc,20110803,UPDATE 4-Sears hires former FreshDirect exec as CMO-memo , * Names Monica Woo as VP and chief marketing officer: memo,topStory
CAT,Caterpillar Inc,20110803,US business urges big changes in WTO trade talks , * Doha round said "incapable" of reaching good conclusion,topStory
CBS,CBS Corporation,20110803,Kutcher to play Internet mogul in revamped "Men" ,LOS ANGELES New "Two and A Half Men" star Ashton Kutcher will play an Internet billionaire with a broken heart when he makes his debut on the hit TV comedy in September  CBS entertainment chief Nina Tassler said on Wednesday. | Video ,topStory
CBS,CBS Corporation,20110803,Marg Helgenberger is saying goodbye to "CSI" ,LOS ANGELES Long-running TV series "CSI:Crime Scene Investigation" will take on a less serious tone this season as former "Cheers" actor Ted Danson joins the cast of forensic detectives  producers said on Wednesday.,normal
CBS,CBS Corporation,20110803,Big media's profits defy gloomy outlook  for now ,NEW YORK Big media companies reported strong results but a bleak economic outlook has investors worried over whether they can deliver again in the face of high unemployment and slumping U.S. consumer spending.,normal
CBS,CBS Corporation,20110803,Marg Helgenberger is saying goodbye to 'CSI' ,LOS ANGELES  Aug 3 Long-running TV series "CSI:Crime Scene Investigation" will take on a less serious tone this season as former "Cheers" actor Ted Danson joins the cast of forensic detectives  producers said on Wednesday.,normal
CBS,CBS Corporation,20110803,WRAPUP 2-Big media's profits defy gloomy outlook  for now , * Comcast: Concerned about economy  but advertising strong,normal
CBS,CBS Corporation,20110803,Kutcher to play Internet mogul in revamped 'Men' , LOS ANGELES  Aug 3 New "Two and A Half Men" star Ashton Kutcher will play an Internet billionaire with a broken heart when he makes his debut on the hit TV comedy in September  CBS entertainment chief Nina Tassler said on Wednesday.,normal
CBS,CBS Corporation,20110803,UPDATE 1-Clear Channel Outdoor Q2 profit beats Wall Street , Aug 3 Clear Channel Outdoor Holdings Inc  posted better-than-expected quarterly earnings  helped by an improvement in the advertising market and growth in its international segment.,normal
CNP,CenterPoint Energy Inc,20110803,U.S. South Central power usage breaks records again , NEW YORK  Aug 3 Power usage in the South Central United States reached record levels for a second day in a row on Tuesday as homes and businesses cranked up air conditioners to escape a brutal heatwave  said the Southwest Power Pool (SPP)  which operates the region's electric grid.,topStory
CTL,CenturyLink Inc,20110803,US SMALL/MIDCAPS-Weak data adds to growth fears  energy weighs , NEW YORK  Aug 3 Energy and material shares in the mid- and small-cap market tumbled on Wednesday as a new round of discouraging data underlined growing concerns about the pace of economic growth and pressured commodity prices.,topStory
CTL,CenturyLink Inc,20110803,UPDATE 2-CenturyLink Q2 profit falls as Qwest costs weigh; shares down , * Shares down 5.6 percent   (Adds Q3 outlook  background info  rivals' performance  updates share move),normal
CTL,CenturyLink Inc,20110803,CORRECTED-UPDATE 1-CenturyLink Q2 misses Wall Street  shares fall , (Corrects first bullet point to remove reference to consensus estimates),normal
CHK,Chesapeake Energy Corporation,20110803,COLUMN-The Utica shale: the next US oil surprise?-Campbell , -- Robert Campbell is a Reuters market analyst. The views expressed are his own. --,topStory
CVX,Chevron Corporation,20110803,COLUMN-The Utica shale: the next US oil surprise?-Campbell , -- Robert Campbell is a Reuters market analyst. The views expressed are his own. --,topStory
CVX,Chevron Corporation,20110803,UPDATE 3-Cairn Energy Greenland well comes up dry , * Sees farm-out deal funding Greenland exploration next year,normal
CHL,China Mobile (Hong Kong) Ltd,20110803,Exclusive: China mulls new regulator for state financial sector ,BEIJING China is considering a proposal to create a ministerial-level body to manage its state-owned banks and non-bank financial enterprises  two sources with knowledge of the plan said  a move that would strengthen Beijing's grip on its lenders.,topStory
XEC,Cimarex Energy Co,20110803,US SMALL/MIDCAPS-Weak data adds to growth fears  energy weighs , NEW YORK  Aug 3 Energy and material shares in the mid- and small-cap market tumbled on Wednesday as a new round of discouraging data underlined growing concerns about the pace of economic growth and pressured commodity prices.,topStory
C,Citigroup Inc,20110803,Morgan Stanley names Mak international wealth boss , * Fleming says moves show commitment to non-U.S. business,topStory
C,Citigroup Inc,20110803,CORRECTED - BofA hires JPMorgan exec for global banking post , (Corrects paragraph two to show that Wolff and Van Dusen will oversee BofA's global corporate banking operations worldwide),normal
C,Citigroup Inc,20110803,MOVES-Citi  Barclays Capital  Macquarie  BofA Merril Lynch , Aug 3 The following financial services industry appointments were announced on Wednesday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
C,Citigroup Inc,20110803,Moody's sets negative outlook on BNY  JPMorgan ,BOSTON Moody's Investors Service said it may cut its ratings on Bank of New York Mellon Corp  and JPMorgan Chase & Co  over the next 18 months  saying the banks might get less U.S. government support in the future.,normal
C,Citigroup Inc,20110803,UPDATE 1-Moody's sets negative outlook on BNY  JPMorgan , * Outlook negative on dimmer chances for federal support  (Adds details on ratings  other banks),normal
C,Citigroup Inc,20110803,BRIEF-Moody's assigns rtgs to UK RMBS notes by Friary No. 1 plc , * Moody's Investors Service has assigns provisional ratings to 2 classes of UK RMBS notes to be issued by Friary No. 1 plc,normal
C,Citigroup Inc,20110803,Five trading giants back EuroCCP in clearing battle ,LONDON Five of the world's largest investment banks have pledged to use clearing house EuroCCP for trading on two alternative platforms  in a sign that the largest trading houses are backing competition among Europe's top clearing firms.,normal
C,Citigroup Inc,20110803,Five trading giants back EuroCCP in clearing battle , LONDON  Aug 3 Five of the world's largest investment banks have pledged to use clearing house EuroCCP for trading on two alternative platforms  in a sign that the largest trading houses are backing competition among Europe's top clearing firms.,normal
C,Citigroup Inc,20110803,Citi appoints Steve Yang head of Greater China credit sales , HONG KONG  Aug 3 Citi said on Wednesday it had appointed Steve Yang as head of Greater China credit sales  joining from JP Morgan   where he was co-head of structured credit syndication.,normal
CLH,Clean Harbors Inc,20110803,UPDATE 3-Clean Harbors sees strong FY  eyes PE-backed cos , * Shares hit life-time high   (Rewrites  adds details from conference call; update shares),topStory
CCO,Clear Channel Outdoor Holdings Inc,20110803,UPDATE 1-Clear Channel Outdoor Q2 profit beats Wall Street , Aug 3 Clear Channel Outdoor Holdings Inc  posted better-than-expected quarterly earnings  helped by an improvement in the advertising market and growth in its international segment.,topStory
CLX,Clorox Company (The),20110803,Dealtalk: Icahn playbook gets predictable  critics say ,NEW YORK Carl Icahn's playbook might be too predictable.,topStory
CLX,Clorox Company (The),20110803,DEALTALK-UPDATE 1-Icahn playbook gets predictable  critics say , * Low probability Clorox would get bought -- analysts  (Adds Clorox share price  new headline),normal
CLX,Clorox Company (The),20110803,DEALTALK-Icahn treads fine line between activism  nuisance , NEW YORK  Aug 3 Carl Icahn's playbook might be too predictable.,normal
CLX,Clorox Company (The),20110803,Clorox profit dips  bleach prices going up ,CHICAGO The U.S. price of Clorox bleach is going up 12 percent  the latest move by Clorox Co  to fight rising material costs that have cut into profits.,normal
CLX,Clorox Company (The),20110803,UPDATE 4-Clorox profit dips  bleach prices going up , * Shares down 1.4 pct in afternoon trade  (Rewrites first paragraph; adds CEO comment  pricing graphic; updates stock activity),normal
CLX,Clorox Company (The),20110803,US STOCKS-Futures rise after selloff  S&P support eyed , * Futures up: Dow 22 pts  S&P 3.4 pts  Nasdaq 5.75 pts,normal
CLX,Clorox Company (The),20110803,US STOCKS-Futures point to gains after selloff , * Futures up: Dow 54 pts  S&P 6 pts  Nasdaq 10.75 pts,normal
KOF,Coca Cola Femsa SAB de CV,20110803,DIARY - Mexico and Central America - to Aug 11 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG04 0800/1300  consumer confidence (s/a)  Jul           91.9 AUG10 0800/1300  gross fixed invest (m/m)   May           +1.4 pct AUG,topStory
KO,Coca-Cola Company (The),20110803,IFR-Coca Cola claims 2011 low coupon record on 5s and 10s , NEW YORK  Aug 3 (IFR) -  Coca Cola Company  set 2011 records today for the lowest coupons on five- and 10-year debt  claiming 1.804% on $1 billion of fives and 3.30% on $1 billion of 10s.,topStory
KO,Coca-Cola Company (The),20110803,Management Tip of the Day: Help consumers express themselves ,BOSTON For a marketing officer life has become more complicated now that information no longer flows in only one direction and consumer "touch points" have multiplied  says Harvard Business Review.,normal
KO,Coca-Cola Company (The),20110803,Management Tip of the Day: Help consumers express themselves , BOSTON  Aug 3  - For a marketing officer life has become more complicated now that information no longer flows in only one direction and consumer "touch points" have multiplied  says Harvard Business Review.,normal
CBD,Companhia Brasileira de Distribuicao,20110803,STXNEWS LATAM-Casino says filing not "complaint" against GPA ,   France's Casino Guichard Perrachon  filed routine regulatory information about its stockholdings of Brazil's Grupo Pao de Acucar   of which it is a controlling shareholder  instead of a complaint against management of the company  according to two company spokesmen. [ID:nN1E77117Y],topStory
CCU,Compania Cervecerias Unidas SA,20110803,TABLE-Chile CCU second quarter profit down 51 pct yr/yr , SANTIAGO  Aug 3 Second quarter results for Chile's largest brewer CCU  as released on Wednesday (figures in billions of pesos).,topStory
CXO,Concho Resources Inc,20110803,UPDATE 1-Goodrich Petroleum Q2 loss narrower than expected , * Raises FY production view   (Follows alerts)	 Aug 3 Oil and gas exploration and production company Goodrich Petroleum Corp reported a narrower-than-expected quarterly loss helped by higher output  and raised its production outlook for the year.,topStory
COP,ConocoPhillips,20110803,FACTBOX - Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 3 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
COP,ConocoPhillips,20110803,UPDATE 3-Cairn Energy Greenland well comes up dry , * Sees farm-out deal funding Greenland exploration next year,normal
COT,Cott Corporation,20110803,UPDATE 1-Cott profit driven by North America , TORONTO  Aug 3 Canadian soft drink maker Cott Corp   posted a quarterly profit that topped market estimates on Wednesday  driven by growth in North America and the United Kingdom.,topStory
DVA,DaVita Inc,20110803,UPDATE 2-DaVita raises forecast  announces DOJ probe , * Announces Colorado DOJ investigation  (Adds details of U.S. Justice Department probe),topStory
DB,Deutsche Bank AG,20110803,UPDATE 4-Sears hires former FreshDirect exec as CMO-memo , * Names Monica Woo as VP and chief marketing officer: memo,topStory
DB,Deutsche Bank AG,20110803,UPDATE 2-Yukon-Nevada plans $120 mln prepaid gold buy deal with Deutsche Bank , * Yukon-Nevada to deliver 173 880 oz of gold over 48 months,normal
DVN,Devon Energy Corporation,20110803,UPDATE 3-Devon profit beats Street; output at record high , * Shares flat  outperforming sector  (Adds byline  analyst comment  conference call details),topStory
DVN,Devon Energy Corporation,20110803,US STOCKS-Futures rise after selloff  S&P support eyed , * Futures up: Dow 22 pts  S&P 3.4 pts  Nasdaq 5.75 pts,normal
DVN,Devon Energy Corporation,20110803,US STOCKS-Futures point to gains after selloff , * Futures up: Dow 54 pts  S&P 6 pts  Nasdaq 10.75 pts,normal
DO,Diamond Offshore Drilling Inc,20110803,UPDATE 3-Transocean profit slides  falls short of estimates , * Q2 EPS ex-items 63 cents vs 78 cents expected by Wall St,topStory
DO,Diamond Offshore Drilling Inc,20110803,Transocean profit slides  falls short of estimates ,SAN FRANCISCO Transocean Ltd    the largest offshore rig contractor  reported a profit that fell short of expectations as costs rose faster than the drilling industry recovered  and its shares fell 2 percent.,normal
DG,Dollar General Corporation,20110803,KKR earnings fall  miss estimates; shares slump ,NEW YORK Private equity firm KKR & Co  reported lower-than-expected second-quarter earnings as investment income declined and gains in the value of its investments slowed  sending its shares down 7 percent.,topStory
DG,Dollar General Corporation,20110803,UPDATE 5-KKR earnings fall  miss estimates; shares slump , * Says valuations for PE deals relatively attractive  (Adds analyst comment  details about fundraising  rivals  updates shares),normal
D,Dominion Energy Inc,20110803,IFR-Coca Cola claims 2011 low coupon record on 5s and 10s , NEW YORK  Aug 3 (IFR) -  Coca Cola Company  set 2011 records today for the lowest coupons on five- and 10-year debt  claiming 1.804% on $1 billion of fives and 3.30% on $1 billion of 10s.,topStory
DCUD,Dominion Energy Inc,20110803,IFR-Coca Cola claims 2011 low coupon record on 5s and 10s , NEW YORK  Aug 3 (IFR) -  Coca Cola Company  set 2011 records today for the lowest coupons on five- and 10-year debt  claiming 1.804% on $1 billion of fives and 3.30% on $1 billion of 10s.,topStory
DRUA,Dominion Energy Inc,20110803,IFR-Coca Cola claims 2011 low coupon record on 5s and 10s , NEW YORK  Aug 3 (IFR) -  Coca Cola Company  set 2011 records today for the lowest coupons on five- and 10-year debt  claiming 1.804% on $1 billion of fives and 3.30% on $1 billion of 10s.,topStory
EE,El Paso Electric Company,20110803,U.S. South Central power usage breaks records again , NEW YORK  Aug 3 Power usage in the South Central United States reached record levels for a second day in a row on Tuesday as homes and businesses cranked up air conditioners to escape a brutal heatwave  said the Southwest Power Pool (SPP)  which operates the region's electric grid.,topStory
EE,El Paso Electric Company,20110803,WRAPUP 1-PSEG  Constellation Energy signal mixed year ahead , BANGALORE  Aug 3 Lower costs and an improvement in gas and electricity rates helped utility owner Public Service Enterprise Group (PSEG) post a market-beating quarterly profit and back its forecast for the year  but plant outages hurt Constellation Energy .,normal
EE,El Paso Electric Company,20110803,UPDATE 1-Constellation Energy Q2 profit misses estimates , * El Paso sees FY EPS at $2.20-$2.50   (Follows alerts),normal
EFC,Ellington Financial LLC,20110803,UPDATE 2-American Capital Mortgage slashes IPO size , * To trade on Nasdaq under symbol "MTGE"  (Adds details on planned investments  U.S. markets  Ellington Financial IPO),topStory
EFC,Ellington Financial LLC,20110803,American Capital Mortgage IPO raises 54.3 pct less , NEW YORK  Aug. 3 American Capital Mortgage Investment Corp raised less than half of what it was planning to raise in its initial public offering  underwriters said.,normal
EXK,Endeavour Silver Corporation,20110803,WRAPUP-Silvercorp  Endeavour Silver look to boost output as prices soar , * Endeavour Silver op cash flow jumps six-fold  Silvercorp's rises 46 pct,topStory
EXK,Endeavour Silver Corporation,20110803,UPDATE 1-Endeavour Silver posts Q2 profit on higher output  metal prices , Aug 3 Endeavour Silver Corp posted a second-quarter profit  helped by higher production and strong metal prices  and said it expects silver production to start rising again late in the third quarter.,normal
ETP,Energy Transfer Partners LP,20110803,UPDATE 1-Magellan latest in Cushing-to-Gulf oil pipeline race , NEW YORK  Aug 3 Magellan Midstream Partners LP  said it was exploring a project to cobble existing pipelines from Cushing  Oklahoma  to refineries along the U.S. Gulf Coast  in the latest bid to send rising crude flows from the Midwest to the world's largest refining center.,topStory
E,ENI SpA,20110803,European shares fall  SocGen slides after profit warning , FRANKFURT  Aug 3 European shares extended losses on Wednesday  led by France's Societe Generale which fell more than 7 percent after the bank warned it might miss 2012 profit goals.,topStory
E,ENI SpA,20110803,Iraq's southern exports hit 6-month high , LONDON  Aug 3 Iraq's oil exports from its southern ports jumped last month to a six-month high  according to export data tracked by Reuters  reflecting efforts by foreign oil companies to boost production.,normal
ESV,ENSCO plc,20110803,UPDATE 3-Transocean profit slides  falls short of estimates , * Q2 EPS ex-items 63 cents vs 78 cents expected by Wall St,topStory
ESV,ENSCO plc,20110803,Transocean profit slides  falls short of estimates ,SAN FRANCISCO Transocean Ltd    the largest offshore rig contractor  reported a profit that fell short of expectations as costs rose faster than the drilling industry recovered  and its shares fell 2 percent.,normal
ETR,Entergy Corporation,20110803,Fukushima disaster not "unforeseen"-NRC commissioner , * Fukushima not designed to withstand historical tsunamis,topStory
ETR,Entergy Corporation,20110803,U.S. South Central power usage breaks records again , NEW YORK  Aug 3 Power usage in the South Central United States reached record levels for a second day in a row on Tuesday as homes and businesses cranked up air conditioners to escape a brutal heatwave  said the Southwest Power Pool (SPP)  which operates the region's electric grid.,normal
EPD,Enterprise Products Partners LP,20110803,UPDATE 1-Magellan latest in Cushing-to-Gulf oil pipeline race , NEW YORK  Aug 3 Magellan Midstream Partners LP  said it was exploring a project to cobble existing pipelines from Cushing  Oklahoma  to refineries along the U.S. Gulf Coast  in the latest bid to send rising crude flows from the Midwest to the world's largest refining center.,topStory
EL,Estee Lauder Companies Inc (The),20110803,UPDATE 1-Estee Lauder brings in former Procter & Gamble VP , CHICAGO  Aug 3  Estee Lauder Cos Inc  named former Procter & Gamble Co  executive Carl Haney on Wednesday as executive vice president of global research and development  replacing Harvey Gedeon  who plans to retire.,topStory
EXC,Exelon Corporation,20110803,Fukushima disaster not "unforeseen"-NRC commissioner , * Fukushima not designed to withstand historical tsunamis,topStory
EXC,Exelon Corporation,20110803,WRAPUP 1-PSEG  Constellation Energy signal mixed year ahead , BANGALORE  Aug 3 Lower costs and an improvement in gas and electricity rates helped utility owner Public Service Enterprise Group (PSEG) post a market-beating quarterly profit and back its forecast for the year  but plant outages hurt Constellation Energy .,normal
EXC,Exelon Corporation,20110803,UPDATE 1-Constellation Energy Q2 profit misses estimates , * El Paso sees FY EPS at $2.20-$2.50   (Follows alerts),normal
XOM,Exxon Mobil Corporation,20110803,Analysis: Cash-rich shale drillers boost output  cap prices ,NEW YORK Until recently  the nascent U.S. shale gas industry faced a major constraint on its growth  one that was bigger than environmental risk  more vexing than technology  and more challenging than the scrum for new acreage: capital.,topStory
XOM,Exxon Mobil Corporation,20110803,FACTBOX - Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 3 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,normal
XOM,Exxon Mobil Corporation,20110803,COLUMN-The Utica shale: the next US oil surprise?-Campbell , -- Robert Campbell is a Reuters market analyst. The views expressed are his own. --,normal
XOM,Exxon Mobil Corporation,20110803,UPDATE 3-Cairn Energy Greenland well comes up dry , * Sees farm-out deal funding Greenland exploration next year,normal
XOM,Exxon Mobil Corporation,20110803,REFILE-Japan's TonenGeneral ups reformer capacity by 3 000 bpd , TOKYO  Aug 3 Exxon Mobil's group refiner in Japan  TonenGeneral Sekiyu KK   has raised the capacity of the No.3 reformer at its Kawasaki refinery near Tokyo by 3 000 barrels per day to 34 000 bpd  a trade ministry official said.,normal
FII,Federated Investors Inc,20110803,RPT-Money fund managers breathe easier on US debt deal , BOSTON  Aug 2 Pressures on money-market mutual funds have ebbed now that a deal to raise the federal debt ceiling has been reached in Washington  fund industry executives said on Tuesday.,topStory
F,Ford Motor Company,20110803,UAW says in talks with foreign automakers in U.S. ,TRAVERSE CITY  Michigan The United Auto Workers union is in talks with most of the foreign automakers in the United States to represent the hourly workers at their U.S. assembly plants  the union chief said on Wednesday.,topStory
F,Ford Motor Company,20110803,UPDATE 2-Canada July auto sales drop  outlook uncertain , * Truck sales down on higher gas prices  economic outlook,normal
F,Ford Motor Company,20110803,UPDATE 3-UAW says in talks with foreign automakers in U.S. , * UAW says in 'confidential' talks with foreign carmakers,normal
F,Ford Motor Company,20110803,Chrysler unlikely to go public in 2012: Marchionne ,TRAVERSE CITY  Michigan An initial public offering of shares in Chrysler Group LLC is unlikely in 2012  Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said on Wednesday.,normal
F,Ford Motor Company,20110803,Chrysler unlikely to go public in 2012: Marchionne ,TRAVERSE CITY  Michigan An initial public offering of shares in Chrysler Group LLC is unlikely in 2012  Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said on Wednesday.,normal
F,Ford Motor Company,20110803,UPDATE 3-Chrysler unlikely to go public in '12 -Marchionne , * CEO Marchionne says "technically" could stay past 2015,normal
F,Ford Motor Company,20110803,Marchionne: next Chrysler CEO likely after 2015 ,TRAVERSE CITY  Michigan Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said he hoped to stay on through 2015 and would groom a successor from within the company's ranks.,normal
F,Ford Motor Company,20110803,Truck sales still sluggish in Canada  car sales up , VANCOUVER  Aug 3 Truck sales at Ford Canada  and Chrysler Canada remained tepid in July as consumers once again opted for smaller cars as gas prices stayed high.,normal
F,Ford Motor Company,20110803,RPT-UPDATE 7-U.S. automakers warn of fragile demand , (Repeats Aug. 2 story for wider readership)   * US automakers' July sales up; Toyota  Honda down   * Industry annual sales rate 12.23 mln  above expectations   * Automakers may be forced to offer more generous incentives   * GM and Ford shares end 4 pct lower  (Recasts first sentence  adds comment by economist  adds detail on GM stock price),normal
F,Ford Motor Company,20110803,CORRECTED-(OFFICIAL)-UPDATE 2-Suzuki Q1 op falls on quake  keeps forecast , (In paragraph 6  company corrects stake sale was to GM Asia-Pacific  not GM Canada),normal
FTS,Fortis Inc,20110803,CANADA STOCKS-TSX may open slightly higher as gold prices rise , Aug 3 Toronto's main stock index looked set to open higher on Wednesday  with record-high bullion prices expected to boost gold miners  helping to offset concerns about the outlook for U.S. and global economic growth.,topStory
FTS,Fortis Inc,20110803,UPDATE 1-Canada's Fortis Q2 rises on higher energy consumption , Aug 3 Canadian utility Fortis Inc's  second-quarter earnings rose about 5 percent as higher consumption drove up gas and energy sales.,normal
FCX,Freeport-McMoran Inc,20110803,Indonesian union seeks hefty pay rise from Freeport , JAKARTA  Aug 3 The union representing workers at Freeport McMoran Copper & Gold's giant Indonesian mine is demanding a 20-fold pay rise and could strike again if its demands are not met  a union leader said on Wednesday.,topStory
GEK,General Electric Capital Corporation,20110803,UPDATE 4-SPX counting on Q4 for near half of year's profit , * Holds full-year view steady  sees strong fourth quarter,topStory
GE,General Electric Company,20110803,UPDATE 4-SPX counting on Q4 for near half of year's profit , * Holds full-year view steady  sees strong fourth quarter,topStory
GM,General Motors Company,20110803,Tesla reports quarterly loss  research spending up ,DETROIT Electric car maker Tesla Motors Inc reported a deeper second-quarter loss on Wednesday as higher spending on research and hiring engineers to develop upcoming vehicles more than offset revenue gains.,topStory
GM,General Motors Company,20110803,UPDATE 2-Tesla reports quarterly loss  research spending up , * Tesla has yet to produce a profit  (Adds detail on capital raise  Toyota collaboration),normal
GM,General Motors Company,20110803,UAW says in talks with foreign automakers in U.S. ,TRAVERSE CITY  Michigan The United Auto Workers union is in talks with most of the foreign automakers in the United States to represent the hourly workers at their U.S. assembly plants  the union chief said on Wednesday.,normal
GM,General Motors Company,20110803,UPDATE 2-Canada July auto sales drop  outlook uncertain , * Truck sales down on higher gas prices  economic outlook,normal
GM,General Motors Company,20110803,UPDATE 3-UAW says in talks with foreign automakers in U.S. , * UAW says in 'confidential' talks with foreign carmakers,normal
GM,General Motors Company,20110803,Chrysler unlikely to go public in 2012: Marchionne ,TRAVERSE CITY  Michigan An initial public offering of shares in Chrysler Group LLC is unlikely in 2012  Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said on Wednesday.,normal
GM,General Motors Company,20110803,Chrysler unlikely to go public in 2012: Marchionne ,TRAVERSE CITY  Michigan An initial public offering of shares in Chrysler Group LLC is unlikely in 2012  Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said on Wednesday.,normal
GM,General Motors Company,20110803,UPDATE 3-Chrysler unlikely to go public in '12 -Marchionne , * CEO Marchionne says "technically" could stay past 2015,normal
GM,General Motors Company,20110803,Marchionne: next Chrysler CEO likely after 2015 ,TRAVERSE CITY  Michigan Sergio Marchionne  the chief executive of both Chrysler and its controlling shareholder Fiat SpA   said he hoped to stay on through 2015 and would groom a successor from within the company's ranks.,normal
GM,General Motors Company,20110803,RPT-UPDATE 7-U.S. automakers warn of fragile demand , (Repeats Aug. 2 story for wider readership)   * US automakers' July sales up; Toyota  Honda down   * Industry annual sales rate 12.23 mln  above expectations   * Automakers may be forced to offer more generous incentives   * GM and Ford shares end 4 pct lower  (Recasts first sentence  adds comment by economist  adds detail on GM stock price),normal
GSK,GlaxoSmithKline PLC,20110803,Overactive bladder next Botox frontier ,NEW YORK Overactive bladders later this year could become the next big frontier for Botox  the anti-wrinkle drug  and significantly boost sales of the $1.5 billion-a-year product  according to Allergan Inc Chief Executive David Pyott.,topStory
GSK,GlaxoSmithKline PLC,20110803,Overactive bladder next Botox frontier ,NEW YORK Overactive bladders later this year could become the next big frontier for Botox  the anti-wrinkle drug  and significantly boost sales of the $1.5 billion-a-year product  according to Allergan Inc Chief Executive David Pyott.,normal
GSK,GlaxoSmithKline PLC,20110803,CORRECTED - (OFFICIAL)-UPDATE 5-Overactive bladder next Botox frontier , (Company corrects in paragraph 6 that Botox may work up to nine months (not a year) for overactive bladder  and corrects in paragraph 8 that the company hopes to sell the drug later to a broader group of OAB patients (but not for nocturia)),normal
GSK,GlaxoSmithKline PLC,20110803,Deals of the day -- mergers and acquisitions , (Adds Grupo Aeroportuario del Pacifico (GAP)  Thomson Reuters),normal
GSK,GlaxoSmithKline PLC,20110803,UPDATE 2-Vectura gets new U.S. partner for copy of lung drug , LONDON  Aug 3 Inhaled-drug specialist Vectura Group has struck a new U.S. partnership deal for its generic lung drug VR315  which is widely thought by analysts to be a copy of GlaxoSmithKline's top-selling Advair.,normal
GSK,GlaxoSmithKline PLC,20110803,UPDATE 1-Vectura strikes new U.S. deal for lung drug VR315 , LONDON  Aug 3 Inhaled-drug specialist Vectura Group  has struck a new U.S. collaboration deal for its generic lung drug VR315  which is widely said to be a copy of GlaxoSmithKline's  blockbuster Advair.,normal
GG,Goldcorp Inc,20110803,WRAPUP 1-Yamana  New Gold profits lifted by surging bullion , * New Gold adj EPS $0.12 vs $0.04 a yr ago  (Wraps Yamana  New Gold results; in U.S. dollars),topStory
GS,Goldman Sachs Group Inc (The),20110803,UPDATE 2-Lehman secures plan support from Asian affiliates , * Lehman settles claims with Lehman Hong Kong liquidators,topStory
GS,Goldman Sachs Group Inc (The),20110803,Moody's sets negative outlook on BNY  JPMorgan ,BOSTON Moody's Investors Service said it may cut its ratings on Bank of New York Mellon Corp  and JPMorgan Chase & Co  over the next 18 months  saying the banks might get less U.S. government support in the future.,normal
GS,Goldman Sachs Group Inc (The),20110803,UPDATE 1-Moody's sets negative outlook on BNY  JPMorgan , * Outlook negative on dimmer chances for federal support  (Adds details on ratings  other banks),normal
GS,Goldman Sachs Group Inc (The),20110803,BofA hired former Citadel/GS banker Rabin , NEW YORK  Aug 3 Bank of America Merrill Lynch  has hired investment banker Andy Rabin to head up the bank's investment banking effort in the southwestern United States  according to two sources familiar with the matter.,normal
GS,Goldman Sachs Group Inc (The),20110803,EU mergers and takeovers (Aug 3) , BRUSSELS  Aug 3 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,normal
GS,Goldman Sachs Group Inc (The),20110803,Exclusive: AmEx to keep ICBC stake after hedging deal ,HONG KONG American Express Co  has assured Industrial and Commercial Bank of China Ltd (ICBC)  it wants to keep its stake in the lender after entering into a contract to hedge fluctuations in the stock price  a source with direct knowledge of the matter told Reuters on Wednesday.,normal
GS,Goldman Sachs Group Inc (The),20110803,UPDATE 1-Gundlach asked Goldman Sachs aid vs TCW--co-worker , * TCW and bond star Jeffrey Gundlach in high-stakes trial,normal
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110803,UPDATE 4-Mexico airport company GAP riled over takeover bid , * Grupo Mexico says no plan to raise offer for GAP shares  (Adds two GAP board members resign  closing stock quotes),topStory
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110803,Grupo Mexico not looking to run airport operator GAP , MEXICO CITY  Aug 3 Copper miner and railroad company Grupo Mexico  said on Wednesday that it did not want operational control of Mexican airport operator Grupo Aeroportuario del Pacifico   despite a bid to increase its stake in the company.,normal
TV,Grupo Televisa SA,20110803,DIARY - Mexico and Central America - to Aug 11 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG04 0800/1300  consumer confidence (s/a)  Jul           91.9 AUG10 0800/1300  gross fixed invest (m/m)   May           +1.4 pct AUG,topStory
HK,Halcon Resources Corporation,20110803,UPDATE 1-Petrohawk Energy Q2 profit misses on higher costs , Aug 3 Oil and natural gas company Petrohawk Energy Corp   which agreed to be bought by global miner BHP Billiton   posted a quarterly profit that lagged analysts' estimates hurt by higher costs.,topStory
