AMZN,Amazoncom Inc,20111129,Retail stocks up after strong holiday weekend ,After a blockbuster performance over the long Thanksgiving weekend  risk-taking retailers such as Macy's Inc  and Amazon.com Inc  were rewarded with big gains in their shares  while chains that are still tinkering with their strategies reaped smaller rewards. | Video ,topStory
MBI,MBIA Inc,20111129,UPDATE 1-Banks  MBIA in talks to settle legal dispute - WSJ ,Nov 28 Several big banks are in talks to reach a settlement with bond insurer MBIA Inc that could end a legal battle over billions of dollars in losses triggered by the financial crisis  the Wall Street Journal said  citing people familiar with the matter.,normal
MBI,MBIA Inc,20111129,Banks  MBIA in talks to settle legal dispute - WSJ ,Nov 28 Several big banks are in talks to reach a settlement with bond insurer MBIA Inc that could end a legal battle over billions of dollars in losses triggered by the financial crisis  the Wall Street Journal said  citing people familiar with the matter.,normal
MCO,Moody&#39;s Corporation,20111129,BRIEF: Moody's says AbitibiBowater's ratings unaffected by unsolicited offer to acquire Fibrek Inc. ,* Moody's says AbitibiBowater's ratings unaffected by unsolicited offer to acquire Fibrek Inc.,topStory
MCO,Moody&#39;s Corporation,20111129,WRAPUP 5-Italy borrowing cost soars as euro pressure mounts , ,normal
MCO,Moody&#39;s Corporation,20111129,BRIEF-Moody's:US broadcasters face revenue threat from networks' reverse compensation fees ,* Moody's: US Broadcasters Face Revenue Threat from Networks' Reverse Compensation Fees,normal
MCO,Moody&#39;s Corporation,20111129,BRIEF-Moody's asgns provisional rating to FADE  FTA notes ,Nov 29 Fondo de Titulizacion del Deficit del Sistema Electrico,normal
MCO,Moody&#39;s Corporation,20111129,BRIEF: Moody's assigns Aa3 to East Nippon Expressway's bonds ,Nov 29 East Nippon Expressway: * Moody's assigns Aa3 to East Nippon Expressway's bonds ,normal
MCO,Moody&#39;s Corporation,20111129,Moody's says may cut EU banks' subordinated ratings ,Ratings agency Moody's said on Tuesday it could downgrade the subordinated debt of 87 banks across 15 European Union nations on concerns that governments would be too cash-strapped to bail out holders of riskier bank debt in times of stress.,normal
MCO,Moody&#39;s Corporation,20111129,UPDATE 1-Moody's says may cut EU banks' subordinated ratings ,Nov 29 Ratings agency Moody's said on Tuesday it could downgrade the subordinated debt of 87 banks across 15 European Union nations on concerns that governments would be too cash-strapped to bail out holders of riskier bank debt in times of stress.,normal
MCO,Moody&#39;s Corporation,20111129,Moody's says may cut EU banks' subordinated ratings ,Nov 29 Ratings agency Moody's said on Tuesday it could downgrade the subordinated debt of 87 banks across 15 European Union nations on concerns that governments would be too cash-strapped to bail out holders of riskier bank debt in times of stress.,normal
MS,Morgan Stanley,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
MS,Morgan Stanley,20111129,UPDATE 2-S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,normal
MS,Morgan Stanley,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
MS,Morgan Stanley,20111129,Morgan Stanley resumes MEast gasoline trading operations ,SINGAPORE  Nov 29 Wall Street bank Morgan Stanley has resumed gasoline trading operations in the Middle East after a gap of about 12 months  with the recent lease of 380 000 barrels of storage at the United Arab Emirates (UAE) port of Jebel Ali  sources said on Tuesday.,normal
NEM,Newmont Mining Corporation,20111129,UPDATE 1-Police  protesters clash over Newmont's Peru mine ,* Environmental official resigns amid controversy  (Adds quotes  details),topStory
NEM,Newmont Mining Corporation,20111129,Contrasting news for Freeport  Newmont in Peru ,Nov 29 U.S. mining companies operating in Peru had contrasting fortunes on Tuesday -- one faced with protests and the other with the prospect of labor peace as a strike ends.,normal
NEM,Newmont Mining Corporation,20111129,Police  protesters clash over Newmont's Peru mine ,* Protests grow  airport closed     * Environmental official resigns amid controversy     LIMA  Nov 29 Police clashed with protesters opposed to Newmont Mining's $4.8 billion Conga project on Tuesday as President Ollanta Humala struggles to end an increasingly bitter environmental dispute.     Authorities said two dozen people were injured by rubber bullets and tear gas police fired to break up two protests against the U.S. company's proposed gold mine  which would be the biggest min,normal
NR,Newpark Resources Inc,20111129,Text-S&P raises Newpark Resources sr uscd nts to B- ,NEW YORK (Standard & Poor's) Nov. 29  2011--Standard & Poor's Ratings Services today revised the recovery rating on Newpark Resources Inc.'s $172.5 million 4% senior unsecured convertible notes due 2017 to '5' from '6'. At the same time  we raised our issue rating on the notes to 'B-' from 'CCC+'. The '5' recovery rating indicates our expectation of modest (10% to 30%) recovery in the event of a payment default. Newpark resources' 'B' corporate credit rating remains unchanged. Our revised recove,topStory
NKE,Nike Inc,20111129,Adidas eyes basketball boost after NBA lockout ends ,FRANKFURT  Nov 29 The chief executive of Adidas  the world's second largest sportswear company  is eyeing a year-end boost to its basketball business following the end of the NBA lockout in the United States.,topStory
NBL,Noble Energy Inc,20111129,CORRECTED - UPDATE 1-Noble exploring building LNG facility off Israel ,Nov 29 U.S. oil and gas company Noble Energy Inc said on Tuesday it will explore the possibility of building a floating liquefied natural gas facility off Israel.,topStory
PFE,Pfizer Inc,20111129,Bristol/Pfizer anti-clot drug gets fast FDA review ,A promising new drug shown to be better than warfarin at preventing strokes in patients with a dangerously irregular heartbeat may reach the U.S. market more quickly after health regulators gave it an expedited review.,topStory
PFE,Pfizer Inc,20111129,UPDATE 5-Bristol/Pfizer anti-clot drug gets fast FDA review ,Nov 29 A promising new drug shown to be better than warfarin at preventing strokes in patients with a dangerously irregular heartbeat may reach the U.S. market more quickly after health regulators gave it an expedited review.,normal
PJC,Piper Jaffray Companies,20111129,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  November 29  2011 - Corporate Meetings for US companies for Week ahead.	         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead   	     Non S&P 500 - Weekly               Non S&P 500 - Day Ahead        	     ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day   	     S&P 500 Earnings - Monthly           Meetings - Day Ahead           	     Economic Indicators                  Dividends                      	     Daily earnings hits & misses    	    ,topStory
PNC,PNC Financial Services Group Inc (The),20111129,PNC Financial will not issue shares in RBC deal ,PNC Financial Services Group Inc will not issue common stock as part of its purchase of the Royal Bank of Canada's U.S. retail bank operations  and has no plans to buy back shares in 2011  the company said on Tuesday.,topStory
PNC,PNC Financial Services Group Inc (The),20111129,UPDATE 1-PNC Financial will not issue shares in RBC deal ,Nov 29 PNC Financial Services Group Inc  will not issue common stock as part of its purchase of the Royal Bank of Canada's U.S. retail bank operations  and has no plans to buy back shares in 2011  the company said on Tuesday.,normal
RTN,Raytheon Company,20111129,New Issue-Raytheon sells $1 bln notes in 2 parts ,Nov 29 Raytheon Co on Tuesday sold $1 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.    Bank of America Merrill Lynch  Citigroup and J.P. Morgan were the joint bookrunning manager for the sale. BORROWER: RAYTHEON CO TRANCHE 1 AMT $575 MLN      COUPON 1.40 PCT      MATURITY   12/15/2014 TYPE SR NTS       ISS PRICE 99.879     FIRST PAY   6/15/2012 MOODY'S A3        YIELD 1.441          SETTLEMENT  12/6/2011 S&P A-MINUS       SPREAD 105 BPS       PA,topStory
RIO,Rio Tinto Plc,20111129,Analysis: Rio Tinto faces new hurdles on Canadian uranium ,TORONTO Rio Tinto's  battle to secure its foothold in Canada's uranium-rich Athabasca region has only just begun now that it has apparently won a bidding war to gain control of Hathor Exploration .,topStory
RIO,Rio Tinto Plc,20111129,Banks lead FTSE lower ahead of EU meeting ,LONDON Nov 29 Britain's FTSE 100 fell early on Tuesday  giving up some gains from the previous two sessions as investors waited for the outcome of a European finance ministers meeting which will attempt to contain the region's debt crisis.,normal
RY,Royal Bank Of Canada,20111129,PNC Financial will not issue shares in RBC deal ,PNC Financial Services Group Inc will not issue common stock as part of its purchase of the Royal Bank of Canada's U.S. retail bank operations  and has no plans to buy back shares in 2011  the company said on Tuesday.,topStory
RY,Royal Bank Of Canada,20111129,UPDATE 1-PNC Financial will not issue shares in RBC deal ,Nov 29 PNC Financial Services Group Inc  will not issue common stock as part of its purchase of the Royal Bank of Canada's U.S. retail bank operations  and has no plans to buy back shares in 2011  the company said on Tuesday.,normal
SA,Seabridge Gold Inc,20111129,UPDATE 1-Seabridge sees robust expansion for key project ,Nov 29 Seabridge Gold Inc said drilling at its Courageous Lake project in Canada's Northwest Territories showed significant expansion of a gold zone that could more than quadruple the zone's contribution to measured and indicated resources.,topStory
SFL,Ship Finance International Limited,20111129,BRIEF-Moody's cuts Ship Finance International to B1 ,*Moody's downgrades Ship Finance International to B1 from Ba3   the ratings under review for possible downgrade,topStory
TVE,Tennessee Valley Authority,20111129,TEXT-S&P cuts rtgs on TVA-backed leases to 'AA-' ,Nov 29- Standard & Poor's Ratings Services said it downgraded by two notches  to 'AA-'  various long-term leases with the Tennessee Valley Authority (TVA; AA+/Negative) as obligor. The outlook on the leases is stable  given the fact that a further downgrade of the U.S. would not lower the rating on the leases.,topStory
BX,The Blackstone Group LP,20111129,CIC  Blackstone invest in Greentown property venture-source ,HONG KONG  Nov 29 Sovereign wealth fund China Investment Corp. (CIC) and private equity firm Blackstone Group have invested in a joint venture with mainland property developer Greentown China  a source close to the deal said.,topStory
SCHW,The Charles Schwab Corporation,20111129,CORRECTED - Schwab's optionsXpress cuts equity trade commissions ,Nov 29 Options and futures trading specialist optionsXpress said on Tuesday it lowered the price of its U.S. online equity trading commissions to $8.95 a trade from $9.95.,topStory
SCHW,The Charles Schwab Corporation,20111129,Avoid new tax paperwork for your investments at your own peril ,NEW YORK  Nov 29 It's not just holiday cards and sales flyers cluttering your mailbox: There's a good chance you've also been getting lots of unfamiliar paperwork about your investments. New tax rules require your broker and mutual funds to keep track of the cost of your investments for tax purposes (termed the cost basis)  and they are writing now to ask you to choose your accounting method.,normal
TIF,Tiffany & Co,20111129,Tiffany sales growth shows signs of slowing ,Concerns about slowing sales momentum took some of the luster off Tiffany & Co's  stock amid signs that European and U.S. economic distress are weighing on luxury consumers  and shares fell 9 percent.,topStory
TIF,Tiffany & Co,20111129,UPDATE 4-Tiffany sales growth shows signs of slowing ,Nov 29 Concerns about slowing sales momentum took some of the luster off Tiffany & Co's stock amid signs that European and U.S. economic distress are weighing on luxury consumers  and shares fell 9 percent.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,BMW  Toyota to work on electric car batteries: source ,MUNICH German carmaker BMW and Japanese rival Toyota Motor are planning to cooperate on research into lithium-ion batteries for electric cars  a source familiar with the situation told Reuters on Tuesday.,topStory
TM,Toyota Motor Corp Ltd Ord,20111129,UPDATE 1-BMW  Toyota to work on electric car batteries-source ,MUNICH  Nov 29 German carmaker BMW  and Japanese rival Toyota Motor are planning to cooperate on research into lithium-ion batteries for electric cars  a source familiar with the situation told Reuters on Tuesday.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,BMW  Toyota to work on electric car batteries-source ,MUNICH  Nov 29 German carmaker BMW  is planning to cooperate with Japanese rival Toyota  on research into lithium-ion batteries for electric cars  a source familiar with the situation told Reuters on Tuesday.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,Toyota aims to take on EVs with plug-in Prius hybrid ,TOKYO Toyota Motor Corp said it would start taking orders for its first plug-in hybrid car  the Prius PHV  in Japan on Tuesday  touting it as the world's most practical green car and aiming to steal thunder from pure battery-powered vehicles.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,UPDATE 3-Toyota aims to take on EVs with plug-in Prius hybrid ,TOKYO  Nov 29 Toyota Motor Corp  said it would start taking orders for its first plug-in hybrid car  the Prius PHV  in Japan on Tuesday  touting it as the world's most practical green car and aiming to steal thunder from pure battery-powered vehicles.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,Panasonic to supply batteries for Toyota Prius hybrid ,TOKYO Panasonic Corp said on Tuesday it would supply lithium ion batteries for Toyota Motor Corp's Prius plug-in hybrid vehicle  whose Japan launch was announced the same day.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,Panasonic: to supply batteries for Toyota Prius hybrid ,TOKYO  Nov 29 Panasonic Corp said on Tuesday it would supply lithium ion batteries for Toyota Motor Corp's Prius plug-in hybrid vehicle  whose Japan launch was announced the same day.,normal
TM,Toyota Motor Corp Ltd Ord,20111129,Toyota: Prius PHV to sell for $41 000 in Japan Jan 30 ,TOKYO  Nov 29 Toyota Motor Corp  said on Tuesday its first plug-in hybrid car  the Prius PHV  would be priced from 3.20 million yen ($41 000) in Japan.,normal
RIG,Transocean Ltd,20111129,UPDATE 2-Transocean to sell stock  shares hit 7-year low ,Nov 29 Transocean Ltd    owner of the world's largest offshore rig fleet  will sell 26 million shares in an underwritten public offer to buy back convertible notes and partially refinance its acquisition of Aker Drilling ASA.,topStory
UAL,United Continental Holdings Inc,20111129,American Airlines files for bankruptcy ,American Airlines  the third-largest U.S. carrier  and its parent AMR Corp filed for bankruptcy protection on Tuesday to cut labor costs in the face of high fuel prices and dampened travel demand. | Video ,topStory
UAL,United Continental Holdings Inc,20111129,United Air to get single operating OK on Wed-union ,Nov 29 United Continental Holdings Inc   formed from a merger last year of United Airlines and Continental Airlines  will receive government approval on Wednesday to fly as a single carrier  the union representing pilots said on Tuesday.,normal
UNH,UnitedHealth Group Incorporated,20111129,UnitedHealth sees 2012 Medicare  Medicaid gains ,UnitedHealth Group Inc  the largest U.S. health insurer  forecast an increase in membership next year as gains in its Medicare and Medicaid plans more than offset declines in some plans serving employers and individuals.,topStory
UNH,UnitedHealth Group Incorporated,20111129,UPDATE 3-UnitedHealth sees 2012 Medicare  Medicaid gains ,Nov 29 UnitedHealth Group Inc   the largest U.S. health insurer  forecast an increase in membership next year as gains in its Medicare and Medicaid plans more than offset declines in some plans serving employers and individuals.,normal
V,Visa Inc,20111129,Edenred to speed digital transition ,PARIS  Nov 29 French vouchers and prepaid cards group Edenred reiterated its aim to grow issue volume --the face value of its vouchers and the amount put on prepaid cards -- by 6-14 percent a year and to speed up the transition to digital products.,topStory
V,Visa Inc,20111129,Edenred says to speed up digital transition ,PARIS  Nov 29 French vouchers and prepaid cards group Edenred reiterated its aim to grow issue volume --the face value of its vouchers and the amount put on prepaid cards -- by 6-14 percent a year and to speed up the transition to digital products.,normal
DIS,Walt Disney Company (The),20111129,New Issue-Walt Disney Co sells $1.6 bln notes in 2 parts ,Nov 29 The Walt Disney Company on Tuesday sold $1.6 billion of senior unsecured notes in two parts  said IFR  a Thomson Reuters service.     BNP Paribas  Citigroup  Credit Suisse and Deutsche Bank were the joint bookrunning manager for the sale. BORROWER: THE WALT DISNEY COMPANY TRANCHE 1 AMT $1 BLN        COUPON 0.875 PCT     MATURITY   12/1/2014 TYPE SR NTS       ISS PRICE 99.673     FIRST PAY   6/1/2012 MOODY'S A2        YIELD 0.986          SETTLEMENT 12/2/2011 S&P SINGLE-A      ,topStory
WFC,Wells Fargo & Company,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK Standard & Poor's reduced its credit ratings on 15 big banking companies  mostly in the Europe and United States  on Tuesday as the result of a sweeping overhaul of its ratings criteria.,topStory
WFC,Wells Fargo & Company,20111129,S&P criteria change reduces ratings on big banks ,NEW YORK  Nov 29 Standard & Poor's reduced its credit ratings on several big banks in the United States and Europe on Tuesday as the result of an overhaul of its ratings criteria.,normal
WFC,Wells Fargo & Company,20111129,New Issue-Scripps Network Interactive sells $500 mln notes ,Nov 29 Scripps Network Interactive Inc  late on Monday sells $500 million of senior unsecured notes  said IFR  a Thomson Reuters service.     JP Morgan and Wells Fargo were the joint bookrunning managers for the sale. BORROWER: AMT $500 MLN      COUPON 2.70 PCT      MATURITY  12/15/2016 TYPE SR NTS       ISS PRICE 99.878     FIRST PAY  6/15/2012 MOODY'S Baa1      YIELD 2.726          SETTLEMENT 12/1/2011 S&P A-MINUS       SPREAD 180 BPS       PAY FREQ SEMI-ANNUAL FITCH N/A          M,normal
DNN,Denison Mine Corp,20111129,UPDATE 1-Denison eyes big resource boost at Mutanga ,Nov 29 Denison Mines Corp said on Tuesday that it could potentially boost the resource estimate at its Mutanga project in Zambia by 16 to 24 million pounds of uranium  based on exploration drilling completed this year.,topStory
