ATSG,Air Transport Services Group Inc,20110722,CORRECTED-BRIEF-ATSG expects reduction in role as provider for DB Schenker , JULY 22 -     July 22 Air Transport Services Group Inc :  * Expect reduction in role as provider of main-deck freighter lift for DB Schenker in North America  * If all dc-8 727 aircraft for DB Schenker removed from service sees annual fall in maintenance costs of $10-$15 million  * ATSG statement concerning DB Schenker announcement  * ATSG - sees each of 8 dc-8 and 8 727 aircraft dedicated to DB Schenker generating about $0.01 per share in earnings after tax annually,topStory
BA,Boeing Company (The),20110722,Singapore Air picks Boeing 777-200 for its new airline , SINGAPORE  Jul 22 Singapore Airlines  said its new low-fare carrier  which will operate next year  has selected Boeing 777-200 aircraft for its fleet.,topStory
BP,BP plc,20110722,U.S. delays final report on BP oil spill probe ,WASHINGTON A U.S. team probing the causes of last year's massive BP oil spill has delayed the release of its final report in order to more fully weigh the evidence  investigators said on Friday.,topStory
BP,BP plc,20110722,UPDATE 1-U.S. delays final report on BP oil spill probe , * Investors watching for legal ramifications of report  (Adds comment from lawmaker  paragraphs 8-9),normal
BP,BP plc,20110722,UPDATE 1-U.S. delays final report on BP oil spill probe , * Investors watching for legal ramifications of report  (Adds comment from lawmaker  paragraphs 8-9),normal
BP,BP plc,20110722,PREVIEW-Earnings up but output down at many oil companies , HOUSTON  July 22 The world's largest oil companies  including Exxon Mobil Corp  and Royal Dutch Shell Plc   are expected to report out-sized quarterly profits  but investors are likely to respond with a yawn  focusing instead on the companies' ability to raise output.,normal
BP,BP plc,20110722,S.Africa's main fuel union cuts demands to end strike , JOHANNESBURG  July 22 South Africa's main petroleum sector union lowered its pay increase demand to 9.5 percent from 13 percent in a bid to end a two-week strike which disturbed supplies of fuel in Africa's biggest economy  it said on Friday.,normal
BP,BP plc,20110722,BP's Texas City refinery ultracracker up-sources , HOUSTON  July 22 BP Plc   has restarted an ultracracker at its 437 080 barrel-per-day (bpd) refinery as planned this week  sources familiar with refinery operations said on Friday.,normal
BP,BP plc,20110722,Schlumberger quarterly results jump  shares rise ,NEW YORK/SAN FRANCISCO Schlumberger Ltd  beat estimates with a 64 percent jump in profit on strong U.S. demand and deepwater drilling  while international activity showed clear signs of improvement after a long wait.,normal
BP,BP plc,20110722,UPDATE 4-Schlumberger quarterly results jump  shares rise , * Sees deepwater pricing power  international improvement,normal
BP,BP plc,20110722,UPDATE 2-India approves Reliance-BP deal for 21 oil  gas blocks , * Reliance shares close 1.5 pct higher ahead of approval announcement   (Adds BP comment),normal
BP,BP plc,20110722,India clears Reliance-BP deal for 21 blocks-minister , NEW DELHI  July 22 The Indian cabinet has approved Reliance Industries' plan to sell a stake in 21 of 23 planned oil and gas blocks to BP as part of a $7.2 billion deal  Indian Oil Minister S. Jaipal Reddy said on Friday.,normal
CAJ,Canon Inc,20110722,Morning News Call - EMEA  July 22 , If you would like to receive Morning News Call-EMEA by email direct to your smartphone before the market opens  please register at: http://r.reuters.com/zaj49r,topStory
CAJ,Canon Inc,20110722,Japanese tech giants aim to bounce back from quake ,TOKYO Japan's major consumer electronics makers are expected to show April-June earnings collapsed due to the March earthquake  but focus is turning to whether they can meet their forecasts for a swift recovery  given a fragile global economy.,normal
CAJ,Canon Inc,20110722,TABLE-Japan electronics firms earnings preview , TOKYO  July 22     Japan's top electronics makers report their earnings for April-June  the period following the devastating earthquake and tsunami  next week.,normal
CAT,Caterpillar Inc,20110722,Earnings  hope for debt deal brighten Wall Street ,NEW YORK Investors poured into tech shares on Friday as promising chipmaker earnings and optimism that a solution was on the horizon for the U.S. debt stalemate triggered a move into growth-oriented shares. | Video ,topStory
CAT,Caterpillar Inc,20110722,Feeling the heat on debt  earnings ,NEW YORK New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,normal
CAT,Caterpillar Inc,20110722,Wall St Week Ahead-Feeling the heat on U.S. debt  earnings , NEW YORK  July 22 New York City may be frying in near record temperatures but Wall Street has been feeling the heat for months. Wrangling over the U.S. debt ceiling and questions marks over corporate earnings mean markets are unlikely to get a break any time soon.,normal
CAT,Caterpillar Inc,20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,normal
CAT,Caterpillar Inc,20110722,US STOCKS-Earnings  hope for US debt deal brighten Wall St , * Dow off 0.3 pct  S&P up 0.09 pct  Nasdaq up 0.9 pct,normal
CAT,Caterpillar Inc,20110722,Caterpillar profit misses ,NEW YORK Heavy machinery maker Caterpillar Inc disappointed Wall Street with a second-quarter earnings miss on Friday  hurt by higher costs  and its shares fell nearly 6 percent  dragging down the U.S. stock market.,normal
CAT,Caterpillar Inc,20110722,UPDATE 6-Caterpillar profit misses  hit by costs; stock off , * Shares down nearly 6 pct  (Updates shares  adds Reuters Insider link),normal
CAT,Caterpillar Inc,20110722,CORRECTED - UPDATE 5-Caterpillar profit misses  hit by costs; stock off , (Corrects 20th paragraph to show company's initial forecast for 2012 earnings was $8 to $10 per share  not $8 to $12),normal
CAT,Caterpillar Inc,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
CAT,Caterpillar Inc,20110722,UPDATE 3-Air Products profit and outlook tepid; stock falls , * Forecasts fiscal Q4 profit in range mostly below Street,normal
CBS,CBS Corporation,20110722,David Hasselhoff swaps life with namesake for TV show ,LOS ANGELES Everyone knows David Hasselhoff  right? The acting  singing former "Baywatch" star with a 30-year Hollywood career.,topStory
CBS,CBS Corporation,20110722,David Hasselhoff swaps life with namesake for TV show , LOS ANGELES  July 22 Everyone knows David Hasselhoff  right? The acting  singing former "Baywatch" star with a 30-year Hollywood career.,normal
CLS,Celestica Inc,20110722,CANADA STOCKS-TSX hits near 7-week high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds further details),topStory
CLS,Celestica Inc,20110722,UPDATE 4-Celestica profits triples  shares jump , * Company sees demand influenced by economic uncertainty,normal
CLS,Celestica Inc,20110722,UPDATE 2-Celestica profits triples  shares jump , * Company sees demand influenced by economic uncertainty,normal
CLS,Celestica Inc,20110722,UPDATE 1-Celestica Q2 net profit up  sees continued volatility in demand , July 22 Contract electronics maker Celestica Inc   reported a more than threefold jump in quarterly net profit  but said it expects the current global environment to drive continued volatility in customer demand.,normal
CX,Cemex SAB de CV,20110722,UPDATE 4-Cemex misses estimates; U.S. demand still weak , * Stock drops in Mexico  New York  (Adds analyst and officer comments  stock fall),topStory
CHK,Chesapeake Energy Corporation,20110722,Pennsylvania panel calls for fee on natural gas drillers ,NEW YORK Pennsylvania  home to the nation's richest natural gas deposit  released recommendations on Friday that included requiring drillers to pay an impact fee but ruled out a new state tax on extracting gas.,topStory
CHK,Chesapeake Energy Corporation,20110722,Pennsylvania panel calls for fee on natgas drillers , NEW YORK  July 22 Pennsylvania  home to the nation's richest natural gas deposit  released recommendations on Friday that included requiring drillers to pay an impact fee but ruled out a new state tax on extracting gas.,normal
CVX,Chevron Corporation,20110722,PREVIEW-Earnings up but output down at many oil companies , HOUSTON  July 22 The world's largest oil companies  including Exxon Mobil Corp  and Royal Dutch Shell Plc   are expected to report out-sized quarterly profits  but investors are likely to respond with a yawn  focusing instead on the companies' ability to raise output.,topStory
CVX,Chevron Corporation,20110722,S.Africa's main fuel union cuts demands to end strike , JOHANNESBURG  July 22 South Africa's main petroleum sector union lowered its pay increase demand to 9.5 percent from 13 percent in a bid to end a two-week strike which disturbed supplies of fuel in Africa's biggest economy  it said on Friday.,normal
CVX,Chevron Corporation,20110722,Philippines says to sign $1.5 bln natural gas project expansion , MANILA  July 22 The Philippines said on Friday it expects to forge a deal with  consortium partners next month to develop the $1.5 billion second and third phases of the Malampaya natural gas project to increase production at the gas field southwest of the capital.,normal
CHL,China Mobile (Hong Kong) Ltd,20110722,Dealtalk: BoCom's planned brokerage buy could trigger wave of ,SHANGHAI Bank of Communications'  efforts to buy Shanghai Securities Co would  if successful  underline Beijing's desire to build full-service financial giants and could trigger a wave of similar acquisitions by rival lenders.,topStory
CHL,China Mobile (Hong Kong) Ltd,20110722,UPDATE 1-Third China railway official probed for corruption-media , (Adds suspended death sentence for former China Mobile executive),normal
CHL,China Mobile (Hong Kong) Ltd,20110722,DEALTALK-BoCom's planned brokerage buy could trigger wave of deals , ,normal
SNP,China Petroleum & Chemical Corporation,20110722,TABLE-Sinopec Corp's operational results in 1st half , BEIJING  July 22 China Petroleum and Chemical Corp or Sinopec Corp  processed 108.53 million tonnes of crude oil in the first half of this year  4.96 percent higher than a year earlier  the largest oil refiner in Asia said on Friday.,topStory
CI,Cigna Corporation,20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart ,NEW YORK Goldman Sachs Group Inc  said a recent landmark decision throwing out a class-action lawsuit against Wal-Mart  means it should not face a wide-ranging case accusing it of systematic bias against women.,topStory
CI,Cigna Corporation,20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart , * Three female ex-employees say were gender bias victims,normal
C,Citigroup Inc,20110722,Wealth management expenses weigh on Morgan Stanley ,NEW YORK Senior executives at Morgan Stanley  expressed impatience with the profitability of the company's retail brokerage business on Thursday  despite reporting progress in the unit's joint venture with Citigroup's  Smith Barney.,topStory
C,Citigroup Inc,20110722,CORRECTED - UPDATE 2-Wealth management expenses weigh on Morgan Stanley , (In paragraph 12 corrects comparison periods for decline in broker ranks),normal
C,Citigroup Inc,20110722,Exclusive: Access  Sony  Universal weigh EMI bids ,NEW YORK Len Blavatnik's Access Industries  Sony Music Entertainment and Vivendi SA's  Universal Music Group are among the music companies and private equity firms interested in buying EMI Group Ltd   people familiar with the situation said.,normal
C,Citigroup Inc,20110722,UPDATE 1-AIG picks BofA  Citi  JPM for ILFC IPO -source , * IPO could value air leasing unit at $8 bln to $10 bln,normal
C,Citigroup Inc,20110722,Indonesia-Market Factors to watch - July 22 , JAKARTA  July 22     Following is a list of events in Indonesia as well as news stories and press reports which may influence financial markets.,normal
C,Citigroup Inc,20110722,AIG picks BofA  Citi  JPM for ILFC IPO -source , * IPO could value air leasing unit at $8 bln to $10 bln,normal
CLX,Clorox Company (The),20110722,LPC-Icahn's bid for Clorox seen as dress rehearsal , NEW YORK  July 22 (LPC) - When legendary corporate raider Carl Icahn made his bid for Clorox this week  the prospect of such a huge debt package gave the leveraged loan market an opportunity for a nice dress rehearsal. However  a lack of committed financing to back the buyout left many on Wall Street wondering if his bid was genuine  according to the head of one loan syndicate.,topStory
COP,ConocoPhillips,20110722,Shell  ConocoPhillips get draft Alaska air permits , ANCHORAGE  Alaska  July 22 U.S. federal regulators said on Friday they issued draft air-quality permits to Royal Dutch Shell  and ConocoPhillips   a key step for the oil companies' drilling plans in Arctic waters of Alaska.,topStory
COP,ConocoPhillips,20110722,UPDATE 2-Conoco plans turnaround at Billings  Montana  in 2012 , July 22 ConocoPhillips  will resume shipment on Monday of oversized parts to its refinery in Billings  Montana  and will install the giant coker drums in a turnaround in 2012  the company said on Friday.,normal
COP,ConocoPhillips,20110722,Analysis: Australia shale gas heats up  but output still far off ,PERTH Australia's fledgling shale gas sector is picking up steam  but significant production is still at least a decade away  even if the industry clears hurdles such as high costs  a growing shortage of labor and environmental concerns.,normal
COP,ConocoPhillips,20110722,BP investors turn up heat on CEO Dudley ,LONDON  Jul BP boss Bob Dudley is under pressure to clear up confused strategy and revive the oil giant's share price when it reports second-quarter earnings next week that will lag well behind its peers.,normal
ED,Consolidated Edison Inc,20110722,UPDATE 4-Heatwave causes New York brownouts as power use spikes , * New York ISO could break power use record Friday  (Updates with Manhattan  Staten Island brownout),topStory
ED,Consolidated Edison Inc,20110722,U.S. heatwave causes brownouts in NYC as power use spikes ,NEW YORK A brutal heatwave caused brownouts as homes and businesses in New York City and Westchester County crank up their air conditioners and could push power usage to a new all-time record on Friday  said power provider Consolidated Edison.,normal
ED,Consolidated Edison Inc,20110722,Con Ed reduces voltage in Manhattan  Staten Island , HOUSTON  July 22 Consolidated Edison  said Friday it was reducing the voltage in neighborhoods in Manhattan and Staten Island in New York City due to problems with electric equipment and high heat-related demand.,normal
ED,Consolidated Edison Inc,20110722,Con Ed reduces voltage in Brooklyn and Queens in NYC , NEW YORK  July 22 Consolidated Edison  said Friday it was reducing the voltage in five neighborhoods in Queens and Brooklyn in New York City due to problems with electric equipment.,normal
ED,Consolidated Edison Inc,20110722,Northeast power grids coping with heatwave ,NEW YORK Power grid operators in the Northeast on Friday said they have enough resources to meet high demand as consumers crank up air-conditioners during a brutal heatwave  but urged steps to conserve electricity.,normal
ED,Consolidated Edison Inc,20110722,UPDATE 1-U.S. Northeast power grids coping with heatwave , * Consolidated Edison ends brownouts  (New throughout  adds PJM record  Con Edison ends brownouts; adds byline),normal
ED,Consolidated Edison Inc,20110722,UPDATE 1-U.S. Northeast power grids coping with heatwave , * Consolidated Edison ends brownouts  (New throughout  adds PJM record  Con Edison ends brownouts; adds byline),normal
ED,Consolidated Edison Inc,20110722,Con Ed meets heavy NYC demand  but imposes brownouts , NEW YORK  July 22 Consolidated Edison  said power usage on Thursday was the highest this year and could break the all-time record on Friday as New York homes and businesses crank up their air conditioners to escape a brutal heatwave.,normal
DB,Deutsche Bank AG,20110722,UPDATE 2-Mediobanca to cut pact reps from appointments panel , 	  (Adds from company  pact statements  updates shares),topStory
DB,Deutsche Bank AG,20110722,DEALTALK-Spain's Bankia float defies odds in market storm , * Spanish savings bank defied tough markets to raise $4.5 bln,normal
DB,Deutsche Bank AG,20110722,UPDATE 1-Mediobanca pact backs appointments panel change , * Shares up 0.08 pct  in line with sector    (Adds details  shares),normal
DB,Deutsche Bank AG,20110722,German bank body sees Greek package as manageable , BERLIN  July 22 German banks will be able to shoulder the burden of the new rescue package for debt-stricken Greece  Germany's Private Banking Association (BDB) said.,normal
DB,Deutsche Bank AG,20110722,Greece private creditors take 21 percent loss in rescue ,BRUSSELS/LONDON Greece's private sector creditors have agreed to take a 21 percent loss on their bond holdings as part of a 37 billion euro contribution to Greece's rescue plan agreed on Thursday. | Video ,normal
DOV,Dover Corporation,20110722,UPDATE 1-Dover Q2 beats Wall Street , * Raises 2011 EPS from cont-ops view to $4.50-$4.60 from $4.30-$4.45,topStory
RDY,Dr Reddy&#39;s Laboratories Ltd,20110722,UPDATE 1-Dr Reddy's to buy JB Chemicals' Russia prescription business , MUMBAI  July 22 India's Dr Reddy's Laboratories Ltd said on Friday that it agreed to buy JB Chemicals & Pharmaceuticals drug    prescription portfolio in Russia and other CIS countries for about $34.9 million.,topStory
DUK,Duke Energy Corporation,20110722,Santee Cooper finds 3rd partner for new nuclear plant , HOUSTON  July 22 South Carolina's state-owned electric utility on Friday said it signed a letter of intent with a third potential partner that wants to buy power from two new nuclear reactors to be built later this decade.,topStory
DUKH,Duke Energy Corporation,20110722,Santee Cooper finds 3rd partner for new nuclear plant , HOUSTON  July 22 South Carolina's state-owned electric utility on Friday said it signed a letter of intent with a third potential partner that wants to buy power from two new nuclear reactors to be built later this decade.,topStory
ENB,Enbridge Inc,20110722,RPT-CANADA STOCKS-TSX may open higher on Europe hopes , July 22 Toronto's main stock index looked set to open higher on Friday  buoyed by some positive earnings from U.S. companies like General Electric and hopes a Greek rescue package will contain Europe's debt crisis.,topStory
ENB,Enbridge Inc,20110722,CANADA STOCKS-TSX may open higher on Europe hopes  U.S earnings , July 22 Toronto's main stock index looked set to open higher on Friday  buoyed by some positive earnings from U.S. companies like General Electric and hopes a Greek rescue package will contain Europe's debt crisis.,normal
E,ENI SpA,20110722,Italian Stocks - Factors to watch on July 22 , MILAN  July 22 The following factors could affect Italian markets on Friday.,topStory
XOM,Exxon Mobil Corporation,20110722,U.S. cash crudes-Grades mixed in second day of roll , HOUSTON  July 22 Mars sour  eased but Light Louisiana Sweet  Thunder Horse light sour  gained on a desultory second day of roll Friday.,topStory
XOM,Exxon Mobil Corporation,20110722,PREVIEW-Earnings up but output down at many oil companies , HOUSTON  July 22 The world's largest oil companies  including Exxon Mobil Corp  and Royal Dutch Shell Plc   are expected to report out-sized quarterly profits  but investors are likely to respond with a yawn  focusing instead on the companies' ability to raise output.,normal
XOM,Exxon Mobil Corporation,20110722,U.S. cash crudes - Thunder Horse $1 stronger , HOUSTON  July 22 Thunder Horse light sour  sold $1 stronger at $21 a barrel over West Texas Intermediate  as roll bid-asks widened a bit on the second day of roll trade.,normal
XOM,Exxon Mobil Corporation,20110722,Worker killed at Exxon's Fawley  UK's largest refinery , July 21 Exxon Mobil Corp confirmed the death of a contractor on Thursday in an incident at its 330 000 barrel-per-day refinery Fawley refinery  the largest in Britain.,normal
XOM,Exxon Mobil Corporation,20110722,BP investors turn up heat on CEO Dudley ,LONDON  Jul BP boss Bob Dudley is under pressure to clear up confused strategy and revive the oil giant's share price when it reports second-quarter earnings next week that will lag well behind its peers.,normal
XOM,Exxon Mobil Corporation,20110722,Australia's CHAMP seeks buyers for Energy Services , MELBOURNE  July 22 Australia's CHAMP Private Equity is seeking buyers for its International Energy Services (IES) business for a price up to A$375 million ($405 million)  and has had interest from domestic and Asian logistics companies  a source told Reuters on Friday.,normal
FMX,Fomento Economico Mexicano SAB de CV,20110722,UPDATE 2-Mexico's FEMSA 2nd-quarter sales jump , * Q2 profit 2.747 bln pesos  vs year ago 29.374 bln pesos,topStory
FMX,Fomento Economico Mexicano SAB de CV,20110722,Mexico's FEMSA reports drop in 2nd qtr profit , MEXICO CITY  July 22 Mexico's FEMSA    on Friday posted a massive drop in second-quarter profit from the year earlier period after selling its beer division to Heineken .,normal
F,Ford Motor Company,20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,topStory
F,Ford Motor Company,20110722,Renault making slow progress in pursuit of Russia , * Renault models cannot be built at AvtoVAZ plant until 2013,normal
FCX,Freeport-McMoran Inc,20110722,FACTBOX- Labor unrest in copper mines over the past year ,  July 22 Workers at the world's largest copper mine  Chile's Escondida  pressed ahead with a 24-hour strike on Friday in the latest wave of labor unrest to hit copper mines. [ID:nN1E76L0EP],topStory
FCX,Freeport-McMoran Inc,20110722,UPDATE 1-Freeport Indonesia  union pay talks enter third day , JAKARTA  July 22 Negotiations between Freeport McMoran Copper & Gold and its workers in Indonesia over pay entered the third day on Friday  as the mining giant reported losses of copper and gold after a strike at its massive mine.,normal
FCX,Freeport-McMoran Inc,20110722,Freeport Indonesia  union pay talks enter third day , JAKARTA  July 22 Negotiations between Freeport McMoran Copper & Gold and its workers in Indonesia over pay entered the third day on Friday  industry sources said  as the mining giant reported losses of copper and gold after a strike at its massive mine.,normal
GEK,General Electric Capital Corporation,20110722,Earnings  hope for debt deal brighten Wall Street ,NEW YORK Investors poured into tech shares on Friday as promising chipmaker earnings and optimism that a solution was on the horizon for the U.S. debt stalemate triggered a move into growth-oriented shares. | Video ,topStory
GEK,General Electric Capital Corporation,20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Earnings  hope for US debt deal brighten Wall St , * Dow off 0.3 pct  S&P up 0.09 pct  Nasdaq up 0.9 pct,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Dow drops as Caterpillar profit misses view , * Dow off 0.4 pct  S&P off 0.2 pct  Nasdaq up 0.2 pct,normal
GEK,General Electric Capital Corporation,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,normal
GEK,General Electric Capital Corporation,20110722,GE tops Wall Street estimates on overseas demand ,BOSTON General Electric Co notched a better-than-expected 21.6 percent rise in earnings  helped by strong demand for jet engines as well as equipment used in oil and natural gas production.,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Markets flat on mixed earnings  Caterpillar slumps , * Dow down 0.1 pct  S&P up 0.1 pct  Nasdaq up 0.4 pct,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Caterpillar  Microsoft seen leading market lower , * Futures down: Dow 34 pts  S&P 1.4 pt  Nasdaq 10.5 pts,normal
GEK,General Electric Capital Corporation,20110722,US STOCKS-Futures flat as Caterpillar earns offset Greece , * Futures: Dow off 3 pts  S&P up 1.2 pts  Nasdaq off 3.5,normal
GE,General Electric Company,20110722,Earnings  hope for debt deal brighten Wall Street ,NEW YORK Investors poured into tech shares on Friday as promising chipmaker earnings and optimism that a solution was on the horizon for the U.S. debt stalemate triggered a move into growth-oriented shares. | Video ,topStory
GE,General Electric Company,20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,normal
GE,General Electric Company,20110722,US STOCKS-Earnings  hope for US debt deal brighten Wall St , * Dow off 0.3 pct  S&P up 0.09 pct  Nasdaq up 0.9 pct,normal
GE,General Electric Company,20110722,US STOCKS-Chipmakers lift tech shares; Caterpillar hits Dow , * Dow off 0.2 pct  S&P up 0.1 pct  Nasdaq up 0.8 pct,normal
GE,General Electric Company,20110722,US STOCKS-Dow drops as Caterpillar profit misses view , * Dow off 0.4 pct  S&P off 0.2 pct  Nasdaq up 0.2 pct,normal
GE,General Electric Company,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,normal
GE,General Electric Company,20110722,GE tops Wall Street estimates on overseas demand ,BOSTON General Electric Co notched a better-than-expected 21.6 percent rise in earnings  helped by strong demand for jet engines as well as equipment used in oil and natural gas production.,normal
GE,General Electric Company,20110722,US STOCKS-Markets flat on mixed earnings  Caterpillar slumps , * Dow down 0.1 pct  S&P up 0.1 pct  Nasdaq up 0.4 pct,normal
GE,General Electric Company,20110722,US STOCKS-Caterpillar  Microsoft seen leading market lower , * Futures down: Dow 34 pts  S&P 1.4 pt  Nasdaq 10.5 pts,normal
GE,General Electric Company,20110722,US STOCKS-Futures flat as Caterpillar earns offset Greece , * Futures: Dow off 3 pts  S&P up 1.2 pts  Nasdaq off 3.5,normal
GM,General Motors Company,20110722,Analysis: Automakers wary as economy stuck in slow gear ,DETROIT Each month  a dozen executives of General Motors Co  gather on the 39th floor of their Detroit headquarters to survey the auto industry  the U.S. economy and how they will meet demand from customers.,topStory
GM,General Motors Company,20110722,GM to sell diesel Cruze in North America , * GM to sell diesel-powered Cruze in North America in 2013,normal
GM,General Motors Company,20110722,Renault making slow progress in pursuit of Russia , * Renault models cannot be built at AvtoVAZ plant until 2013,normal
GNW,Genworth Financial Inc,20110722,BUY OR SELL-Time to look beyond Genworth's US mortgage insurance unit? , * Shares at 2-year low; selling at 20 pct discount to peers,topStory
GG,Goldcorp Inc,20110722,CANADA STOCKS-TSX hits near 7-week high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds further details),topStory
GG,Goldcorp Inc,20110722,RPT-CANADA STOCKS-TSX near 7-wk high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds analyst comment  details),normal
GG,Goldcorp Inc,20110722,CANADA STOCKS-TSX hits near 7-week high on commodity price jump , * Mining  energy drive gains as resource prices rally  (Adds analyst comment  details),normal
GS,Goldman Sachs Group Inc (The),20110722,New Issue-Goldman Sachs sells $2.75 bln in 10-year notes ,  July 22 The Goldman Sachs Group Inc  on Friday sold $2.75 billion of senior unsecured notes  said IFR  a Thomson Reuters service.,topStory
GS,Goldman Sachs Group Inc (The),20110722,UPDATE 1-Wall Street boosts Obama's campaign cash haul , * Campaign spending in 2012 expected to set record  (Adds comments  details of donations),normal
GS,Goldman Sachs Group Inc (The),20110722,Goldman cuts US corn yield estimate by 3 bushels/acre due heat , CHICAGO  July 22 Investment bank Goldman Sachs  said Friday it reduced its estimate of 2011 U.S. corn yield by three bushels to 156 bushels per acre due to soaring temperatures in the Midwest grain belt.,normal
GS,Goldman Sachs Group Inc (The),20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart ,NEW YORK Goldman Sachs Group Inc  said a recent landmark decision throwing out a class-action lawsuit against Wal-Mart  means it should not face a wide-ranging case accusing it of systematic bias against women.,normal
GS,Goldman Sachs Group Inc (The),20110722,Goldman Sachs fights bias lawsuit  cites Wal-Mart , * Three female ex-employees say were gender bias victims,normal
GS,Goldman Sachs Group Inc (The),20110722,FACTBOX - Top liquidity providers on Nasdaq , NEW YORK  July 22 Below are the top 10 liquidity providers in Nasdaq and in New York Stock Exchange securities for June 2011  according to Nasdaq OMX Group .,normal
GS,Goldman Sachs Group Inc (The),20110722,Exclusive: Access  Sony  Universal weigh EMI bids ,NEW YORK Len Blavatnik's Access Industries  Sony Music Entertainment and Vivendi SA's  Universal Music Group are among the music companies and private equity firms interested in buying EMI Group Ltd   people familiar with the situation said.,normal
GS,Goldman Sachs Group Inc (The),20110722,Abril Educacao prices Brazil IPO below projected tag , SAO PAULO  July 22 Brazil's Abril Educacao  a company that provides college entrance exam preparation courses  and its shareholders raised 371 million reais ($239 million) in an initial public offering that was priced below the company's expectations.,normal
HAL,Halliburton Company,20110722,U.S. delays final report on BP oil spill probe ,WASHINGTON A U.S. team probing the causes of last year's massive BP oil spill has delayed the release of its final report in order to more fully weigh the evidence  investigators said on Friday.,topStory
HAL,Halliburton Company,20110722,UPDATE 1-U.S. delays final report on BP oil spill probe , * Investors watching for legal ramifications of report  (Adds comment from lawmaker  paragraphs 8-9),normal
HAL,Halliburton Company,20110722,UPDATE 1-U.S. delays final report on BP oil spill probe , * Investors watching for legal ramifications of report  (Adds comment from lawmaker  paragraphs 8-9),normal
HAL,Halliburton Company,20110722,Schlumberger quarterly results jump  shares rise ,NEW YORK/SAN FRANCISCO Schlumberger Ltd  beat estimates with a 64 percent jump in profit on strong U.S. demand and deepwater drilling  while international activity showed clear signs of improvement after a long wait.,normal
HAL,Halliburton Company,20110722,UPDATE 4-Schlumberger quarterly results jump  shares rise , * Sees deepwater pricing power  international improvement,normal
HON,Honeywell International Inc,20110722,Honeywell profit beats second-quarter view  raises outlook ,NEW YORK Diversified U.S. manufacturer Honeywell International Inc  reported a higher quarterly profit  citing robust growth in the aerospace commercial aftermarket  and raised its 2011 outlook.,topStory
HON,Honeywell International Inc,20110722,UPDATE 4-Honeywell profit beats Q2 view  raises outlook , * Shares down 2.1 pct at midday  (Adds CFO interview  updates shares),normal
HON,Honeywell International Inc,20110722,CORRECTED - UPDATE 3-Honeywell reports higher Q2 profit  raises outlook , (Corrects to make clear EPS estimate of 98 cents compares with net EPS of $1.02  not continuing operations EPS of $1.00; Deletes bullet point  rewrites paragraph 5 to conform),normal
HON,Honeywell International Inc,20110722,UPDATE 3-Air Products profit and outlook tepid; stock falls , * Forecasts fiscal Q4 profit in range mostly below Street,normal
HPQ,HP Inc,20110722,Xerox's lowered cash forecast irks investors ,NEW YORK Xerox Corp  warned it would have less operating cash than expected this year  partly because it has to absorb added costs related to the earthquake in Japan  sending its shares down more than 2 percent.,topStory
HPQ,HP Inc,20110722,UPDATE 4-Xerox's lowered cash forecast irks investors , * Shares fall 2 pct as Xerox lowers operating cash outlook,normal
HSBC,HSBC Holdings plc,20110722,RPT-UPDATE 2-Europe banks  insurers take Greek hit in stride , * Private sector agrees to take 21 pct loss on Greek debt,topStory
