AVAV,AeroVironment Inc,20110907,UPDATE 1-AeroVironment Q1 beats Wall Street view , Sept 7 - AeroVironment Inc posted a first-quarter profit as revenue rose 62 percent on higher sales of its drones.,topStory
BP,BP plc,20110907,CORRECTED - UPDATE 2-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts  (In first paragraph  please read formed on Wednesday afternoon instead of Tuesday afternoon),normal
BP,BP plc,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),normal
BP,BP plc,20110907,New system brews as U.S. Gulf ops resume after Lee ,HOUSTON Gulf of Mexico oil and gas producers on Wednesday were restarting operations after Tropical Storm Lee was long gone  even as they monitored another system in the far southwest part of the basin.,normal
BP,BP plc,20110907,New system brews as U.S. Gulf ops resume after Lee , * Lingering bad weather slowed post-Lee restart efforts,normal
BP,BP plc,20110907,Cameron visit points to thaw in UK-Russia ties , LONDON  Sept 7 David Cameron goes to Russia next week on the first visit by a British prime minister since the murder of a Kremlin critic in London five years ago  symbolising both sides' interest in expanding trade and business ties despite political differences.,normal
BP,BP plc,20110907,BP appeals Russian court ruling on office search , MOSCOW  Sept 7 BP has filed an appeal against a Russian regional court ruling that authorized a search of its Moscow office on the basis of a lawsuit lodged by minority shareholders in its Russian joint venture TNK-BP    BP said on Wednesday.,normal
BP,BP plc,20110907,FACTBOX-U.S. refineries' autumn maintenance schedule , Sept 7 Autumn turnarounds will be especially heavy in the U.S. Midwest region where refiners have been running near full-tilt this summer to take advantage of unprecedented margins as the discount of the U.S. benchmark crude  West Texas Intermediate  against London's Brent deepened.,normal
BMY,Bristol-Myers Squibb Company,20110907,Will bargain Bayer attract a buyer after setback? , FRANKFURT  Sept 7 One day after a damning appraisal by U.S. regulators of Bayer's  Xarelto pill  analysts took stock of what the group could be worth without its most important pipeline drug  and some now see it as a takeover target.,topStory
BAM,Brookfield Asset Management Inc,20110907,Archstone receives bids from big names: report ,Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,topStory
BAM,Brookfield Asset Management Inc,20110907,Archstone receives bids from big names-WSJ , Sept 6 Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,normal
BVN,Buenaventura Mining Company Inc,20110907,UPDATE 3-Peru mine strike not to affect Freeport's output , * Workers say could launch indefinite strike on Sept. 14,topStory
CNQ,Canadian Natural Resources Limited,20110907,CANADA STOCKS-Energy leads TSX rebound as Europe debt fears ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,topStory
CNQ,Canadian Natural Resources Limited,20110907,CANADA STOCKS-TSX rebounds as European debt concerns ease , TORONTO  Sept 7 Toronto's main stock market index snapped a three-day losing streak on Wednesday as sentiment turned after Germany's top court cleared the way for Berlin to contribute more to the euro zone's rescue fund.,normal
CNQ,Canadian Natural Resources Limited,20110907,CANADA STOCKS-TSX rebounds as concern over EU debt crisis eases , TORONTO  Sept 7 Toronto's main stock market index rose on Wednesday after three days of losses  on hopes the European debt crisis might ease after Germany's top court smoothed the way for Berlin's participation in bailout packages.,normal
CBS,CBS Corporation,20110907,Giffords  Kelly memoir to be published November 15 ,PHOENIX A memoir by wounded Arizona Congresswoman Gabrielle Giffords and her retired astronaut husband  Mark Kelly  will be released on November 15  the book's publisher said on Wednesday.,topStory
CBS,CBS Corporation,20110907,Giffords  Kelly memoir to be published Nov. 15 , PHOENIX  Sept 7 A memoir by wounded Arizona Congresswoman Gabrielle Giffords and her retired astronaut husband  Mark Kelly  will be released on Nov. 15  the book's publisher said on Wednesday.,normal
CX,Cemex SAB de CV,20110907,India's Jaiprakash denies stake sale report , MUMBAI  Sept 7 Indian engineering and construction firm Jaiprakash Associates Ltd has not submitted a proposal to dilute up to 26 percent of its cement business to its restructuring committee  a statement said on Wednesday  denying an earlier media report.,topStory
CVE,Cenovus Energy Inc,20110907,Conoco CEO sees integrated refining arm ,HOUSTON ConocoPhillips' chemical and pipeline operations will remain with the company's refining business and fuel its growth after a spinoff  Chief Executive Officer Jim Mulva said on Wednesday.,topStory
CVE,Cenovus Energy Inc,20110907,UPDATE 3-Conoco CEO sees integrated refining arm , * Shares rise 2.1 percent  (Adds analyst comment  presentation details  byline),normal
CHK,Chesapeake Energy Corporation,20110907,UPDATE 4-Shell plans Alberta LNG plant to supply truck fuel , * Plans small-scale LNG plant in Alberta  first for Shell,topStory
CHK,Chesapeake Energy Corporation,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),normal
CVX,Chevron Corporation,20110907,Nate brews in Gulf of Mexico as energy ops resume ,HOUSTON Tropical Storm Nate formed over the Bay of Campeche in the Gulf of Mexico Wednesday afternoon as oil and gas producers in the prolific basin restarted operations in the wake of Tropical Storm Lee.,topStory
CVX,Chevron Corporation,20110907,UPDATE 3-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts post-Lee,normal
CVX,Chevron Corporation,20110907,CORRECTED - UPDATE 2-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts  (In first paragraph  please read formed on Wednesday afternoon instead of Tuesday afternoon),normal
CVX,Chevron Corporation,20110907,Conoco CEO sees integrated refining arm ,HOUSTON ConocoPhillips' chemical and pipeline operations will remain with the company's refining business and fuel its growth after a spinoff  Chief Executive Officer Jim Mulva said on Wednesday.,normal
CVX,Chevron Corporation,20110907,UPDATE 3-Conoco CEO sees integrated refining arm , * Shares rise 2.1 percent  (Adds analyst comment  presentation details  byline),normal
CVX,Chevron Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee ,HOUSTON Gulf of Mexico oil and gas producers on Wednesday were restarting operations after Tropical Storm Lee was long gone  even as they monitored another system in the far southwest part of the basin.,normal
CVX,Chevron Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee , * Lingering bad weather slowed post-Lee restart efforts,normal
CVX,Chevron Corporation,20110907,Polish PGNiG hits gas on its shale licence , * Talks to Chevron  Marathon on potential license stake deals,normal
CVX,Chevron Corporation,20110907,UPDATE 1-BP makes fresh Gulf of Mexico find at Mad Dog , LONDON  Sept 7 BP said a well at its Mad Dog field in the Gulf of Mexico found oil  significantly increasing the area's potential resources.,normal
CVX,Chevron Corporation,20110907,Philippines to set up radar stations in South China Sea , MANILA  Sept 7 The Philippines will buy helicopters and build radar stations to strengthen its defence of oil and gas assets located near an area of the South China Sea also claimed by China  a step that may annoy Beijing.,normal
C,Citigroup Inc,20110907,Terra Firma back in court over EMI deal: sources ,LONDON Guy Hands's private equity firm Terra Firma has asked British courts for documents it could use to challenge the process by which it lost music group EMI to Citigroup  two people familiar with the matter said.,topStory
C,Citigroup Inc,20110907,Terra Firma back in court over EMI deal -sources , * Terra Firma wants details about Citigroup swoop for EMI -sources,normal
C,Citigroup Inc,20110907,Citi appoints new head for India cards business , MUMBAI  Sept 7 Citigroup said it has appointed bank veteran Muge Yuzuak as head of its cards business in India as it looks to expand its presence in Asia's third largest economy.,normal
CCO,Clear Channel Outdoor Holdings Inc,20110907,UPDATE 1-SeaChange Q2 misses market estimates , * Shares fall 6 pct in after-market trade   (Follows alerts),topStory
CEO,CNOOC Limited,20110907,China eyes controls as ConocoPhillips apologizes for spill ,BEIJING Chinese Premier Wen Jiabao said on Wednesday that the government would strictly control new petrochemical projects around northern China's Bohai Bay  as energy giant ConocoPhillips apologized for an oil spill there.,topStory
CEO,CNOOC Limited,20110907,UPDATE 4-China eyes controls as ConocoPhillips apologises , * Chinese Premier Wen says to control petchem projects around Bohai Bay,normal
CEO,CNOOC Limited,20110907,BRIEF-Moody's:No ratings impact on CNOOC , * Moody's: Suspension of Penglai 19-3 oil field has no ratings impact on CNOOC,normal
CEO,CNOOC Limited,20110907,China's Wen: to control new petchem projects around Bohai Bay , BEIJING  Sept 7 Chinese Premier Wen Jiabao said on Wednesday that the government would strictly control petrochemical projects around Bohai Bay  after oil spills from wells there operated by U.S. energy giant ConocoPhillips  .,normal
CEO,CNOOC Limited,20110907,RPT-UPDATE 2-ConocoPhillips apologises for China oil spill , * ConocoPhillips to establish fund to benefit Bohai Bay,normal
CEO,CNOOC Limited,20110907,UPDATE 1-ConocoPhillips to establish fund for Bohai Bay oil spill , Sept 7 U.S. energy giant ConocoPhillips  said it will establish a fund to address the company's responsibilities related to the oil spill at China's Bohai Bay.,normal
KOF,Coca Cola Femsa SAB de CV,20110907,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST      PREV ------------------------------------------------------------------- SEP09 0800/1300  inflation  (headline)     Aug     0.23   0.48 pct SEP12 0800/1300  gross fixed invest  m/m   Jun         ,topStory
COP,ConocoPhillips,20110907,US Cash Products-Gasoline weakens in Midwest  Northeast , NEW YORK  Sept 7 Group Three gasoline weakened on Wednesday  with differentials to the New York Mercantile Exchange's October RBOB futures contract falling about 3.00 cents a gallon as supply conditions in the region improved  traders said.,topStory
COP,ConocoPhillips,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),normal
COP,ConocoPhillips,20110907,Conoco CEO sees integrated refining arm ,HOUSTON ConocoPhillips' chemical and pipeline operations will remain with the company's refining business and fuel its growth after a spinoff  Chief Executive Officer Jim Mulva said on Wednesday.,normal
COP,ConocoPhillips,20110907,UPDATE 3-Conoco CEO sees integrated refining arm , * Shares rise 2.1 percent  (Adds analyst comment  presentation details  byline),normal
COP,ConocoPhillips,20110907,US Cash Products-Gasoline weakens in Midwest  Northeast , NEW YORK  Sept 7 Group Three gasoline weakened on Wednesday  with differentials to the New York Mercantile Exchange's October RBOB futures contract for prompt material falling about 4.00 cents a gallon and catching up with Chicago differentials as supply conditions in the region improved  traders said.,normal
COP,ConocoPhillips,20110907,COLUMN-Libya is last straw for Sunoco's refineries: John Kemp , (John Kemp is a Reuters market analyst. The views expressed are his own),normal
COP,ConocoPhillips,20110907,North Sea Crude-Ease from 3-year highs as cracks slip , LONDON  Sept 7 North Sea crude oil differentials slipped back from three-year highs on Wednesday as end-user demand showed signs of peaking for all but the most prompt cargoes.,normal
COP,ConocoPhillips,20110907,FACTBOX-U.S. refineries' autumn maintenance schedule , Sept 7 Autumn turnarounds will be especially heavy in the U.S. Midwest region where refiners have been running near full-tilt this summer to take advantage of unprecedented margins as the discount of the U.S. benchmark crude  West Texas Intermediate  against London's Brent deepened.,normal
COP,ConocoPhillips,20110907,China eyes controls as ConocoPhillips apologizes for spill ,BEIJING Chinese Premier Wen Jiabao said on Wednesday that the government would strictly control new petrochemical projects around northern China's Bohai Bay  as energy giant ConocoPhillips apologized for an oil spill there.,normal
COP,ConocoPhillips,20110907,UPDATE 4-China eyes controls as ConocoPhillips apologises , * Chinese Premier Wen says to control petchem projects around Bohai Bay,normal
CNX,CONSOL Energy Inc,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
CNX,CONSOL Energy Inc,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),normal
CNX,CONSOL Energy Inc,20110907,UPDATE 1-PDC Energy enters Ohio's Utica shale  shares rise , * May raise total Utica leasehold to 80 000-100 000 net acres by 2012-end,normal
CRH,CRH PLC,20110907,PRESS DIGEST - Ireland - Sept 7 , DUBLIN  Sept 7 These are some of the leading stories in Ireland's newspapers on Wednesday. Reuters has not verified these stories and cannot vouch for their accuracy:,topStory
DRI,Darden Restaurants Inc,20110907,Wall Street jumps as Europe debt concerns ease ,NEW YORK Wall Street bounced more than 2 percent on Wednesday  reversing three days of losses after Germany's top court smoothed the way for Berlin's participation in bailouts that could ease Europe's debt crisis. | Video ,topStory
DRI,Darden Restaurants Inc,20110907,US STOCKS-Wall Street jumps as Europe debt concerns ease , * Indexes up: Dow 2.5 pct  S&P 2.9 pct  Nasdaq 3 pct,normal
DRI,Darden Restaurants Inc,20110907,US STOCKS-Wall Street jumps as Europe debt concerns ease , * Indexes up: Dow 2.5 pct  S&P 2.9 pct  Nasdaq 3 pct,normal
DRI,Darden Restaurants Inc,20110907,US STOCKS-Wall St gains 2 pct as Europe debt concerns ease , * Indexes up: Dow 2 pct  S&P 2.4 pct  Nasdaq 2.5 pct,normal
DRI,Darden Restaurants Inc,20110907,US STOCKS-Wall St advances 2 pct as Europe concerns ease , * Indexes up: Dow 1.7 pct  S&P  Nasdaq both 2.1 pct,normal
DCT,DCT Industrial Trust Inc,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
DAL,Delta Air Lines Inc,20110907,Days over for Southwest fuel cost advantage-CFO , NEW YORK/CHICAGO  Sept 7 Southwest Airlines   whose fuel hedges were once the envy of the U.S. airline industry  still uses them to manage volatile fuel costs  but the carrier no longer spends far less on fuel than rivals  Southwest's chief financial officer said on Wednesday.,topStory
DB,Deutsche Bank AG,20110907,ADR Report-Bank  other ADRs bounce back; energy shares up , NEW YORK  Sept 7 U.S.-listed shares of European banks bounced back on Wednesday as investors saw some signs of progress in the euro zone debt crisis.,topStory
DB,Deutsche Bank AG,20110907,NEW ISSUE-India REC plans roadshow for $200 mln Swiss Franc issue , MUMBAI  Sept 7 Indian state-run lender Rural Electrification Corp (REC) is planning a roadshow in late September or early October for a $200 million equivalent Swiss franc bond issue  a top company official told Reuters.,normal
DLR,Digital Realty Trust Inc,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
D,Dominion Energy Inc,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),topStory
D,Dominion Energy Inc,20110907,NRC to discuss quake impact on nuclear plant on Thurs , WASHINGTON  Sept 7 The U.S. nuclear regulator will meet on Thursday with Dominion Resources Inc  to discuss just how much last month's earthquake shook a Virginia nuclear plant  and when the plant might restart.,normal
DCUD,Dominion Energy Inc,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),topStory
DCUD,Dominion Energy Inc,20110907,NRC to discuss quake impact on nuclear plant on Thurs , WASHINGTON  Sept 7 The U.S. nuclear regulator will meet on Thursday with Dominion Resources Inc  to discuss just how much last month's earthquake shook a Virginia nuclear plant  and when the plant might restart.,normal
DRUA,Dominion Energy Inc,20110907,UPDATE 2-CONSOL  Hess  to form Utica shale partnership , * JV terms may affect pending deals-analyst  (Dateline previously NEW YORK  adds background  analyst comment),topStory
DRUA,Dominion Energy Inc,20110907,NRC to discuss quake impact on nuclear plant on Thurs , WASHINGTON  Sept 7 The U.S. nuclear regulator will meet on Thursday with Dominion Resources Inc  to discuss just how much last month's earthquake shook a Virginia nuclear plant  and when the plant might restart.,normal
DOV,Dover Corporation,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
DOV,Dover Corporation,20110907,UPDATE 1-Dover eyes third industrial sale-source , * Sells Crenlo and Paladin Brands to KPS. No price disclosed,normal
RDY,Dr Reddy&#39;s Laboratories Ltd,20110907,India's Aurobindo Pharma inks JV with Russia's Diod for generic  OTC products , * JV to make  sell generic  OTC products in Russia  Belarus  Kazakhstan,topStory
ETN,Eaton Corporation PLC,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),topStory
ETN,Eaton Corporation PLC,20110907,Analyst speculates about Eaton buying Cooper , NEW YORK  Sept 7 Industrial analyst Jeff Sprague on Wednesday speculated about the possibility of a merger between industrial companies Eaton Corp  and Cooper Industries Plc   and Cooper shares jumped 6.3 percent.,normal
ENB,Enbridge Inc,20110907,FACTBOX-TS Nate forms as US Gulf energy restarts post-Lee , Sept 7 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico were restoring production on Wednesday in the wake of Tropical Storm Lee as Tropical Storm Nate formed over the Bay of Campeche.,topStory
ENB,Enbridge Inc,20110907,FACTBOX-US Gulf offshore energy restart continues , Sept 6 Oil and natural gas producers in U.S.-regulated areas of the Gulf of Mexico restaffed platforms on Tuesday after high winds and rough seas in the aftermath of Tropical Storm Lee died down and helicopters could ferry workers back to the offshore oil patch.,normal
ECA,Encana Corporation,20110907,UPDATE 2-Encana steers clear of PetroChina-type shale deal , * Deals aimed at strengthening balance sheet  (Adds details  stock price  In U.S. dollars unless noted),topStory
ECA,Encana Corporation,20110907,UPDATE 4-Shell plans Alberta LNG plant to supply truck fuel , * Plans small-scale LNG plant in Alberta  first for Shell,normal
ECA,Encana Corporation,20110907,Deals of the day -- mergers and acquisitions , (Adds Mosaid Technologies  Wilan  Anglo American  Dover  DNO  Sberbank  ConocoPhillips  Eaton  Cooper Industries  Bug Music  Warburg  Avusa  Hess  CONSOL  Santa Fe Gold  TD Ameritrade  E*Trade  Sierra Rutile),normal
ECA,Encana Corporation,20110907,TSX may rise ahead of Bank of Canada rate decision , Sept 7 Toronto's main stock index looked set to open higher on Wednesday ahead of the Bank of Canada's rate decision as stronger-than-expected data on the U.S. services sector and Australian growth boosted investor confidence.,normal
ECA,Encana Corporation,20110907,Encana to sell U.S. midstream assets for $590 million ,Encana Corp  said it agreed to sell some natural gas midstream assets in Colorado for about $590 million and would likely notch more sales in Canada as it looks to cash in on the strong demand for such assets in North America.,normal
ECA,Encana Corporation,20110907,UPDATE 2-Encana to sell U.S. midstream assets for $590 mln , * Says on track to meet or exceed $1-$2 bln of net divestitures by yr-end,normal
E,ENI SpA,20110907,UK's BG Group in talks with India's ONGC for gas block stake , MUMBAI  Sept 7 The Indian unit of Britain's BG Group is in talks with India's state-run Oil and Natural Gas Corp (ONGC) to acquire a stake in a gas block off the country's east coast  the BG India's president said on Wednesday.,topStory
EOG,EOG Resources Inc,20110907,Bakken oil shipping to get boost from rail terminal , * Lario teamed with oil shipper  Wyoming-based True Cos.,topStory
EQR,Equity Residential,20110907,Archstone receives bids from big names: report ,Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,topStory
EQR,Equity Residential,20110907,Archstone receives bids from big names-WSJ , Sept 6 Archstone has received bids from four large names in the real estate industry but the bids are not high enough to seal a deal  a Wall Street Journal report said  citing people familiar with the matter.,normal
XOM,Exxon Mobil Corporation,20110907,US West Coast Products-Gasoline continues decline , HOUSTON  Sept 7 Wholesale gasoline premiums sagged 4 cents in the Los Angeles market on Wednesday as expectations for low demand continued  traders said.,topStory
XOM,Exxon Mobil Corporation,20110907,Nate brews in Gulf of Mexico as energy ops resume ,HOUSTON Tropical Storm Nate formed over the Bay of Campeche in the Gulf of Mexico Wednesday afternoon as oil and gas producers in the prolific basin restarted operations in the wake of Tropical Storm Lee.,normal
XOM,Exxon Mobil Corporation,20110907,UPDATE 3-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts post-Lee,normal
XOM,Exxon Mobil Corporation,20110907,CORRECTED - UPDATE 2-Nate brews in Gulf of Mexico as energy ops resume , * Lingering bad weather slowed restart efforts  (In first paragraph  please read formed on Wednesday afternoon instead of Tuesday afternoon),normal
XOM,Exxon Mobil Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee ,HOUSTON Gulf of Mexico oil and gas producers on Wednesday were restarting operations after Tropical Storm Lee was long gone  even as they monitored another system in the far southwest part of the basin.,normal
XOM,Exxon Mobil Corporation,20110907,New system brews as U.S. Gulf ops resume after Lee , * Lingering bad weather slowed post-Lee restart efforts,normal
XOM,Exxon Mobil Corporation,20110907,Cameron visit points to thaw in UK-Russia ties , LONDON  Sept 7 David Cameron goes to Russia next week on the first visit by a British prime minister since the murder of a Kremlin critic in London five years ago  symbolising both sides' interest in expanding trade and business ties despite political differences.,normal
XOM,Exxon Mobil Corporation,20110907,US West Coast Products-Gasoline slides on low demand , HOUSTON  Sept 6 Wholesale gasoline premiums fell 12 cents in the Los Angeles market on Tuesday due to low demand despite one refinery reporting a malfunction and another beginning planned work  traders said.,normal
F,Ford Motor Company,20110907,Exclusive: GM  UAW chiefs meet  talks heat up ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,topStory
F,Ford Motor Company,20110907,GM CEO  UAW chief meet; contract talks intensify: sources ,DETROIT Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
F,Ford Motor Company,20110907,UPDATE 1-GM CEO  UAW chief meet;contract talks intensify-sources , * Ford talks moving slower-sources  (Adds GM vice chairman comment  additional detail from sources),normal
F,Ford Motor Company,20110907,GM CEO  UAW chief meet as contract talks intensify-sources , DETROIT  Sept 7 Contract talks between General Motors Co  and the United Auto Workers union have intensified and shifted to consideration of the scope and terms of a profit-sharing deal for some 49 000 workers at the top American automaker  people with knowledge of the talks said.,normal
F,Ford Motor Company,20110907,WRAPUP 1-India car demand slides  majors mull price hikes , * Rising cost of raw materials forcing automakers to review prices,normal
F,Ford Motor Company,20110907,UPDATE 1-India Aug car sales down  expected to skid further , * Forecast of 10-12 pct growth might need to be revised down,normal
FCX,Freeport-McMoran Inc,20110907,UPDATE 3-Peru mine strike not to affect Freeport's output , * Workers say could launch indefinite strike on Sept. 14,topStory
FCX,Freeport-McMoran Inc,20110907,Freeport dismisses Peru strike production impact , LIMA  Sept 7 Miner Freeport-McMoRan does not anticipate "a material impact on production" from a two-day strike at its Cerro Verde copper mine in Peru  a company spokesman said on Wednesday.,normal
FCX,Freeport-McMoran Inc,20110907,Indonesia may impose tax or quota on ore exports , JAKARTA  Sept 7 Indonesia may impose a tax or quota on mineral ore exports ahead of a planned regulation to ban all exports of raw minerals by 2014  the industry ministry said on Wednesday.,normal
FCX,Freeport-McMoran Inc,20110907,Freeport McMoran Peru workers start two-day strike , LIMA  Sept 7 Workers at Peru's No. 3 copper producer Cerro Verde  launched a 48-hour strike at 7:30 a.m. local (1230 EDT)  hoping to win higher salaries  a union leader said Wednesday.,normal
FMS,Fresenius Medical Care Corporation,20110907,UPDATE 1-Fresenius comes to rescue of dormant high-yield market , LONDON  Sept 7 (IFR) - Fresenius Medical Care  poised to reopen the European high-yield bond market after a six-week shutdown  is unlikely to pay significantly higher borrowing costs despite a sharp sell-off in the asset-class due to its relatively low leverage  bankers and investors say.,topStory
FMS,Fresenius Medical Care Corporation,20110907,BRIEF-Moody's asgns Ba2 rtg toFresenius Medical Care's sr unsecrd nts ,  Sept 07 Fresenius Medical Care AG & Co. KGaA,normal
FMS,Fresenius Medical Care Corporation,20110907,Fresenius set to reopen European high-yield market , LONDON  Sept 7 (IFR) - German healthcare company Fresenius Medical Care plans to raise approximately USD860m from a three-part high-yield bond which will reopen the primary market after a six-week shutdown.,normal
GD,General Dynamics Corporation,20110907,Fighters head towards showdown with pro-Gaddafi town ,WISHTATA  Libya - Libya's new rulers sent a column of extra fighters toward the tribal bastion of Bani Walid overnight  preparing a showdown with supporters of ousted leader Muammar Gaddafi  possibly including his sons or even Gaddafi himself. | Video ,topStory
GD,General Dynamics Corporation,20110907,WRAPUP 1-Fighters head towards showdown with pro-Gaddafi town , * NTC sends mission to Niamey  urging no refuge for Gaddafi,normal
GD,General Dynamics Corporation,20110907,WRAPUP 5-Libya sends envoy to Niger  seeking Gaddafi , * NTC sends mission to Niamey  urging no refuge for Gaddafi,normal
GD,General Dynamics Corporation,20110907,Exclusive: Documents detail Western arms firm's Libya deal ,TRIPOLI A major Western defense firm was upgrading military equipment for an elite Libyan security brigade just before an uprising against Muammar Gaddafi  documents show  showing how the West tried to foster ties with him during his final years in power.,normal
GEK,General Electric Capital Corporation,20110907,NBC reporter Andrea Mitchell has breast cancer ,WASHINGTON Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,topStory
GEK,General Electric Capital Corporation,20110907,NBC reporter Andrea Mitchell has breast cancer ,WASHINGTON Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,normal
GEK,General Electric Capital Corporation,20110907,NBC reporter Andrea Mitchell has breast cancer , WASHINGTON  Sept 7 Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,normal
GEK,General Electric Capital Corporation,20110907,GE to "vigorously contest" mortgage lawsuit ,BOSTON General Electric Co  said it would "vigorously contest" a lawsuit by the Federal Housing Finance Agency  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
GEK,General Electric Capital Corporation,20110907,UPDATE 1-GE to 'vigorously contest' U.S. mortgage lawsuit , BOSTON  Sept 7 General Electric Co  said it would "vigorously contest" a lawsuit by a U.S. regulator  which said the conglomerate's former WMC unit made inaccurate statements about the sale of two residential mortgage-backed securities.,normal
GEK,General Electric Capital Corporation,20110907,Boeing engine too small  says Pratt ,WASHINGTON Pratt & Whitney warned Boeing on Tuesday it may have to rethink its strategy for competing with Airbus in a $2 trillion segment of the jet market because the engine it has chosen from rival GE  is too small.,normal
GEK,General Electric Capital Corporation,20110907,RPT-FEATURE-Education trap threatens Panama's economic boom , * Fast-growing economy has some of world's worst schooling,normal
GE,General Electric Company,20110907,NBC reporter Andrea Mitchell has breast cancer ,WASHINGTON Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,topStory
GE,General Electric Company,20110907,NBC reporter Andrea Mitchell has breast cancer ,WASHINGTON Andrea Mitchell  NBC's chief foreign affairs correspondent and wife of former Federal Reserve Chairman Alan Greenspan  said on her TV program on Wednesday that she has breast cancer.,normal
