AKAM,Akamai Technologies Inc,20110824,UPDATE 1-Brightcove files for $50 mln public offering , NEW YORK  Aug 24 Digital media company Brightcove Inc filed with regulators for a public offering of up to $50 million as it seeks to expand its offering of online video and app services for business clients.,topStory
CAE,CAE Inc,20110824,UPDATE 1-CAE unit buys medical tech co for $130 mln , Aug 24 Canada's CAE Inc said its healthcare unit bought privately held Medical Education Technologies Inc (METI) for $130 million to boost its presence in simulation-based technology.,normal
CNI,Canadian National Railway Company,20110824,Canola drives more CN rail loads to W.Canada ports , WINNIPEG  Manitoba  Aug 24 A record Alberta canola crop has pushed the number of grain cars transported by Canadian National Railway Co  to British Columbia ports to a 20-year high  the railway said on Wednesday.,topStory
CCL,Carnival Corporation,20110824,Irene could be "big threat" to Northeast ,NASSAU Powerful Hurricane Irene battered the Bahamas on Wednesday on a track to the North Carolina coast that forecasters say could threaten the densely populated U.S. Northeast  including New York  starting on Sunday. | Video ,topStory
CCL,Carnival Corporation,20110824,UPDATE 6-U.S. says Irene could be "big threat" to Northeast , * Warning of risk to New England  Long Island from Sunday,normal
CCL,Carnival Corporation,20110824,UPDATE 6-Hurricane Irene threatens U.S. East Coast , * "Very large storm" seen moving up U.S. Atlantic seaboard,normal
CTL,CenturyLink Inc,20110824,US cable cos challenge plan for broadband subsidies , WASHINGTON  Aug 24 U.S. cable companies are warning regulators about a plan that would give traditional phone companies a first bite at government subsidies to build out broadband in underserved areas.,topStory
CLDT,Chatham Lodging Trust (REIT),20110824,Cerberus seeks lower price on Innkeepers: sources ,NEW YORK Cerberus Capital Management LP's deal to buy 64 hotels from bankrupt Innkeepers USA Trust could still go forward  but at a lower price  two people close to Innkeepers and its creditors said on Wednesday.,topStory
CLDT,Chatham Lodging Trust (REIT),20110824,UPDATE 1-Cerberus seeks lower price on Innkeepers - sources , * Cited "material adverse change"  (Adds analysis; adds no comment from Cerberus),normal
CLDT,Chatham Lodging Trust (REIT),20110824,Cerberus seeks lower price on Innkeepers - sources , NEW YORK  Aug 24 Cerberus Capital Management LP's [CBS.UL] deal to buy 64 hotels from bankrupt Innkeepers USA Trust  could still go forward  but at a lower price  two sources familiar with the situation told Reuters.,normal
LFC,China Life Insurance Company Limited,20110824,Prudential Financial approved for China life insurance JV ,SHANGHAI U.S. financial group Prudential Financial  has received regulatory approval to set up a life insurance venture in China with a unit of Chinese conglomerate Fosun Group  accessing the country's 1 trillion yuan ($156 billion) life insurance market.,topStory
LFC,China Life Insurance Company Limited,20110824,UPDATE 1-Prudential Financial gets approval to set up China life insurance JV , * Predential and Fosun partnered on private equity in January,normal
LFC,China Life Insurance Company Limited,20110824,China Life shares dive 12 percent on earnings miss ,HONG KONG Shares of China Life Insurance Co Ltd  tumbled 12 percent to a 2- year low on Wednesday after the world's largest life insurer by market value posted disappointing earnings  piling pressure on it to speed up a planned diversification.,normal
LFC,China Life Insurance Company Limited,20110824,UPDATE 2-China Life shares dive 12 pct on earnings miss , * China Life says current mkt not conducive for share issue,normal
LFC,China Life Insurance Company Limited,20110824,China Life says conditions not good for new share issue , ,normal
CHL,China Mobile (Hong Kong) Ltd,20110824,China Unicom H1 profit down 9 percent  beats forecast ,HONG KONG China Unicom    the country's No.2 mobile operator  posted a 9 percent fall in first half net profit  but still handily beat expectations  as smartphones such as Apple Inc's  iPhone helped boost sales.,topStory
CHL,China Mobile (Hong Kong) Ltd,20110824,UPDATE 1-China Unicom H1 profit down 9 pct  beats forecast , * ARPU was at 46.8 yuan versus 42.9 yuan a year eralier,normal
CHL,China Mobile (Hong Kong) Ltd,20110824,CORRECTED-China Unicom H1 net profit down 9 pct , (Corrects 2010 H1 net profit to a restated 2.9 bln yuan  and year-on-year percentage change),normal
SNP,China Petroleum & Chemical Corporation,20110824,UPDATE 2-CNOOC hits record H1 profit  cuts output target , * Unlikely to match performance in second half-analysts   (Updates with quotes  details),topStory
CHA,China Telecom Corp Ltd,20110824,China Unicom H1 profit down 9 percent  beats forecast ,HONG KONG China Unicom    the country's No.2 mobile operator  posted a 9 percent fall in first half net profit  but still handily beat expectations  as smartphones such as Apple Inc's  iPhone helped boost sales.,topStory
CHA,China Telecom Corp Ltd,20110824,UPDATE 1-China Unicom H1 profit down 9 pct  beats forecast , * ARPU was at 46.8 yuan versus 42.9 yuan a year eralier,normal
CHA,China Telecom Corp Ltd,20110824,CORRECTED-China Unicom H1 net profit down 9 pct , (Corrects 2010 H1 net profit to a restated 2.9 bln yuan  and year-on-year percentage change),normal
CHU,China Unicom (Hong Kong) Ltd,20110824,China Unicom H1 profit down 9 percent  beats forecast ,HONG KONG China Unicom    the country's No.2 mobile operator  posted a 9 percent fall in first half net profit  but still handily beat expectations  as smartphones such as Apple Inc's  iPhone helped boost sales.,topStory
CHU,China Unicom (Hong Kong) Ltd,20110824,UPDATE 1-China Unicom H1 profit down 9 pct  beats forecast , * ARPU was at 46.8 yuan versus 42.9 yuan a year eralier,normal
CHU,China Unicom (Hong Kong) Ltd,20110824,China Unicom says will hit 25 mln 3G users in 2011 , HONG KONG  Aug 24 China Unicom   the country's No.2 mobile operator  is confident of attracting 25 million users to its 3G data service this year  company executives said on Wednesday.,normal
CHU,China Unicom (Hong Kong) Ltd,20110824,CORRECTED-China Unicom H1 net profit down 9 pct , (Corrects 2010 H1 net profit to a restated 2.9 bln yuan  and year-on-year percentage change),normal
CIT,CIT Group Inc (DEL),20110824,CIT Group CEO Thain buys company's battered stock ,NEW YORK CIT Group  Chief Executive John Thain made his first-ever market purchases of the company's battered stock on Tuesday  spending $1.19 million and boosting his personal holdings by 14 percent  according to a regulatory filing on Wednesday.,topStory
CIT,CIT Group Inc (DEL),20110824,UPDATE 1-CIT Group CEO Thain buys company's battered stock , * Shares have fallen more than 30 percent this year.  (Adds closing share price and byline),normal
CIT,CIT Group Inc (DEL),20110824,CIT Group CEO Thain buys company's battered stock , NEW YORK  Aug 24 CIT Group Inc  Chief Executive John Thain made his first-ever market purchases of the company's battered stock on Tuesday  buying 40 000 shares for $1.19 million  according to a regulatory filing.,normal
C,Citigroup Inc,20110824,Analysis: Mortgage probe split puts banks in tactical bind ,WASHINGTON Large U.S. banks defending themselves against a mass of state and federal mortgage probes face a difficult tactical decision following New York state's exit from settlement talks on Tuesday.,topStory
C,Citigroup Inc,20110824,India TCS outsourcing chief sees no impact of global crisis , NEW DELHI  Aug 24 The business process outsourcing (BPO) arm of Tata Consultancy Services (TCS)    India's top software exporter  has seen  no immediate impact of the global economic turmoil on its business  the unit's chief said on Wednesday.,normal
C,Citigroup Inc,20110824,Clients pressure Europe bourses on clearing choice ,LONDON Europe's largest exchanges  including the London Stock Exchange   NYSE Euronext  and Deutsche Boerse   face growing pressure from their main clients to copy rivals and offer brokers a wider choice of clearing providers.,normal
C,Citigroup Inc,20110824,Clients pressure Europe bourses on clearing choice , * Interoperability increases "risks" - Deutsche Boerse,normal
C,Citigroup Inc,20110824,UPDATE 1-Goldman  Citi sign up Moody's to rate $1.5 bln CMBS - report , Aug 23 Goldman Sachs Group Inc and Citigroup have engaged Moody's Investors Service to rate their $1.5 billion commercial mortgage-backed securities  a Dow Jones Newswires report said  citing people close to the deal.,normal
CEO,CNOOC Limited,20110824,UPDATE 2-CNOOC hits record H1 profit  cuts output target , * Unlikely to match performance in second half-analysts   (Updates with quotes  details),topStory
CEO,CNOOC Limited,20110824,ConocoPhillips says evaluating China spill impact ,BEIJING A subsidiary of ConocoPhillips said it has started evaluating the impact of its oil spill in China's northern Bohai Bay on the marine environment  but has not yet received any claims for the incident.,normal
CEO,CNOOC Limited,20110824,UPDATE 1-ConocoPhillips says evaluating China spill impact , * ConocoPhillips says started evaluating oil spill impact,normal
CEO,CNOOC Limited,20110824,CNOOC says production loss at Bohai Bay 22 000 bbl/day , HONG KONG  Aug 24 China's top offshore oil and gas producer CNOOC Ltd said on Wednesday that production losses since the shutdown of 	 platforms B and C in China's northern Bohai Bay totalled 22 000 barrels per day.,normal
CEO,CNOOC Limited,20110824,CNOOC posts record H1 net  cuts production target ,BEIJING/HONG KONG China's top offshore oil and gas producer CNOOC Ltd  on Wednesday reported a 51.4 percent rise in first-half net profit  beating analysts forecasts  on higher crude oil prices and increased production volume.,normal
CEO,CNOOC Limited,20110824,ConocoPhillips says evaluating China spill impact , BEIJING  Aug 24 A subsidiary of ConocoPhillips  said it has started evaluating the impact of its oil spill on the marine environment in China's northern Bohai Bay  but it has not yet received any claims for the incident.,normal
CEO,CNOOC Limited,20110824,UPDATE 2-Tullow sees key Uganda deal completing in September , * H1 profits soar 321 percent on Jubilee production  oil price,normal
CEO,CNOOC Limited,20110824,CNOOC posts 51 pct rise in H1 net profit , BEIJING  Aug 24 China's top offshore oil and gas producer CNOOC Ltd on Wednesday reported a 51.4 percent rise in first-half net profit  beating analysts forecasts  on higher crude oil prices and increased production volume.,normal
KOF,Coca Cola Femsa SAB de CV,20110824,DIARY - Mexico and Central America - to Sept 21 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG24 0800/1300  1st half monthly inflat  Aug +0.19pct +0.32pct AUG24 0800/1300  Annual infation          Aug          3.58 pct AUG24,topStory
CAG,ConAgra Brands Inc,20110824,UPDATE 1-Regions elects former MaterCard exec to board , CHARLOTTE  N.C.  Aug 24 Regions Financial Corp  appointed former MasterCard Inc  executive Ruth Ann Marshall as a director for the Southeastern regional bank  the company said on Wednesday.,topStory
COP,ConocoPhillips,20110824,UPDATE 3-Irene shuts Bahamas oil storage  U.S. refiners prepare , * East Coast refiners initiating storm preparations  (Updates with Colonial pipeline),topStory
COP,ConocoPhillips,20110824,US Cash Products-Midwest gasoline markets pare gains , HOUSTON  Aug 24 Midwest gasoline differentials slipped on  Wednesday  paring recent gains  as the September RBOB gasoline futures contract on the New York Mercantile Exchange (NYMEX) lost some of its premium against the October contract  traders said.,normal
COP,ConocoPhillips,20110824,Factbox:  East Coast energy facilities prepare for Irene ,Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday. | Video ,normal
COP,ConocoPhillips,20110824,FACTBOX-U.S. East Coast energy facilities prepare for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,normal
COP,ConocoPhillips,20110824,U.S. East Coast refiners get ready for Hurricane Irene , HOUSTON  Aug 24 ConocoPhillips  and PBF Energy on Wednesday were watching Hurricane Irene which was expected to hit the U.S. East Coast by the weekend  where both companies operate refineries.,normal
COP,ConocoPhillips,20110824,US Cash Products-Midwest gasoline markets pare gains , HOUSTON  Aug 24 Midwest gasoline differentials slipped Wednesday  paring recent gains  as the September RBOB gasoline futures contract on the New York Mercantile Exchange lost some of its premium against the October contract  traders said.,normal
COP,ConocoPhillips,20110824,North Sea Crude-Forties steady  no window action , LONDON  Aug 24 North Sea Forties crude cargo differentials were little changed on Wednesday  with no bids or offers shown during the publicly traded window.,normal
COP,ConocoPhillips,20110824,ConocoPhillips says evaluating China spill impact ,BEIJING A subsidiary of ConocoPhillips said it has started evaluating the impact of its oil spill in China's northern Bohai Bay on the marine environment  but has not yet received any claims for the incident.,normal
COP,ConocoPhillips,20110824,UPDATE 1-ConocoPhillips says evaluating China spill impact , * ConocoPhillips says started evaluating oil spill impact,normal
COP,ConocoPhillips,20110824,CNOOC says production loss at Bohai Bay 22 000 bbl/day , HONG KONG  Aug 24 China's top offshore oil and gas producer CNOOC Ltd said on Wednesday that production losses since the shutdown of 	 platforms B and C in China's northern Bohai Bay totalled 22 000 barrels per day.,normal
CNX,CONSOL Energy Inc,20110824,FACTBOX - U.S. East Coast energy sites brace for Irene , Aug 24 Oil terminals and refineries from the Bahamas to New York were bracing for Hurricane Irene on Wednesday.,topStory
CS,Credit Suisse Group,20110824,Swiss government seeks tax law change for CoCos , ZURICH  Aug 24 The Swiss government proposed on Wednesday changing its tax law to help banks issue CoCos  a type of bond crucial to plans to boost their capital and make them more resistant to future crises.,topStory
CVS,CVS Health Corporation,20110824,Wall Street rises as investors flee gold; Apple falls late ,NEW YORK U.S. stocks posted strong gains for a second day on Wednesday as investors jumped back into beaten-down financial shares and backed away from safer assets like gold in volatile trading. | Video ,topStory
CVS,CVS Health Corporation,20110824,US STOCKS-Wall St rises as investors flee gold;Apple falls late , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple's stock falling following late news that co-founder Steve Jobs resigns as CEO and adjusts stock indexes' settlement figures),normal
CVS,CVS Health Corporation,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
CVS,CVS Health Corporation,20110824,US STOCKS-Wall St up as investors flee gold;Apple CEO quits , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Apple shares halted after bell  co-founder Steve Jobs resigns as CEO),normal
CVS,CVS Health Corporation,20110824,US STOCKS-Wall Street gains at gold's expense , * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
CVS,CVS Health Corporation,20110824,Analysis: Express Scripts risks culture row with Medco deal ,NEW YORK At their roots  Express Scripts Inc  and Medco Health Solutions Inc  share the same goal: Reduce drug and healthcare costs for their clients.,normal
CVS,CVS Health Corporation,20110824,CVS OKs billions in share buybacks; shares rise ,NEW YORK CVS Caremark Corp  said on Wednesday its board signed off on a new buyback program of $4 billion in shares  and the drugstore chain plans to use $1 billion of that authorization by year end  sending shares up.,normal
CVS,CVS Health Corporation,20110824,UPDATE 1-CVS OKs billions in share buybacks; shares rise , NEW YORK  Aug 24 CVS Caremark Corp  said on Wednesday its board signed off on a new buyback program of $4 billion in shares  and the drugstore chain plans to use $1 billion of that authorization by year end  sending shares up.,normal
DHI,DR Horton Inc,20110824,Toll Bros orders weak; wealthy homebuyers hesitant ,NEW YORK Luxury homebuilder Toll Brothers Inc reported tepid quarterly order growth and a rise in cancellations and warned that stock market volatility and economic uncertainty continue to weigh on homebuyer confidence.,topStory
DHI,DR Horton Inc,20110824,UPDATE 4-Toll Bros orders weak; wealthy homebuyers hesitant , * New orders up 2 pct  below Street; cancellations rise  (Recasts; adds analyst comment  share rise  byline),normal
CB,D/B/A Chubb Limited New,20110824,Threat of Irene exposes New York's vulnerability ,NEW YORK In the annals of natural disasters  it doesn't get much worse than a major hurricane directly striking New York City and Long Island.,topStory
CB,D/B/A Chubb Limited New,20110824,Threat of Irene exposes New York's vulnerability , NEW YORK  Aug 24 In the annals of natural disasters  it doesn't get much worse than a major hurricane directly striking New York City and Long Island.,normal
CB,D/B/A Chubb Limited New,20110824,UPDATE 1-Virginia quake losses less than $100 mln -Eqecat , NEW YORK  Aug 23 The earthquake that struck Virginia and rattled the Eastern United States on Tuesday caused less than $100 million in insured losses  catastrophe modeling company Eqecat said.,normal
DAL,Delta Air Lines Inc,20110824,Embraer:At least 12-month wait for Delta jet order , SAO PAULO  Aug 24 Brazilian aircraft maker Embraer  does not expect Delta Air Lines Inc  to make a decision about a regional jet order for at least 12 months  the company's news office said on Wednesday  citing Vice President Paulo Cesar de Souza e Silva.,topStory
DAL,Delta Air Lines Inc,20110824,Embraer:At least 12-month wait for Delta jet order , SAO PAULO  Aug 24 Brazilian aircraft maker Embraer  does not expect Delta Air Lines Inc  to make a decision about a regional jet order for at least 12 months  the company's news office said on Wednesday  citing Vice President Paulo Cesar de Souza e Silva.,normal
DAL,Delta Air Lines Inc,20110824,UPDATE 4-Bombardier executive's exit may set back C-Series , * Potential customer Delta seen prudent in soft US economy,normal
DAL,Delta Air Lines Inc,20110824,UPDATE 1-Bombardier in advanced talks on C-Series orders ,  VANCOUVER  Aug 24 Bombardier Inc  is in advanced discussions with half a dozen potential customers on its all-new C-Series jet  a company executive said on Wednesday.,normal
DAL,Delta Air Lines Inc,20110824,US STOCKS-Wall St higher after CBO report  durables data , * Indexes up: Dow 0.9 pct  S&P 1.1 pct  Nasdaq 0.9 pct,normal
DAL,Delta Air Lines Inc,20110824,US STOCKS-Futures point to flat open after rally , * Futures: Dow off 14 pts  S&P off 1.8 pts  Nasdaq up 1.5,normal
DAL,Delta Air Lines Inc,20110824,US STOCKS-Futures off after rally  focus on Bernanke speech , * Bank of America off premarket  extending recent slide,normal
DAL,Delta Air Lines Inc,20110824,US STOCKS-Futures off after rally  durable goods on tap , * Bank of America off premarket after hitting 2-1/2-yr low,normal
DB,Deutsche Bank AG,20110824,Deutsche Bank's BHF sale drags amid refinancing woes ,FRANKFURT Deutsche Bank's  efforts to sell its BHF unit are dragging on because bidder RHJ International  is finding it difficult to find co-investors  two people familiar with the matter said.,topStory
DB,Deutsche Bank AG,20110824,Deutsche Bank's BHF sale drags amid refinancing woes , FRANKFURT  Aug 24 Deutsche Bank's  efforts to sell its BHF unit are dragging on because bidder RHJ International is finding it difficult to find co-investors  two people familiar with the matter said.,normal
DB,Deutsche Bank AG,20110824,Markets eye ECB dollar sale for bank funding clues , LONDON  Aug 24 The cost to insure bank debt remained near record highs and shares were anaemic as markets awaited the outcome of a European Central Bank dollar tender that could provide clues about lenders' ability to fund themselves.,normal
DHX,DHI Group Inc,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,topStory
DHX,DHI Group Inc,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,normal
DHX,DHI Group Inc,20110824,INSIGHT-Facebook  LinkedIn threaten to slay Monster.com , * Monster shares keep sinking  company worth below $1 bln,normal
DHX,DHI Group Inc,20110824,BUY OR SELL: Jobs on line  or Monster makeover? ,BANGALORE A fragile economy and increasing competition from social networking brands such as newly-listed LinkedIn Corp  are making life tougher for online job boards Monster Worldwide Inc and Dice Holdings Inc.,normal
DHX,DHI Group Inc,20110824,BUY OR SELL-Jobs on line  or Monster makeover? , * Pricing worries hang over Monster; Dice looks better placed,normal
DEO,Diageo plc,20110824,Diageo to get fillip from emerging markets , LONDON  Aug 25 Diageo Plc   the world's biggest spirits group  is set to report a 10 percent rise in annual earnings on Thursday  driven by emerging market growth and cost cutting in Europe which will help offset weak euro zone markets.,topStory
DEO,Diageo plc,20110824,UPDATE 2-Nigeria to focus on tighter spending  jobs -finmin , * Government to change cumbersome budget procedure   (Adds investment plans  analyst comment  quotes),normal
D,Dominion Energy Inc,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
D,Dominion Energy Inc,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
D,Dominion Energy Inc,20110824,US nuclear regulator may inspect design of US plant , WASHINGTON  Aug 24 The U.S. nuclear safety regulator said on Wednesday it is considering inspecting a nuclear power plant in Virginia to see how Tuesday's East Coast earthquake compares to what the plant was designed to withstand.,normal
D,Dominion Energy Inc,20110824,UPDATE 8-Once-a-century earthquake rattles U.S. East Coast ,* Biggest quake in Virginia since 1897  (Adds details of earthquake location),normal
DCUD,Dominion Energy Inc,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
DCUD,Dominion Energy Inc,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
DCUD,Dominion Energy Inc,20110824,US nuclear regulator may inspect design of US plant , WASHINGTON  Aug 24 The U.S. nuclear safety regulator said on Wednesday it is considering inspecting a nuclear power plant in Virginia to see how Tuesday's East Coast earthquake compares to what the plant was designed to withstand.,normal
DCUD,Dominion Energy Inc,20110824,UPDATE 8-Once-a-century earthquake rattles U.S. East Coast ,* Biggest quake in Virginia since 1897  (Adds details of earthquake location),normal
DRUA,Dominion Energy Inc,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
DRUA,Dominion Energy Inc,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
DRUA,Dominion Energy Inc,20110824,US nuclear regulator may inspect design of US plant , WASHINGTON  Aug 24 The U.S. nuclear safety regulator said on Wednesday it is considering inspecting a nuclear power plant in Virginia to see how Tuesday's East Coast earthquake compares to what the plant was designed to withstand.,normal
DRUA,Dominion Energy Inc,20110824,UPDATE 8-Once-a-century earthquake rattles U.S. East Coast ,* Biggest quake in Virginia since 1897  (Adds details of earthquake location),normal
DUK,Duke Energy Corporation,20110824,Duke Energy natural gas plant operating in Peru , LIMA  Aug 24 U.S.-based Duke Energy's  gas plant in Peru's Amazon was operating normally after a 7.0-magnitude earthquake struck Pucallpa  near the Brazilian border  a company spokesman said on Wednesday.,topStory
DUK,Duke Energy Corporation,20110824,Insight: Showdown looms on U.S. overseas profit tax break ,WASHINGTON Backed by powerful companies spending millions of dollars  Washington lobbyists are fighting in the marble corridors of Congress for a tax break on $1.5 trillion in profits held overseas to escape the U.S. tax man.,normal
DUKH,Duke Energy Corporation,20110824,Duke Energy natural gas plant operating in Peru , LIMA  Aug 24 U.S.-based Duke Energy's  gas plant in Peru's Amazon was operating normally after a 7.0-magnitude earthquake struck Pucallpa  near the Brazilian border  a company spokesman said on Wednesday.,topStory
DUKH,Duke Energy Corporation,20110824,Insight: Showdown looms on U.S. overseas profit tax break ,WASHINGTON Backed by powerful companies spending millions of dollars  Washington lobbyists are fighting in the marble corridors of Congress for a tax break on $1.5 trillion in profits held overseas to escape the U.S. tax man.,normal
ETN,Eaton Corporation PLC,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,topStory
ETN,Eaton Corporation PLC,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,normal
ETN,Eaton Corporation PLC,20110824,INSIGHT-Facebook  LinkedIn threaten to slay Monster.com , * Monster shares keep sinking  company worth below $1 bln,normal
EC,Ecopetrol SA,20110824,UPDATE 2-Colombia Ecopetrol misses share sale goal , * Ecopetrol sold 1.6 pct stake  less than planned 1.67 pct,topStory
EC,Ecopetrol SA,20110824,Colombia's Ecopetrol sells 2.4 trillion pesos in shares , BOGOTA  Aug 24 Colombia's Ecopetrol  has sold 2.4 trillion pesos ($1.35 billion) in shares  the state-run oil company said on Wednesday.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110824,Embraer:At least 12-month wait for Delta jet order , SAO PAULO  Aug 24 Brazilian aircraft maker Embraer  does not expect Delta Air Lines Inc  to make a decision about a regional jet order for at least 12 months  the company's news office said on Wednesday  citing Vice President Paulo Cesar de Souza e Silva.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110824,Embraer:At least 12-month wait for Delta jet order , SAO PAULO  Aug 24 Brazilian aircraft maker Embraer  does not expect Delta Air Lines Inc  to make a decision about a regional jet order for at least 12 months  the company's news office said on Wednesday  citing Vice President Paulo Cesar de Souza e Silva.,normal
EMR,Emerson Electric Company,20110824,UPDATE 1-Emerson industrial automation orders slow , NEW YORK  Aug 24 Industrial conglomerate Emerson Electric Co  reported slightly slower order growth in its industrial automation business on Wednesday that it said reflected increasingly tough comparisons to year-ago orders.,topStory
ENB,Enbridge Inc,20110824,UPDATE 1-Enbridge reaches deals for Northern Gateway Pipelines , Aug 24 Enbridge Inc   best known as the main transporter of Canadian oil to the United States  said it reached agreements with unnamed clients for long-term use of its Enbridge Northern Gateway Pipelines.,topStory
E,ENI SpA,20110824,Libya to honor all legal oil deals: Jehani ,DUBAI Libya's rebel government will honor all energy contracts granted legally under Muammar Gaddafi's 42-year rule and work to restore oil output to pre-war levels within a year  said rebel reconstruction leader Ahmed Jehani. | Video ,topStory
E,ENI SpA,20110824,LPG reaches Benghazi from Italian refinery-AIS , LONDON  Aug 24 Rebels in Benghazi received a cargo of LPG from Italy's Milazzo refinery this week  according to AIS satellite tracking information.,normal
E,ENI SpA,20110824,Italy senate committe wants to extend energy tax , ROME  Aug 24 The Industry committee of Italy's senate has asked the government to keep a supplementary tax on energy companies at the existing 6.5 percent but extend it to other sectors under an austerity package.,normal
E,ENI SpA,20110824,Eni says spoke daily to Libya rebels since April , * CEO does not think France wants to replace it in Libya,normal
E,ENI SpA,20110824,Italian Stocks - Factors to watch on Aug 24 , MILAN  Aug 24 The following factors could affect Italian markets on Wednesday.,normal
ETR,Entergy Corporation,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
ETR,Entergy Corporation,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
EOG,EOG Resources Inc,20110824,Analysis: Rails  not pipes  may tame twisted oil market ,NEW YORK U.S. crude oil shipments by railroad could help to end gaping price distortions in world oil markets faster than most traders have been expecting.,topStory
EXC,Exelon Corporation,20110824,U.S. inspecting Virginia nuclear reactor after quake ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after an earthquake centered near plant knocked both reactors offline  the company said.,topStory
EXC,Exelon Corporation,20110824,UPDATE 1-US inspecting Virginia nuclear reactor after quake , * NRC has not decided whether to hold special inspection,normal
XOM,Exxon Mobil Corporation,20110824,Regulators weighs more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,topStory
XOM,Exxon Mobil Corporation,20110824,U.S. govt weighs more rules for natgas pipelines , * Transportation Dept may tighten oversight of older lines,normal
FMX,Fomento Economico Mexicano SAB de CV,20110824,Heineken sees weaker H2 due to Europe  U.S. , BRUSSELS  Aug 24 Heineken NV   the world's third largest brewer  forecast second half weakness in volumes and profits on Wednesday with depressed consumer confidence and poor weather already hitting beer sales in Europe and the United States.,topStory
FCX,Freeport-McMoran Inc,20110824,Freeport Indonesia  union pay talks drag on , JAKARTA  Aug 24 The deadline for pay talks between Freeport McMoRan Copper & Gold and its Indonesian workers has been extended until the end of this week  with little progress made so far  a union official told Reuters on Wednesday.,topStory
FDP,Fresh Del Monte Produce Inc,20110824,UPDATE 1-Fresh Del Monte seeks reversal of cantaloupe import ban , * Company is one of the largest U.S. importers of cantaloupe,topStory
GEK,General Electric Capital Corporation,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,topStory
GEK,General Electric Capital Corporation,20110824,Insight: Facebook  LinkedIn threaten to slay Monster.com ,NEW YORK/BANGALORE Monster Worldwide isn't looking so monstrous lately.,normal
GEK,General Electric Capital Corporation,20110824,INSIGHT-Facebook  LinkedIn threaten to slay Monster.com , * Monster shares keep sinking  company worth below $1 bln,normal
