SHLM,A Schulman Inc,20110825,UPDATE 2-A. Schulman cuts profit target  to close plant , * Stock drops 3.5 percent  (Adds CEO comments  stock drop),topStory
BVN,Buenaventura Mining Company Inc,20110825,UPDATE 4-Peru gov't  miners reach deal to increase royalties , * Mine society sees rates defined in next couple weeks  (Updates with time frame to set rates  trader comment),topStory
BG,Bunge Limited,20110825,Paraguay wants 6 pct soy export tax; farmers balk , * Says farming is 36 pct of GDP  only 2.5 pct of tax-take,topStory
CBT,Cabot Corporation,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
CBT,Cabot Corporation,20110825,UPDATE 1-Cabot to sell supermetals business for $400 mln , Aug 25 Cabot Corp said it will sell its supermetals business to Australia's Global Advanced Metals ("GAM") for a minimum of $400 million in cash  as the maker of specialty chemicals  rubber and specialty carbon black looks to focus on its core business.,normal
CNQ,Canadian Natural Resources Limited,20110825,CANADA STOCKS-Uncertainty drags TSX lower  golds cushion slide ,   * TSX ends down 59.50 points  or 0.48 pct  at 12 284.31,topStory
COF,Capital One Financial Corporation,20110825,Fed's Hoenig says doesn't see recession looming ,JACKSON HOLE  Wyoming The U.S. economy will continue to grow at a modest pace as consumers and businesses pare back excessive amounts of debt  a top Federal Reserve official said.,topStory
COF,Capital One Financial Corporation,20110825,Fed's Hoenig says doesn't see U.S. recession looming , JACKSON HOLE  Wyo.  Aug. 25 The U.S. economy will continue to grow at a modest pace as consumers and businesses pare back excessive amounts of debt  a top Federal Reserve official said.,normal
CHK,Chesapeake Energy Corporation,20110825,RPT-New Jersey issues one-year moratorium on fracking , * Governor says more studies needed  (Repeats to broaden distribution),topStory
CHK,Chesapeake Energy Corporation,20110825,New Jersey issues one-year moratorium on fracking ,HOUSTON New Jersey on Thursday issued a one-year ban on hydraulic fracturing  citing the need for more study of the technology used to produce oil and gas from shale formations.,normal
CHK,Chesapeake Energy Corporation,20110825,UPDATE 2-Clean Energy gets more investment  shares rise , * Springleaf  Lionfish  Greenwich Asset to invest $150 mln,normal
CHK,Chesapeake Energy Corporation,20110825,Clean Energy receives another $150 million in investment ,Clean Energy Fuels Corp  said three investment companies will pump $150 million in the largest North American natural gas fuels provider  a month after Chesapeake Energy  pledged a similar amount to help expand Clean Energy's infrastructure.,normal
CVX,Chevron Corporation,20110825,Total to merge refining and petrochemicals: report ,PARIS French oil company Total  is preparing a reorganization to merge its refinery and petrochemical activities  the newspaper Les Echos reported  citing several trade union sources.,topStory
CVX,Chevron Corporation,20110825,UPDATE 1-Total to merge refining and petrochemicals -paper , * Chevron merged petrochem/refining arms last year  (Adds Chevron restructuring last year  paragraphs 6-7),normal
CVX,Chevron Corporation,20110825,U.S. refiner Valero opens London trading office , LONDON  Aug 25 U.S. refiner Valero Energy Corp has opened a trading office in London's Canary Wharf following the completion of its acquisition of Chevron's Pembroke refinery on August 1   a Valero spokesperson said.,normal
CVX,Chevron Corporation,20110825,Brazil's QGEP buys Shell stake in offshore block , RIO DE JANEIRO  Aug 24 Brazilian oil and gas company QGEP  said on Wednesday it bought a 30 percent stake in the offshore BS-4 block from Royal Dutch Shell   advancing its efforts to expand in the country's fast-growing oil industry.,normal
LFC,China Life Insurance Company Limited,20110825,RPT-DEALTALK-Bank of America's CCB stake faces tough sell , (Repeats story first filed Thursday with no change to text),topStory
LFC,China Life Insurance Company Limited,20110825,Dealtalk: Bank of America's CCB stake faces tough sell ,HONG KONG Bank of America  faces the grim prospect of selling its China Construction Bank  stake at a steep discount  in a bad market  with a limited set of obvious buyers.,normal
LFC,China Life Insurance Company Limited,20110825,DEALTALK-Bank of America's CCB stake faces tough sell , * BofA's CCB discount may need to exceed the 14.3 pct last time,normal
SNP,China Petroleum & Chemical Corporation,20110825,UPDATE 2-PetroChina post flat H1 net profit  sees better H2 , * Higher gains held back by govt fuel price caps   (Adds quotes  details),topStory
SNP,China Petroleum & Chemical Corporation,20110825,PetroChina says H1 net profit roughly flat Y/Y ,BEIJING/HONG KONG PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
SNP,China Petroleum & Chemical Corporation,20110825,UPDATE 1-PetroChina says H1 net profit roughly flat Y/Y , BEIJING/HONG KONG  Aug 25 PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
SNP,China Petroleum & Chemical Corporation,20110825,PetroChina posts 1 pct gain in H1 net profit , HONGKONG/BEIJING  Aug 25 PetroChina Co Ltd    the world's second-most valuable oil and gas producer after Exxon Mobil Corp   posted a marginal rise in first-half net profit as higher oil prices and strong production offset losses in its refining sector and costly natural gas imports.,normal
SNP,China Petroleum & Chemical Corporation,20110825,China gas-to-chemical firms shackled by supply  costs -paper , BEIJING  Aug 25 Chemical firms using natural gas as feedstock in southwestern Chinese provinces were facing mounting risks to scale down and even close operations due to gas shortages and rising gas prices  an industry newspaper reported on Thursday.,normal
C,Citigroup Inc,20110825,Tense market falls ahead of Bernanke speech ,NEW YORK Stocks fell on Thursday as investors raised cash ahead of a critical speech from Fed Chairman Ben Bernanke  hoping he will give them a clearer picture of the Fed's plans for the struggling economy. | Video ,topStory
C,Citigroup Inc,20110825,US STOCKS-Tense market falls ahead of Bernanke speech , * Dow down 1.5 pct  S&P off 1.6 pct  Nasdaq off 1.95 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close  changes comment  byline),normal
C,Citigroup Inc,20110825,UBS  Morgan Stanley Smith Barney add new advisers , NEW YORK  Aug 25 UBS Wealth Management Americas  a unit of UBS AG   on Thursday said it hired Morgan Stanley Smith Barney adviser Brian Zalewski in Chicago.,normal
C,Citigroup Inc,20110825,Schwab sues 11 major banks for manipulating Libor , NEW YORK  Aug 25 Charles Schwab Corp   the discount brokerage and money manager  has filed two lawsuits accusing 11 major banks of conspiring to manipulate Libor  which is used to set interest rates on hundreds of trillions of dollars of securities.,normal
C,Citigroup Inc,20110825,Wealth managers lost 14 000 advisers in 2010: report ,NEW YORK The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
C,Citigroup Inc,20110825,REFILE-Wealth managers lost 14 000 advisers in 2010-report , NEW YORK  Aug 25 The U.S. wealth management industry is shrinking  losing legions of advisers  just as demand for their services is on the rise.,normal
C,Citigroup Inc,20110825,UBS hires Barclays' Pierce to run U.S. MLP banking , NEW YORK  Aug 25 UBS AG   said it hired banker Robert Pierce away from Barclays Plc's  Barclays Capital to run its midstream energy and master limited partnership investment banking business in the Americas.,normal
C,Citigroup Inc,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe ,NEW YORK The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
C,Citigroup Inc,20110825,Under fire  N.Y. AG wins plaudits in mortgage probe , NEW YORK  Aug 25 The New York attorney general's booting from a panel of state officials negotiating a settlement of mortgage abuses may shore up his political base and enforcement agenda.,normal
C,Citigroup Inc,20110825,Buffett move may rescue August for some hedge funds ,BOSTON August was shaping up as one of the worst months ever for some top hedge fund managers like John Paulson  but Warren Buffett may have changed that.,normal
CEO,CNOOC Limited,20110825,UPDATE 2-PetroChina post flat H1 net profit  sees better H2 , * Higher gains held back by govt fuel price caps   (Adds quotes  details),topStory
CEO,CNOOC Limited,20110825,PetroChina says H1 net profit roughly flat Y/Y ,BEIJING/HONG KONG PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
CEO,CNOOC Limited,20110825,UPDATE 1-PetroChina says H1 net profit roughly flat Y/Y , BEIJING/HONG KONG  Aug 25 PetroChina   the world's second-most valuable oil and gas producer after Exxon Mobil   posted a first-half net profit roughly level with last year's figure  as higher oil prices and strong production offset refining losses and costly natural gas imports.,normal
CEO,CNOOC Limited,20110825,PetroChina posts 1 pct gain in H1 net profit , HONGKONG/BEIJING  Aug 25 PetroChina Co Ltd    the world's second-most valuable oil and gas producer after Exxon Mobil Corp   posted a marginal rise in first-half net profit as higher oil prices and strong production offset losses in its refining sector and costly natural gas imports.,normal
CEO,CNOOC Limited,20110825,China to sue ConocoPhillips over oil spill -Xinhua , BEIJING  Aug 25 China's maritime authority is preparing to sue U.S. firm ConocoPhillips over an oil spill in China's northern Bohai Bay  Chinese state news agency Xinhua reported.,normal
KOF,Coca Cola Femsa SAB de CV,20110825,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG24 0800/1300  1st half monthly inflat  Aug +0.19pct +0.32pct AUG24 0800/1300  Annual infation          Aug          3.58 pct AUG24,topStory
KO,Coca-Cola Company (The),20110825,CORRECTED: Spreads widen as corp bonds lag Treasuries ,NEW YORK  Aug 24 (IFR) - While corporate bond coupons have been shrinking fast  they haven't been able to keep pace with the precipitous decline of Treasury rates.,topStory
CODI,Compass Diversified Holdings,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
CODI,Compass Diversified Holdings,20110825,Deals of the day -- mergers and acquisitions , Aug 25 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Thursday:,normal
CODI,Compass Diversified Holdings,20110825,PRESS DIGEST - Wall Street Journal - Aug 25 , Aug 25 The following were the top stories in The Wall Street Journal on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
CODI,Compass Diversified Holdings,20110825,REFILE-Compass Diversified buys CamelBak Products , * Compass says deal to add 15-20 cents per share to cash flow on FY basis,normal
COP,ConocoPhillips,20110825,Factbox: U.S. East Coast energy sites brace for Irene ,Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,topStory
COP,ConocoPhillips,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries  pipelines and nuclear power plants from the Bahamas to Rhode Island braced for Hurricane Irene on Thursday.,normal
COP,ConocoPhillips,20110825,North Sea Crude-Strong Forties keeps buyers away , LONDON  Aug 25 North Sea Forties crude cargo differentials were unchanged during the Platts window on Thursday  with market players taking a breather as prices remain strong.,normal
COP,ConocoPhillips,20110825,China to sue ConocoPhillips over oil spill -Xinhua , BEIJING  Aug 25 China's maritime authority is preparing to sue U.S. firm ConocoPhillips over an oil spill in China's northern Bohai Bay  Chinese state news agency Xinhua reported.,normal
CNX,CONSOL Energy Inc,20110825,FACTBOX-U.S. East Coast energy sites brace for Irene , Aug 25 Oil terminals  refineries and nuclear plants from the Bahamas to Rhode Island were bracing for Hurricane Irene on Wednesday.,topStory
CVS,CVS Health Corporation,20110825,US STOCKS-Wall St gains as gold rush ends; Apple's CEO quits ,    * Apple stock falls after co-founder Steve Jobs quits as CEO  * Bank of America leads banks higher on heavy volume  * Gold ETF drops  gold miners down  * Dow up 1.3 pct  S&P up 1.3 pct  Nasdaq up 0.9 pct  * For up-to-the-minute market news see [STXNEWS/US]  (Updates with U.S. stock futures falling after news that Apple's Steve Jobs has resigned as CEO),topStory
CB,D/B/A Chubb Limited New,20110825,Irene losses start to mount as storm aims at NYC ,NEW YORK Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,topStory
CB,D/B/A Chubb Limited New,20110825,Irene losses start to mount as storm aims at NYC ,NEW YORK Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,normal
CB,D/B/A Chubb Limited New,20110825,Irene losses start to mount as storm aims at NYC , NEW YORK  Aug 25 Hurricane Irene is likely to cause more insured losses in the Bahamas than 1999's devastating Hurricane Floyd  catastrophe modeler AIR Worldwide said on Thursday  even as the storm increasingly tracks toward a weekend landfall in the greater New York City area.,normal
DAL,Delta Air Lines Inc,20110825,Delta unveils order for 100 Boeing narrowbodies ,ATLANTA/CHICAGO Delta Air Lines Inc  said on Thursday it ordered 100 Boeing Co  Next-Generation 737-900ER airplanes valued at $8.5 billion as it looks to replace older aircraft with fuel-efficient models.,topStory
DAL,Delta Air Lines Inc,20110825,UPDATE 3-Delta unveils order for 100 Boeing narrowbodies , * Order valued at $8.5 billion  (Adds analyst comment  Boeing orders),normal
DAL,Delta Air Lines Inc,20110825,Delta unveils order for 100 Boeing narrowbodies ,CHICAGO Delta Air Lines Inc  said on Thursday it ordered 100 Boeing Co  Next-Generation 737-900ER airplanes valued at $8.5 billion as part of the carrier's plan to replace its less-efficient domestic planes.,normal
DAL,Delta Air Lines Inc,20110825,Tourists head back to Kenya in record numbers ,NAIROBI A record number tourists visited Kenya in the first six months of 2011  continuing a solid recovery after the country was hit by post-election violence in 2008 and the lingering effects of the global financial crisis.,normal
DAL,Delta Air Lines Inc,20110825,Tourists head back to Kenya in record numbers ,NAIROBI A record number tourists visited Kenya in the first six months of 2011  continuing a solid recovery after the country was hit by post-election violence in 2008 and the lingering effects of the global financial crisis.,normal
DAL,Delta Air Lines Inc,20110825,UPDATE 3-Tourists head back to Kenya in record numbers , * Sector recovering from election violence  global slowdown,normal
DB,Deutsche Bank AG,20110825,Greece exposure hit WestLB  LBBW H1 profits , FRANKFURT  Aug 25 German landesbanks WestLB  and LBBW said their first-half earnings were weighed down by Greece exposure and restructuring  factors that made it difficult for either public sector lender to give a clear forecast for 2011.,topStory
DB,Deutsche Bank AG,20110825,PRESS DIGEST - Wall Street Journal - Aug 25 , Aug 25 The following were the top stories in The Wall Street Journal on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
DB,Deutsche Bank AG,20110825,UPDATE 1-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
DB,Deutsche Bank AG,20110825,NEW ISSUE-Union Bank of India picks 6 banks for offshore bond-sources , MUMBAI  Aug 25 State-run Union Bank of India (UBI) has picked six banks for a possible offshore bond issue  several sources with direct knowledge of the matter told Reuters.,normal
DEO,Diageo plc,20110825,UPDATE 4-Diageo upbeat after full year beats forecast , * Annual earnings 83.6 pence  vs company consensus 79.1 pence,topStory
DEO,Diageo plc,20110825,Europeans cut back on basics as recession fears grow ,LONDON Europeans are cutting spending and feeling gloomier about the future as fears of a double-dip recession rise and stock markets wobble.,normal
DEO,Diageo plc,20110825,Diageo upbeat after full year beats forecast ,LONDON Diageo   the world's biggest spirits group  set an ambitious 10 percent-plus earnings growth target  when beating forecasts with a 16 percent rise in its full-year earnings that lifted its shares on Thursday.,normal
DEO,Diageo plc,20110825,UPDATE 1-Diageo beats forecasts despite fragile economies , * Sees margin improvement and double digit pct earnings growth,normal
DG,Dollar General Corporation,20110825,Big Lots Q2 beats Street  raises FY outlook ,Big Lots Inc's  quarterly profit beat Wall Street expectations on strong demand for its discounted products  encouraging the close-out retailer to raise its full-year earnings forecast.,topStory
DG,Dollar General Corporation,20110825,UPDATE 1-Big Lots Q2 beats Street  raises FY outlook , Aug 25 Big Lots Inc's quarterly profit beat Wall Street expectations on strong demand for its discounted products  encouraging the close-out retailer to raise its full-year earnings forecast.,normal
D,Dominion Energy Inc,20110825,UPDATE 1-U.S. energy sector braces for direct hit from Irene , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy companies braced on Thursday for a potentially devastating Hurricane Irene that is barreling toward the most populated part of the United States.,topStory
D,Dominion Energy Inc,20110825,U.S. East Coast energy firms brace for Irene impact , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy firms on the U.S. East Coast braced on Thursday for a potentially devastating Hurricane Irene that could make landfall this weekend in North Carolina.,normal
D,Dominion Energy Inc,20110825,US nuclear regulator eyes new earthquake analyses , WASHINGTON  Aug 25 The U.S. nuclear safety regulator said on Thursday it plans to give a new tool for reviewing earthquake risks to operators of the country's fleet of 104 reactors later this year.,normal
D,Dominion Energy Inc,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,normal
D,Dominion Energy Inc,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
DCUD,Dominion Energy Inc,20110825,UPDATE 1-U.S. energy sector braces for direct hit from Irene , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy companies braced on Thursday for a potentially devastating Hurricane Irene that is barreling toward the most populated part of the United States.,topStory
DCUD,Dominion Energy Inc,20110825,U.S. East Coast energy firms brace for Irene impact , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy firms on the U.S. East Coast braced on Thursday for a potentially devastating Hurricane Irene that could make landfall this weekend in North Carolina.,normal
DCUD,Dominion Energy Inc,20110825,US nuclear regulator eyes new earthquake analyses , WASHINGTON  Aug 25 The U.S. nuclear safety regulator said on Thursday it plans to give a new tool for reviewing earthquake risks to operators of the country's fleet of 104 reactors later this year.,normal
DCUD,Dominion Energy Inc,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,normal
DCUD,Dominion Energy Inc,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
DRUA,Dominion Energy Inc,20110825,UPDATE 1-U.S. energy sector braces for direct hit from Irene , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy companies braced on Thursday for a potentially devastating Hurricane Irene that is barreling toward the most populated part of the United States.,topStory
DRUA,Dominion Energy Inc,20110825,U.S. East Coast energy firms brace for Irene impact , NEW YORK  Aug 25 From nuclear plants to pipelines and refineries  energy firms on the U.S. East Coast braced on Thursday for a potentially devastating Hurricane Irene that could make landfall this weekend in North Carolina.,normal
DRUA,Dominion Energy Inc,20110825,US nuclear regulator eyes new earthquake analyses , WASHINGTON  Aug 25 The U.S. nuclear safety regulator said on Thursday it plans to give a new tool for reviewing earthquake risks to operators of the country's fleet of 104 reactors later this year.,normal
DRUA,Dominion Energy Inc,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,normal
DRUA,Dominion Energy Inc,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
LLY,Eli Lilly and Company,20110825,UPDATE 1-Boehringer  Lilly win EU approval for diabetes pill , * Development pact struck in January   (Adds details  background),topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110825,Delta unveils order for 100 Boeing narrowbodies ,ATLANTA/CHICAGO Delta Air Lines Inc  said on Thursday it ordered 100 Boeing Co  Next-Generation 737-900ER airplanes valued at $8.5 billion as it looks to replace older aircraft with fuel-efficient models.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110825,UPDATE 3-Delta unveils order for 100 Boeing narrowbodies , * Order valued at $8.5 billion  (Adds analyst comment  Boeing orders),normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110825,Delta unveils order for 100 Boeing narrowbodies ,CHICAGO Delta Air Lines Inc  said on Thursday it ordered 100 Boeing Co  Next-Generation 737-900ER airplanes valued at $8.5 billion as part of the carrier's plan to replace its less-efficient domestic planes.,normal
ENB,Enbridge Inc,20110825,TSX may open little changed ahead of Fed chairman , Aug 25 Toronto's main stock index looked set to open little changed on Thursday as investors sought clarity over how firmly the U.S. Federal Reserve chairman might signal plans for renewed economic stimulus in a key speech on Friday.,topStory
ENB,Enbridge Inc,20110825,PRESS DIGEST - CANADA - Aug 25 , Aug 25 The following are top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,normal
ECA,Encana Corporation,20110825,Deals of the day -- mergers and acquisitions , (Adds PharMerica  Bloomberg  Verizon  Humana and others),topStory
ECA,Encana Corporation,20110825,UPDATE 3-Encana looks to sell North Texas assets , * Expects asset sale to be completed in late 2011 or early 2012,normal
ECA,Encana Corporation,20110825,TSX may open little changed ahead of Fed chairman , Aug 25 Toronto's main stock index looked set to open little changed on Thursday as investors sought clarity over how firmly the U.S. Federal Reserve chairman might signal plans for renewed economic stimulus in a key speech on Friday.,normal
E,ENI SpA,20110825,Libya rebel official aims for oil export in 2-3 months ,TRIPOLI The Libyan rebel government hopes to restart oil exports within two to three months and reach full volumes in about a year  Ali Tarhouni  the official in charge of financial and oil matters told Reuters from Libya's oil ministry in Tripoli.,topStory
E,ENI SpA,20110825,Libya rebel official aims for oil export in 2 weeks ,TRIPOLI The Libyan rebel government hopes to restart oil exports within two weeks and reach full volumes in about a year  Ali Tarhouni  the official in charge of financial and oil matters told Reuters.,normal
E,ENI SpA,20110825,Libyan rebel chief warns of disorder without help ,MILAN The head of Libya's rebel government warned on Thursday of dangerous destabilization in the country unless financial aid from the West arrives quickly to help restore services to the population.,normal
E,ENI SpA,20110825,UPDATE 2-Libyan rebel chief warns of disorder without help , MILAN  Aug 25 The head of Libya's rebel government warned on Thursday of dangerous destabilisation in the country unless financial aid from the West arrives quickly to help restore services to the population.,normal
E,ENI SpA,20110825,CORRECTED-UPDATE 1-Rebel leader warns of destabilisation without help , Aug 25     (Corrects figure for frozen assets in 4th graf),normal
E,ENI SpA,20110825,Libyan rebel leader warns of destabilization ,MILAN Libyan rebel government leader Mahmood Jibril warned on Thursday of dangerous destabilization without urgent financial help from the West to restore services and pay government salaries.,normal
E,ENI SpA,20110825,Italy business group slams energy tax  urges VAT hike , ROME  Aug 25 Italy's main business association urged the government on Thursday to scrap an austerity measure that raises a tax on energy companies and called for an increase in value added tax (VAT) instead.,normal
ETR,Entergy Corporation,20110825,Entergy settles complaint about quality control ,WASHINGTON Entergy Corp  the second-largest U.S. nuclear operator  has agreed to improve quality control and employee concerns programs at 11 nuclear power plants  the U.S. nuclear regulator said on Thursday.,topStory
ETR,Entergy Corporation,20110825,UPDATE 2-Entergy settles complaint about quality control , * Entergy to give training on reporting safety concerns,normal
ETR,Entergy Corporation,20110825,Entergy to improve quality control at nuke plants-NRC , WASHINGTON  Aug 23 Entergy Corp  agreed to improve its quality control and employee concerns programs at 11 nuclear power plants  the U.S. nuclear safety regulator said on Thursday.,normal
ETR,Entergy Corporation,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,normal
ETR,Entergy Corporation,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
EVR,Evercore Inc,20110825,Bloomberg to buy legal research firm for $990 million ,NEW YORK Bloomberg LP plans to buy legal tax and regulatory research company BNA for about $990 million as it shores up its legal business in a direct aim at rivals Thomson Reuters   and Reed Elsevier  .,topStory
EVR,Evercore Inc,20110825,UPDATE 2-Bloomberg to buy legal research firm for $990 mln , * Deal is expected to close this year  (Adds analyst comment),normal
EXC,Exelon Corporation,20110825,Dominion sends seismic data for analysis ,HOUSTON Dominion Resources workers were inspecting the North Anna nuclear power plant in Mineral  Virginia on Wednesday  a day after the largest earthquake to hit the U.S. East Coast in six decades knocked both reactors offline  the company said.,topStory
EXC,Exelon Corporation,20110825,UPDATE 2-Dominion sends seismic data for analysis , * NRC has not decided whether to hold special inspection  (Adds company comment  byline),normal
XOM,Exxon Mobil Corporation,20110825,Newsmaker: Steve Jobs has a different operating system ,SAN FRANCISCO Hard to understand  difficult to work with and deemed irreplaceable by many Apple fans and investors  Steve Jobs has made a life defying conventions and expectations.,topStory
XOM,Exxon Mobil Corporation,20110825,Workers strike at Exxon's Papua New Guinea LNG site , PERTH  Aug 25 Workers at Exxonmobil's  Papua New Guinea PNG LNG plant site have been on strike since Monday  the company said on Thursday  but said it does not expect the action to delay the $15 billion project.,normal
XOM,Exxon Mobil Corporation,20110825,Regulators weigh more rules for natural gas pipelines ,WASHINGTON U.S. regulators sought public input on Wednesday about the need for increased oversight of the country's natural gas pipelines  as part of a push to strengthen safety after several deadly accidents.,normal
F,Ford Motor Company,20110825,GM  LG to jointly develop electric cars ,DETROIT General Motors Co and LG Corp have struck a deal to develop electric cars together  a first-of-its-kind alliance between the top U.S. automaker and a leading Korean conglomerate that represents a major bet on battery technology.,topStory
F,Ford Motor Company,20110825,UPDATE 2-GM  LG to jointly develop electric cars ,   * Deal expands existing battery supply contract for Volt,normal
FMS,Fresenius Medical Care Corporation,20110825,ADR Report-Foreign shares slide on German jitters , NEW YORK  Aug 25 U.S.-traded shares of overseas companies fell across the board on Thursday as talk of an imminent ban on short-selling in Germany  later denied  rattled equity investors.,topStory
GEK,General Electric Capital Corporation,20110825,Analysis: Where does Jobs stand among America's iconic CEOs? ,NEW YORK The question is not whether Steve Jobs is an iconic CEO  but where Apple Inc's  co-founder ranks in the pantheon of business leaders who have carved out a place in history.,topStory
GEK,General Electric Capital Corporation,20110825,CORRECTED - FACTBOX-Biggest changes in NYSE short interest ,(Corrects to remove Hartford Financial  from largest increases list  as increase in short interest was not in common shares but in company warrants),normal
GEK,General Electric Capital Corporation,20110825,Warren Buffett to invest $5 billion in Bank of America ,NEW YORK/CHARLOTTE  North Carolina Warren Buffett will invest $5 billion in Bank of America Corp  stepping in to shore up the largest U.S. bank in the same way he helped prop up Goldman Sachs and General Electric during the financial crisis. | Video ,normal
GEK,General Electric Capital Corporation,20110825,Investors who follow Buffett in BofA may be sorry ,BOSTON Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp investors may find it a lot tougher.,normal
GEK,General Electric Capital Corporation,20110825,Investors who follow Buffett in BofA may be sorry , BOSTON  Aug 25 Following Warren Buffett is usually an easy way to make money  but in the case of the oracle's investment in Bank of America Corp  investors may find it a lot tougher.,normal
GEK,General Electric Capital Corporation,20110825,Boeing's novel Dreamliner set to gain US safety OK , * Boeing reworked fuselage  received six safety exemptions,normal
GEK,General Electric Capital Corporation,20110825,REFILE-UPDATE 6-Warren Buffett to invest $5 bln in BofA , * BofA shares rise but then give up most of their gains  (Adds details on BofA trading  capital position),normal
GEK,General Electric Capital Corporation,20110825,FACTBOX-Warren Buffett's preferred stock deals , NEW YORK  Aug 25 Billionaire investor Warren Buffett struck a deal to invest $5 billion in Bank of America Corp  on Thursday  a vote of confidence as the bank battles losses in its mortgage division. [ID:nN1E77O0PL],normal
GEK,General Electric Capital Corporation,20110825,FACTBOX-Biggest changes in NYSE short interest , NEW YORK  Aug 25 The New York Stock Exchange on Thursday released details on short interest increases and decreases during the first half of August.,normal
GEK,General Electric Capital Corporation,20110825,Buffett's BofA stake stirs memories for GE holders ,BOSTON News that Warren Buffett is riding to Bank of America Corp's  rescue with a $5 billion investment likely stirred memories for shareholders of General Electric Co .,normal
GE,General Electric Company,20110825,Analysis: Where does Jobs stand among America's iconic CEOs? ,NEW YORK The question is not whether Steve Jobs is an iconic CEO  but where Apple Inc's  co-founder ranks in the pantheon of business leaders who have carved out a place in history.,topStory
