ATVI,Activision Blizzard Inc,20110921,EA wants Facebook's users  $3 billion in digital sales ,NEW YORK Electronic Arts Inc may never recover its Silicon Valley swagger. But maybe it doesn't have to  its top executive says.,topStory
DAL,Delta Air Lines Inc,20110921,German airlines cut capacity as customers hesitate ,FRANKFURT Germany's two largest airlines said on Wednesday they were cutting capacity and fleets to salvage profits  as economic turbulence hits bookings numbers and prompts customers to put off booking flights until the last minute.,topStory
DAL,Delta Air Lines Inc,20110921,UPDATE 2-German airlines cut capacity as customers hesitate , * Lufthansa shares tumble further 4 pct   (Recasts  adds Lufthansa  Air Berlin CEO and CFO comments),normal
DB,Deutsche Bank AG,20110921,INSIGHT-Fed's new rate policy twists insurers into a knot , * Insurers stuck with fixed payouts on policies  annuities,topStory
DB,Deutsche Bank AG,20110921,Bank prop trading is dead  long live Delta One ,LONDON Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,normal
DB,Deutsche Bank AG,20110921,Bank prop trading is dead  long live Delta One , LONDON  Sept 21 Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,normal
DB,Deutsche Bank AG,20110921,Banks told liquidity rule won't be dismantled , FRANKFURT/LONDON  Sept 21 Banks must not assume a tough new liquidity requirement aimed at ensuring they can better withstand a crisis will be watered down  a top regulator said  as lenders continue to push for a loosening in planned crackdowns.,normal
DB,Deutsche Bank AG,20110921,WRAPUP 1-Commerzbank CEO says Europe needs fiscal union , * Monetary union fails without fical union-Commerzbank CEO,normal
DB,Deutsche Bank AG,20110921,Euro debt woes fan profit headwind-Commerzbank CEO , FRANKFURT  Sept 21 Market volatility linked to the euro area sovereign debt crisis is creating headwinds for Commerzbank's earnings goals  the chief executive of Germany's No. 2 lender said.,normal
DB,Deutsche Bank AG,20110921,UPDATE 1-Unsecured lending market frozen - Deutsche Bank , * Says investors sceptical about European sector overall,normal
DB,Deutsche Bank AG,20110921,Deutsche Bank fights for profit goals , FRANKFURT  Sept 21 Deutsche Bank  Chief Financial Officer Stefan Krause said a deteriorated business environment was making it increasingly difficult for Germany's biggest lender to reach its 2011 profit targets.,normal
DB,Deutsche Bank AG,20110921,German stocks - Factors to watch on September 21 , FRANKFURT  Sept 21  The DAX top-30 index  looked set to open 0.4 percent lower on Wednesday  according to premarket data from brokerage Lang & Schwarz at 0615 GMT.,normal
DB,Deutsche Bank AG,20110921,Barclays poaches Deutsche's equities team in S.Korea , HONG KONG  Sept 21 Barclays Capital (Barcap) has hired nine staff for its South Korean equities team  the company said in a statement on Wednesday. Eight of the nine staff previously worked with Deutsche Bank AG   said Barcap  investment banking arm of British bank Barclays Plc .,normal
DIN,DineEquity Inc,20110921,Criminal probe targets seven Midwest IHOPs ,Federal agents executed search warrants against seven IHOP restaurants owned by a single franchisee in Ohio and Indiana  a spokesman for parent company DineEquity Inc said on Wednesday.,topStory
DIN,DineEquity Inc,20110921,UPDATE 1-U.S. criminal probe targets 7 Midwest IHOPs , * FBI  IRS  ICE agents involved in ongoing criminal probe,normal
DIN,DineEquity Inc,20110921,Federal agents target 7 IHOP eateries in Midwest ,Federal agents are investigating seven IHOP restaurants owned by a single franchisee in Ohio and Indiana  a spokesman for parent company DineEquity Inc told Reuters on Wednesday.,normal
DIN,DineEquity Inc,20110921,Federal agents target 7 IHOP eateries in US Midwest , Sept 21 Federal agents are investigating seven IHOP restaurants owned by a single franchisee in Ohio and Indiana  a spokesman for parent company DineEquity Inc  told Reuters on Wednesday.,normal
DFS,Discover Financial Services,20110921,Heartland Payment sees growth in market share  margins ,Payment processor Heartland Payment Systems Inc  sees scope for growing its market share and margins at a time when the sluggish U.S. economy is expected to hurt its larger rivals.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110921,Mitsubishi Heavy plans to form jet leasing co: report ,Mitsubishi Heavy Industries Ltd  plans to form an aircraft leasing company with the Japanese government in a bid to loan its regional jets to smaller airlines  the Nikkei business daily reported.,topStory
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110921,UPDATE 1-Mitsubishi Heavy plans to form jet leasing co - Nikkei , Sept 22 Mitsubishi Heavy Industries Ltd  plans to form an aircraft leasing company with the Japanese government in a bid to loan its regional jets to smaller airlines  the Nikkei business daily reported.,normal
ERJ,Embraer-Empresa Brasileira de Aeronautica,20110921,Embraer sees China buying 975 regional jets by 2030 , * Brazil's Embraer estimates total demand for China market,normal
EMR,Emerson Electric Company,20110921,UPDATE 2-ITW sales growth slows  keeps profit forecast , * Industrial packaging  power systems sales growth slows,topStory
ENB,Enbridge Inc,20110921,Enbridge to ration space on three lines in October , Sept 21 Enbridge Inc  said on Wednesday it would ration space on three lines on its massive export system for October due to high nominations and capacity restrictions.,topStory
ENB,Enbridge Inc,20110921,Destin-Miss. gas plant force majeure to lift Friday , NEW YORK  Sept 21 Destin Pipeline Co LLC on Wednesday said repairs were complete on the Pascagoula natural gas processing plant in Mississippi and force majeure would be terminated on Friday.,normal
E,ENI SpA,20110921,Libya proposes ex-Eni executive for oil minister , TRIPOLI  Sept 21 Libya's interim prime minister has proposed a former executive from Eni become minister for oil  highlighting the Italian firm's leading role in an oil industry desperate for a quick restart after seven months of war.,topStory
E,ENI SpA,20110921,UPDATE 2-Inpex  Statoil among winners of 9 Indonesia oil  gas blocks , JAKARTA  Sept 21 Japan's Inpex Corp won the Babar Selaru oil and gas block in Indonesia's first bidding round this year  in which eight other blocks were awarded to investors who committed to spend a total of $106 million in the first three years of exploration.,normal
E,ENI SpA,20110921,Indonesia BPMigas says Eni's Jangkrik gas block starts 2015 , JAKARTA  Sept 21 Indonesia's oil and gas regulator BPMigas said on Wednesday  Italian energy firm ENI's  gas project in Jangkrik Block  in the Muara Bakau permit area off Borneo  will start production in 2015 and will sell 300-400 million cubic feet (mmcfd) to the Bontang LNG plant.,normal
EOG,EOG Resources Inc,20110921,Sand mining emerges as another fracking threat ,HOUSTON Fracking  the latest craze in the quest to produce oil and gas  has been blamed for environmental problems ranging from flammable tap water to minor earthquakes. Now a new risk is emerging: sand mining.,topStory
EOG,EOG Resources Inc,20110921,Sand mining emerges as another US fracking threat , HOUSTON  Sept 21 Fracking  the latest craze in the quest to produce oil and gas  has been blamed for environmental problems ranging from flammable tap water to minor earthquakes. Now a new risk is emerging: sand mining.,normal
XOM,Exxon Mobil Corporation,20110921,Venezuela has proposed $1 billion compensation for Exxon ,CARACAS Venezuela has proposed paying Exxon Mobil Corp. $1 billion in compensation for the nationalization of its assets in 2007  much less than the U.S. oil giant wanted  the energy minister said on Wednesday.,topStory
XOM,Exxon Mobil Corporation,20110921,UPDATE 2-Venezuela has proposed $1 bln compensation for Exxon , * Ramirez says no side negotiations going on  (Recasts  adds quotes  background  byline),normal
XOM,Exxon Mobil Corporation,20110921,Venezuela has proposed $1 bln compensation for Exxon , CARACAS  Sept 21 Venezuela's energy minister said on Wednesday that the country had proposed paying U.S. oil giant Exxon Mobil Corp.  $1 billion in compensation for the nationalization of its assets in 2007.,normal
XOM,Exxon Mobil Corporation,20110921,US Cash Products-Midwest gasoline down on lower demand , * Gulf Coast gasoline steady as supply up  (Updates with end-day prices),normal
XOM,Exxon Mobil Corporation,20110921,UPDATE 6-Apache buying Exxon North Sea assets for $1.75 bln , * Apache shares up 0.2 percent; Exxon off 0.5 percent  (Adds deal metrics  updates share price),normal
XOM,Exxon Mobil Corporation,20110921,CORRECTED-UPDATE 2-Elevance Renewable Sciences files for $100 mln IPO , * Morgan Stanley  J.P. Morgan  Jefferies  Piper Jaffray  Raymond James underwriting IPO,normal
XOM,Exxon Mobil Corporation,20110921,UPDATE 1-ExxonMobil Chemical to build synthetic lubricant plant , * Facility will have an annual production capacity of 50 000 tons,normal
XOM,Exxon Mobil Corporation,20110921,UPDATE 2-Inpex  Statoil among winners of 9 Indonesia oil  gas blocks , JAKARTA  Sept 21 Japan's Inpex Corp won the Babar Selaru oil and gas block in Indonesia's first bidding round this year  in which eight other blocks were awarded to investors who committed to spend a total of $106 million in the first three years of exploration.,normal
XOM,Exxon Mobil Corporation,20110921,Apache achète des actifs d'Exxon en Mer du nord pour $1 75 md , 21 septembre Le pétrolier américain Apache  a annoncé mercredi qu'il rachetait à son compatriote ExxonMobil des actifs dans la Mer du nord pour 1 75 milliard de dollars.,normal
XOM,Exxon Mobil Corporation,20110921,Indonesia BPMigas names contractor for Exxon's Cepu block , JAKARTA  Sept 21 Indonesia's BPMigas has appointed Jakarta-based Scorpa Pranedya as one of the contractors to build five facilities at the giant Cepu oil and gas block  chairman of the energy regulator said on Wednesday  as the project enters full development phase.,normal
FII,Federated Investors Inc,20110921,Money funds look for yield boost from Fed action ,The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,topStory
FII,Federated Investors Inc,20110921,Money funds look for yield boost from Fed action , Sept 21 The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,normal
FMX,Fomento Economico Mexicano SAB de CV,20110921,Mexico's Coke Femsa to close CIMSA buy in 2011 , MEXICO CITY  Sept 21 Latin America's top coke bottler Coca-Cola Femsa  will close its acquisition of family-owned bottler Grupo CIMSA this year and could consider other deals  executives said on Wednesday.,topStory
F,Ford Motor Company,20110921,UPDATE 1-UAW  Chrysler agree to extend contract talks , DETROIT  Sept 21 The United Auto Workers and Chrysler Group LLC have agreed to extend contract talks beyond a midnight Wednesday deadline as they negotiate toward a tentative agreement  the union said on Wednesday.,topStory
F,Ford Motor Company,20110921,UPDATE 2-Chrysler Michigan plant closed by parts shortage ,   * Chrysler Mich.  plant returns to regular schedule Monday,normal
F,Ford Motor Company,20110921,UAW shifts focus to Chrysler and Marchionne ,DETROIT With a tentative agreement with General Motors Co  in hand  the United Auto Workers union shifts its focus to Chrysler Group LLC where a one-week contract extension will expire late Wednesday.,normal
F,Ford Motor Company,20110921,UAW shifts focus to Chrysler  Marchionne , * Chrysler wants pledge on fixed costs beyond 2015-source,normal
FCX,Freeport-McMoran Inc,20110921,UPDATE 4-Indonesia strike hits copper  gold sales-Freeport , * Stock down over 5 percent  (Adds Peru miners to strike  stock move),topStory
FCX,Freeport-McMoran Inc,20110921,Freeport Peru miners plan strike next Wednesday , LIMA  Sept 21 Workers at Peru's Cerro Verde mine  which yields 2 percent of the world's copper  have pushed back the start date for an indefinite strike to next Wednesday from next Tuesday  a union leader said.,normal
FCX,Freeport-McMoran Inc,20110921,UPDATE 1-Strike limiting copper shipments -Freeport Indonesia , * Union pushing for six-fold pay increase   (Adds details  quotes),normal
FCX,Freeport-McMoran Inc,20110921,Freeport Indonesia says strike limits mining  shipping , JAKARTA  Sept 21 Freeport Indonesia said on Wednesday that a strike at its giant Grasberg copper and gold mine had caused limited mining  processing and shipping of concentrate.,normal
GIS,General Mills Inc,20110921,General Mills profit beats  affirms 2012 view ,General Mills Inc reported a  better-than-expected quarterly profit on Wednesday  as price increases helped it contend with the much higher ingredient and fuel costs that ate into its margins.,topStory
GIS,General Mills Inc,20110921,UPDATE 3-General Mills profit helped by cost cuts  brands , * Q1 net sales up 8.9 pct  (Adds analyst comment  ConAgra comparison  byline),normal
GM,General Motors Company,20110921,UPDATE 1-UAW  Chrysler agree to extend contract talks , DETROIT  Sept 21 The United Auto Workers and Chrysler Group LLC have agreed to extend contract talks beyond a midnight Wednesday deadline as they negotiate toward a tentative agreement  the union said on Wednesday.,topStory
GM,General Motors Company,20110921,UPDATE 2-Chrysler Michigan plant closed by parts shortage ,   * Chrysler Mich.  plant returns to regular schedule Monday,normal
GM,General Motors Company,20110921,Struggling Saab wins reprieve  eyes job cuts ,AMSTERDAM/TROLLHATTAN  Sweden Struggling car maker Saab  launched a cost-cutting plan to secure its survival on Wednesday after a court gave it temporary protection from creditors while the company waits for long-term Chinese investment to come through.,normal
GM,General Motors Company,20110921,UPDATE 4-Struggling Saab wins reprieve  eyes job cuts , * Gives breathing space to develop long-term plan   (Adds cost-cutting plan),normal
GM,General Motors Company,20110921,US STOCKS-Wall St set to open flat ahead of Fed statement , * Futures: S&P off 0.2 pts  Dow off 28 pts  Nasdaq up 1.75,normal
GM,General Motors Company,20110921,US STOCKS-Futures dip as investors await Fed statement , * Futures off: S&P 6 pts  Dow 33 pts  Nasdaq 12.75 pts,normal
GM,General Motors Company,20110921,UAW shifts focus to Chrysler and Marchionne ,DETROIT With a tentative agreement with General Motors Co  in hand  the United Auto Workers union shifts its focus to Chrysler Group LLC where a one-week contract extension will expire late Wednesday.,normal
GM,General Motors Company,20110921,UAW shifts focus to Chrysler  Marchionne , * Chrysler wants pledge on fixed costs beyond 2015-source,normal
GM,General Motors Company,20110921,Opel labor rep says SAIC should get Opel stake ,FRANKFURT Opel's labor chief called for U.S. carmaker General Motors Co  to offer shares in Opel to its joint venture partner Shanghai Automotive Industry Corporation (SAIC) in a renewed push for more independence.,normal
GM,General Motors Company,20110921,US STOCKS-Futures flat ahead of Fed statement , * Markets anticipate modest monetary easing from the Fed,normal
GSK,GlaxoSmithKline PLC,20110921,U.S. health officials push flu shots for all , CHICAGO  Sept 21 U.S. health officials are looking to capitalize on significant gains in flu vaccination rates with a new campaign emphasizing the need for all Americans over six months of age to get a flu shot.,topStory
GSK,GlaxoSmithKline PLC,20110921,China "stem cell therapies" offer heartbreak for many ,HONG KONG Chinese hotel manager Hong Chun had trouble using chopsticks after a minor stroke and sought treatment at a large Shanghai hospital where doctors injected what they said were donor stem cells into his spinal cord and buttocks  according to his father and cousin.,normal
GSK,GlaxoSmithKline PLC,20110921,Deals of the day - mergers and acquisitions , Sept 21 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Wednesday:,normal
GPN,Global Payments Inc,20110921,Heartland Payment sees growth in market share  margins ,Payment processor Heartland Payment Systems Inc  sees scope for growing its market share and margins at a time when the sluggish U.S. economy is expected to hurt its larger rivals.,topStory
GOL,Gol Linhas Aereas Inteligentes SA,20110921,STXNEWS LATAM-Gol shares rise after Anac approves Webjet buy , Shares of Brazilian airline Gol  gained 4.3 percent on Wednesday after the country's civil aviation authority Anac approved its purchase of rival Webjet. Gol announced in July plans to buy the airline for 311 million reais ($171 million) and assume debts of around 200 million reais. The deal still requires approval by Brazil's antitrust authority Cade. Reuters Messaging: brad.c.haynes.thomsonreuters.com@reuters.net,topStory
GFI,Gold Fields Limited,20110921,Gold Fields' Philippine mine cost seen up to $2 bln-govt , MANILA  Sept 21 South Africa's Gold Fields Ltd  could invest up to $2 billion to develop a gold and copper prospect in the Philippines  a government official said on Wednesday  although the company said it was far too early for such estimates.,topStory
GFI,Gold Fields Limited,20110921,UPDATE 1-Gold Fields spends $66 mln on Philippines project , * Down payment is non-refundable   (Adds quote  background),normal
GFI,Gold Fields Limited,20110921,Gold Fields makes $66 mln payment on Philippines project , JOHANNESBURG  Sept 21 Gold Fields   the world's fourth largest gold miner  said on Wednesday it had made a non-refundable down payment of $66 million for an option to acquire a 6o percent interest in an undeveloped gold-copper deposit in the Philippines.,normal
GS,Goldman Sachs Group Inc (The),20110921,Ex-Goldman employee charged with insider trading ,WASHINGTON U.S. regulators on Wednesday charged a former Goldman Sachs employee  and his father with insider trading on confidential information about Goldman's exchange-traded fund strategy.,topStory
GS,Goldman Sachs Group Inc (The),20110921,UPDATE 3-Ex-Goldman employee charged with insider trading , * SEC says they traded based on Goldman ETF information,normal
GS,Goldman Sachs Group Inc (The),20110921,U.S. sees challenges in some financial cases ,WASHINGTON The government is continuing an aggressive drive to hold accountable those responsible for the 2007-2009 financial crisis  but prosecutors may find it tough to prove criminal intent in some cases  a top Justice Department official said in an interview.,normal
GS,Goldman Sachs Group Inc (The),20110921,Bond giant PIMCO closing in on first bank deal ,NEW YORK A $2.3 billion investment fund managed by bond giant Pacific Investment Management Co that is largely targeting distressed U.S. banks is trying to get regulatory approval for one of its first major transactions -- a deal involving a North Carolina community bank.,normal
GS,Goldman Sachs Group Inc (The),20110921,Bond giant PIMCO closing in on first bank deal , * PIMCO expanding its businesses  including hedge funds,normal
GS,Goldman Sachs Group Inc (The),20110921,Ex-Goldman employee charged with insider trading ,WASHINGTON U.S. regulators charged a former Goldman Sachs employee and his father with insider trading on confidential information about Goldman's exchange-traded fund strategy.,normal
GS,Goldman Sachs Group Inc (The),20110921,Ex-Goldman employee charged with insider trading ,WASHINGTON A former Goldman Sachs employee  and his father were charged by U.S. regulators with insider trading related to confidential information about trading strategies for exchange-traded funds.,normal
GS,Goldman Sachs Group Inc (The),20110921,SEC charges ex-Goldman employee with insider trading , WASHINGTON  Sept 21 U.S. securities regulators on Wednesday charged a former Goldman Sachs  employee and his father with insider trading on confidential information about Goldman's trading strategies regarding exchange-traded funds.,normal
GS,Goldman Sachs Group Inc (The),20110921,Bipartisan support grows for capital-raising bills ,WASHINGTON Federal lawmakers expressed bipartisan support on Wednesday for several legislative proposals to ease regulatory burdens for small companies struggling to raise capital in the face of a battered economy.,normal
GS,Goldman Sachs Group Inc (The),20110921,Bipartisan support grows for capital-raising bills , * Proposals would ease regulatory burdens for small firms,normal
TV,Grupo Televisa SA,20110921,DIARY - Mexico and Central America - to Oct 14 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST      PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2          ,topStory
HAL,Halliburton Company,20110921,BP oil spill poses long-term threat - US study , MOBILE  Ala.  Sept 20 Oil mats submerged in the seabed more than a year after the biggest oil spill in U.S. history pose a long-term threat to coastal ecosystems across the northern Gulf of Mexico  according to Auburn University researchers.,topStory
HL,Hecla Mining Company,20110921,RPT-As with gold  miners bullish on silver prices , (Repeats story originally published Sept. 20 with no changes),topStory
HL,Hecla Mining Company,20110921,As with gold  miners bullish on silver prices , COLORADO SPRINGS  Colo.  Sept 20 All that glitters is not just gold  with prices for silver also expected to strongly rise within the year due to a worsening economic landscape.,normal
HON,Honeywell International Inc,20110921,US architecture billings index rebounds in August , NEW YORK  Sept 21 A leading indicator of U.S. nonresidential construction activity surprisingly rebounded last month after four months of declines  an architects' trade group said on Wednesday.,topStory
HPQ,HP Inc,20110921,HP may oust CEO  hire eBay veteran: source ,Hewlett-Packard Co's board convened on Wednesday to consider ousting Chief Executive Officer Leo Apotheker after less than a year on the job and replacing him temporarily with former eBay CEO Meg Whitman  a source familiar with the matter said.,topStory
HPQ,HP Inc,20110921,UPDATE 4-HP's board may oust CEO  hire eBay vet -source , * Wall Street roars approval  shares close 6.6 pct higher,normal
HPQ,HP Inc,20110921,US STOCKS-Wall St sinks after Fed statement cites 'risks' , * Dow off 2.5 pct  S&P off 2.9 pct  Nasdaq off 2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates to close),normal
HPQ,HP Inc,20110921,Is HP competing for "worst board ever" honors? ,If the board of Hewlett-Packard Co is not already ranked as one of the worst in corporate America  there are some who think it could be a contender.,normal
HPQ,HP Inc,20110921,Is HP competing for 'worst board ever' honors? , Sept 21 If the board of Hewlett-Packard Co  is not already ranked as one of the worst in corporate America  there are some who think it could be a contender.,normal
HPQ,HP Inc,20110921,US STOCKS-Wall St extends losses after Fed statement , * Dow off 0.9 pct  S&P off 1.2 pct  Nasdaq off 0.2 pct * For up-to-the-minute market news see [STXNEWS/US]  (Updates with Fed statement  changes byline),normal
HPQ,HP Inc,20110921,HP board meeting on Wed.  considering CEO change , SAN FRANCISCO  Sept 21 Hewlett-Packard Co's  board of directors is meeting on Wednesday to consider whether to replace Chief Executive Leo Apotheker and whether to name former eBay  CEO Meg Whitman  who is a current HP director  to replace him  a source familiar with the matter said.,normal
HPQ,HP Inc,20110921,HP's board considers ousting CEO -Bloomberg , Sept 21 Hewlett-Packard Co's  board is considering ousting Chief Executive Officer Leo Apotheker after less than a year on the job and replacing him temporarily with former eBay  CEO Meg Whitman  Bloomberg cited two sources familiar with the matter as saying.,normal
HPQ,HP Inc,20110921,Quanta says Taiwan staff down as client orders fall ,TAIPEI Quanta Computer Inc  the world's largest PC contract maker  said on Wednesday that employees at its Taiwan production line number less than 2 000  down from about 3 000 in the first half  following a decline in client orders.,normal
HPQ,HP Inc,20110921,UPDATE 1-Quanta says Taiwan staff down as client orders fall , * Quanta's Taiwan staff now fewer than 2 000  from 3 000 in H1,normal
HSBC,HSBC Holdings plc,20110921,First ever bond for Bosch Siemens is "Dim Sum" , FRANKFURT  Sept 21 A leading German white goods manufacturer owned by industrial conglomerates Siemens  and Bosch borrowed 2 billion yuan ($313.3 million) on the offshore renminbi bond market in Hong Kong  the firm's first ever debt issue.,topStory
HSBC,HSBC Holdings plc,20110921,UK's Pinnacle tower to rise on funding deal-source , * Deal will mean construction work can start in earnest,normal
HSEA,HSBC Holdings plc,20110921,First ever bond for Bosch Siemens is "Dim Sum" , FRANKFURT  Sept 21 A leading German white goods manufacturer owned by industrial conglomerates Siemens  and Bosch borrowed 2 billion yuan ($313.3 million) on the offshore renminbi bond market in Hong Kong  the firm's first ever debt issue.,topStory
HSEA,HSBC Holdings plc,20110921,UK's Pinnacle tower to rise on funding deal-source , * Deal will mean construction work can start in earnest,normal
HSEB,HSBC Holdings plc,20110921,First ever bond for Bosch Siemens is "Dim Sum" , FRANKFURT  Sept 21 A leading German white goods manufacturer owned by industrial conglomerates Siemens  and Bosch borrowed 2 billion yuan ($313.3 million) on the offshore renminbi bond market in Hong Kong  the firm's first ever debt issue.,topStory
HSEB,HSBC Holdings plc,20110921,UK's Pinnacle tower to rise on funding deal-source , * Deal will mean construction work can start in earnest,normal
IBN,ICICI Bank Limited,20110921,ICICI Sec  Oppenheimer to tie up for broking  wealth services , MUMBAI  Sept 21 Indian investment bank ICICI Securities has signed an agreement to form a strategic alliance with U.S.-based Oppenheimer & Co Inc for business opportunities in the United States and India  it said on Wednesday.,topStory
ITW,Illinois Tool Works Inc,20110921,UPDATE 2-ITW sales growth slows  keeps profit forecast , * Industrial packaging  power systems sales growth slows,topStory
IBM,International Business Machines Corporation,20110921,Microsoft boosts dividend 25 percent ,Microsoft Corp announced a 25 percent increase in its quarterly dividend on Tuesday to 20 cents per share  as the technology giant hands more cash back to shareholders frustrated with its stagnant share price.,topStory
ITUB,Itau Unibanco Banco Holding SA,20110921,DealTalk: Could BRIC banks ride to Europe's rescue? ,LONDON Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,topStory
ITUB,Itau Unibanco Banco Holding SA,20110921,DEALTALK-Could BRIC banks ride to Europe's rescue? , LONDON  Sept 21 Top banks in China  Brazil and Russia are likely to be sizing up whether Europe's ailing banks are ripe for picking  though the eurozone's deep problems and grim growth prospects are expected to deter all but the most brave or ambitious.,normal
JPM,J P Morgan Chase & Co,20110921,Moody's downgrades big banks on changed policy ,Moody's Investors Service lowered debt ratings for Bank of America Corp  Citigroup Inc and Wells Fargo & Co on Wednesday  saying the U.S. government is getting less comfortable with bailing out large troubled lenders.,topStory
JPM,J P Morgan Chase & Co,20110921,UPDATE 4-Moody's downgrades big banks on changed US policy , * Moody's sees US government less open to too-big-to-fail,normal
JPM,J P Morgan Chase & Co,20110921,Heartland Payment sees growth in market share  margins ,Payment processor Heartland Payment Systems Inc  sees scope for growing its market share and margins at a time when the sluggish U.S. economy is expected to hurt its larger rivals.,normal
JPM,J P Morgan Chase & Co,20110921,Bank prop trading is dead  long live Delta One ,LONDON Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,normal
JPM,J P Morgan Chase & Co,20110921,Bank prop trading is dead  long live Delta One , LONDON  Sept 21 Investment banks continue to gamble their own money on financial markets  hiding behind clients  in a widespread practice that risks the wrath of regulators  particularly after Swiss bank UBS lost $2.3 billion in rogue-trading.,normal
JPM,J P Morgan Chase & Co,20110921,Regulators split on hedging under Volcker rule ,WASHINGTON/NEW YORK Regulators hashing out the details of a new ban on proprietary trading are wrestling with internal disagreements over how much leeway to give banks when it comes to their ability to hedge risk  according to people familiar with the negotiations.,normal
JPM,J P Morgan Chase & Co,20110921,Banks share over $60 mln in SAB/Foster's deal fees , LONDON  Sept 21 Global brewer SABMiller  raised its bid to buy Foster's Group for A$9.9 billion ($10.2 billion) on Wednesday  netting the target's advisers several million dollars in extra fees.,normal
JPM,J P Morgan Chase & Co,20110921,Ex-JPMorgan prime broker starts hedge fund advisory ,TOKYO A former prime brokerage executive at JPMorgan Chase & Co  has set up a hedge fund advisory firm in Japan  betting on growth in alternative markets as Japanese investors seek higher returns than those offered by conventional investments.,normal
JPM,J P Morgan Chase & Co,20110921,Asia hedge funds net $500 mln in Aug  assets at 32-mth highs , * Net inflows so far in 2011 at $7 bln vs $4 bln in 2010,normal
JPM,J P Morgan Chase & Co,20110921,Exclusive: Guggenheim reorganizes  phases out Rydex ETF ,NEW YORK Guggenheim Partners LLC is merging 11 asset management businesses into a new $119 billion firm as part of a rebranding effort to attract financial advisers and institutional clients.,normal
JCP,JC Penney Company Inc Holding Company,20110921,Schmidt says Google has not cooked search results ,WASHINGTON Google Inc has not cooked its search results to favor its own products and listings  Executive Chairman Eric Schmidt told a U.S. Senate hearing looking into whether the search giant abuses its power.,topStory
JCP,JC Penney Company Inc Holding Company,20110921,UPDATE 4-Schmidt says Google has not cooked search results , * Senator Lee: Google decides who wins  fails on Internet,normal
JCP,JC Penney Company Inc Holding Company,20110921,Schmidt confident regulators will clear Google , * Expedia representative to say Google abuses dominance,normal
JLL,Jones Lang LaSalle Incorporated,20110921,UPDATE 1-Qatar's Al Faisal Holding buys W London Hotel , * W London Hotel bought from McAleer & Rushe for 200 mln stg,topStory
KKR,KKR & Co LP,20110921,UPDATE 1-Fortis Healthcare ends Acibadem talks - source , * Acibadem getting interest from other PE - banking source   (Adds detail  background),topStory
KSS,Kohl&#39;s Corporation,20110921,Holiday retail sales expected to be tepid ,U.S. retailers may see more moderate sales gains this holiday season as persistently high unemployment and steeper gasoline and grocery prices prompt shoppers to think twice about spending  according to early forecasts.,topStory
KSS,Kohl&#39;s Corporation,20110921,UPDATE 4-U.S. holiday retail sales expected to be tepid , * ShopperTrak forecasts U.S. holiday retail sales up 3 pct,normal
LLL,L3 Technologies Inc,20110921,U.S. court dismisses Iraq contractor torture cases ,WASHINGTON A U.S. appeals court on Wednesday dismissed lawsuits claiming employees of two defense contractors conspired to torture and abuse Iraqis at the Abu Ghraib prison near Baghdad and at other locations.,topStory
LLL,L3 Technologies Inc,20110921,US court dismisses Iraq contractor torture cases , WASHINGTON  Sept 21 A U.S. appeals court on Wednesday dismissed lawsuits claiming employees of two defense contractors conspired to torture and abuse Iraqis at the Abu Ghraib prison near Baghdad and at other locations.,normal
LEN,Lennar Corporation,20110921,"Buying frenzy" lawsuit vs homebuilders revived ,A federal appeals court revived a lawsuit by homeowners who accused eight major homebuilders of causing them to overpay for their homes by marketing nearby houses to high-risk borrowers who later went into foreclosure.,topStory
LEN,Lennar Corporation,20110921,UPDATE 3-"Buying frenzy" lawsuit vs U.S. homebuilders revived , * DR Horton  Lennar  PulteGroup  5 other homebuilders sued,normal
LYG,Lloyds Banking Group Plc,20110921,Deals of the day - mergers and acquisitions , Sept 21 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 0900 GMT on Wednesday:,topStory
