ACIW,ACI Worldwide Inc,20110726,UPDATE 3-ACI Worldwide offers to buy S1 Corp; Fundtech deal in doubt , * Says offer gives more value than S1's Fundtech merger plan,topStory
FCX,Freeport-McMoran Inc,20110726,REFILE-Copper concentrate supply to China seen up in Q4 2012 on Oyu Tolgoi , (Refiles to fix typo to way  not was  in first paragraph.),normal
GNK,Genco Shipping & Trading Limited Warrants Expiring 12/31/2021 ,20110726,UPDATE 1-Genco Shipping Q2 profit beats Street , * Shares up 4 pct in extended trading   (Follows alerts),topStory
GEK,General Electric Capital Corporation,20110726,GE scraps railcar unit auction again ,NEW YORK General Electric Co  said on Tuesday it decided not to sell its railcar leasing business  making it the second time in three years the U.S. conglomerate has auctioned the roughly $3 billion unit only to pull back.,topStory
GEK,General Electric Capital Corporation,20110726,UPDATE 4-GE scraps railcar unit auction again , * GE to begin investing in unit again  (Rewrites first paragraph  adds details from GE memo),normal
GEK,General Electric Capital Corporation,20110726,Special report: Fukushima long ranked most hazardous plant ,TOKYO Japan's Fukushima Daiichi nuclear plant ranked as one of the most dangerous in the world for radiation exposure years before it was destroyed by the meltdowns and explosions that followed the March 11 earthquake.,normal
GEK,General Electric Capital Corporation,20110726,SPECIAL REPORT-Fukushima long ranked Japan's most hazardous nuclear plant , (Read this story in a PDF: http://link.reuters.com/vad82s),normal
GEK,General Electric Capital Corporation,20110726,GE pulls sale of railcar leasing business-sources , NEW YORK  July 26 General Electric Co  has canceled plans to sell its railcar leasing business that could have fetched about $3 billion for the largest U.S. conglomerate  people familiar with the matter said on Tuesday.,normal
GEK,General Electric Capital Corporation,20110726,First Solar touts record-setting cell efficiency ,LOS ANGELES First Solar Inc on Tuesday said a test cell using its cadmium telluride solar technology set a new world record of 17.3 percent efficiency.,normal
GEK,General Electric Capital Corporation,20110726,First Solar touts record-setting cell efficiency , LOS ANGELES  July 26 First Solar Inc  on Tuesday said a test cell using its cadmium telluride solar technology set a new world record of 17.3 percent efficiency.,normal
GEK,General Electric Capital Corporation,20110726,Daimler  Rolls-Royce win EU okay for Tognum buy ,BRUSSELS Car maker Daimler  and British aero engine maker Rolls-Royce  secured unconditional European Union approval on Monday to purchase Tognum  in a bid valuing the German engine maker at 3.4 billion euros ($4.9 billion).,normal
GEK,General Electric Capital Corporation,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
GEK,General Electric Capital Corporation,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
GE,General Electric Company,20110726,GE scraps railcar unit auction again ,NEW YORK General Electric Co  said on Tuesday it decided not to sell its railcar leasing business  making it the second time in three years the U.S. conglomerate has auctioned the roughly $3 billion unit only to pull back.,topStory
GE,General Electric Company,20110726,UPDATE 4-GE scraps railcar unit auction again , * GE to begin investing in unit again  (Rewrites first paragraph  adds details from GE memo),normal
GE,General Electric Company,20110726,Special report: Fukushima long ranked most hazardous plant ,TOKYO Japan's Fukushima Daiichi nuclear plant ranked as one of the most dangerous in the world for radiation exposure years before it was destroyed by the meltdowns and explosions that followed the March 11 earthquake.,normal
GE,General Electric Company,20110726,SPECIAL REPORT-Fukushima long ranked Japan's most hazardous nuclear plant , (Read this story in a PDF: http://link.reuters.com/vad82s),normal
GE,General Electric Company,20110726,GE pulls sale of railcar leasing business-sources , NEW YORK  July 26 General Electric Co  has canceled plans to sell its railcar leasing business that could have fetched about $3 billion for the largest U.S. conglomerate  people familiar with the matter said on Tuesday.,normal
GE,General Electric Company,20110726,First Solar touts record-setting cell efficiency ,LOS ANGELES First Solar Inc on Tuesday said a test cell using its cadmium telluride solar technology set a new world record of 17.3 percent efficiency.,normal
GE,General Electric Company,20110726,First Solar touts record-setting cell efficiency , LOS ANGELES  July 26 First Solar Inc  on Tuesday said a test cell using its cadmium telluride solar technology set a new world record of 17.3 percent efficiency.,normal
GE,General Electric Company,20110726,Daimler  Rolls-Royce win EU okay for Tognum buy ,BRUSSELS Car maker Daimler  and British aero engine maker Rolls-Royce  secured unconditional European Union approval on Monday to purchase Tognum  in a bid valuing the German engine maker at 3.4 billion euros ($4.9 billion).,normal
GE,General Electric Company,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
GE,General Electric Company,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
GM,General Motors Company,20110726,Automakers weigh new fuel economy proposal: source ,DETROIT Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,topStory
GM,General Motors Company,20110726,Automakers weigh new fuel economy proposal -source , DETROIT  July 26 Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,normal
GM,General Motors Company,20110726,Ford profits despite economy  rising costs ,DEARBORN  Michigan Ford Motor Co's profit held up well in a second quarter marked by the impact of Japan's earthquake  the shaky U.S. economy and high commodity costs  but the automaker remained cautious about consumer demand going forward.,normal
GM,General Motors Company,20110726,UPDATE 5-Ford profits despite economy  rising costs , * Now sees US industry sales at low end of pvs forecast,normal
GM,General Motors Company,20110726,UPDATE 4-Nissan to invest $7.8 bln in China by 2015 , * Car maker to launch about 30 new products in China by 2015,normal
GGB,Gerdau SA,20110726,PREVIEW-Brazil steel mills seen posting mixed results ,   * High inventory  imports weigh on domestic steel sales,topStory
GSK,GlaxoSmithKline PLC,20110726,GSK to boost jobs in fragile British economy , * Says increasing activity to take advantage of tax changes,topStory
GSK,GlaxoSmithKline PLC,20110726,UPDATE 1-GlaxoSmithKline sales fall slows in Q2  profits jump , * GSK reiterates expects sales growth in 2012   (Adds results details  background),normal
GSK,GlaxoSmithKline PLC,20110726,RPT-GlaxoSmithKline on slow path back to health , LONDON  July 26 GlaxoSmithKline is on a slow path back to health  with second-quarter sales set to decline by less than in the previous two quarters and profit markedly better after a huge legal charge a year ago.,normal
GFI,Gold Fields Limited,20110726,UPDATE 3-South African strikes to spread to gold sector , * Anglo's S.Africa coal mine says output totally shut   (Recasts with new material  analyst  CEO comment),topStory
GFI,Gold Fields Limited,20110726,S.Africa union gives gold mines 48-hour strike notice , JOHANNESBURG  July 26 South Africa's National Union of Mineworkers (NUM) said on Tuesday it had given the country's main gold miners 48-hour notice of a strike after wage talks collapsed.,normal
GFI,Gold Fields Limited,20110726,South African strikes to spread to gold sector , JOHANNESBURG  July 26 South African gold miners will be the latest to join nationwide industrial action this week when they join thousands of workers already on strike and threaten supply of the precious metal at a time when gold is at record highs.,normal
GG,Goldcorp Inc,20110726,CANADA STOCKS-TSX slips as earnings  U.S. debt worries weigh , *CNR top decliner after earnings report  (Updates with details  comments),topStory
GS,Goldman Sachs Group Inc (The),20110726,Dunkin' Brands IPO prices at $19 per share ,LOS ANGELES Dunkin' Brands  has raised $422.75 million after pricing its IPO at $19 per share  well above the range set by underwriters  signaling strong demand for this week's biggest deal.,topStory
GS,Goldman Sachs Group Inc (The),20110726,UPDATE 3-Dunkin' Brands IPO prices at $19 per share , * Deal gives Dunkin' Brands a market value of $2.4 bln  (Adds valuation  analyst and investor comment  competitors),normal
GS,Goldman Sachs Group Inc (The),20110726,Goldman Sachs wins mandate for Sydney desalination plant sale , SYDNEY  July 27 Australia's New South Wales government has appointed Goldman Sachs to advise on the sale of a desalination plant in Sydney  the state government said on Wednesday  in a deal potentially worth A$1.9 billion ($2 billion).,normal
GS,Goldman Sachs Group Inc (The),20110726,Bank cash cushions can soften U.S. credit blow , * Record liquidity levels give banks advantage--experts,normal
GS,Goldman Sachs Group Inc (The),20110726,UPDATE 1-Dunkin' Brands IPO prices at $19 per share , LOS ANGELES  July 26 Dunkin' Brands sold $422.75 million worth of shares at $19 apiece in its initial public offering  an underwriter told Reuters on Tuesday.,normal
GS,Goldman Sachs Group Inc (The),20110726,BP and Phibro join Q2 oil market losers ,LONDON/SAN FRANCISCO Global giant BP  and trading house Phibro joined the list of market titans wrong-footed by last quarter's oil volatility  while Deutsche Bank emerged with record commodity earnings.,normal
GS,Goldman Sachs Group Inc (The),20110726,WRAPUP 1-BP  Phibro join Q2 oil market losers; Deutsche shines , * Deutsche  powered by metals and energy  says best yet,normal
GS,Goldman Sachs Group Inc (The),20110726,New Issue-Goldman Sachs sells $500 mln in FRNs ,  July 26 Goldman Sachs  on Tuesday sold $500 million of notes  said IFR  a Thomson Reuters service. BORROWER: GOLDMAN SACHS AMT $500 MLN      COUPON 3-MO-LIBOR   MATURITY 7/29/2013,normal
GS,Goldman Sachs Group Inc (The),20110726,Banking nominees get warm reception ,WASHINGTON Bank regulator nominees said on Tuesday that they support tougher bank capital standards and would work to convince markets that the era of government bailouts for too-big-to-fail banks is over.,normal
GS,Goldman Sachs Group Inc (The),20110726,UPDATE 1-U.S. banking nominees get warm reception , * Republicans blocking nominee to head consumer bureau  (Adds Shelby quotes and background),normal
GHL,Greenhill & Co Inc,20110726,RPT-MOVES-Goldman Sachs hires Australian resources banker-source , SYDNEY  July 26 Goldman Sachs Group has hired Greenhill Caliburn resources banker Richard Phillips to head its natural resources group in Australia  a source said on Tuesday.,topStory
GPI,Group 1 Automotive Inc,20110726,Auto dealers beat Street despite Japan supply ,U.S. auto dealer groups Group 1 Automotive Inc  and Asbury Automotive Group Inc  posted market-beating quarterly profit as tighter supply of Japanese cars led to higher prices and more used car sales.,topStory
GPI,Group 1 Automotive Inc,20110726,UPDATE 1-Group 1 Automotive Q2 profit beats Street estimates , * Q2 sales $1.47 bln vs est $1.56 bln   (Follows Alerts),normal
ASR,Grupo Aeroportuario del Sureste SA de CV,20110726,UPDATE 2-Asur will not bid for Brazil airport concessions , * CEO says unaware of Chico Pardo rumored stock sale  (Adds comments on holder sale  need of routes  Mexicana impact  updates stock),topStory
TV,Grupo Televisa SA,20110726,Mexico's Televisa agrees Netflix Latam deal , MEXICO CITY  July 26 Mexican broadcaster Grupo Televisa  said on Tuesday it has agreed a distribution deal with U.S. movie rental company Netflix   which will launch in Latin America later this year.,topStory
TV,Grupo Televisa SA,20110726,DIARY - Mexico and Central America - to Aug 11 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST  PREV --------------------------------------------------------------- JUL26 0800/1300  trade balance (s/adj)      Jun          -$264 mln JUL27 0800/1300  economic actvty (m/m)      May +0.58 pct +0.4 pct ,normal
HMY,Harmony Gold Mining Company Limited,20110726,UPDATE 3-South African strikes to spread to gold sector , * Anglo's S.Africa coal mine says output totally shut   (Recasts with new material  analyst  CEO comment),topStory
HMY,Harmony Gold Mining Company Limited,20110726,Harmony Gold says strike will start at 1800 Thurs , JOHANNESBURG  July 26 Harmony Gold said on Tuesday its employees who are members of the National Union of Mineworkers (NUM) would down tools at 1800 local time on Thursday (1600 GMT) over a wage dispute.,normal
HMY,Harmony Gold Mining Company Limited,20110726,S.Africa union gives gold mines 48-hour strike notice , JOHANNESBURG  July 26 South Africa's National Union of Mineworkers (NUM) said on Tuesday it had given the country's main gold miners 48-hour notice of a strike after wage talks collapsed.,normal
HMY,Harmony Gold Mining Company Limited,20110726,South African strikes to spread to gold sector , JOHANNESBURG  July 26 South African gold miners will be the latest to join nationwide industrial action this week when they join thousands of workers already on strike and threaten supply of the precious metal at a time when gold is at record highs.,normal
HCA,HCA Healthcare Inc,20110726,UPDATE 3-Covidien profit tops expectations  to cut costs , * Shares rise as much as 5.6 percent  (Adds CEO comments from earnings call  byline),topStory
HLX,Helix Energy Solutions Group Inc,20110726,UPDATE 1-Helix Energy raises 2011 production outlook , * Shares rise 13 pct to hit 3-yr high   (Follows alerts),topStory
HSY,Hershey Company (The),20110726,Hershey profit beats estimates; raises outlook ,NEW YORK Hershey Co  reported higher-than-expected quarterly results and raised its full-year outlook  showing that consumers are willing to pay more to satisfy their sweet tooth even in a weak economy.,topStory
HSY,Hershey Company (The),20110726,UPDATE 4-Hershey profit beats estimates; raises outlook , * Q2 EPS of 56 cents tops Wall Street estimate of 55 cents,normal
HEP,Holly Energy Partners LP,20110726,Holly Energy Partners to expand New Mexico pipelines , NEW YORK  July 26 Midstream oil company Holly Energy Partners  is looking at two projects to expand the take-away crude capacity from the Delaware Basin in southeast New Mexico  the company said on Tuesday.,topStory
HFC,HollyFrontier Corporation,20110726,Holly Energy Partners to expand New Mexico pipelines , NEW YORK  July 26 Midstream oil company Holly Energy Partners  is looking at two projects to expand the take-away crude capacity from the Delaware Basin in southeast New Mexico  the company said on Tuesday.,topStory
HMC,Honda Motor Company Ltd,20110726,Automakers weigh new fuel economy proposal: source ,DETROIT Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,topStory
HMC,Honda Motor Company Ltd,20110726,Automakers weigh new fuel economy proposal -source , DETROIT  July 26 Automakers are weighing in on a new plan by the Obama administration to slightly loosen the U.S. government's proposed fuel economy standards for the years 2017 through 2025  a person familiar with the situation said.,normal
HMC,Honda Motor Company Ltd,20110726,Chrysler Q2 net loss widens after debt repayment ,DETROIT Chrysler Group LLC  which reported a wider second-quarter net loss on Tuesday  will announce a single management team for the U.S. automaker and its majority owner Fiat SpA  in the next few days.,normal
HMC,Honda Motor Company Ltd,20110726,UPDATE 3-Chrysler Q2 net loss widens after debt repayment , * Worldwide vehicle sales up 19 percent  (Adds comments on management team structure  outlook for Chrysler and auto industry  byline),normal
HMC,Honda Motor Company Ltd,20110726,UPDATE 4-Nissan to invest $7.8 bln in China by 2015 , * Car maker to launch about 30 new products in China by 2015,normal
HMC,Honda Motor Company Ltd,20110726,UPDATE 2-Asbury quarterly profit beats Street estimate , * Sees Q3 EPS reduced by 5-10 cents by Japan problems  (Adds earnings details),normal
HON,Honeywell International Inc,20110726,COMPANY VIEW-Executives on U.S. debt ceiling talks , NEW YORK  July 26 The impasse over the U.S. debt limit left President Barack Obama's Democrats and their Republican rivals further apart than ever on Tuesday  as Wall Street braced for a looming U.S. default and credit downgrade.,topStory
HPQ,HP Inc,20110726,Timberlake to Gaga: Hollywood courts social media ,LOS ANGELES When you think of Bono or Lady Gaga  the term "Silicon Valley entrepreneur" hardly springs to mind.,topStory
HSBC,HSBC Holdings plc,20110726,UPDATE 1-S.Africa's Nedbank sees H1 earnings up 28 pct , * Shares down 1 pct  in line with index   (Adds details  background),topStory
HSBC,HSBC Holdings plc,20110726,Abu Dhabi's UNB says no mandates given for bond sale , ABU DHABI  July 26 Abu Dhabi's Union National Bank said on Tuesday it has not mandated banks for a bond issue and would consider a sale only when market conditions allowed.,normal
HSEA,HSBC Holdings plc,20110726,UPDATE 1-S.Africa's Nedbank sees H1 earnings up 28 pct , * Shares down 1 pct  in line with index   (Adds details  background),topStory
HSEA,HSBC Holdings plc,20110726,Abu Dhabi's UNB says no mandates given for bond sale , ABU DHABI  July 26 Abu Dhabi's Union National Bank said on Tuesday it has not mandated banks for a bond issue and would consider a sale only when market conditions allowed.,normal
HSEB,HSBC Holdings plc,20110726,UPDATE 1-S.Africa's Nedbank sees H1 earnings up 28 pct , * Shares down 1 pct  in line with index   (Adds details  background),topStory
HSEB,HSBC Holdings plc,20110726,Abu Dhabi's UNB says no mandates given for bond sale , ABU DHABI  July 26 Abu Dhabi's Union National Bank said on Tuesday it has not mandated banks for a bond issue and would consider a sale only when market conditions allowed.,normal
IBN,ICICI Bank Limited,20110726,ADR Report-Indian shares fall after interest rate hike , NEW YORK  July 26  Shares of Indian companies traded in New York fell on Tuesday after India's central bank increased interest rates more than expected  raising fears that growth in Asia's third largest economy will slow.,topStory
IBN,ICICI Bank Limited,20110726,Dealtalk: Record India M&A financing stretches reach and debt ,MUMBAI Bolstered by banks offering record amounts of loans for takeovers  Indian companies are taking on grand plans and greater risk amid heavy supply demand and a shaky economic picture.,normal
IBN,ICICI Bank Limited,20110726,DEALTALK-UPDATE 1-Record India M&A financing stretches reach and debt levels , * Cheaper financing prompts companies to eye billion-dollar deals,normal
IBN,ICICI Bank Limited,20110726,DEALTALK-Record India M&A financing stretches reach and debt levels , * Cheaper financing prompts companies to eye billion-dollar deals,normal
ITW,Illinois Tool Works Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON U.S. industrial companies sounded warning alarms about U.S. consumer spending on Tuesday  citing high unemployment  a depressed housing market and the risk of a U.S. debt default.,topStory
ITW,Illinois Tool Works Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
ITW,Illinois Tool Works Inc,20110726,WRAPUP 2-Consumer markets hurt some industrial earnings , * Engine maker Cummins stock rises on profit beat  (Adds analyst comment  UPS CEO comment  details on other companies' earnings; updates share prices),normal
ITW,Illinois Tool Works Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
ITW,Illinois Tool Works Inc,20110726,ITW profit misses Street  warns on second half ,NEW YORK Illinois Tool Works Inc's  quarterly profit missed Wall Street forecasts  and the industrial conglomerate said it expects moderating demand in the second half of the year.,normal
ITW,Illinois Tool Works Inc,20110726,UPDATE 2-ITW profit misses Street  warns on 2nd half , * Shares down 3.5 percent  (Adds detail on forecast  stock move),normal
ING,ING Group NV,20110726,Colombia's Santos vows to keep up currency measures , * Colombia gov't  central bank battle peso appreciation,topStory
IR,Ingersoll-Rand plc (Ireland),20110726,Cummins profit beats expectations  raises outlook ,NEW YORK Diesel engine maker Cummins Inc  raised its 2011 outlook after a strong second-quarter profit that beat Wall Street expectations and sent its shares higher.,topStory
IR,Ingersoll-Rand plc (Ireland),20110726,UPDATE 4-Cummins profit beats expectations  raises outlook , * Shares up 4.3 pct  (Adds China comments from conference call  analyst comment),normal
IR,Ingersoll-Rand plc (Ireland),20110726,Cummins quarterly profit beats  raises outlook ,NEW YORK Cummins Inc  reported a higher-than-expected quarterly profit on Tuesday on strong growth across all its segments and international markets  and the diesel engine maker raised its 2011 outlook.,normal
ICE,Intercontinental Exchange Inc,20110726,UPDATE 1-CME rivals sit pat on policies as US default looms , * CME raises Treasury collateral 'haircuts'; rivals don't,topStory
ICE,Intercontinental Exchange Inc,20110726,CME rivals sit pat on policies as default looms ,CHICAGO Most clearinghouses are so far not spooked enough by the looming possibility of a government default to change their policies for accepting Treasuries as collateral to back trades.,normal
ICE,Intercontinental Exchange Inc,20110726,CME rivals sit pat on policies as US default looms , * CME raises Treasury collateral 'haircuts'; rivals don't,normal
IBM,International Business Machines Corporation,20110726,SAP raises outlook in defiance of weak Europe fears ,FRANKFURT/LONDON Germany's SAP AG  expects to reach the high end of its 2011 forecasts after a strong second quarter  confounding fears of a slowdown in economically fragile Europe and lifting its shares.,topStory
IBM,International Business Machines Corporation,20110726,RPT-UPDATE 2-SAP raises outlook in defiance of weak Europe fears , * Sees 2011 profit  software and related sales at high end,normal
IBM,International Business Machines Corporation,20110726,SAP tweaks outlook upwards after strong Q2 ,FRANKFURT German business software company SAP AG  said on Tuesday it expected to reach the high end of its 2011 outlook for software and related services sales and operating profit after a strong second quarter.,normal
IBM,International Business Machines Corporation,20110726,Lenovo gains EU clearance for Medion buy ,BRUSSELS Chinese computer maker Lenovo  secured EU approval on Tuesday to purchase German electronics retailer Medion AG  to reinforce its presence in Europe.,normal
IBM,International Business Machines Corporation,20110726,Lenovo gains EU clearance for Medion buy , BRUSSELS  July 25 Chinese computer maker Lenovo  secured EU approval on Tuesday to purchase German electronics retailer Medion AG  to reinforce its presence in Europe.,normal
IVZ,Invesco Plc,20110726,Strong bond inflows boost asset managers' results ,BOSTON Several large U.S. asset managers reported solid quarterly results on Tuesday as an influx of cash to fixed-income funds helped offset somewhat reduced flows to stock funds amid investor uncertainty.,topStory
IVZ,Invesco Plc,20110726,WRAPUP 3-Strong bond inflows boost asset managers' results , * Invesco bond and money funds outdraw its equities funds,normal
IVZ,Invesco Plc,20110726,UPDATE 2-Invesco profit jumps 65 pct on bond inflows , * Shares rise 2 pct  (Adds details of Europe initiative  share price),normal
IVZ,Invesco Plc,20110726,Invesco profit jumps 65 percent on bond inflows ,BOSTON Invesco Ltd   one of the largest U.S. mutual fund companies  said adjusted second- quarter profit jumped 65 percent as investors poured into fixed income and short-term money accounts.,normal
JPM,J P Morgan Chase & Co,20110726,Dunkin' Brands IPO prices at $19 per share ,LOS ANGELES Dunkin' Brands  has raised $422.75 million after pricing its IPO at $19 per share  well above the range set by underwriters  signaling strong demand for this week's biggest deal.,topStory
JPM,J P Morgan Chase & Co,20110726,UPDATE 3-Dunkin' Brands IPO prices at $19 per share , * Deal gives Dunkin' Brands a market value of $2.4 bln  (Adds valuation  analyst and investor comment  competitors),normal
JPM,J P Morgan Chase & Co,20110726,Bank cash cushions can soften U.S. credit blow , * Record liquidity levels give banks advantage--experts,normal
JPM,J P Morgan Chase & Co,20110726,UPDATE 1-Dunkin' Brands IPO prices at $19 per share , LOS ANGELES  July 26 Dunkin' Brands sold $422.75 million worth of shares at $19 apiece in its initial public offering  an underwriter told Reuters on Tuesday.,normal
JPM,J P Morgan Chase & Co,20110726,BP and Phibro join Q2 oil market losers ,LONDON/SAN FRANCISCO Global giant BP  and trading house Phibro joined the list of market titans wrong-footed by last quarter's oil volatility  while Deutsche Bank emerged with record commodity earnings.,normal
JPM,J P Morgan Chase & Co,20110726,WRAPUP 1-BP  Phibro join Q2 oil market losers; Deutsche shines , * Deutsche  powered by metals and energy  says best yet,normal
JPM,J P Morgan Chase & Co,20110726,Banking nominees get warm reception ,WASHINGTON Bank regulator nominees said on Tuesday that they support tougher bank capital standards and would work to convince markets that the era of government bailouts for too-big-to-fail banks is over.,normal
JPM,J P Morgan Chase & Co,20110726,UPDATE 1-U.S. banking nominees get warm reception , * Republicans blocking nominee to head consumer bureau  (Adds Shelby quotes and background),normal
JPM,J P Morgan Chase & Co,20110726,U.S. bank regulator nominees back new capital rules , WASHINGTON  July 26 U.S. bank regulator nominees said on Tuesday that they support tougher capital standards that international policymakers agreed to earlier this month.,normal
JPM,J P Morgan Chase & Co,20110726,Deutsche shines in commods versus U.S. peers  BP , LONDON  July 26 Germany's Deutsche Bank  had its best ever quarter in commodities trading in April-June  in contrast with some of its biggest U.S. peers and oil major BP   in what analysts said reflected stiff rivalry in the volatile and crowded commodities space.,normal
JNJ,Johnson & Johnson,20110726,U.S. FDA advisory meetings through Sept. 20 , LOCATION: Holiday Inn  Ballroom  2 Montgomery Village Ave.  Gaithersburg  Md.,topStory
JNJ,Johnson & Johnson,20110726,Analysis: Advisers say time is right for high-yield stocks ,WASHINGTON Prompted by a host of financial and economic developments  a growing number of investment advisers are steering their clients toward dividend-paying stocks.,normal
JNJ,Johnson & Johnson,20110726,RPT-PREVIEW-Report could sway U.S. FDA device review process , WASHINGTON  July 25 The Institute of Medicine is poised to advise the U.S. drug regulator how it can refine its medical device approval process to get products to market quickly while protecting patients.,normal
JLL,Jones Lang LaSalle Incorporated,20110726,UPDATE 1-Jones Lang LaSalle Q2 profit beats Wall St view , NEW YORK  July 26 Jones Lang LaSalle Inc   one of the world's largest real estate service companies  reported earnings that beat Wall Street expectations as business surged on a global rebound in sales.,topStory
JNPR,Juniper Networks Inc,20110726,UPDATE 1-Juniper outlook misses Street view  shares fall , * Sees Q3 profit ex-items 26-30 cents v Street's 38 cents,topStory
KMB,Kimberly-Clark Corporation,20110726,COMPANY VIEW-Executives on U.S. debt ceiling talks , NEW YORK  July 26 The impasse over the U.S. debt limit left President Barack Obama's Democrats and their Republican rivals further apart than ever on Tuesday  as Wall Street braced for a looming U.S. default and credit downgrade.,topStory
KMB,Kimberly-Clark Corporation,20110726,Analysis: Advisers say time is right for high-yield stocks ,WASHINGTON Prompted by a host of financial and economic developments  a growing number of investment advisers are steering their clients toward dividend-paying stocks.,normal
KMB,Kimberly-Clark Corporation,20110726,PRESS DIGEST - New York Times business news - July 26 , July 26 The following were the top stories in the New York Times business pages on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
KIM,Kimco Realty Corporation,20110726,UPDATE 1-Kimco 2nd quarter FFO up despite store closings , NEW YORK  July 26 Kimco Realty Corp   one of the largest owner of U.S. strip malls  said that quarterly funds from operations rose  despite the closing of six Borders and 11 Blockbuster stores.,topStory
KKR,KKR & Co LP,20110726,KKR buy of Pfizer's Capsugel unit cleared in EU , BRUSSELS  July 26 Private equity firm KKR & Co  won EU approval on Tuesday to purchase drugmaker Pfizer's  Capsugel unit for close to $2.38 billion.,topStory
KKR,KKR & Co LP,20110726,KKR-backed Intelligence buys Hong Kong personnel unit , HONG KONG  July 26 Kohlberg Kravis Roberts & Co's Japanese staffing unit  Intelligence  has acquired Hong Kong based personnel firm  Staff Management Consultancy Ltd  Staff Management said in a note on its website.,normal
KEP,Korea Electric Power Corporation,20110726,UPDATE 2-S.Korea spares voters from most of power tariff hike , * Increase seen adding 0.038 percentage points to 2011 inflation,topStory
KEP,Korea Electric Power Corporation,20110726,S.Korea says to raise power tariffs by average 4.9 pct , SEOUL  July 26 South Korea said on Tuesday it would raise electricity tariffs by an average of 4.9 percent from next month to reflect increased costs of production but is to ease the pain for ordinary people with a hike that is below the rate of inflation.,normal
KR,Kroger Company (The),20110726,Supervalu profit tops Street view  shares jump ,CHICAGO Supervalu Inc's  quarterly profit topped Wall Streets expectations despite sagging sales as the third-biggest U.S. supermarket chain trimmed expenses in a drive to catch up to rivals.,topStory
KR,Kroger Company (The),20110726,UPDATE 4-Supervalu profit tops Street view  shares jump , * Shares rise 9.2 pct to $9.30  (Adds comments from CEO and analyst  updates stock rise),normal
LVS,Las Vegas Sands Corp,20110726,UPDATE 1-Las Vegas Sands Q2 swings to profit  shares up , July 26 Las Vegas Sands Corp   the casino operator run by billionaire Sheldon Adelson  swung to a quarterly profit as it benefited from improved businesses in Macau and Singapore.,topStory
LM,Legg Mason Inc,20110726,Pension funds  investors urge action on US deficit , BOSTON  July 26 Some of the largest U.S. pension funds and investment firms have urged President Barack Obama and Congress to resolve the deficit impasse and avoid inflicting "pain and hardship" on the nation.,topStory
LMHA,Legg Mason Inc,20110726,Pension funds  investors urge action on US deficit , BOSTON  July 26 Some of the largest U.S. pension funds and investment firms have urged President Barack Obama and Congress to resolve the deficit impasse and avoid inflicting "pain and hardship" on the nation.,topStory
LMHB,Legg Mason Inc,20110726,Pension funds  investors urge action on US deficit , BOSTON  July 26 Some of the largest U.S. pension funds and investment firms have urged President Barack Obama and Congress to resolve the deficit impasse and avoid inflicting "pain and hardship" on the nation.,topStory
LII,Lennox International Inc,20110726,US SMALL/MIDCAPS-Industrials  debt worry drops stocks , NEW YORK  July 26 Small and mid-cap stocks fell on Tuesday  dragged lower by industrial stocks after a batch of disappointing earnings and continued uncertainty caused by a lack of progress in Washington on a debt deal.,topStory
LII,Lennox International Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON U.S. industrial companies sounded warning alarms about U.S. consumer spending on Tuesday  citing high unemployment  a depressed housing market and the risk of a U.S. debt default.,normal
LII,Lennox International Inc,20110726,Consumer markets hurt some industrial earnings ,NEW YORK/BOSTON Disappointed investors dumped shares of several large U.S. industrial and transport companies after they warned of weak consumer markets  especially in the United States.,normal
