AEIS,Advanced Energy Industries Inc,20110804,Analysis: SMA Solar faces profit margin struggle ,FRANKFURT Europe's biggest solar company is unlikely to meet profit margin forecasts this year  analysts say  as demand in its largest markets collapses and global competitors start to force down prices.,topStory
FCN,FTI Consulting Inc,20110804,UPDATE 1-FTI Consulting Q2 results tops Street , * Sees FY adj EPS $2.30-2.45 on rev of $1.50-$1.54 bln   (Follows Alerts),topStory
GPS,Gap Inc (The),20110804,Discounts help chains in July; tough battle ahead ,NEW YORK Deep discounts brought shoppers to malls and helped many retail chains report sales gains in July  in an early sign that consumers will keep demanding bargains in the back-to-school season.,topStory
GPS,Gap Inc (The),20110804,WRAPUP 4-Discounts help chains in July; tough battle ahead , * July same-store sales up 4.4 pct; in line with estimates,normal
GPS,Gap Inc (The),20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,normal
GPS,Gap Inc (The),20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
GEK,General Electric Capital Corporation,20110804,Hitachi/Mitsubishi merger talks hit snag: sources ,TOKYO Hitachi Ltd  and Mitsubishi Heavy Industries  will likely suspend talks to combine some infrastructure-related businesses  and chances of a full merger appear slim  sources with knowledge of the matter said. | Video ,topStory
GEK,General Electric Capital Corporation,20110804,UPDATE 1-Hitachi/Mitsubishi merger talks hit snag -sources , * Talks between the two likely to be suspended -sources,normal
GEK,General Electric Capital Corporation,20110804,Hitachi and Mitsubishi merger talks hit snag: sources ,TOKYO Hitachi Ltd and Mitsubishi Heavy Industries are expected to put on hold talks to integrate some of their infrastructure-related businesses and chances for a full-out merger between the firms are increasingly slim  three sources with knowledge of the matter said.,normal
GEK,General Electric Capital Corporation,20110804,Hitachi and Mitsubishi merger talks hit snag-sources , TOKYO  Aug 5 Hitachi Ltd and Mitsubishi Heavy Industries are expected to put on hold talks to integrate some of their infrastructure-related businesses and chances for a full-out merger between the firms are increasingly slim  three sources with knowledge of the matter said.,normal
GEK,General Electric Capital Corporation,20110804,UPDATE 11-Hitachi  Mitsubishi edge towards groundbreaking merger , * Uncertainty remains  planned Thursday announcement scrapped-source,normal
GEK,General Electric Capital Corporation,20110804,UPDATE 8-Hitachi  Mitsubishi Heavy merger talks on rocks , * Uncertainty remains  planned Thursday announcement scrapped-source,normal
GEK,General Electric Capital Corporation,20110804,UPDATE 7-Hitachi  Mitsubishi Heavy start merger talks-sources , * Would create industrial giant with over $150 bln in sales,normal
GE,General Electric Company,20110804,Hitachi/Mitsubishi merger talks hit snag: sources ,TOKYO Hitachi Ltd  and Mitsubishi Heavy Industries  will likely suspend talks to combine some infrastructure-related businesses  and chances of a full merger appear slim  sources with knowledge of the matter said. | Video ,topStory
GE,General Electric Company,20110804,UPDATE 1-Hitachi/Mitsubishi merger talks hit snag -sources , * Talks between the two likely to be suspended -sources,normal
GE,General Electric Company,20110804,Hitachi and Mitsubishi merger talks hit snag: sources ,TOKYO Hitachi Ltd and Mitsubishi Heavy Industries are expected to put on hold talks to integrate some of their infrastructure-related businesses and chances for a full-out merger between the firms are increasingly slim  three sources with knowledge of the matter said.,normal
GE,General Electric Company,20110804,Hitachi and Mitsubishi merger talks hit snag-sources , TOKYO  Aug 5 Hitachi Ltd and Mitsubishi Heavy Industries are expected to put on hold talks to integrate some of their infrastructure-related businesses and chances for a full-out merger between the firms are increasingly slim  three sources with knowledge of the matter said.,normal
GE,General Electric Company,20110804,UPDATE 11-Hitachi  Mitsubishi edge towards groundbreaking merger , * Uncertainty remains  planned Thursday announcement scrapped-source,normal
GE,General Electric Company,20110804,UPDATE 8-Hitachi  Mitsubishi Heavy merger talks on rocks , * Uncertainty remains  planned Thursday announcement scrapped-source,normal
GE,General Electric Company,20110804,UPDATE 7-Hitachi  Mitsubishi Heavy start merger talks-sources , * Would create industrial giant with over $150 bln in sales,normal
GIS,General Mills Inc,20110804,Dealtalk: Ralcorp stock to take hit as ConAgra takeover odds dim ,BANGALORE Investors in Ralcorp Holdings   who have pushed up the stock price on hopes of a deal  may have overreached as twice-rebuffed suitor ConAgra Foods  looks increasingly unlikely to sweeten its $86 a share takeover bid.,topStory
GIS,General Mills Inc,20110804,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
GIS,General Mills Inc,20110804,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
GIS,General Mills Inc,20110804,DEALTALK-Ralcorp stock to take hit as ConAgra takeover odds dim , * Ralcorp trades at discount largely because of Post drag,normal
GM,General Motors Company,20110804,GM profit nearly doubles  slowdown risk ahead ,DETROIT General Motors Co's quarterly profit shot past Wall Street expectations  but its share price slipped as investors focused on the risks of a sputtering economy and resurgent Japanese rivals. | Video ,topStory
GM,General Motors Company,20110804,UPDATE 2-GM invests $117 mln in Canada for new Cadillac , * Union welcomes news but worries on other job uncertainty  (Adds details  union comment  background. In U.S. dollars unless noted),normal
GM,General Motors Company,20110804,UPDATE 2-Brazil auto market picks up again in July , * Fiat holds top sales spot; GM and Ford slip  (Updates with top sellers  new factories),normal
GM,General Motors Company,20110804,GM expects to close deal on China joint-venture ,DETROIT General Motors Co  expects to conclude a deal to bring the automaker's stake in its China joint venture back to 50 percent  Chief Executive Daniel Akerson said on Thursday.,normal
GM,General Motors Company,20110804,UPDATE 1-GM expects to close deal on China joint-venture ,   * GM expects to buy back the 1 pct stake it sold to SAIC,normal
GM,General Motors Company,20110804,WRAPUP 2-Lear  Visteon raise FY view; shares down on GM concerns , * Broader Dow Jones auto industry index down 8 pct   (Rewrites paragraphs 1 2),normal
GM,General Motors Company,20110804,Analysis: Shaky economy has companies wary of spending ,BOSTON/NEW YORK Weakening demand in the United States and Europe has spooked some in corporate America  prompting big companies to throttle back their spending just as U.S. government looks for ways to cut its own outlays.,normal
GM,General Motors Company,20110804,GM to make luxury Cadillac compact sedan in 2012 ,TRAVERSE CITY  Michigan General Motors Co will make a new luxury compact Cadillac sedan next year that is aimed at taking market share from foreign nameplates  GM North American President Mark Reuss said on Thursday.,normal
GM,General Motors Company,20110804,UPDATE 1-GM to make luxury Cadillac compact sedan in 2012 , * GM to start making new Cadillac compact sedan next year,normal
GM,General Motors Company,20110804,GM aims to peg UAW worker pay to performance ,TRAVERSE CITY  Michigan A top General Motors Co executive said on Thursday that the company wants to share financial gains with its union-represented auto workers by increasing compensation based on producing quality vehicles.,normal
GGB,Gerdau SA,20110804,UPDATE 1-Brazil's Gerdau misses profit estimate on costs , * Results underscore tough industry environment   (Rewrites to add estimates  output comments  details  background  bylines),topStory
GGB,Gerdau SA,20110804,Brazil steelmaker Gerdau posts quarterly profit of $320 mln , SAO PAULO  Aug 4 Brazilian steelmaker Gerdau  posted second-quarter net income of 503 million reais ($320 million) on Thursday  compared with 856 million reais a year earlier.,normal
GIL,Gildan Activewear Inc,20110804,UPDATE 1-Gildan Activewear Q3 profit rises; sees weak Q4 , * Sees Q4 EPS $0.40  rev slightly below $500 million.   (Follows alerts),topStory
GFI,Gold Fields Limited,20110804,UPDATE 2-AngloGold cuts output forecast  sees costs rising , * CEO sees more upside to gold price   (Adds comments by analyst  CEO; share price),topStory
GFI,Gold Fields Limited,20110804,AngloGold sees S.Africa strike loss at 45 000 oz , JOHANNESBURG  Aug 4 The chief executive of Africa's top gold producer AngloGold Ashanti said on Thursday that he estimated the company lost about 45 000 ounces in output to the recent strike at its South African operations.,normal
GFI,Gold Fields Limited,20110804,UPDATE 1-AngloGold Q2 earnings up  beat consensus , JOHANNESBURG  Aug 4 Africa's biggest gold miner AngloGold Ashanti posted second-quarter earnings Thursday that beat expectations as it managed to contain costs and reap the benefits of a surging gold price.,normal
GG,Goldcorp Inc,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Adds analyst comment  details),topStory
GG,Goldcorp Inc,20110804,CANADA STOCKS-TSX suffers worst one-day loss in two years , * All sectors drop on economic woes  materials lead  (Updates to close  adds analyst comment  details),normal
GG,Goldcorp Inc,20110804,CANADA STOCKS-TSX sinks 3 pct on growth fears  weakest since Oct , * All sectors drop on economic woes  materials lead  (Updates prices  adds further details),normal
GG,Goldcorp Inc,20110804,CANADA STOCKS-TSX off 3.5 pct  weakest since Oct on growth fears , * U.S. stocks also drop about 3 pct  (Recasts  adds analyst comment  further details),normal
GG,Goldcorp Inc,20110804,CANADA STOCKS-TSX drops more than 3 pct as global markets tumble ,   * TSX down down 391.74 points  or 3.06 pct  at 12 424.29,normal
GS,Goldman Sachs Group Inc (The),20110804,Ex-Goldman director Gupta  SEC to drop litigation ,NEW YORK Former Goldman Sachs Group Inc  director Rajat Gupta and the U.S. Securities and Exchange Commission are dropping litigation against each other stemming from the sprawling federal insider trading probe.,topStory
GS,Goldman Sachs Group Inc (The),20110804,UPDATE 2-Ex-Goldman director Gupta  SEC to drop litigation , * SEC may still bring case in federal court  (Adds details  case citation  byline),normal
GS,Goldman Sachs Group Inc (The),20110804,UPDATE 2-Knight Capital to cut jobs  close Hong Kong office , BANGALORE  Aug 4 Electronic trader Knight Capital Group Inc will layoff about 6 percent of its global workforce and close its Hong Kong office  to cut costs and improve profitability  the latest move in a wave of job cuts at financial institutions on Wall Street.,normal
GS,Goldman Sachs Group Inc (The),20110804,Key-man Corzine unlocks value for MF Global ,NEW YORK  Aug 4 (IFR) - Since spinning off from Man Group plc in 2007  MF Global has had a tough time of it. But after reporting its first profitable quarter in a year and pricing a difficult bond offering  the broker-dealer looks on its way to better days  thanks in part to one key appointment last year.,normal
GS,Goldman Sachs Group Inc (The),20110804,IFR-Key-man Corzine unlocks value for MF Global , Corzine had a lot of work to do. On May 20 2010  MF Global reported a GAAP net loss to common shareholders for full-year 2010 of US$167.7m  versus a net loss of US$69.7m in fiscal 2009. To address the problem  it implemented a global hiring freeze and planned to reduce the workforce by as much as 15% in the first fiscal quarter of 2011  among other measures.,normal
GS,Goldman Sachs Group Inc (The),20110804,Traders complain of delay at Malaysia LME warehouses , LONDON  Aug 4 Traders have complained of fresh cases of lengthy and costly delays to withdraw their holdings of key industrial metals from warehouses approved by the London Metal Exchange (LME)-- this time in the Malaysian port of Johor.,normal
GS,Goldman Sachs Group Inc (The),20110804,CORRECTED - UPDATE 1-Gundlach associate says stashed hard-drive in bra , (Corrects name of company in first paragraph; adds dropped word "co-worker" in 5th paragraph),normal
GS,Goldman Sachs Group Inc (The),20110804,Insight: CEOs warned: mind the pay gap ,LONDON A stuttering economy and anemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
GS,Goldman Sachs Group Inc (The),20110804,INSIGHT-CEOs warned: mind the pay gap , LONDON  Aug 4 A stuttering economy and anaemic profit growth means company bosses' pay is unlikely to rise as fast this year as in 2010  but complaints from politicians and disgruntled shareholders over executive rewards are not going away.,normal
GS,Goldman Sachs Group Inc (The),20110804,Dealtalk: Goldman helps AmEx take sting out of ICBC stake ,HONG KONG When Goldman Sachs  executed a $479 million block share sale in Industrial and Commercial Bank of China Ltd  this week to help American Express Inc  hedge its position in the Chinese lender  a wall of mystery surrounded the transaction.,normal
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110804,Court holds up bid for Mexican airport operator GAP , * Mexico's banking commission will respect court ruling,topStory
PAC,Grupo Aeroportuario Del Pacifico SA de CV,20110804,Mexico airport company GAP riled over takeover bid ,MEXICO CITY Controlling shareholders at Mexican airport operator Grupo Aeroportuario del Pacifico (GAP) are fighting a takeover bid by copper mining company Grupo Mexico that is mired in a complicated court battle.,normal
HAL,Halliburton Company,20110804,Environmental groups press EPA on fracking fluid , WASHINGTON  August 4  Environmental and public health groups petitioned the Environmental Protection Agency on Thursday to force U.S. oil and gas companies to disclose the chemicals used in natural gas drilling.,topStory
HAL,Halliburton Company,20110804,UPDATE 2-Calfrac's Q2 soars on drilling boom  sees strong year ahead , Aug 4 Calfrac Well Services Ltd posted a surprise quarterly profit  helped by surging oil prices that boosted drilling activity in North America despite a seasonal slowdown in Canada  and the oilfield services company forecast a strong year ahead.,normal
HMY,Harmony Gold Mining Company Limited,20110804,AngloGold sees S.Africa strike loss at 45 000 oz , JOHANNESBURG  Aug 4 The chief executive of Africa's top gold producer AngloGold Ashanti said on Thursday that he estimated the company lost about 45 000 ounces in output to the recent strike at its South African operations.,topStory
HMC,Honda Motor Company Ltd,20110804,ADR Report-Stocks tumble on eurozone worries; Italy ADRs plunge , NEW YORK  Aug 4 Overseas shares traded in the United States fell across the board on Thursday  pressured by a steep decline in U.S. equities and as an ongoing debt crisis in Europe caused a steep selloff.,topStory
HMC,Honda Motor Company Ltd,20110804,GM profit nearly doubles  slowdown risk ahead ,DETROIT General Motors Co's quarterly profit shot past Wall Street expectations  but its share price slipped as investors focused on the risks of a sputtering economy and resurgent Japanese rivals. | Video ,normal
HMC,Honda Motor Company Ltd,20110804,WRAPUP 2-Lear  Visteon raise FY view; shares down on GM concerns , * Broader Dow Jones auto industry index down 8 pct   (Rewrites paragraphs 1 2),normal
HMC,Honda Motor Company Ltd,20110804,UPDATE 4-GM profit nearly doubles  slowdown risk ahead , * GM shares down 2.5 percent  (Adds analyst  executive quotes  explanation for share decline),normal
HON,Honeywell International Inc,20110804,UPDATE 1-Sunoco CEO: Long-term refining outlook not bullish , HOUSTON  Aug 4 Independent refiner Sunoco Inc  Chairman and Chief Executive Lynn Elsenhans said on Thursday that the Phildelphia company "does not have a bullish outlook for refining.",topStory
HOS,Hornbeck Offshore Services,20110804,UPDATE 1-Hornbeck Offshore Q2 loss lower than Street , * Q2 rev $80.8 mln vs est $78.7 mln   (Follows alerts),topStory
HSBC,HSBC Holdings plc,20110804,UPDATE 2-HSBC sees LatAm loans rising 20 pct in 2011 , * HSBC has added jobs in Mexico  Brazil this year  (Adds details on Mexico operation),topStory
HSBC,HSBC Holdings plc,20110804,Analysis: Crackdown on bank risk leaves "black box" empty ,LONDON Banks will struggle to recoup the fat returns they grew used to by trading anything from complex bond derivatives to gold and currencies  as a clampdown on their riskiest activities bites.,normal
HSBC,HSBC Holdings plc,20110804,Italy bank valuations sink to Lehman crisis lows , LONDON  Aug 4 Italian bank shares have tumbled to valuations matching the lows seen at the depth of the 2008/09 financial crisis as worries mount that Italy will be sucked deeper into the euro zone crisis.,normal
HSBC,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom ,LONDON If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HSBC,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom , LONDON  Aug 4  - If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HSEA,HSBC Holdings plc,20110804,UPDATE 2-HSBC sees LatAm loans rising 20 pct in 2011 , * HSBC has added jobs in Mexico  Brazil this year  (Adds details on Mexico operation),topStory
HSEA,HSBC Holdings plc,20110804,Analysis: Crackdown on bank risk leaves "black box" empty ,LONDON Banks will struggle to recoup the fat returns they grew used to by trading anything from complex bond derivatives to gold and currencies  as a clampdown on their riskiest activities bites.,normal
HSEA,HSBC Holdings plc,20110804,Italy bank valuations sink to Lehman crisis lows , LONDON  Aug 4 Italian bank shares have tumbled to valuations matching the lows seen at the depth of the 2008/09 financial crisis as worries mount that Italy will be sucked deeper into the euro zone crisis.,normal
HSEA,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom ,LONDON If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HSEA,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom , LONDON  Aug 4  - If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HSEB,HSBC Holdings plc,20110804,UPDATE 2-HSBC sees LatAm loans rising 20 pct in 2011 , * HSBC has added jobs in Mexico  Brazil this year  (Adds details on Mexico operation),topStory
HSEB,HSBC Holdings plc,20110804,Analysis: Crackdown on bank risk leaves "black box" empty ,LONDON Banks will struggle to recoup the fat returns they grew used to by trading anything from complex bond derivatives to gold and currencies  as a clampdown on their riskiest activities bites.,normal
HSEB,HSBC Holdings plc,20110804,Italy bank valuations sink to Lehman crisis lows , LONDON  Aug 4 Italian bank shares have tumbled to valuations matching the lows seen at the depth of the 2008/09 financial crisis as worries mount that Italy will be sucked deeper into the euro zone crisis.,normal
HSEB,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom ,LONDON If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HSEB,HSBC Holdings plc,20110804,In business  a woman's place is in the boardroom , LONDON  Aug 4  - If your company strives to have a board with a well-rounded view of the world  staffed with pragmatic directors who do their homework and aren't afraid to ask the tough questions  then it's probably looking for a few good women right now.,normal
HUM,Humana Inc,20110804,Medicare prescription drug premiums to fall ,WASHINGTON Medicare participants enrolled in the health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,topStory
HUM,Humana Inc,20110804,US Medicare prescription drug premiums to fall , WASHINGTON  Aug 4 Medicare participants enrolled in the U.S. health insurance program's prescription drug benefit should see their premium cost decline slightly next year.,normal
HUN,Huntsman Corporation,20110804,Huntsman shares plunge 31 percent after profit miss ,NEW YORK Huntsman Corp  shares lost nearly a third of their value on Thursday after the chemical maker's second-quarter profit missed Wall Street's expectations because of higher supply costs.,topStory
HUN,Huntsman Corporation,20110804,UPDATE 5-Huntsman shares plunge 31 percent after profit miss , * Unlike Huntsman's peers  higher costs offset sales jump,normal
HUN,Huntsman Corporation,20110804,CORRECTED - UPDATE 1-Huntsman quarterly profit narrowly misses Street , (Corrects first paragraph and headline to show profit narrowly missed.),normal
ING,ING Group NV,20110804,ING wavers on insurance IPO plan ,AMSTERDAM ING  will not be launching a stock market flotation for its insurance operations any time soon and trade buyers are expressing interest  the Dutch bancassurer said on Thursday. | Video ,topStory
ICE,Intercontinental Exchange Inc,20110804,EU deepens probe into D.Boerse-NYSE deal ,BRUSSELS/NEW YORK EU antitrust regulators have opened an in-depth probe into the proposed $9 billion merger of Deutsche Boerse and NYSE Euronext  citing concerns about competition in derivatives trading and clearing.,topStory
ICE,Intercontinental Exchange Inc,20110804,UPDATE 2-EU deepens probe into D.Boerse-NYSE deal , * EU concerned about deal impact on derivatives  equities,normal
ICE,Intercontinental Exchange Inc,20110804,D.Boerse  NYSE say confident EU will clear merger , BRUSSELS  Aug 4 Deutsche Boerse  and NYSE Euronext  said on Thursday they were confident that EU regulators would clear their planned merger after the European Commission opened a lengthy in-depth probe into the deal.,normal
ICE,Intercontinental Exchange Inc,20110804,EU to probe deeper into D.Boerse-NYSE deal , BRUSSELS  Aug 4 EU antitrust regulators opened on Thursday as expected an in-depth probe into the proposed merger of Deutsche Boerse  and NYSE Euronext   saying it was concerned about the deal's impact on derivatives and equities.,normal
IFF,Internationa Flavors & Fragrances Inc,20110804,UPDATE 3-Givaudan H1 profit slumps on forex  raw materials , * Shares slide more than 7 percent   (Adds CEO interview  analyst comments  shares),topStory
IBM,International Business Machines Corporation,20110804,Canada govt to reduce 100 e-mail systems to one , * Part of plan to cut C$4 bln/year from govt by 2014-15,topStory
IBM,International Business Machines Corporation,20110804,Google cries foul on Apple  Microsoft mobile gang-up ,LOS ANGELES Google Inc  fresh from losing a bid to buy thousands of patents from bankrupt Nortel  lashed out at its biggest rivals on Wednesday and accused them of banding together to block the Internet giant in the red-hot smartphone arena.,normal
IBM,International Business Machines Corporation,20110804,UPDATE 2-Google cries foul on Apple  Microsoft mobile gang-up , * Android-based handsets under pressure from patent suits,normal
JPM,J P Morgan Chase & Co,20110804,UPDATE 2-Alabama county extends talks to avert bankruptcy , * County faces $3.14 billion sewer debt plus other debt,topStory
JPM,J P Morgan Chase & Co,20110804,Alabama county extends talks over bond debt ,BIRMINGHAM  Ala.. Alabama's Jefferson County extended talks over a $3.14 billion sewer bond debt in a bid to avert what would be the largest municipal bankruptcy in U.S. history  the county commission president said on Thursday.,normal
JPM,J P Morgan Chase & Co,20110804,Alabama county in key bankruptcy meeting over debt ,BIRMINGHAM  Ala.. Alabama's Jefferson County could decide on Thursday whether to accept an offer from creditors to settle its sewer debt or pursue what would be the largest municipal bankruptcy in U.S. history.,normal
JPM,J P Morgan Chase & Co,20110804,CFTC finalizes whistleblower  swap data rules ,WASHINGTON The U.S. futures regulator finalized on Thursday new measures on swap data collectors and guidelines for whistle-blowers as it races to meet its obligations required under last year's financial market overhaul law.,normal
JPM,J P Morgan Chase & Co,20110804,Web.com pays $560 million for Network Solutions ,NEW YORK Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,normal
JPM,J P Morgan Chase & Co,20110804,Analysis: Crackdown on bank risk leaves "black box" empty ,LONDON Banks will struggle to recoup the fat returns they grew used to by trading anything from complex bond derivatives to gold and currencies  as a clampdown on their riskiest activities bites.,normal
JPM,J P Morgan Chase & Co,20110804,CFTC to finish whistleblower  swap data rules , WASHINGTON  Aug 4 The U.S. futures regulator  is expected to finalize on Thursday new measures outlining requirements for swap data collectors and guidelines for whistle-blowers as it races to meet its obligations required under last year's financial market overhaul law.,normal
JPM,J P Morgan Chase & Co,20110804,BRIEF-Moody's afrm Aa2/VMIG 1 rtg to West Palm Beach(FL) rev bnd , * Moody's affirms the Aa2/VMIG 1 rating assigned to West Palm Beach  Florida utility system variable rate revevnue bonds series 2008C,normal
JPM,J P Morgan Chase & Co,20110804,UPDATE 2-BNP Paribas to take 60 pct stake in S.Africa's Cadiz , * Gains foothold in Africa's top economy   (Adds executive comments),normal
JCP,JC Penney Company Inc Holding Company,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,topStory
JCP,JC Penney Company Inc Holding Company,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
JEC,Jacobs Engineering Group Inc,20110804,UPDATE 1-Aecom cuts FY EPS outlook on cost-reduction plans , * Shares down 3 pct in pre-market trade   (Follows alerts),topStory
JNJ,Johnson & Johnson,20110804,UPDATE 4-Dendreon plunges as Provenge prospects wither , * Shares dive 67.4 percent  (Adds analyst comment  options trading; updates shares),topStory
JNJ,Johnson & Johnson,20110804,Dendreon plunges as Provenge prospects wither ,NEW YORK Dendreon Corp  lost two thirds of its market value on Thursday after abandoning its forecast for its debut drug  prostate cancer vaccine Provenge  and shocking its biggest backers on Wall Street.,normal
JNJ,Johnson & Johnson,20110804,RPT-UPDATE 1-Bayer rival Boehringer gets EU nod for Pradaxa pill , * EU Approval cements Boehringer lead in promising drug class,normal
JNJ,Johnson & Johnson,20110804,UPDATE 1-Bayer rival Boehringer gets EU nod for Pradaxa pill , * EU Approval cements Boehringer lead in promising drug class,normal
JNPR,Juniper Networks Inc,20110804,Analysis: Shaky economy has companies wary of spending ,BOSTON/NEW YORK Weakening demand in the United States and Europe has spooked some in corporate America  prompting big companies to throttle back their spending just as U.S. government looks for ways to cut its own outlays.,topStory
KBR,KBR Inc,20110804,UPDATE 3-Fluor profit beats estimates  shares rise , * Q2 EPS 94 cents vs 81 cents expected by Wall St analysts,topStory
K,Kellogg Company,20110804,Dealtalk: Ralcorp stock to take hit as ConAgra takeover odds dim ,BANGALORE Investors in Ralcorp Holdings   who have pushed up the stock price on hopes of a deal  may have overreached as twice-rebuffed suitor ConAgra Foods  looks increasingly unlikely to sweeten its $86 a share takeover bid.,topStory
K,Kellogg Company,20110804,Timeline: ConAgra chasing reluctant Ralcorp ,March 22 - ConAgra Foods  makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
K,Kellogg Company,20110804,TIMELINE-ConAgra chasing reluctant Ralcorp , March 22 - ConAgra Foods makes $82 a share cash-and-stock bid for Ralcorp Holdings .,normal
K,Kellogg Company,20110804,DEALTALK-Ralcorp stock to take hit as ConAgra takeover odds dim , * Ralcorp trades at discount largely because of Post drag,normal
KMB,Kimberly-Clark Corporation,20110804,UPDATE 1-Finnish Ahlstrom to sell wipes fabrics business , HELSINKI  Aug 4 Finnish food wrapping  fibre and specialty paper group Ahlstrom Oyj said it agreed to sell its wipes fabrics business to Suominen Yhtyma Oyj  for 170 million euros ($243 million).,topStory
KMI,Kinder Morgan Inc,20110804,IFR-30-year debt too good to refuse with Treasuries below 4% , NEW YORK  Aug 4 (IFR) - A 30-year Treasury bond yield at under 4% was too good to refuse for five corporates this week  which have together issued $1.6bn of long-dated debt  some at record low coupons.,topStory
KGC,Kinross Gold Corporation,20110804,UPDATE 2-Ecuador sees 2012 economic growth at 4.2 pct-Correa , * Gov't wants foreign miners to pay 8 pct royalty 	   (Adds Correa quote  background  details),topStory
KKR,KKR & Co LP,20110804,Web.com pays $560 million for Network Solutions ,NEW YORK Web.com  an online provider of Internet services for small and medium-sized businesses  has agreed to pay about $560 million for privately held marketing and domain company Network Solutions.,topStory
KSS,Kohl&#39;s Corporation,20110804,Discounts help chains in July; tough battle ahead ,NEW YORK Deep discounts brought shoppers to malls and helped many retail chains report sales gains in July  in an early sign that consumers will keep demanding bargains in the back-to-school season.,topStory
KSS,Kohl&#39;s Corporation,20110804,WRAPUP 4-Discounts help chains in July; tough battle ahead , * July same-store sales up 4.4 pct; in line with estimates,normal
KSS,Kohl&#39;s Corporation,20110804,U.S. retailers' July same-store sales review , http://r.reuters.com/tuq92s  	 	 Click on the above link for a Thomson Reuters report that reviews July same-store sales performance at U.S. retailers,normal
KSS,Kohl&#39;s Corporation,20110804,U.S. retailers' July same-store sales , http://r.reuters.com/cuq92s	 Click on the attached link for a table that compares U.S. retailers' reported July same-store sales with analyst estimates published by Thomson Reuters data.,normal
PHG,Koninklijke Philips NV,20110804,France's Carrefour appoints new CFO from Philips , PARIS  Aug 4 French retailer Carrefour  on Thursday said it had appointed Pierre-Jean Sivignon  former board member of Dutch group Royal Philips Electronics  as its new finance chief.,topStory
PHG,Koninklijke Philips NV,20110804,Deatalk: Siemens could scrap Osram IPO as valuation plunges ,FRANKFURT/MUNICH Siemens  may postpone the planned listing of its Osram lighting unit or opt for a spin-off as tough equity markets and increasing competition in the sector hit its valuation.,normal
KT,KT Corporation,20110804,SK Tel says Hynix buy wouldn't affect shareholder returns , SEOUL  Aug 4 SK Telecom   South Korea's top mobile carrier  said on Thursday that its potential $2.3 billion purchase of Hynix Semiconductor would not undermine shareholder returns.,topStory
KT,KT Corporation,20110804,TABLE-SK Tel Q2 operating profit up from a year ago , SEOUL  Aug 4 Three months to end-June  2011.,normal
LVS,Las Vegas Sands Corp,20110804,Melco Crown applies for dual listing in Hong Kong , HONG KONG  Aug 4 Casino owner Melco Crown Entertainment Ltd has applied to the Hong Kong stock exchange for a dual listing in the Chinese territory  it said on Thursday.,topStory
LEA,Lear Corporation,20110804,WRAPUP 2-Lear  Visteon raise FY view; shares down on GM concerns , * Broader Dow Jones auto industry index down 8 pct   (Rewrites paragraphs 1 2),topStory
LEA,Lear Corporation,20110804,UPDATE 2-Lear raises FY view  sees improving global auto output , * Raises FY adj EPS to $4.95-$5.30; rev view $13.4-$13.8 bln,normal
