ACIW,ACI Worldwide Inc,20110915,UPDATE 4-Fundtech drops S1 for 'superior' PE offer , * GTCR's $23.33/shr cash offer at 33 pct premium to Fundtech Wed close,topStory
E,ENI SpA,20110915,Italian stocks - Factors to watch on Sept 15 , MILAN  Sept 15 The following factors could affect Italian markets on Thursday.,normal
ENVA,Enova International Inc,20110915,Cash America to list online lending unit Enova ,Cash America International Inc  said it will spin off its online lending arm Enova International in a $500 million initial public offering of Enova's stock  sending the pawn and payday lender's shares up to a new year-high.,topStory
ENVA,Enova International Inc,20110915,UPDATE 3-Cash America to list online lending unit Enova , * Enova to use proceed to repay $353.2 mln in debt to Cash America,normal
FDX,FedEx Corporation,20110915,UPS expects record profit  "slow-growth economy" ,LOUISVILLE  Kentucky United Parcel Service Inc  Chief Executive Scott Davis said the world's largest package delivery company is on track for record results this year in the face of the economy's "bumpy ride" and expectations for sluggish economic growth.,topStory
FDX,FedEx Corporation,20110915,UPDATE 4-UPS expects record profit  'slow-growth economy' , * Raises 2011 share buyback view to $2.7 bln from $2 bln,normal
F,Ford Motor Company,20110915,UPDATE 2-Brazil moves to shield auto industry from imports , * Brazil implements new tax steps to help local carmakers,topStory
F,Ford Motor Company,20110915,UPDATE 1-UAW takes Ford grievance to arbitration hearing , * Arbitration hearing comes day after contract expires  (Adds details about the grievance hearing  background on UAW notice to GM workers),normal
F,Ford Motor Company,20110915,CORRECTED - UAW takes Ford grievance to arbitration hearing , (Corrects throughout to show Ford pay increases  not bonuses  to white collar workers at issue. Also corrects spelling of analyst's first name in 13th paragraph),normal
F,Ford Motor Company,20110915,Brazil supports auto industry with new tax moves , BRASILIA  Sept 15 Brazil will implement new tax measures in the automobile industry to support domestic production and save jobs in Brazil  Finance Minister Guido Mantega said on Thursday.,normal
F,Ford Motor Company,20110915,Fed's Tarullo questions benefits of big banks ,WASHINGTON A top Federal Reserve official on Thursday questioned the economic benefits of mega banks and other large financial companies.,normal
F,Ford Motor Company,20110915,UPDATE 1-Fed's Tarullo questions benefits of big banks ,   * Tarullo says big-bank benefit needs to be studied more,normal
F,Ford Motor Company,20110915,Chrysler U.S. gov't loan bid could be in jeopardy , WASHINGTON  Sept 15 Republican leaders in the House of Representatives want to halve the balance of a U.S. government loan fund established to help the auto industry make more fuel efficient cars and trucks.,normal
F,Ford Motor Company,20110915,AUTOSHOW-European car execs fear Hyundai-Kia duo , * Hyundai-Kia's Europe sales eclipse all other Asian car makers,normal
F,Ford Motor Company,20110915,Russia's 2011 WTO entry hinges on EU: Kremlin ,MOSCOW Russia's chances of joining the World Trade Organization in 2011 hinge on the European Union while the membership will hurt the country's energy-based economy in the short-term  senior Russian officials told Reuters on Wednesday.,normal
F,Ford Motor Company,20110915,GM  Chrysler extend UAW contracts after talks slow ,DETROIT General Motors Co and Chrysler Group LLC agreed to extend labor contracts with the United Auto Workers on Thursday as the union's negotiations failed to produce the expected breakthrough on pay for 113 000 autoworkers.,normal
FCX,Freeport-McMoran Inc,20110915,METALS-Copper gains with dollar support , * Output  shipments halted at Freeport McMoran's Grasberg copper mine,topStory
FCX,Freeport-McMoran Inc,20110915,WRAPUP 2-Freeport mine strikes in Indonesia  Peru spark supply fears , * Workers at Peru copper mine Cerro Verde also on strike   (Recasts with production  shipments halted  adds details),normal
FCX,Freeport-McMoran Inc,20110915,Freeport Indonesia mine has been "paralysed" by strike-union , JAKARTA  Sept 15 Mining activity at Freeport McMoRan Copper & Gold's  Grasberg unit in Indonesia has been "paralysed" by a workers' strike  union spokesman Juli Parorrongan told Reuters by telephone on Thursday.,normal
FCX,Freeport-McMoran Inc,20110915,Freeport Indonesia assesses Grasberg strike on deliveries , JAKARTA  Sept 15 Freeport McMoRan Copper & Gold's Indonesia said on Thursday it is assessing the impact on production and deliveries following the start of a month-long strike at the world's third-biggest copper mine  company spokesman Ramdani Sirait told Reuters in a statement.,normal
FCX,Freeport-McMoran Inc,20110915,UPDATE 1-Indonesia-Market Factors to watch - Sept 15 , JAKARTA  Sept 15 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
FCX,Freeport-McMoran Inc,20110915,Indonesia-Market Factors to watch - Sept 15 , JAKARTA  Sept 15 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
GPS,Gap Inc (The),20110915,UPDATE 3-Esprit profit dives  shares hit 8-yr low , * Yearly net falls 98 pct to HK$79 mln vs HK$3.16 bln forecast,topStory
GPS,Gap Inc (The),20110915,Esprit says full-year net profit down 98 pct , HONG KONG  Sept 15 Europe-focused Esprit Holdings Ltd   Asia's No.6 apparel and accessories retailer by market value  posted a 98 percent fall in full-year net profit on Thursday  missing analyst forecasts  as one-off restructuring costs hit.,normal
GD,General Dynamics Corporation,20110915,FACTBOX-Defense industry united as debt panel weighs cuts , Sept 15 U.S. military contractors are united in their push to stem additional cuts in defense spending that could come out of a congressional "super committee" charged with finding ways to lower the deficit.,topStory
GEK,General Electric Capital Corporation,20110915,Euro zone progress extends Wall St gain ,NEW YORK Stocks rose for a fourth day on Thursday as coordinated central bank action calmed fears that Europe's financial sector was headed for a credit freeze due to the region's sovereign debt crisis. | Video ,topStory
GEK,General Electric Capital Corporation,20110915,US STOCKS-Euro zone progress extends Wall St gain , * Central banks offer dollar liquidity to European lenders,normal
GEK,General Electric Capital Corporation,20110915,US STOCKS-Euro zone progress extends Wall St advance , * Central banks offer dollar liquidity to European lenders,normal
GEK,General Electric Capital Corporation,20110915,UPS expects record profit  "slow-growth economy" ,LOUISVILLE  Kentucky United Parcel Service Inc  Chief Executive Scott Davis said the world's largest package delivery company is on track for record results this year in the face of the economy's "bumpy ride" and expectations for sluggish economic growth.,normal
GEK,General Electric Capital Corporation,20110915,UPDATE 4-UPS expects record profit  'slow-growth economy' , * Raises 2011 share buyback view to $2.7 bln from $2 bln,normal
GEK,General Electric Capital Corporation,20110915,US STOCKS-Wall St rises 4th day as euro zone fears recede , * Indexes up: Dow 1.3 pct  S&P 1.3 pct  Nasdaq 1.1 pct,normal
GEK,General Electric Capital Corporation,20110915,GE's Immelt sees "decent" U.S. economic growth ,NEW YORK General Electric Co  Chief Executive Jeff Immelt said he sees "good  decent economic growth everywhere " including the United States  and is not worried about the economy slipping back into recession.,normal
GEK,General Electric Capital Corporation,20110915,UPDATE 3-GE's Immelt sees 'decent' U.S. economic growth , * To invest $1 billion in cancer R&D  (Adds UPS  Cummins comments on economy  byline  updates shares),normal
GEK,General Electric Capital Corporation,20110915,GE's Immelt says not worried about recession , NEW YORK  Sept 15 General Electric Co  Chief Executive Jeff Immelt said he sees "good  decent economic growth everywhere " including the United States  and is not worried about the economy slipping back into recession.,normal
GE,General Electric Company,20110915,Euro zone progress extends Wall St gain ,NEW YORK Stocks rose for a fourth day on Thursday as coordinated central bank action calmed fears that Europe's financial sector was headed for a credit freeze due to the region's sovereign debt crisis. | Video ,topStory
GE,General Electric Company,20110915,US STOCKS-Euro zone progress extends Wall St gain , * Central banks offer dollar liquidity to European lenders,normal
GE,General Electric Company,20110915,US STOCKS-Euro zone progress extends Wall St advance , * Central banks offer dollar liquidity to European lenders,normal
GE,General Electric Company,20110915,UPS expects record profit  "slow-growth economy" ,LOUISVILLE  Kentucky United Parcel Service Inc  Chief Executive Scott Davis said the world's largest package delivery company is on track for record results this year in the face of the economy's "bumpy ride" and expectations for sluggish economic growth.,normal
GE,General Electric Company,20110915,UPDATE 4-UPS expects record profit  'slow-growth economy' , * Raises 2011 share buyback view to $2.7 bln from $2 bln,normal
GE,General Electric Company,20110915,US STOCKS-Wall St rises 4th day as euro zone fears recede , * Indexes up: Dow 1.3 pct  S&P 1.3 pct  Nasdaq 1.1 pct,normal
GE,General Electric Company,20110915,GE's Immelt sees "decent" U.S. economic growth ,NEW YORK General Electric Co  Chief Executive Jeff Immelt said he sees "good  decent economic growth everywhere " including the United States  and is not worried about the economy slipping back into recession.,normal
GE,General Electric Company,20110915,UPDATE 3-GE's Immelt sees 'decent' U.S. economic growth , * To invest $1 billion in cancer R&D  (Adds UPS  Cummins comments on economy  byline  updates shares),normal
GE,General Electric Company,20110915,GE's Immelt says not worried about recession , NEW YORK  Sept 15 General Electric Co  Chief Executive Jeff Immelt said he sees "good  decent economic growth everywhere " including the United States  and is not worried about the economy slipping back into recession.,normal
GM,General Motors Company,20110915,UPDATE 2-Brazil moves to shield auto industry from imports , * Brazil implements new tax steps to help local carmakers,topStory
GM,General Motors Company,20110915,UPDATE 1-UAW takes Ford grievance to arbitration hearing , * Arbitration hearing comes day after contract expires  (Adds details about the grievance hearing  background on UAW notice to GM workers),normal
GM,General Motors Company,20110915,CORRECTED - UAW takes Ford grievance to arbitration hearing , (Corrects throughout to show Ford pay increases  not bonuses  to white collar workers at issue. Also corrects spelling of analyst's first name in 13th paragraph),normal
GM,General Motors Company,20110915,Brazil supports auto industry with new tax moves , BRASILIA  Sept 15 Brazil will implement new tax measures in the automobile industry to support domestic production and save jobs in Brazil  Finance Minister Guido Mantega said on Thursday.,normal
GM,General Motors Company,20110915,Chrysler U.S. gov't loan bid could be in jeopardy , WASHINGTON  Sept 15 Republican leaders in the House of Representatives want to halve the balance of a U.S. government loan fund established to help the auto industry make more fuel efficient cars and trucks.,normal
GM,General Motors Company,20110915,AUTOSHOW-European car execs fear Hyundai-Kia duo , * Hyundai-Kia's Europe sales eclipse all other Asian car makers,normal
GM,General Motors Company,20110915,Russia's 2011 WTO entry hinges on EU: Kremlin ,MOSCOW Russia's chances of joining the World Trade Organization in 2011 hinge on the European Union while the membership will hurt the country's energy-based economy in the short-term  senior Russian officials told Reuters on Wednesday.,normal
GM,General Motors Company,20110915,GM  Chrysler extend UAW contracts after talks slow ,DETROIT General Motors Co and Chrysler Group LLC agreed to extend labor contracts with the United Auto Workers on Thursday as the union's negotiations failed to produce the expected breakthrough on pay for 113 000 autoworkers.,normal
GM,General Motors Company,20110915,GM  Chrysler extend UAW contracts after talks slow , * Chrysler CEO: union failed to live up to commitments,normal
GM,General Motors Company,20110915,UPDATE 1-Chrysler  UAW fail to reach deal , DETROIT  Sept 14 Chrysler Group LLC and the United Auto Workers union failed to reach a deal on a new contract by the expiration of the current pact on Wednesday and Chief Executive Sergio Marchionne said he was willing to extend the terms of the expiring contract for a week.,normal
GSK,GlaxoSmithKline PLC,20110915,Analysis: Bachmann vaccine comments toxic  doctors say ,CHICAGO No matter how much the U.S. medical community repudiates the suggestion by presidential candidate Michele Bachmann that a vaccine for human papillomavirus (HPV) is dangerous  doctors fear the damage has already been done.,topStory
GSK,GlaxoSmithKline PLC,20110915,115 US kids  teens died from flu last season-CDC , * Nearly half of those who died had been otherwise healthy,normal
GSK,GlaxoSmithKline PLC,20110915,115 U.S. children  teens died from flu last season: CDC ,Some 115 U.S. children and teens died from influenza last flu season  and many of those deaths were of children who had not gotten an annual flu shot  U.S. health officials said on Thursday.,normal
GSK,GlaxoSmithKline PLC,20110915,UPDATE 1-GSK anti-nausea drug may pose risk to heart rhythm: FDA , * GSK to conduct new study  results expected in 2012 summer   (Follows alerts),normal
GSK,GlaxoSmithKline PLC,20110915,Drugmaker GSK inspired by McLaren F1 mission control , LONDON  Sept 15 Can fast cars help you sell more drugs? Executives at GlaxoSmithKline think so.,normal
GSK,GlaxoSmithKline PLC,20110915,Breast  cervix cancer growing threats to poor: study ,LONDON The number of cases and deaths from breast and cervical cancer is rising in most countries across the world  especially in poorer nations where more women are dying at younger ages  according to a global study of the diseases.,normal
GSK,GlaxoSmithKline PLC,20110915,RPT-Breast  cervix cancer growing threats to poor-study , * More women dying from breast  cervical cancer in poor countries,normal
GG,Goldcorp Inc,20110915,CANADA STOCKS-TSX rallies on signs of euro-zone action , * Gold miners drag materials group down 0.7 pct  (Updates to close. Adds details  comments),topStory
GS,Goldman Sachs Group Inc (The),20110915,Goldman to close Global Alpha fund after losses ,NEW YORK Goldman Sachs Group Inc  is shuttering a well-known hedge fund that relies on computer-driven trading strategies after the portfolio rang up a hefty loss this year.,topStory
GS,Goldman Sachs Group Inc (The),20110915,UPDATE 2-Goldman to close Global Alpha fund after losses , * Global Alpha has performed poorly before in 2007  (Adds details of Global Alpha's decline),normal
GS,Goldman Sachs Group Inc (The),20110915,Goldman Sachs to close Global Alpha fund , NEW YORK  Sept 15 Goldman Sachs Group  told investors that it will shut down its Global Alpha fund at the end of the month  after the portfolio lost more than 13 percent this year  two people familiar with the matter said.,normal
GS,Goldman Sachs Group Inc (The),20110915,Morgan Stanley Chairman Mack to retire at year-end ,Morgan Stanley Chairman John Mack  whose sharp elbows and aggressive cost-cutting tactics earned him the nickname "Mack The Knife " will step down at the end of the year  fully handing the reins to Chief Executive James Gorman.,normal
GS,Goldman Sachs Group Inc (The),20110915,Exclusive: CFTC insiders blow whistle on position limit rule ,WASHINGTON Internal strife at the Commodity Futures Trading Commission over how to craft a workable rule to crack down on speculation in oil markets has prompted two internal whistleblowers to ask the agency's inspector general to step in.,normal
GS,Goldman Sachs Group Inc (The),20110915,Goldman's Global Alpha fund hurts investors again , NEW YORK  Sept 15 Goldman Sachs Group Inc's  shakeup of management at one of its highest-profile hedge funds comes as the fund's performance is badly lagging its competitors.,normal
GS,Goldman Sachs Group Inc (The),20110915,Bankers' cash take squeezed as pay shake-up looms ,LONDON There are few occasions when growing bonus pools are not a cause for bankers to celebrate. But this may be one of them.,normal
GS,Goldman Sachs Group Inc (The),20110915,Bankers' cash take squeezed as pay shake-up looms , * Salaries trimmed by 10-15 pct where possible  bonuses going,normal
GS,Goldman Sachs Group Inc (The),20110915,SEC widens CDO probe  negotiating settlements: report ,The U.S. securities regulator is widening its probe into mortgage-bond deals that ushered in the financial crisis  and is pushing for a settlement of more than $200 million with Citigroup  the Wall Street Journal said  citing people familiar with the matter.,normal
GS,Goldman Sachs Group Inc (The),20110915,UPDATE 1-SEC widens CDO probe  negotiating settlements - WSJ , Sept 14 The U.S. securities regulator is widening its probe into mortgage-bond deals that ushered in the financial crisis  and is pushing for a settlement of more than $200 million with Citigroup   the Wall Street Journal said  citing people familiar with the matter.,normal
TV,Grupo Televisa SA,20110915,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST     PREV ------------------------------------------------------------------- SEP21 0800/1300  retail sales        m/m   Jul           +4.80 pct SEP22 0800/1300  aggregate demand    q/q   Q2           ,topStory
HGH,Hartford Financial Services Group Inc (The),20110915,FACTBOX-Insured losses from Hurricane Irene , Sept 15 Hurricane Irene caused severe flood damage from the Bahamas all the way to the northern New England region of the United States last month  adding to what was already one of the costliest years for insurers in history.,topStory
HIG,Hartford Financial Services Group Inc (The),20110915,FACTBOX-Insured losses from Hurricane Irene , Sept 15 Hurricane Irene caused severe flood damage from the Bahamas all the way to the northern New England region of the United States last month  adding to what was already one of the costliest years for insurers in history.,topStory
HCA,HCA Healthcare Inc,20110915,UPDATE 3-HCA to buy back 16 pct of its stock  shares jump , * Shares jump as much as 13 pct in early NYSE trading  (Adds more analyst comment  byline  update stock price),topStory
HMC,Honda Motor Company Ltd,20110915,AUTOSHOW-European car execs fear Hyundai-Kia duo , * Hyundai-Kia's Europe sales eclipse all other Asian car makers,topStory
HMC,Honda Motor Company Ltd,20110915,PRESS DIGEST - Russia - Sept 15 , Moscow  Sept 15 The following are some of the leading stories in Russia's newspapers on Thursday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
HMC,Honda Motor Company Ltd,20110915,Russian markets -- Factors to Watch on Sept 15 , Sept 15 Here are events and news stories that could move Russian markets on Thursday.,normal
HMC,Honda Motor Company Ltd,20110915,UPDATE 1-Indonesia-Market Factors to watch - Sept 15 , JAKARTA  Sept 15 Following is a list of events in Indonesia as well as news stories and press reports that may influence financial markets.,normal
HPQ,HP Inc,20110915,HP execs misled investors before August stock crash: lawsuit ,Hewlett-Packard Co and top executives misled investors for months before unveiling a series of major decisions  such as the demise of the TouchPad  that hammered its shares  a shareholder alleged in a proposed class-action lawsuit filed this week.,topStory
HPQ,HP Inc,20110915,HP execs misled before Aug stock crash -lawsuit , Sept 15 Hewlett-Packard Co  and top executives misled investors for months before unveiling a series of major decisions  such as the demise of the TouchPad  that hammered its shares  a shareholder alleged in a proposed class-action lawsuit filed this week.,normal
HPQ,HP Inc,20110915,HP should reconsider dumping TouchPad: research firm ,HELSINKI Hewlett-Packard Co (HP) should reconsider its decision to dump its TouchPad tablet since the device could double the value of the PC division HP plans to spin off  technology research firm Canalys said in a note to clients.,normal
HPQ,HP Inc,20110915,HP should reconsider dumping TouchPad -Canalys , HELSINKI  Sept 15 Hewlett-Packard Co (HP)  should reconsider its decision to dump its TouchPad tablet since the device could double the value of the PC division HP plans to spin off  technology research firm Canalys said in a note to clients.,normal
HPQ,HP Inc,20110915,Huawei targets enterprise deals at $7 billion by 2012 ,DALIAN  China/HONG KONG Huawei Technologies Co Ltd  the world's No.2 network equipment maker  expects its deals in the enterprise sector to total more than $7 billion by next year  banking on demand from key markets such as China  a senior executive said.,normal
HSBC,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops: report ,National Bank of Canada  is nearing a deal to buy the Canadian retail brokerage of HSBC Holdings   a newspaper report said on Thursday.,topStory
HSBC,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops-report ,   * HSBC recently confirmed was in talks to sell brokerage,normal
HSBC,HSBC Holdings plc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,normal
HSEA,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops: report ,National Bank of Canada  is nearing a deal to buy the Canadian retail brokerage of HSBC Holdings   a newspaper report said on Thursday.,topStory
HSEA,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops-report ,   * HSBC recently confirmed was in talks to sell brokerage,normal
HSEA,HSBC Holdings plc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,normal
HSEB,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops: report ,National Bank of Canada  is nearing a deal to buy the Canadian retail brokerage of HSBC Holdings   a newspaper report said on Thursday.,topStory
HSEB,HSBC Holdings plc,20110915,National Bank near deal for HSBC Canada ops-report ,   * HSBC recently confirmed was in talks to sell brokerage,normal
HSEB,HSBC Holdings plc,20110915,Prudential Financial's China insurance JV to start in Q4 2012 , SHANGHAI  Sept 15 Prudential Financial  expects its China life insurance joint venture with a unit of Chinese conglomerate Fosun Group to begin operations in the fourth quarter of 2012  the U.S. financial group said on Thursday.,normal
HUM,Humana Inc,20110915,CMS sees private Medicare plans growing in 2012 , * Industry says cuts to program have not yet taken toll,topStory
INFY,Infosys Limited,20110915,Infosys close to acquiring Thomson Reuters unit: report ,MUMBAI India's Infosys Technologies  is close to acquiring Thomson Reuters'  healthcare business for $700-$750 million  an Indian newspaper reported.,topStory
INFY,Infosys Limited,20110915,Infosys close to acquiring Thomson Reuters unit-report , MUMBAI  Sept 15 India's Infosys Technologies  is close to acquiring Thomson Reuters'  healthcare business for $700-$750 million  an Indian newspaper reported.,normal
ING,ING Group NV,20110915,Fed's Tarullo questions benefits of big banks ,WASHINGTON A top Federal Reserve official on Thursday questioned the economic benefits of mega banks and other large financial companies.,topStory
ING,ING Group NV,20110915,UPDATE 1-Fed's Tarullo questions benefits of big banks ,   * Tarullo says big-bank benefit needs to be studied more,normal
JPM,J P Morgan Chase & Co,20110915,Fed's Tarullo questions benefits of big banks ,WASHINGTON A top Federal Reserve official on Thursday questioned the economic benefits of mega banks and other large financial companies.,topStory
JPM,J P Morgan Chase & Co,20110915,UPDATE 1-Fed's Tarullo questions benefits of big banks ,   * Tarullo says big-bank benefit needs to be studied more,normal
JPM,J P Morgan Chase & Co,20110915,Morgan Stanley Chairman Mack to retire at year-end ,Morgan Stanley Chairman John Mack  whose sharp elbows and aggressive cost-cutting tactics earned him the nickname "Mack The Knife " will step down at the end of the year  fully handing the reins to Chief Executive James Gorman.,normal
JPM,J P Morgan Chase & Co,20110915,Wells sues JPMorgan over 800 mortgage loans ,JPMorgan Chase & Co  was sued by Wells Fargo & Co   which seeks to force it to buy back more than 800 soured mortgage loans that it oversees as trustee.,normal
JPM,J P Morgan Chase & Co,20110915,Wells sues JPMorgan over 800 mortgage loans , * Wells Fargo says JPMorgan's EMC unit breached warranties,normal
JPM,J P Morgan Chase & Co,20110915,TABLE-Delinquencies continue to fall at most major US card cos , Sept 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in August  signalling American consumers have been able to keep up with their bill payments.,normal
JPM,J P Morgan Chase & Co,20110915,Mortgage default notices jump in August: RealtyTrac ,NEW YORK Default notices on U.S. home loans notched their biggest monthly increase in four years in August  suggesting some of the backlog from documentation issues was easing  data showed on Thursday.,normal
JPM,J P Morgan Chase & Co,20110915,UPDATE 2-US mortgage default notices jump in Aug-RealtyTrac , NEW YORK  Sept 15 Default notices on U.S. home loans notched their biggest monthly increase in four years in August  suggesting some of the backlog from documentation issues was easing  data showed on Thursday.,normal
JPM,J P Morgan Chase & Co,20110915,US STOCKS-Wall St advances for 4th day  banks up on ECB moves , * Indexes up: Dow 1.2 pct  S&P 1.1 pct  Nasdaq 0.8 pct,normal
JPM,J P Morgan Chase & Co,20110915,Alabama county faces bankruptcy decision over debt ,BIRMINGHAM Ala./ATLANTA Alabama's Jefferson County will decide on Friday whether to declare bankruptcy over its $3.14 billion bond debt and there are hints the outline of a deal with creditors may be possible.,normal
JCI,Johnson Controls International plc,20110915,China probes Johnson Controls unit for alleged lead ,SHANGHAI A China unit of major lead-acid battery maker Johnson Controls has halted production at its Shanghai factory as authorities investigate into an alleged lead pollution case  the official Shanghai Securities News said on Thursday.,topStory
JCI,Johnson Controls International plc,20110915,REFILE-China probes Johnson Controls unit for alleged lead pollution-paper , SHANGHAI  Sept 15 A China unit of major lead-acid battery maker Johnson Controls has halted production at its Shanghai factory as authorities investigate into an alleged lead pollution case  the official   Shanghai Securities News said on Thursday.,normal
JNPR,Juniper Networks Inc,20110915,Huawei targets enterprise deals at $7 billion by 2012 ,DALIAN  China/HONG KONG Huawei Technologies Co Ltd  the world's No.2 network equipment maker  expects its deals in the enterprise sector to total more than $7 billion by next year  banking on demand from key markets such as China  a senior executive said.,topStory
LMT,Lockheed Martin Corporation,20110915,FACTBOX-Defense industry united as debt panel weighs cuts , Sept 15 U.S. military contractors are united in their push to stem additional cuts in defense spending that could come out of a congressional "super committee" charged with finding ways to lower the deficit.,topStory
LMT,Lockheed Martin Corporation,20110915,UPDATE 1-US State Dept to skip Taiwan event for first time , * Conference comes 10 days before US decision due on F-16s (adds State Department's arms sale role  Texas's F-16 link),normal
MFC,Manulife Financial Corp,20110915,CANADA STOCKS-TSX rallies on central banks' EU move , * Gold issues drag materials down 1.3 pct  (Updates with details  commentary),topStory
MMC,Marsh & McLennan Companies Inc,20110915,MOVES-Jefferies  BlackRock  JP Morgan , Sept 15 The following financial service industry appointments were announced on Thursday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MCD,McDonald&#39;s Corporation,20110915,Olive Garden  Red Lobster slimming kids' menus ,Olive Garden and Red Lobster parent Darden Restaurants Inc said on Thursday it would reduce calories and sodium in its meals for children  amid growing calls for healthier and more nutritious restaurant fare.,topStory
MCD,McDonald&#39;s Corporation,20110915,UPDATE 1-Olive Garden  Red Lobster slimming kids' menus , * Move comes amid calls to help reduce childhood obesity,normal
MCD,McDonald&#39;s Corporation,20110915,South African Markets - Factors to watch on Sept 15 , JOHANNESBURG  Sept 15 The following company announcements  scheduled economic indicators  debt and currency market moves and political events may affect South African markets on Thursday.,normal
MRK,Merck & Company Inc,20110915,Analysis: Bachmann vaccine comments toxic  doctors say ,CHICAGO No matter how much the U.S. medical community repudiates the suggestion by presidential candidate Michele Bachmann that a vaccine for human papillomavirus (HPV) is dangerous  doctors fear the damage has already been done.,topStory
MRK,Merck & Company Inc,20110915,Breast  cervix cancer growing threats to poor: study ,LONDON The number of cases and deaths from breast and cervical cancer is rising in most countries across the world  especially in poorer nations where more women are dying at younger ages  according to a global study of the diseases.,normal
MRK,Merck & Company Inc,20110915,RPT-Breast  cervix cancer growing threats to poor-study , * More women dying from breast  cervical cancer in poor countries,normal
MFG,Mizuho Financial Group Inc,20110915,UPDATE 1-Mizuho group to merge core units in 2013-Nikkei , Sept 16 Mizuho Financial Group Inc will carry out the planned merger of core units Mizuho Bank and Mizuho Corporate Bank in the first half of fiscal 2013  the Nikkei business daily said.,topStory
MFG,Mizuho Financial Group Inc,20110915,SEC widens CDO probe  negotiating settlements: report ,The U.S. securities regulator is widening its probe into mortgage-bond deals that ushered in the financial crisis  and is pushing for a settlement of more than $200 million with Citigroup  the Wall Street Journal said  citing people familiar with the matter.,normal
MFG,Mizuho Financial Group Inc,20110915,BoAML swings axe in lev fin and deal advisory -sources , LONDON  Sept 15 (IFR) - Bank of America Merrill Lynch is cutting jobs in its European leveraged finance team  including a senior position  as it takes the axe to debt capital markets and deal advisory  market sources said.,normal
MFG,Mizuho Financial Group Inc,20110915,UPDATE 1-SEC widens CDO probe  negotiating settlements - WSJ , Sept 14 The U.S. securities regulator is widening its probe into mortgage-bond deals that ushered in the financial crisis  and is pushing for a settlement of more than $200 million with Citigroup   the Wall Street Journal said  citing people familiar with the matter.,normal
MFG,Mizuho Financial Group Inc,20110915,SEC widens CDO probe  negotiating settlements - WSJ , Sept 14 The U.S. securities regulator is widening its probe into mortgage-bond deals that ushered in the financial crisis  and is pushing for a settlement of more than $200 million with Citigroup   the Wall Street Journal said  citing people familiar with the matter.,normal
MS,Morgan Stanley,20110915,BRIEF: Moody's assigns Aaa-mf ratings to three Morgan Stanley Money Market Funds , Moody's assigns Aaa-mf ratings to three Morgan Stanley Money Market Funds,topStory
MS,Morgan Stanley,20110915,UPDATE1-FINRA bars former broker who sent fake emails , (Adds comment from former broker Finkin in seventh paragraph.),normal
MS,Morgan Stanley,20110915,Morgan Stanley Chairman Mack to retire at year-end ,Morgan Stanley Chairman John Mack  whose sharp elbows and aggressive cost-cutting tactics earned him the nickname "Mack The Knife " will step down at the end of the year  fully handing the reins to Chief Executive James Gorman.,normal
MS,Morgan Stanley,20110915,FINRA bars former broker who sent fake emails , Sept 15 A former broker accused of sending fake emails about a customer's loan application has been barred from the securities industry.,normal
MS,Morgan Stanley,20110915,CORRECTED - (OFFICIAL)-Morgan Stanley Chairman Mack to retire at year-end , (Corrects age of James Gorman from 52 to 53; error was due to erroneous information from the company),normal
MS,Morgan Stanley,20110915,UBS rogue trade deals blow to new risk boss ,LONDON A $2 billion rogue trading hit at UBS deals a savage blow to its new chief risk officer  previously head of risk at Lehman Brothers  and undermines claims by the Swiss bank and the industry that such events are a thing of the past.,normal
MS,Morgan Stanley,20110915,Exclusive: CFTC insiders blow whistle on position limit rule ,WASHINGTON Internal strife at the Commodity Futures Trading Commission over how to craft a workable rule to crack down on speculation in oil markets has prompted two internal whistleblowers to ask the agency's inspector general to step in.,normal
MS,Morgan Stanley,20110915,UPDATE 1-UBS rogue trade deals blow to new risk boss , LONDON  Sept 15 A $2 billion rogue trading hit at UBS deals a savage blow to its new chief risk officer  previously head of risk at Lehman Brothers  and undermines claims by the Swiss bank and the industry that such events are a thing of the past.,normal
