ACIW,ACI Worldwide Inc,20110815,UPDATE 1-ACI asks S1 shareholders to vote against Fundtech deal , Aug 15 ACI Worldwide Inc urged shareholders of S1 Corp   which rejected its $540 million offer earlier this month  to vote against S1's proposed acquisition of Israel's Fundtech Ltd .,topStory
ASR,Grupo Aeroportuario del Sureste SA de CV,20110815,Mexican airport operator rejects Brazil project , MEXICO CITY  Aug 15 Mexican airport operator Grupo Aeroportuario del Pacifico   said it will not take part in a Brazilian airport project because it does not believe it is viable.,topStory
TV,Grupo Televisa SA,20110815,DIARY - Mexico and Central America - to Aug 31 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- AUG19 0800/1300  GDP Q/Q                    Q3            +0.5 pct AUG19 0800/1300  quarterly GDP              Q3            +4.6 pct,topStory
HMY,Harmony Gold Mining Company Limited,20110815,UPDATE 2-Harmony Gold misses Q4 market forecast as costs bite , * Company sticks to 2 mln oz output target by 2015   (Adds CEO interview  analyst comment  details),topStory
HMY,Harmony Gold Mining Company Limited,20110815,Harmony Q4 misses market expectation  costs bite ,JOHANNESBURG Harmony Gold   the world's fifth largest gold producer  reported a 67 percent drop in quarterly profits that fell short of market expectations as power rates and the costs of a troubled asset it recently bought took a bite from its earnings.,normal
HD,Home Depot Inc (The),20110815,Homeowners delay renovations  Lowe's cuts forecast ,NEW YORK Lowe's Cos Inc  reported weaker-than-expected quarterly sales and cut its fiscal-year outlook for the second time in three months as homeowners put off big renovations in an anemic U.S. economy.,topStory
HD,Home Depot Inc (The),20110815,UPDATE 5-Homeowners delay renovations  Lowe's cuts forecast , * Q2 sales rise to $14.54 bln but miss $14.75 bln estimate,normal
HPQ,HP Inc,20110815,BUY OR SELL-BMC Software: growth play or too cheap to ignore? , * Shares off 16 pct since Q1 numbers  but had pvsly touched decade-high,topStory
HSBC,HSBC Holdings plc,20110815,With a 'Bah  humbug!'  NY judge tosses foreclosure , * Judge: Phone call with officer of defunct lender a fraud,topStory
HSBC,HSBC Holdings plc,20110815,Barclays gets green light to expand in Israel , JERUSALEM  Aug 15 Bank of Israel Governor Stanley Fischer has awarded Barclays a banking licence and permit to open a branch  the central bank said  paving the way for the UK-listed bank to expand its investment banking and brokerage activities.,normal
HSBC,HSBC Holdings plc,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,normal
HSEA,HSBC Holdings plc,20110815,With a 'Bah  humbug!'  NY judge tosses foreclosure , * Judge: Phone call with officer of defunct lender a fraud,topStory
HSEA,HSBC Holdings plc,20110815,Barclays gets green light to expand in Israel , JERUSALEM  Aug 15 Bank of Israel Governor Stanley Fischer has awarded Barclays a banking licence and permit to open a branch  the central bank said  paving the way for the UK-listed bank to expand its investment banking and brokerage activities.,normal
HSEA,HSBC Holdings plc,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,normal
HSEB,HSBC Holdings plc,20110815,With a 'Bah  humbug!'  NY judge tosses foreclosure , * Judge: Phone call with officer of defunct lender a fraud,topStory
HSEB,HSBC Holdings plc,20110815,Barclays gets green light to expand in Israel , JERUSALEM  Aug 15 Bank of Israel Governor Stanley Fischer has awarded Barclays a banking licence and permit to open a branch  the central bank said  paving the way for the UK-listed bank to expand its investment banking and brokerage activities.,normal
HSEB,HSBC Holdings plc,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,normal
HBM,Hudbay Minerals Inc,20110815,RPT-BAY STREET-Junior miners present big risk in bear market , * Analysts recommend established miners in current climate,topStory
IBM,International Business Machines Corporation,20110815,BUY OR SELL-BMC Software: growth play or too cheap to ignore? , * Shares off 16 pct since Q1 numbers  but had pvsly touched decade-high,topStory
IP,International Paper Company,20110815,Global loan backlog building as M&A  leverage slow ,LONDON (The following story appeared in the August 13 issue of International Financing Review  a Thomson Reuters publication).,topStory
IP,International Paper Company,20110815,IFR-Global loan backlog building as M&A  leverage slow , LONDON  Aug 15 (The following story appeared in the August 13 issue of International Financing Review  a Thomson Reuters publication).,normal
IPG,Interpublic Group of Companies Inc (The),20110815,Deals of the day -- mergers and acquisitions , (Adds Google  Bank of America  Time Warner Cable  Cargill  Ascent Solar Technologies and others),topStory
IPG,Interpublic Group of Companies Inc (The),20110815,UPDATE 1-Interpublic to sell half its Facebook stake for $133 mln , * Repurchased $187.6 mln worth of stock till Aug 12   (Follows alerts),normal
JPM,J P Morgan Chase & Co,20110815,UPDATE 3-HIGHLIGHTS-Some US hedge funds bail on Bank of America ,  NEW YORK  Aug 15 Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,topStory
JPM,J P Morgan Chase & Co,20110815,Highlights: Some U.S. hedge funds trim gold  financials ,NEW YORK Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,normal
JPM,J P Morgan Chase & Co,20110815,Allstate sues Goldman over mortgage debt losses ,NEW YORK Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
JPM,J P Morgan Chase & Co,20110815,UPDATE 1-Allstate sues Goldman over mortgage debt losses , NEW YORK  Aug 15 Allstate Corp  on Monday sued Goldman Sachs Group Inc   accusing the Wall Street bank of causing losses by hiding the risks more than $123 million of mortgage securities it bought.,normal
JPM,J P Morgan Chase & Co,20110815,UPDATE 1-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,normal
JPM,J P Morgan Chase & Co,20110815,IFR-AT&T prices $5bn 3-part bond as it preps for T-Mobile merger , NEW YORK  Aug 15 (IFR) - AT&T hit the market today with a US$5bn  three-part offering. This is the phone operator's largest bond financing since it announced its US$39bn cash-and-stock acquisition of T-Mobile USA from Deutsche Telekom in March.,normal
JPM,J P Morgan Chase & Co,20110815,UPDATE 1-Wells Fargo hires Citadel investment bankers , * Move comes as Citadel sheds non-core operations  (Adds league tables  other employees hired),normal
JPM,J P Morgan Chase & Co,20110815,TABLE-Delinquencies continue to fall at most major US card cos , Aug 15 Credit card charge-offs and delinquency rates continued their decline at most major U.S. lenders in July  signalling American consumers have been able to keep up with their bill payments.,normal
JPM,J P Morgan Chase & Co,20110815,PwC faces possible sanction over JPMorgan breach , * Complaint follows 33.3 mln pound record fine for JPMorgan,normal
JHX,James Hardie Industries plc,20110815,CORRECTED-Australia's James Hardie Q1 profit falls , SYDNEY  Aug 16 Australian building products maker James Hardie Industries Ltd reported a sharp fall in first-quarter profit on Tuesday on the back of currency fluctuations  and said the operating outlook remained uncertain.,topStory
KAR,KAR Auction Services Inc,20110815,UPDATE 1-KAR Auction Services to buy OPENLANE for $210 mln , Aug 15 KAR Auction Services Inc said it will buy OPENLANE  an Internet-based business-to-business automotive remarketing company  for $210 million in cash  to expand its online product offerings.,topStory
KEY,KeyCorp,20110815,Extended Stay creditors file amended complaint against lenders , Aug 15 A trust representing creditors of the bankrupt hotel chain Extended Stay America Inc has filed a complaint against Lightstone Holdings and other parties to avoid obligations arising from the loans made by them to fund the 2007 leveraged buyout (LBO) of the hotel chain.,topStory
KMB,Kimberly-Clark Corporation,20110815,UPDATE 2-Domtar buys diaper co to escape paper volatility , ,topStory
KKR,KKR & Co LP,20110815,Bain  KKR place "final bids for $1 bln Australian software firm" , HONG KONG  Aug 15 Bain Capital and Kohlberg Kravis Roberts & Co have placed final bids for Australian software company MYOB Ltd  an asset which could be sold for over A$1 billion ($1 billion)  two sources familiar with the matter told Reuters on Monday.,topStory
KKR,KKR & Co LP,20110815,RPT-Market chaos raises concerns for private equity , NEW YORK  Aug 12 Private equity firms frustrated over long-delayed plans to sell companies in their portfolios are bunkering down for an even longer wait.,normal
KKR,KKR & Co LP,20110815,ASIA PRIVATE EQUITY WEEKLY NEWS  AUGUST 15  2011 , HONG KONG  August 15 News and developments in Asia private equity from Reuters News for the week ending August 12.,normal
LAZ,Lazard Ltd,20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,topStory
LAZ,Lazard Ltd,20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
LAZ,Lazard Ltd,20110815,CORRECTED - 'Boutique' banks triumph in Google's Motorola deal , NEW YORK  Aug 15 Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's  blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc .,normal
LM,Legg Mason Inc,20110815,UPDATE 1-Gundlach says 2012 firm revenue could hit $100 mln , * Gundlach: firing triggered key man provision in funds  (Adds details from testimony),topStory
LM,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW: trial ,LOS ANGELES Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LM,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW - trial , LOS ANGELES  Aug 15 Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LMHA,Legg Mason Inc,20110815,UPDATE 1-Gundlach says 2012 firm revenue could hit $100 mln , * Gundlach: firing triggered key man provision in funds  (Adds details from testimony),topStory
LMHA,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW: trial ,LOS ANGELES Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LMHA,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW - trial , LOS ANGELES  Aug 15 Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LMHB,Legg Mason Inc,20110815,UPDATE 1-Gundlach says 2012 firm revenue could hit $100 mln , * Gundlach: firing triggered key man provision in funds  (Adds details from testimony),topStory
LMHB,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW: trial ,LOS ANGELES Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LMHB,Legg Mason Inc,20110815,Gundlach mulled joining WAMCO while at TCW - trial , LOS ANGELES  Aug 15 Star bond fund manager Jeffrey Gundlach was in discussions to join Western Asset Management Co while he was employed at rival firm Trust Co of the West  he testified on Monday.,normal
LMT,Lockheed Martin Corporation,20110815,PREVIEW-Biden seeks strong China ties under shadow of debt , * Biden also to visit Mongolia  Japan  (Adds doubts about sale of advanced fighter jets to Taiwan),topStory
LMT,Lockheed Martin Corporation,20110815,UPDATE 4-US sale of fighter jets to Taiwan unlikely-sources , * Upgrades to existing fighters still possible  (Recasts throughout with comments  Lockheed statement),normal
LMT,Lockheed Martin Corporation,20110815,Factbox: For cuts  Pentagon must choose among weapons  personnel ,A decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,normal
LMT,Lockheed Martin Corporation,20110815,Factbox: For cuts  Pentagon must choose among weapons  personnel ,A decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,normal
LMT,Lockheed Martin Corporation,20110815,FACTBOX-For cuts  Pentagon must choose among weapons  personnel , Aug 15 A U.S. decision to cut $350 billion in security spending over the next decade will force the Pentagon to make difficult trade-offs that could lead to layoffs  canceled weapons systems or a smaller nuclear arsenal.,normal
LMT,Lockheed Martin Corporation,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI/WASHINGTON The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
LMT,Lockheed Martin Corporation,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
LMT,Lockheed Martin Corporation,20110815,Russia set to be biggest buyer at own airshow ,MOSCOW Russia will showcase its top-of-the-range fighter jets and newest space shuttles at the MAKS airshow  starting on Tuesday  and an ambitious program to upgrade its arms looks set to make Moscow the biggest buyer at its own show.,normal
LOW,Lowe&#39;s Companies Inc,20110815,Google deal boosts shares for third day ,NEW YORK Wall Street stocks rose for a third day on Monday as investors saw Google's offer for phone maker Motorola Mobility as an excuse to jump back into the market after weeks of sharp selling. | Video ,topStory
LOW,Lowe&#39;s Companies Inc,20110815,NY factory index contracts for third month ,NEW YORK Manufacturing in the New York area contracted for the third straight month in August  data showed on Monday  tempering any lingering hopes for a rebound in the U.S. economy in the second half of the year.,normal
LOW,Lowe&#39;s Companies Inc,20110815,US STOCKS-Google deal boosts shares for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
LOW,Lowe&#39;s Companies Inc,20110815,US STOCKS-Google deal boosts Wall Street for third day , * Indexes up: Dow 1.9 pct  S&P 500 2.2 pct  Nasdaq 1.9 pct,normal
LOW,Lowe&#39;s Companies Inc,20110815,WRAPUP 3-NY factory index contracts for 3rd month , * New orders  prices paid indexes lowest since Nov 2010,normal
LOW,Lowe&#39;s Companies Inc,20110815,Homeowners delay renovations  Lowe's cuts forecast ,NEW YORK Lowe's Cos Inc  reported weaker-than-expected quarterly sales and cut its fiscal-year outlook for the second time in three months as homeowners put off big renovations in an anemic U.S. economy.,normal
LOW,Lowe&#39;s Companies Inc,20110815,UPDATE 5-Homeowners delay renovations  Lowe's cuts forecast , * Q2 sales rise to $14.54 bln but miss $14.75 bln estimate,normal
LOW,Lowe&#39;s Companies Inc,20110815,US STOCKS-Wall St to open up on M&A  volatility seen down , * Futures up: Dow 57 pts  S&P 7.5 pts  Nasdaq 0.25 pts,normal
LOW,Lowe&#39;s Companies Inc,20110815,US STOCKS-Futures up  volatility seen lower , * Futures up: Dow 34 pts  S&P 6.4 pts  Nasdaq 7.75 pts,normal
LOW,Lowe&#39;s Companies Inc,20110815,US STOCKS-Futures rise after last week's wild ride , * Futures up: Dow 34 pts  S&P 5.6 pts  Nasdaq 8.5 pts,normal
MPC,Marathon Petroleum Corporation,20110815,FACTBOX-Schedule of U.S. SPR oil deliveries , WASHINGTON  Aug 15 Following is the U.S. Energy Department's latest update on the companies that have received the oil they bought from the Strategic Petroleum Reserve.,topStory
MMI,Marcus & Millichap Inc,20110815,Google's bold bet on Motorola could hit Asian handset makers , SEOUL  Aug 16 Asian handset vendors such as HTC  and Samsung Electronics could face pressure after Google Inc swooped in to buy Motorola Mobility Holdings Inc for $12.5 billion to help protect its fast-growing Android mobile operating system.,topStory
MMI,Marcus & Millichap Inc,20110815,Google to buy Motorola Mobility in biggest deal ever ,NEW YORK/SAN FRANCISCO Google Inc's biggest deal ever  acquiring Motorola Mobility Holdings Inc for $12.5 billion  is an attempt to buy insurance against increasingly aggressive legal attacks from rivals such as Apple Inc. | Video ,normal
MMI,Marcus & Millichap Inc,20110815,UPDATE 8-Google to buy Motorola Mobility in biggest deal ever , * Losers may include rival cellphone makers  (Adds anti-trust and other details  fund manager's comment),normal
MMI,Marcus & Millichap Inc,20110815,Google deal boosts shares for third day ,NEW YORK Wall Street stocks rose for a third day on Monday as investors saw Google's offer for phone maker Motorola Mobility as an excuse to jump back into the market after weeks of sharp selling. | Video ,normal
MMI,Marcus & Millichap Inc,20110815,Winners and losers in the Google-Motorola deal ,NEW YORK Research in Motion and Microsoft Corp are emerging as potential winners after Google Inc said it would buy Motorola Mobility for $12.5 billion.,normal
MMI,Marcus & Millichap Inc,20110815,UPDATE 3-Winners and losers in the Google-Motorola deal , * Deal hurts InterDigital  (Adds details on Motorola's rivals),normal
MMI,Marcus & Millichap Inc,20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,normal
MMI,Marcus & Millichap Inc,20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
MMI,Marcus & Millichap Inc,20110815,Google-Motorola tie-up may draw antitrust scrutiny ,NEW YORK Google Inc  already the subject of antitrust inquiries  likely opened itself up to more regulatory scrutiny with its proposed $12.5 billion cash acquisition of Motorola Mobility Holdings Inc.,normal
MMI,Marcus & Millichap Inc,20110815,CORRECTED - Google-Motorola tie-up may draw antitrust scrutiny , (Corrects name of law firm in paragraph 17 to Shearman & Sterling LLP instead of Shearman & Stearling),normal
MS,Morgan Stanley,20110815,"Boutique" banks triumph in Google's Motorola deal ,NEW YORK Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc.,topStory
MS,Morgan Stanley,20110815,UPDATE 3-'Boutique' banks triumph in Google's Motorola deal , * Bankers could cumulatively pocket $67 million  (Adds ric for Motorola Solutions  paragraph 11),normal
MS,Morgan Stanley,20110815,UPDATE 1-Wells Fargo hires Citadel investment bankers , * Move comes as Citadel sheds non-core operations  (Adds league tables  other employees hired),normal
MS,Morgan Stanley,20110815,CORRECTED - 'Boutique' banks triumph in Google's Motorola deal , NEW YORK  Aug 15 Former employees of elite Wall Street firms are triumphing over their previous investment banks in Google Inc's  blockbuster $12.5 billion deal to buy Motorola Mobility Holdings Inc .,normal
NGG,National Grid Transco PLC,20110815,UK-France power cable work extended to mid-Sept , LONDON  Aug 15 The 2 000-megawatt (MW) power cable linking the British and French power markets will continue operating at half of its full capacity until mid-September  instead of late August  operator National Grid said on Monday.,topStory
NOV,National Oilwell Varco Inc,20110815,UPDATE 1-National Oilwell pact to get more review , HOUSTON  Aug 15 U.S. oilfield services firm National Oilwell Varco Inc  said on Monday its has refiled a notice with anti-trust regulators to provide them more time to review its proposed takeover of Ameron International Corp .,topStory
NOV,National Oilwell Varco Inc,20110815,National Oilwell shares climb after Brazil win ,NEW YORK Shares in National Oilwell Varco Inc  rose over 5 percent in early trading on Monday  a day after the company said it struck a $1.5 billion deal to supply equipment to seven drillships in Brazil.,normal
NOV,National Oilwell Varco Inc,20110815,National Oilwell pens $1.5 billion Brazil supply deal ,NEW YORK National Oilwell Varco Inc   the largest U.S. oilfield equipment maker  struck a $1.5 billion deal to supply drilling equipment for seven drillships to Brazil's Estaleiro Atlantico Sul.,normal
NOV,National Oilwell Varco Inc,20110815,UPDATE 1-National Oilwell pens $1.5 bln Brazil supply deal , NEW YORK  Aug 14 National Oilwell Varco Inc    the largest U.S. oilfield equipment maker  struck a $1.5 billion deal to supply drilling equipment for seven drillships to Brazil's Estaleiro Atlantico Sul.,normal
NEM,Newmont Mining Corporation,20110815,RPT-BAY STREET-Junior miners present big risk in bear market , * Analysts recommend established miners in current climate,topStory
NOK,Nokia Corporation,20110815,ADR Report-Nokia  RIM shares jump after Google-Motorola deal , NEW YORK  Aug 15 Overseas shares traded in the United States rose on Monday  led by gains in foreign mobile phone makers following Google's  $12.5 billion offer to buy Motorola Mobility Holdings Inc .,topStory
NOC,Northrop Grumman Corporation,20110815,UPDATE 4-US sale of fighter jets to Taiwan unlikely-sources , * Upgrades to existing fighters still possible  (Recasts throughout with comments  Lockheed statement),topStory
NOC,Northrop Grumman Corporation,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI/WASHINGTON The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
NOC,Northrop Grumman Corporation,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
OXY,Occidental Petroleum Corporation,20110815,New Issue-Occidental Petro sells $2.15 bln notes in 2 parts ,  Aug 15 Occidental Petroleum  on Monday sold $2.15 billion of notes in two parts  said IFR  a Thomson Reuters service.,topStory
PSO,Pearson Plc,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,topStory
PTR,PetroChina Company Limited,20110815,China's July natgas imports more than double on yr -NDRC , BEIJING  Aug 15 China's natural gas imports in July more than doubled from a year earlier to 2.7 billion cubic metres (bcm)  the National Development and Reform Commission said on Monday.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110815,Petrobras second quarter profit up 32 percent ,RIO DE JANEIRO Brazilian state oil company Petrobras said on Monday its second-quarter net profit rose 32 percent from the year earlier  above analysts' estimates  driven by non-operational gains.,topStory
PBR,Petroleo Brasileiro SA- Petrobras,20110815,UPDATE 1-Petrobras Q2 profit up 32 pct , * Profit up to 10.9 bln reais  EBITDA up to 16.1 bln reais,normal
PBR,Petroleo Brasileiro SA- Petrobras,20110815,Brazil's Petrobras 2nd-qtr profit rises , RIO DE JANEIRO  Aug 15 Brazilian state oil company Petrobras  said on Monday its second-quarter net profit rose to 10.942 billion reais (US$6.88 billion) compared with 8.295 billion reais a year earlier.,normal
PFE,Pfizer Inc,20110815,UPDATE 1-Repatriation needed  tax reform unlikely-Rep Brady , * Estimated $1.5 trillion in profits parked overseas  (Adds Brady comments  background  byline),topStory
PFE,Pfizer Inc,20110815,Pfizer wins Viagra patent battle against Teva ,BOSTON Pfizer Inc said on Monday it won a patent infringement case against the U.S. unit of Teva Pharmaceutical Industries Ltd  preventing Teva from launching a generic version of Pfizer's erectile dysfunction drug Viagra until October 2019.,normal
PFE,Pfizer Inc,20110815,UPDATE 2-Pfizer wins Viagra patent battle against Teva , * Pfizer still in Viagra litigation with other companies,normal
PKX,POSCO,20110815,UPDATE 1-Indonesia to give tax holiday for major direct investors , JAKARTA  Aug 15 Indonesia will give a tax holiday for investors committing at least 1 trillion rupiah ($117 million) into sectors including metals and energy  an effort to spur record levels of foreign direct investment in Southeast Asia's biggest economy.,topStory
PKX,POSCO,20110815,Indonesia to give tax holiday for investment over 1 trln rph , JAKARTA  Aug 15 Indonesia will provide a tax holiday for investors committing at least 1 trillion rupiah ($117 million) into base metals  oil refining  petrochemicals  renewable energy  machinery or telecoms equipment  finance minister Agus Martowardojo said on Monday.,normal
PUK,Prudential Public Limited Company,20110815,Ex-divs to take 9.5 points off FTSE 100 on Aug 17 , LONDON  Aug 15 The following FTSE 100 companies will go ex-dividend on Wednesday  after which investors will no longer qualify for the latest dividend payout.,topStory
RTN,Raytheon Company,20110815,UPDATE 4-US sale of fighter jets to Taiwan unlikely-sources , * Upgrades to existing fighters still possible  (Recasts throughout with comments  Lockheed statement),topStory
RTN,Raytheon Company,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI/WASHINGTON The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
RTN,Raytheon Company,20110815,U.S. refuses Taiwan request for new jets: report ,TAIPEI The United States has refused Taiwan's request for 66 new Lockheed Martin F-16C/D fighter jets which China had warned Washington would risk inflaming tensions between the two big powers  Defense News reported  citing a Taiwan defense official.,normal
RF,Regions Financial Corporation,20110815,BofA to exit Canada  Europe credit card business ,CHARLOTTE  N.C./TORONTO Eager to shed assets and rebuild its battered capital base  Bank of America Corp  said on Monday it plans to sell its $8.6 billion Canadian credit card portfolio to TD Bank Group .,topStory
RF,Regions Financial Corporation,20110815,UPDATE 4-BofA to exit Canada  Europe credit card business , * Sale at "modest premium" to $8.6 bln portfolio  TD says,normal
SOL,Renesola Ltd,20110815,UPDATE 1-ReneSola to adopt shareholder rights plan , Aug 15 China-based solar wafer producer ReneSola Ltd said early on Monday that it will adopt a shareholders rights plan  but added it is not in response to any specific effort to acquire control of the company.,topStory
RIO,Rio Tinto Plc,20110815,Emal aluminium awards $700m in expansion contracts , DUBAI  Aug 15 Emirates Aluminium (Emal) has awarded $700 million in contracts for an expansion project it plans to complete by 2014  the Abu Dhabi-based company said on Monday.,topStory
RY,Royal Bank Of Canada,20110815,UPDATE 2-RBC Capital Markets names new Europe CEO , LONDON  Aug 15 RBC Capital Markets  the corporate and investment banking arm of Royal Bank of Canada    named veteran banker Harry Samuel as its new European boss to oversee its expansion in the region.,topStory
RBS,Royal Bank Scotland plc (The),20110815,UPDATE 1-RBS hires Hua  Zhou to boost China banking business , * Bank has been building up China team betting on deals boom   (Adds RBS recent hires  comments  stock and M&A deals in Asia-Pacific),topStory
RBS,Royal Bank Scotland plc (The),20110815,RBS hires Hua  Zhou to boost China banking business , HONG KONG  Aug 15 State-controlled Royal Bank of Scotland Group Plc said on Monday that it has hired two senior bankers for its team in China  looking to gain ground in the country's booming capital markets.,normal
SAP,SAP SE,20110815,BUY OR SELL-BMC Software: growth play or too cheap to ignore? , * Shares off 16 pct since Q1 numbers  but had pvsly touched decade-high,topStory
SMI,Semiconductor  Manufacturing International Corporation,20110815,Semiconductor Manufacturing says COO resigns , HONG KONG  Aug 15 Semiconductor Manufacturing International Corp (SMIC)    the world's No.4 global contract chipmaker  said on Monday that its chief operating officer  Simon Yang  has resigned  effective Sept. 5.,topStory
SHI,SINOPEC Shangai Petrochemical Company Ltd,20110815,RPT-Malaysia offers oil products to Bangladesh on credit , (Repeats to additional subscribers with no changes to text),topStory
SNE,Sony Corp Ord,20110815,Google's bold bet on Motorola could hit Asian handset makers , SEOUL  Aug 16 Asian handset vendors such as HTC  and Samsung Electronics could face pressure after Google Inc swooped in to buy Motorola Mobility Holdings Inc for $12.5 billion to help protect its fast-growing Android mobile operating system.,topStory
SNE,Sony Corp Ord,20110815,Eyes on holiday season  casual games at Gamescom ,FRANKFURT Hackers  holiday season sales and "casual" gaming are expected to be in the spotlight at Gamescom  Europe's biggest video game trade fair  which throws its doors open to visitors this week.,normal
SNE,Sony Corp Ord,20110815,Eyes on holiday season  casual games at Gamescom , * All eyes on Sony for possible PlayStation 3 price cut,normal
SNE,Sony Corp Ord,20110815,Electronic Arts upbeat about holiday season sales ,FRANKFURT  Aug 15 Video games publisher Electronic Arts (EA) is upbeat about Christmas holiday sales as it expects to release top titles and prepares its most high profile launch ever: "Star Wars: The Old Republic".,normal
STT,State Street Corporation,20110815,UPDATE 3-HIGHLIGHTS-Some US hedge funds bail on Bank of America ,  NEW YORK  Aug 15 Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,topStory
STT,State Street Corporation,20110815,Highlights: Some U.S. hedge funds trim gold  financials ,NEW YORK Investors and traders started to get a glimpse on Monday of how some of Wall Street's savviest stock pickers positioned themselves before the summer's rout.,normal
SU,Suncor Energy  Inc,20110815,CANADA STOCKS-TSX rallies broadly  RIM lifted by Google deal , *RIM surges 10 percent on Google  Motorola deal  (Updates to close  adds details  quotes),topStory
