ATVI,Activision Blizzard Inc,20110902,United States loses video game jobs to Quebec ,MONTREAL Outside  the sun is shining  but it is dark in the production room where more than 150 Ubisoft artists  animators and engineers are racing to finish the latest edition of "Assassin's Creed " one of this holiday's hotly anticipated games.,topStory
BAC,Bank of America Corporation,20110902,Factbox: Who the FHFA has sued over subprime bonds ,The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
BAC,Bank of America Corporation,20110902,FACTBOX-Who the FHFA has sued over subprime bonds , Sept 2 The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
BAC,Bank of America Corporation,20110902,Analysis: Regulators can force capital raises for B of A ,CHARLOTTE  North Carolina Bank of America Corp believes it can raise the capital it needs through earning money and selling assets  but the intense Federal Reserve pressure on the bank illustrates how  even if the bank is right  regulators may force it to raise more capital.,normal
BAC,Bank of America Corporation,20110902,US STOCKS-U.S. labor market woes sink Wall Street , * Zero growth in August payrolls  far weaker than expected,normal
BAC,Bank of America Corporation,20110902,U.S. regulator to sue major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator plans to sue major banks in coming days over subprime mortgage bonds  two sources said  in a lawsuit that may hamper a broader government mortgage settlement with banks.,normal
BK,Bank Of New York Mellon Corporation (The),20110902,BNY Mellon grants ex-CEO Kelly $33.8 million in pay ,NEW YORK Bank of New York Mellon Corp  has agreed to pay $33.8 million in severance and benefits to Robert Kelly  who stepped down as chief executive this week after disagreeing with the board over how to manage the company.,topStory
BK,Bank Of New York Mellon Corporation (The),20110902,BNY Mellon grants ex-CEO Kelly $33.8 mln in pay , * Package includes severance  bonus  pension  vested stock,normal
BK,Bank Of New York Mellon Corporation (The),20110902,MOVES-Capstan Capital  BNY Mellon  CLS Group  Insynergy  Barclays Capital , Sept 2 The following financial service industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
BK,Bank Of New York Mellon Corporation (The),20110902,PRESS DIGEST - Wall Street Journal - Sept 2 , Sept 2 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
BCS,Barclays PLC,20110902,U.S. regulator sues major banks over subprime bonds ,WASHINGTON/NEW YORK A U.S. regulator sued 17 large banks and financial institutions on Friday over losses on about $200 billion of subprime bonds  which may hamper a broader government settlement of the mortgage mess left over from the housing crisis.,topStory
BCS,Barclays PLC,20110902,UPDATE 6-US regulator sues major banks over subprime bonds , * Litigation may hamper settlement with states  (Adds lawsuit details  bank comments  Wells Fargo),normal
BCS,Barclays PLC,20110902,Factbox: Who the FHFA has sued over subprime bonds ,The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
BCS,Barclays PLC,20110902,FACTBOX-Who the FHFA has sued over subprime bonds , Sept 2 The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
BCS,Barclays PLC,20110902,MOVES-Capstan Capital  BNY Mellon  CLS Group  Insynergy  Barclays Capital , Sept 2 The following financial service industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,normal
BCS,Barclays PLC,20110902,Barclays sued by Madoff trustee ,NEW YORK Barclays Plc was sued for $67.4 million by the trustee seeking money for victims of Bernard Madoff's Ponzi scheme.,normal
BCS,Barclays PLC,20110902,Barclays sued by Madoff trustee , * Money funneled from Fairfield Sentry feeder fund sought,normal
BCS,Barclays PLC,20110902,Elevated spreads put kibosh on senior FIG revival , LONDON  Sep 2 (IFR) - Hopes that the reopening of the covered bond market could help revive the fortunes of the senior FIG market might be dashed as European banks' senior spreads remain at elevated levels.,normal
BCS,Barclays PLC,20110902,UPDATE 1-Euro debt crisis ups cost pressure at Deutsche Bank , * Newspaper - bank eyes possible 1-2 bln eur in cost savings,normal
BCS,Barclays PLC,20110902,Indigestion fears as covered issuers pile in , LONDON  Sep 1 (IFR) - The covered bond market revival could be jeopardised by overeager banks executing large deals and poor secondary performance  bankers said this week.,normal
BKS,Barnes & Noble Inc,20110902,Ex-employee sues Borders over mass layoffs ,NEW YORK A Borders Group Inc unit failed to give its workers proper notice of mass layoffs when it announced plan to liquidate in July  a new lawsuit alleges.,topStory
BKS,Barnes & Noble Inc,20110902,Ex-employee sues Borders over mass layoffs , NEW YORK  Sept 2 A Borders Group Inc  unit failed to give its workers proper notice of mass layoffs when it announced plan to liquidate in July  a new lawsuit alleges.,normal
BKS,Barnes & Noble Inc,20110902,UPDATE 1-Next Jump to stop emailing Borders customers ,   * Agrees after Borders sought temporary restraining order,normal
BKS,Barnes & Noble Inc,20110902,Next Jump to stop emailing Borders customers ,NEW YORK Marketing engine Next Jump Inc agreed to stop emailing Borders Group Inc's customers while the parties hash out how to move forward in trademark infringement litigation  a lawyer for Borders said on Friday.,normal
ABX,Barrick Gold Corporation,20110902,Alterra filing suggests Third Point reinsurer , NEW YORK/BOSTON  Sept 2 Dan Loeb's $7.9 billion hedge fund Third Point may be looking to start a reinsurance company  according to a regulatory filing.,topStory
BBY,Best Buy Co Inc,20110902,Best Buy cuts price of RIM PlayBook for weekend ,TORONTO Big box retailer Best Buy has slashed up to $150 off the U.S. price tag for Research In Motion's PlayBook tablet computer for the Labor Day weekend.,topStory
BHP,BHP Billiton Limited,20110902,WRAPUP 2-Escondida ends force majeure Collahuasi avoids stoppage , * Market estimates Escondida strike loss at over 40 000 T,topStory
BHP,BHP Billiton Limited,20110902,UPDATE 1-Chile Escondida copper mine lifts force majeure , * Market estimates Escondida strike loss at over 40 000 T,normal
BHP,BHP Billiton Limited,20110902,Chile Escondida copper mine lifts force majeure , SANTIAGO  Sept 2 Chile's Escondida copper mine  the world's biggest  said on Friday that it had lifted force majeure declared on concentrate shipments late last month amid a two-week strike.,normal
BHP,BHP Billiton Limited,20110902,Weekly Asia-Pacific Investment Banking Scorecard , HONG KONG  Sept 2 Here is the latest weekly Asia-Pacific Investment Banking Scorecard  provided by Thomson Reuters:,normal
BBL,BHP Billiton plc,20110902,WRAPUP 2-Escondida ends force majeure Collahuasi avoids stoppage , * Market estimates Escondida strike loss at over 40 000 T,topStory
BBL,BHP Billiton plc,20110902,Colombia sees mining reforms finished by year-end , MEDELLIN  Colombia  Sept 2 Colombia's mining reforms including restructuring the fast-growing sector and changes to the law should be completed by the end of the year  Energy Minister Carlos Rodado said on Friday.,normal
BBL,BHP Billiton plc,20110902,UPDATE 1-Chile Escondida copper mine lifts force majeure , * Market estimates Escondida strike loss at over 40 000 T,normal
BBL,BHP Billiton plc,20110902,Chile Escondida copper mine lifts force majeure , SANTIAGO  Sept 2 Chile's Escondida copper mine  the world's biggest  said on Friday that it had lifted force majeure declared on concentrate shipments late last month amid a two-week strike.,normal
BBL,BHP Billiton plc,20110902,Weekly Asia-Pacific Investment Banking Scorecard , HONG KONG  Sept 2 Here is the latest weekly Asia-Pacific Investment Banking Scorecard  provided by Thomson Reuters:,normal
BH,Biglari Holdings Inc,20110902,UPDATE 1-Cracker Barrel rejects Biglari's nomination to board , * Shareholder Biglari said he will delay special meeting,topStory
BLK,BlackRock Inc,20110902,UPDATE 1-BlackRock seeks less disclosure on new ETFs , * Same teams that run iShares likely to run new ETFs  (Adds Blackrock comment  attorney comment  background),topStory
BLK,BlackRock Inc,20110902,CORRECTED - BlackRock proposes new ETF unit for active funds , * Funds would disclose holdings quarterly  (Corrects third paragraph to eliminate reference to competition with iShares),normal
BA,Boeing Company (The),20110902,AIG's plane leasing unit ILFC files for IPO ,NEW YORK/BANGALORE AIG's aircraft leasing unit  International Lease Finance Corp  filed for an initial public offering on Friday despite deep uncertainty in equity markets that could delay an offering until next year.,topStory
BA,Boeing Company (The),20110902,UPDATE 5-AIG's plane leasing unit ILFC files for IPO , * IPO analysts say 2012 offering looks more likely  (Adds details  background  share move  dateline),normal
BP,BP plc,20110902,Louisiana coast braces for Tropical Storm Lee ,NEW ORLEANS Tropical Storm Lee threatened the Louisiana coast on Friday with torrential rains and flooding and shut nearly half of U.S. offshore crude oil production and a third of offshore gas production.,topStory
BP,BP plc,20110902,WRAPUP 4-Louisiana coast braces for Tropical Storm Lee , * Storm could bring torrential rains to Louisiana coast,normal
BP,BP plc,20110902,Halliburton sues BP for defamation over Gulf spill ,Halliburton Co  is suing BP Plc   for "negligent misrepresentation  business disparagement and defamation" related to BP's claims about who was to blame for last year's Macondo oil spill in the Gulf of Mexico.,normal
BP,BP plc,20110902,UPDATE 3-Halliburton sues BP for defamation over Gulf spill , * Halliburton says BP gave inaccurate info for cement job,normal
BP,BP plc,20110902,Analysis: Damages ruling may be pivotal in BP case ,NEW YORK A key court ruling in the Gulf of Mexico oil spill litigation could change the landscape in the massive case -- encouraging more plaintiffs to sue  or spurring the parties to make a deal to resolve what could be a long string of trials over damages.,normal
BP,BP plc,20110902,Analysis: Damages ruling may be pivotal in BP case ,NEW YORK A key court ruling in the Gulf of Mexico oil spill litigation could change the landscape in the massive case -- encouraging more plaintiffs to sue  or spurring the parties to make a deal to resolve what could be a long string of trials over damages.,normal
BP,BP plc,20110902,BP says Russian lawsuit "absurd " to reopen office soon ,MOSCOW BP said on Friday that a lawsuit that led to Russian bailiffs raiding its Moscow office this week was "absurd" and that it expected to be able to resume normal work at the office on Monday.,normal
BP,BP plc,20110902,UPDATE 1-Halliburton sues BP for defamation over Gulf spill , Sept 2 Halliburton Co said it was suing BP Plc  in Texas state court for "negligent misrepresentation  business disparagement and defamation" related to the Macondo oil spill in April 2010  the worst offshore spill in U.S. history.,normal
BP,BP plc,20110902,BP says Russian lawsuit "absurd"  to reopen office soon , MOSCOW  Sept 2 BP said on Friday that a lawsuit that led to Russian bailiffs raiding its Moscow office this week was "absurd" and that it expected to be able to resume normal work at the office  on Monday.,normal
BP,BP plc,20110902,UPDATE 3-TNK-BP  Gazprom lead Russia to record-high oil output , * TNK-BP  Gazprom take the lead in oil production growth,normal
BMY,Bristol-Myers Squibb Company,20110902,Bayer  J&J clot drug seen winning U.S. panel nod ,WASHINGTON/NEW YORK An experimental stroke preventer from Bayer and Johnson & Johnson is likely to win a recommendation from U.S. health advisers next week  but not without concern over risks seen when patients come off the drug.,topStory
BMY,Bristol-Myers Squibb Company,20110902,PREVIEW-UPDATE 1-Bayer  J&J clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
BMY,Bristol-Myers Squibb Company,20110902,PREVIEW-Bayer anti-clot drug seen winning US panel nod ,   * Bayer  J&J's Xarelto in new class of stroke preventers,normal
BTI,British American Tobacco plc,20110902,UPDATE 1-Bulgaria approves Bugartabak sale amid protests , * Selloff agency's supervisory board approves sale to VTB unit,topStory
BTI,British American Tobacco plc,20110902,Bulgaria approves sale of cigarette maker Bulgartabak , SOFIA  Sept 2 Bulgaria's privatisation agency approved on Friday a deal to sell cigarette maker Bulgartabak  to a unit of Russian bank VTB for 101.1 million euros ($145 million)  officials said.,normal
BTI,British American Tobacco plc,20110902,Bulgarian workers protest cigarette maker sale , * Workers worried financial investor may close  resell mills,normal
BG,Bunge Limited,20110902,Grain companies tighten GMO policy  eye Syngenta corn ,CHICAGO Major U.S. grain companies have tightened curbs on genetically modified grains not yet approved by foreign markets  with some singling out one popular corn variety made by Syngenta  fearing any trace of the biotech grain in shipments could shut off export markets.,topStory
BG,Bunge Limited,20110902,UPDATE 3-US grain cos tighten GMO policy  eye Syngenta corn , * ADM not taking unapproved GMOs without written notice,normal
CCJ,Cameco Corporation,20110902,Deals of the day -- mergers and acquisitions , (Adds Berkshire Hathaway  Microsemi  Johnson Controls  Gazprom  others),topStory
CPB,Campbell Soup Company,20110902,Campbell profit beats Street as promotions decline ,NEW YORK Campbell Soup Co  reported higher-than-expected quarterly results on Friday  helped by fewer profit-sapping promotions in its long-struggling U.S. soup business.,topStory
CPB,Campbell Soup Company,20110902,UPDATE 4-Campbell profit beats Street as promotions decline , * Shares down 0.75 percent  (Adds analyst comment  details on outlook  byline),normal
CNQ,Canadian Natural Resources Limited,20110902,CANADA STOCKS-TSX slips as U.S. jobs growth stalls  golds gain , * Eight of 10 sectors weaker  materials rise on gold  (Adds details  comments),topStory
CNQ,Canadian Natural Resources Limited,20110902,CORRECTED - CANADA STOCKS-TSX drops as U.S. jobs growth stalls , *Eight of 10 sectors weaker  materials group rises on gold  (Corrects the number of sectors that were weaker in bullet point and 9th paragraph),normal
CNQ,Canadian Natural Resources Limited,20110902,CANADA STOCKS-TSX drops on US jobs data  golds cushion fall , *Nine of 10 sectors weaker  materials group rises on gold  (Updates with details  comments),normal
CX,Cemex SAB de CV,20110902,Mexico's Cemex must pay $558 mln to Texas-US court ,   * Texas has rights to building materials under 1895 law,topStory
CVX,Chevron Corporation,20110902,Jobs woes sink Wall Street ,NEW YORK Stocks tumbled 2 percent on Friday after data showing zero jobs growth in August brought investors face-to-face with the prospect of another recession. | Video ,topStory
CVX,Chevron Corporation,20110902,US STOCKS-U.S. labor market woes sink Wall Street , * Zero growth in August payrolls  far weaker than expected,normal
CVX,Chevron Corporation,20110902,US STOCKS-Wall St slides 2 pct after job growth stalls , * Indexes down: Dow 2.1 pct  S&P 2.5 pct  Nasdaq 2.6 pct,normal
CVX,Chevron Corporation,20110902,US STOCKS-Wall St slides after zero jobs growth , * Indexes down: Dow 1.5 pct  S&P 1.7 pct  Nasdaq 1.6 pct,normal
CVX,Chevron Corporation,20110902,Chevron shuts in some production in U.S. Gulf , HOUSTON  Sept 2 Chevron Corp  said on Friday it had shut in some Gulf of Mexico oil and gas production and was evacuating workers from offshore facilities as Tropical Depression 13 hovered over the center of the basin.,normal
CVX,Chevron Corporation,20110902,US STOCKS-Wall St tumbles after dismal jobs report , * Indexes down: Dow 1.6 pct  S&P 1.8 pct  Nasdaq 1.6 pct,normal
CVX,Chevron Corporation,20110902,Oil companies brace for possible U.S. Gulf storm ,HOUSTON Major oil and gas producers in the Gulf of Mexico on Thursday shut down offshore platforms and evacuated workers ahead of a storm brewing offshore that was expected to bring flooding to Louisiana over the weekend.,normal
CVX,Chevron Corporation,20110902,WRAPUP 3-Oil companies brace for possible U.S. Gulf storm , * Louisiana governor declares state of emergency  (Updates with state of emergency in Louisiana  tropical depression),normal
SNP,China Petroleum & Chemical Corporation,20110902,UPDATE 1-Enbridge pipe has 2nd China-related backer -report , * Hearings on pipeline scheduled to start in January  (Adds Enbridge comment),topStory
SNP,China Petroleum & Chemical Corporation,20110902,Enbridge pipe has 2nd China-related backer-report , CALGARY  Alberta  Sept 2 MEG Energy Corp   a small oil sands developer partly owned by China's CNOOC Ltd   is among financial backers of a planned pipeline to Canada's West Coast from Alberta  a newspaper reported on Friday.,normal
CIT,CIT Group Inc (DEL),20110902,Alterra filing suggests Third Point reinsurer , NEW YORK/BOSTON  Sept 2 Dan Loeb's $7.9 billion hedge fund Third Point may be looking to start a reinsurance company  according to a regulatory filing.,topStory
C,Citigroup Inc,20110902,U.S. regulator sues major banks over subprime bonds ,WASHINGTON/NEW YORK A U.S. regulator sued 17 large banks and financial institutions on Friday over losses on about $200 billion of subprime bonds  which may hamper a broader government settlement of the mortgage mess left over from the housing crisis.,topStory
C,Citigroup Inc,20110902,UPDATE 6-US regulator sues major banks over subprime bonds , * Litigation may hamper settlement with states  (Adds lawsuit details  bank comments  Wells Fargo),normal
C,Citigroup Inc,20110902,Factbox: Who the FHFA has sued over subprime bonds ,The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
C,Citigroup Inc,20110902,FACTBOX-Who the FHFA has sued over subprime bonds , Sept 2 The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
C,Citigroup Inc,20110902,India to unveil $2.6 bln ONGC offer schedule-sources , HONG KONG  Sept 2 India's government is set to unveil a schedule on Monday for a stock offering worth about $2.6 billion for state-run explorer Oil and Natural Gas Corp (ONGC)   sources with direct knowledge of the deal told Reuters on Friday.,normal
C,Citigroup Inc,20110902,Weekly Asia-Pacific Investment Banking Scorecard , HONG KONG  Sept 2 Here is the latest weekly Asia-Pacific Investment Banking Scorecard  provided by Thomson Reuters:,normal
C,Citigroup Inc,20110902,German stocks - Factors to watch on September 2 , FRANKFURT  Sept 2 The DAX top-30 index  looked set to open 1.9 percent lower on Friday  according to premarket data from brokerage Lang & Schwarz at 0610 GMT.,normal
C,Citigroup Inc,20110902,Sany Heavy  Citic ready $5.5 bln share offers for HK mkt , HONG KONG  Sept 2 Citic Securities and construction machinery company Sany Heavy Industry are slated to start marketing a combined $5.5 billion in share offerings next week  sources said on Friday  in what could be one of the busiest months for stock deals in Hong Kong so far this year.,normal
C,Citigroup Inc,20110902,Citi poaches Deutsche's Murphy in Asia prime broking push ,HONG KONG Citigroup Inc has hired Deutsche Bank AG's David Murphy as head of its prime finance unit in Asia-Pacific  according to an internal memo seen by Reuters  as part of an plan to gain market share in the fiercely competitive industry.,normal
C,Citigroup Inc,20110902,UPDATE 1-Citi poaches Deutsche's Murphy in Asia prime broking push -memo , * Hire part of Citi's plan to grab market share in region   (Adds details  background),normal
CLX,Clorox Company (The),20110902,Clorox can wait for Icahn to fail: traders ,PHILADELPHIA Traders who bet on deals are putting low odds on billionaire investor Carl Icahn making any inroads at Clorox Co .,topStory
CEO,CNOOC Limited,20110902,UPDATE 1-Enbridge pipe has 2nd China-related backer -report , * Hearings on pipeline scheduled to start in January  (Adds Enbridge comment),topStory
CEO,CNOOC Limited,20110902,Enbridge pipe has 2nd China-related backer-report , CALGARY  Alberta  Sept 2 MEG Energy Corp   a small oil sands developer partly owned by China's CNOOC Ltd   is among financial backers of a planned pipeline to Canada's West Coast from Alberta  a newspaper reported on Friday.,normal
CEO,CNOOC Limited,20110902,UPDATE 1-China orders ConocoPhillips to halt output at Bohai Bay oilfield , BEIJING  Sept 2 China's State Oceanic Administration (SOA) has ordered a subsidiary of ConocoPhillips  to halt all operations at the Penglai 19-3 oilfield in northern China's Bohai Bay  saying the company has failed to seal a leak that has lasted more than two months.,normal
CEO,CNOOC Limited,20110902,China orders ConocoPhillips to halt production at leaking oilfield , BEIJING  Sept 2 China's State Oceanic Administration has ordered a subsidiary of ConocoPhillips  to halt all operations at the Penglai 19-3 oilfield in northern China's Bohai Bay after the company failed to seal a leak that has lasted more than two months.,normal
KOF,Coca Cola Femsa SAB de CV,20110902,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- SEP05 0900/1400  consumer confidence       Aug        95.5 pts SEP09 0900/1400  inflation  (headline)     Aug        0.48 pct SEP12 0,topStory
KO,Coca-Cola Company (The),20110902,US Labor Day soda prices up from last year-report , NEW YORK  Sept 2 U.S. advertised soda prices are up more than expected for the Labor Day holiday weekend  according to a survey  which bodes well for profits at Coca-Cola Co   PepsiCo Inc  and Dr Pepper Snapple Group Inc .,topStory
CL,Colgate-Palmolive Company,20110902,Clorox can wait for Icahn to fail: traders ,PHILADELPHIA Traders who bet on deals are putting low odds on billionaire investor Carl Icahn making any inroads at Clorox Co .,topStory
COP,ConocoPhillips,20110902,US Cash Products-New York cash gasoline rangebound , NEW YORK  Sept 2 The New York Harbor market moved into pre-holiday trading mode Friday following a tumultuous week that saw differentials for prompt gasoline soar on hurricane-related refinery outages and East Coast earthquake aftershocks.,topStory
COP,ConocoPhillips,20110902,US Cash Products-New York cash gasoline is rangebound , NEW YORK  Sept 2 The New York Harbor market moved into pre-holiday trading mode Friday  following a tumultuous week that saw differentials for prompt gasoline soar on hurricane-related refinery outages and East Coast earthquake aftershocks.,normal
COP,ConocoPhillips,20110902,North Sea Crude-Forties up on tight supply  strong demand , LONDON  Sept 2 North Sea Forties crude oil differentials pushed even higher on Friday  with physical cargoes assessed as much as $2 over dated Brent  their highest level in more than three years.,normal
COP,ConocoPhillips,20110902,Conoco says Bayway refinery resumes operations , HOUSTON  Sept 2 ConocoPhillips  238 000 barrel per day (bpd) Bayway refinery in Linden  New Jersey  has resumed operations after being shut on Aug 27 after Hurricane Irene threatened the U.S. East Coast  according to a posting on a company website.,normal
COP,ConocoPhillips,20110902,UPDATE 1-UK within-day gas firms on North Sea outages , * ConocoPhillips says work underway to rectify Theddlethorpe issue,normal
COP,ConocoPhillips,20110902,UPDATE 1-China orders ConocoPhillips to halt output at Bohai Bay oilfield , BEIJING  Sept 2 China's State Oceanic Administration (SOA) has ordered a subsidiary of ConocoPhillips  to halt all operations at the Penglai 19-3 oilfield in northern China's Bohai Bay  saying the company has failed to seal a leak that has lasted more than two months.,normal
COP,ConocoPhillips,20110902,Offshore issue halts gas flow at UK terminal , LONDON  Sept 2 Gas exports from Conoco Phillips'  Theddlethorpe gas terminal stopped on Thursday afternoon due to an operational issue offshore  a spokeswoman said on Friday.,normal
COP,ConocoPhillips,20110902,China orders ConocoPhillips to halt production at leaking oilfield , BEIJING  Sept 2 China's State Oceanic Administration has ordered a subsidiary of ConocoPhillips  to halt all operations at the Penglai 19-3 oilfield in northern China's Bohai Bay after the company failed to seal a leak that has lasted more than two months.,normal
CRH,CRH PLC,20110902,Indigestion fears as covered issuers pile in , LONDON  Sep 1 (IFR) - The covered bond market revival could be jeopardised by overeager banks executing large deals and poor secondary performance  bankers said this week.,topStory
CVI,CVR Energy Inc,20110902,Alterra filing suggests Third Point reinsurer , NEW YORK/BOSTON  Sept 2 Dan Loeb's $7.9 billion hedge fund Third Point may be looking to start a reinsurance company  according to a regulatory filing.,topStory
DVA,DaVita Inc,20110902,UPDATE 1-FTC approves DaVita buy of DSI after clinic sales , WASHINGTON  Sept 2 DaVita Inc   the No. 2 U.S. dialysis clinics operator  has U.S. antitrust approval to buy privately held peer DSI Renal  the Federal Trade Commission said on Friday.,topStory
DVA,DaVita Inc,20110902,CORRECTED-FTC approves DaVita buy of DSI after clinic sales ,  (Corrects first paragraph to say that DaVita is No. 2 U.S. dialysis provider  rather than the largest.),normal
DB,Deutsche Bank AG,20110902,Factbox: Who the FHFA has sued over subprime bonds ,The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,topStory
DB,Deutsche Bank AG,20110902,FACTBOX-Who the FHFA has sued over subprime bonds , Sept 2 The U.S. Federal Housing Finance Agency sued 17 financial institutions on Friday  for allegedly misrepresenting material information when selling mortgage-backed securities.,normal
DB,Deutsche Bank AG,20110902,U.S. regulator to sue major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator plans to sue major banks in coming days over subprime mortgage bonds  two sources said  in a lawsuit that may hamper a broader government mortgage settlement with banks.,normal
DB,Deutsche Bank AG,20110902,U.S. regulator sues major banks over mortgages ,WASHINGTON/NEW YORK A U.S. regulator sued a series of big banks on Friday over losses on more than $41 billion in subprime mortgage bonds  which could hamper a broader government mortgage settlement with banks.,normal
DB,Deutsche Bank AG,20110902,Bankers plot course as sovereign debt clouds loom , * Frankfurt hosts two-day 'Banks in Transition' conference,normal
DB,Deutsche Bank AG,20110902,UPDATE 1-Euro debt crisis ups cost pressure at Deutsche Bank , * Newspaper - bank eyes possible 1-2 bln eur in cost savings,normal
DB,Deutsche Bank AG,20110902,Deutsche Bank not planning more cost cuts -sources , FRANKFURT  Sept 2 Deutsche Bank  currently has no plans for a fresh cost-cutting programme that goes beyond what it has already announced  several people familiar with the matter said.,normal
DB,Deutsche Bank AG,20110902,German stocks - Factors to watch on September 2 , FRANKFURT  Sept 2 The DAX top-30 index  looked set to open 1.9 percent lower on Friday  according to premarket data from brokerage Lang & Schwarz at 0610 GMT.,normal
DB,Deutsche Bank AG,20110902,Deutsche Bank mulls cutbacks if economy weakens-paper , FRANKFURT  Sept 2 Deutsche Bank  may implement a savings programme in 2012 that could trim 1-2 billion euros ($1 4 billion-$2.9 billion) per year in costs if the economy worsens in the coming months  a German newspaper reported on Friday.,normal
DB,Deutsche Bank AG,20110902,Citi poaches Deutsche's Murphy in Asia prime broking push ,HONG KONG Citigroup Inc has hired Deutsche Bank AG's David Murphy as head of its prime finance unit in Asia-Pacific  according to an internal memo seen by Reuters  as part of an plan to gain market share in the fiercely competitive industry.,normal
D,Dominion Energy Inc,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
D,Dominion Energy Inc,20110902,Quake-hit US nuclear plant expects no retrofits , MINERAL  Va.  Sept 2 Dominion Resources Inc  does not expect to be required to make any modifications to its earthquake-hit North Anna nuclear plant before restarting it  a senior official told reporters on Friday.,normal
D,Dominion Energy Inc,20110902,No serious plant damage seen yet from quake-Dominion , MINERAL  Va.  Sept 2 After a week of detailed inspections  Dominion Resources Inc  has not yet found any damage to its North Anna nuclear plant that would prevent it from restarting  Dan Stoddard  the company's senior vice president for nuclear operations  said on Friday.,normal
D,Dominion Energy Inc,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
DCUD,Dominion Energy Inc,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
DCUD,Dominion Energy Inc,20110902,Quake-hit US nuclear plant expects no retrofits , MINERAL  Va.  Sept 2 Dominion Resources Inc  does not expect to be required to make any modifications to its earthquake-hit North Anna nuclear plant before restarting it  a senior official told reporters on Friday.,normal
DCUD,Dominion Energy Inc,20110902,No serious plant damage seen yet from quake-Dominion , MINERAL  Va.  Sept 2 After a week of detailed inspections  Dominion Resources Inc  has not yet found any damage to its North Anna nuclear plant that would prevent it from restarting  Dan Stoddard  the company's senior vice president for nuclear operations  said on Friday.,normal
DCUD,Dominion Energy Inc,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
DRUA,Dominion Energy Inc,20110902,UPDATE 3-Quake-hit US plant sees restart without retrofits , * No required modifications expected to prevent restart,topStory
DRUA,Dominion Energy Inc,20110902,Quake-hit US nuclear plant expects no retrofits , MINERAL  Va.  Sept 2 Dominion Resources Inc  does not expect to be required to make any modifications to its earthquake-hit North Anna nuclear plant before restarting it  a senior official told reporters on Friday.,normal
DRUA,Dominion Energy Inc,20110902,No serious plant damage seen yet from quake-Dominion , MINERAL  Va.  Sept 2 After a week of detailed inspections  Dominion Resources Inc  has not yet found any damage to its North Anna nuclear plant that would prevent it from restarting  Dan Stoddard  the company's senior vice president for nuclear operations  said on Friday.,normal
DRUA,Dominion Energy Inc,20110902,U.S. quake shows nuclear plants need checkups: Jaczko ,WASHINGTON A historic earthquake that rocked the U.S. East Coast last week underscores the need to analyze new seismic risks for nuclear plants and invest in upgraded defenses where needed  the chairman of the U.S. nuclear regulator said on Thursday.,normal
DPS,Dr Pepper Snapple Group Inc,20110902,US Labor Day soda prices up from last year-report , NEW YORK  Sept 2 U.S. advertised soda prices are up more than expected for the Labor Day holiday weekend  according to a survey  which bodes well for profits at Coca-Cola Co   PepsiCo Inc  and Dr Pepper Snapple Group Inc .,topStory
LLY,Eli Lilly and Company,20110902,Boehringer  Lilly won't sell diabetes pill in Germany , FRANKFURT  Sept 2 Drugmakers Boehringer-Ingelheim and Eli Lilly have called off plans to market their Type 2 diabetes drug linagliptin in Germany because new legislation in the country could mean that pill's price could end up being too low.,topStory
