AVAV,AeroVironment Inc,20110712,Analysis: Electronic warfare moves to frontline ,BANGALORE As the United States draws down troops in Afghanistan and Iraq and cuts back on defense spending  its reliance on technology will only rise  benefiting a clutch of companies specializing in intelligence gathering  surveillance and reconnaissance.,topStory
DB,Deutsche Bank AG,20110712,German stocks - Factors to watch on July 12 , FRANKFURT  July 12 The DAX top-30 index  looked set to open 1.1 percent lower on Tuesday  according to premarket data from brokerage Lang & Schwarz at 0605 GMT.,normal
EC,Ecopetrol SA,20110712,UPDATE 1-Colombia's Ecopetrol eyes share sale by late July , * Issuance still needs board/regulator approval   (Adds share movement),topStory
EC,Ecopetrol SA,20110712,Colombia's Ecopetrol eyes share issuance by late July , BOGOTA  July 12 Colombia state oil company Ecopetrol  could be ready for another share issuance on July 27  although it must still get regulatory and board permission for the sale  a source said on Tuesday.,normal
EGO,Eldorado Gold Corporation,20110712,Dealtalk: European Goldfields an M&A target after permit award ,LONDON The award of a much-delayed mining permit that will turn European Goldfields  into Europe's largest primary gold producer could also make it a prime takeover target  in a sector where players are scrambling for growth.,topStory
EGO,Eldorado Gold Corporation,20110712,DEALTALK-European Goldfields an M&A target after permit award , LONDON  July 12 The award of a much-delayed mining permit that will turn European Goldfields  into Europe's largest primary gold producer could also make it a prime takeover target  in a sector where players are scrambling for growth.,normal
LLY,Eli Lilly and Company,20110712,Groups convince FDA to ease Alzheimer's trial rules ,CHICAGO Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer and Johnson & Johnson might succeed.,topStory
LLY,Eli Lilly and Company,20110712,RPT-Groups convince FDA to ease Alzheimer's trial rules , * Groups say new guidelines may make drug trials easier,normal
LLY,Eli Lilly and Company,20110712,Groups convince FDA to ease Alzheimer's trial rules , CHICAGO  July 12 Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer  and Johnson & Johnson  might succeed.,normal
LLY,Eli Lilly and Company,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,normal
E,ENI SpA,20110712,Statoil eyes bigger Snoehvit LNG plant in 2018 , OSLO  July 12 Norway's Statoil is considering building a second processing train at its liquefied natural gas (LNG) plant in the Arctic in 2018 to treat gas from recent discoveries in the Barents Sea.,topStory
EXC,Exelon Corporation,20110712,UPDATE 5-Storms trigger near-record Chicago power outages , CHICAGO  July 11 A powerful front of thunderstorms packing winds as strong as 75 miles (120 kilometers) per hour raked Chicago during the morning commute on Monday  knocking out power to a near-record 817 000 customers.,topStory
XOM,Exxon Mobil Corporation,20110712,UPDATE 1-Firestone wins Liberian child labor case in U.S. , * Companies can be held liable for human-rights abuses abroad   * Claims of 23 Liberian children still rejected   * Children worked on Firestone rubber tree farm  (Adds statement from Firestone in paragraph 6),topStory
XOM,Exxon Mobil Corporation,20110712,Firestone wins Liberian child labor case in U.S. ,NEW YORK A federal appeals court threw out a lawsuit accusing the Firestone tire company of illegally using child labor in Liberia  but found that U.S. law allows companies to be held liable for human rights abuses abroad.,normal
XOM,Exxon Mobil Corporation,20110712,Firestone wins Liberian child labor case in U.S. , * Alien Tort Statute applies to corporations -Judge Posner,normal
XOM,Exxon Mobil Corporation,20110712,UPDATE 1-Exxon starting unit at Beaumont  Texas refinery-trade , HOUSTON  July 12 Exxon Mobil Corp  was restarting a reformer at its 344 500-barrels-per-day refinery in Beaumont  Texas after shutting it for unplanned work last week  traders said on Tuesday.,normal
XOM,Exxon Mobil Corporation,20110712,Exxon starting unit at Beaumont  Texas refinery-trade , HOUSTON  July 12 Exxon Mobil Corp  was restarting a reformer at its 344 500-barrels-per-day refinery in Beaumont  Texas after shutting it for unplanned work last week  traders said on Tuesday.,normal
F,Ford Motor Company,20110712,UPDATE 1-UAW hosting Big 3 this week on fuel standards , * 56.2 miles per gallon being eyed as new standard  (Updates with regulators not attending meetings),topStory
F,Ford Motor Company,20110712,UAW hosting U.S. Big 3  govt on new fuel standards , DETROIT  July 12 The United Auto Workers  including its chief Bob King  are hosting executives from the big U.S. automakers and federal regulators this week to discuss future fuel economy standards and their potential impact on union members' jobs  several sources said on Tuesday.,normal
F,Ford Motor Company,20110712,Pandora fails to reassure on music royalties ,SAN FRANCISCO Shares of Pandora Media Inc  dropped nearly 4 percent on Tuesday after the online radio company said it will not renegotiate fees paid to music companies until 2014  offering little comfort to investors worried about hefty royalty charges.,normal
F,Ford Motor Company,20110712,UPDATE 1-VW and UAW in talks on U.S. factory-paper , * Plant to eventually have over 1 200 production staffers,normal
F,Ford Motor Company,20110712,Volkswagen  Ford lead in U.S. auto quality survey , * Ford is No.2 after June pummeling in J.D. Power survey,normal
F,Ford Motor Company,20110712,FACTBOX-Volkswagen ranked No. 1 in U.S. auto quality survey , July 12 Volkswagen of America was ranked No. 1 in overall quality  according to a survey of U.S. consumers released on Tuesday.,normal
FTS,Fortis Inc,20110712,UPDATE 3-Gaz Metro wins Vermont utility after Fortis bows out , * CVPS to pay Fortis $19.5 mln termination fee including expenses,topStory
FTS,Fortis Inc,20110712,TIMELINE-Power play for Central Vermont utility , July 12 Gaz Métro LP finally struck a deal to buy Central Vermont Public Service Inc for $472 million  edging out rival bidder Fortis Inc for Vermont's largest utility.,normal
FTS,Fortis Inc,20110712,Gaz Metro wins Vermont utility after Fortis bows out ,Bangalore Gaz Metro  which owns Vermont's second-largest utility Green Mountain Power  struck a deal to buy Central Vermont Public Service Inc  for $472 million  and Fortis Inc  pulled its rival bid.,normal
FTS,Fortis Inc,20110712,CANADA STOCKS-TSX may open down; euro zone fears hit commodities , TORONTO  July 12 Toronto's main stock index looked set to open sharply lower on Tuesday as deepening euro zone crisis made investors wary of committing more cash to riskier assets  dragging equities and commodities lower.,normal
BEN,Franklin Resources Inc,20110712,Canadians bullish on emerging markets - survey ,   * Canadians have around C$8 bln in emerging market funds,topStory
FCX,Freeport-McMoran Inc,20110712,Freeport Indonesia workers head to copper mine  port , TIMIKA  Indonesia  July 13 Workers started heading by bus to Freeport McMoRan Copper & Gold's huge Indonesia mine and its port early on Wednesday  providing evidence that an eight-day strike has ended  a Reuters eyewitness said.,topStory
FCX,Freeport-McMoran Inc,20110712,UPDATE 2-Freeport Indonesia workers to return Wed -union , * Workers were meant to start work Tues  will start Wed,normal
FCX,Freeport-McMoran Inc,20110712,Freeport Indonesia union says to end mine strike July 13 , JAKARTA  July 12 Workers will return to Freeport-McMoRan Copper & Gold's Indonesia mine on July 13 after an eight-day strike  as the firm agreed to start talks over pay on July 20  Juli Parorrongan  a union official  told Reuters on Tuesday.	 	  (Reporting by Olivia Rondonuwu; Editing by Neil Chatterjee),normal
FCX,Freeport-McMoran Inc,20110712,Freeport Indonesia strike fails to dent spot copper TC/RCs-trade , * Weak China demand offsets strike at Grasberg mine - trade,normal
FCX,Freeport-McMoran Inc,20110712,Freeport Indonesia workers stay on strike as union demands more , JAKARTA  July 12 Workers have yet to return to Freeport-McMoRan Copper & Gold's Indonesia mine as they await the outcome of further talks between the union and the firm's local CEO before officially ending their strike  union officials told Reuters on Tuesday.,normal
FCX,Freeport-McMoran Inc,20110712,Freeport Indonesia workers stay put despite deal to end strike , TIMIKA  Indonesia  July 12 Workers have yet to head back to Freeport-McMoRan Copper & Gold's Indonesia mine to start work on Tuesday  despite a late night deal on Monday to end their week-long strike  a Reuters eyewitness said.,normal
GEK,General Electric Capital Corporation,20110712,Borders defends auction plan amid landlords' ire ,NEW YORK Borders Group Inc  on Tuesday answered criticism from landlords who said the bankrupt bookseller has kept them in the dark on the future of their leases  saying it is providing as much information as it can under tight deadlines.,topStory
GEK,General Electric Capital Corporation,20110712,Borders defends auction plan amid landlords' ire , NEW YORK  July 12 Borders Group Inc  on Tuesday answered criticism from landlords who said the bankrupt bookseller has kept them in the dark on the future of their leases  saying it is providing as much information as it can under tight deadlines.,normal
GEK,General Electric Capital Corporation,20110712,US STOCKS-S&P up on technical rebound; euro zone woes linger , * Dow  S&P up on technical rebound after 2 days of selling,normal
GEK,General Electric Capital Corporation,20110712,US STOCKS-Wall Street shares down  led by Nasdaq , * Indexes: Dow up 0.1 pct  S&P flat  Nasdaq off 0.3 pct,normal
GEK,General Electric Capital Corporation,20110712,US STOCKS-Futures bounce off lows but point to weak Wall St , * Futures off: Dow 17 pts  S&P 3.4 pts  Nasdaq 3 pts,normal
GEK,General Electric Capital Corporation,20110712,US STOCKS-Wall St set to tumble as global markets roiled , * Futures off: Dow 111 pts  S&P 15.1 pts  Nasdaq 19.75 pts,normal
GEK,General Electric Capital Corporation,20110712,US STOCKS-Wall St set to slump as global markets roiled , * Futures off: Dow 84 pts  S&P 12.6 pts  Nasdaq 19.25 pts,normal
GE,General Electric Company,20110712,Borders defends auction plan amid landlords' ire ,NEW YORK Borders Group Inc  on Tuesday answered criticism from landlords who said the bankrupt bookseller has kept them in the dark on the future of their leases  saying it is providing as much information as it can under tight deadlines.,topStory
GE,General Electric Company,20110712,Borders defends auction plan amid landlords' ire , NEW YORK  July 12 Borders Group Inc  on Tuesday answered criticism from landlords who said the bankrupt bookseller has kept them in the dark on the future of their leases  saying it is providing as much information as it can under tight deadlines.,normal
GE,General Electric Company,20110712,US STOCKS-S&P up on technical rebound; euro zone woes linger , * Dow  S&P up on technical rebound after 2 days of selling,normal
GE,General Electric Company,20110712,US STOCKS-Wall Street shares down  led by Nasdaq , * Indexes: Dow up 0.1 pct  S&P flat  Nasdaq off 0.3 pct,normal
GE,General Electric Company,20110712,US STOCKS-Futures bounce off lows but point to weak Wall St , * Futures off: Dow 17 pts  S&P 3.4 pts  Nasdaq 3 pts,normal
GE,General Electric Company,20110712,US STOCKS-Wall St set to tumble as global markets roiled , * Futures off: Dow 111 pts  S&P 15.1 pts  Nasdaq 19.75 pts,normal
GE,General Electric Company,20110712,US STOCKS-Wall St set to slump as global markets roiled , * Futures off: Dow 84 pts  S&P 12.6 pts  Nasdaq 19.25 pts,normal
GIS,General Mills Inc,20110712,Campbell adds salt to spur soup sales ,CAMDEN  New Jersey Campbell Soup Co's  incoming CEO Denise Morrison is bringing back the salt as she tries to entice people to buy more soup.,topStory
GIS,General Mills Inc,20110712,UPDATE 5-Campbell adds salt to spur soup sales , * Shares rise 1.3 percent  (Adds executive comments from interview),normal
GM,General Motors Company,20110712,Severstal unit to get US loan for auto steel , * Energy Dept. loan part of advanced technology program,topStory
GM,General Motors Company,20110712,UPDATE 1-UAW hosting Big 3 this week on fuel standards , * 56.2 miles per gallon being eyed as new standard  (Updates with regulators not attending meetings),normal
GM,General Motors Company,20110712,UAW hosting U.S. Big 3  govt on new fuel standards , DETROIT  July 12 The United Auto Workers  including its chief Bob King  are hosting executives from the big U.S. automakers and federal regulators this week to discuss future fuel economy standards and their potential impact on union members' jobs  several sources said on Tuesday.,normal
GM,General Motors Company,20110712,CORRECTED-BRIEF-GM invests $129 mln in Ohio  Indiana and Michigan plants , (Changes headline to focus on GM's investment in plants),normal
GM,General Motors Company,20110712,Clean Energy hits 2-month high on Chesapeake investment ,BANGALORE Shares of Clean Energy Fuels Corp rose 16 percent after Chesapeake Energy Corp said on Monday it plans to invest $150 million in Clean Energy to fund the development of nearly 150 liquefied natural gas (LNG) truck fueling stations.,normal
GM,General Motors Company,20110712,UPDATE 1-VW and UAW in talks on U.S. factory-paper , * Plant to eventually have over 1 200 production staffers,normal
GM,General Motors Company,20110712,FACTBOX-Volkswagen ranked No. 1 in U.S. auto quality survey , July 12 Volkswagen of America was ranked No. 1 in overall quality  according to a survey of U.S. consumers released on Tuesday.,normal
GM,General Motors Company,20110712,CORRECTED-GM Korea agrees on hefty bonuses under wage deal , SEOUL  July 12 The South Korean unit of General Motors Co said on Tuesday it had agreed to give workers record bonus and incentive payments of 6.5 million won ($6 144) each and hike basic salaries by 4.7 percent under an annual wage deal with its union reached on Monday.,normal
GSK,GlaxoSmithKline PLC,20110712,Gilead kickstarts patent pool for AIDS drugs ,LONDON Gilead Sciences  the leading maker of HIV drugs  is to share intellectual property rights on its medicines in a patent pool designed to make treatments more widely available to the poor.,topStory
GG,Goldcorp Inc,20110712,CANADA STOCKS-TSX pushes higher as golds gain , * Couche-Tard hits record high after results top estimates  (Adds details  background),topStory
GG,Goldcorp Inc,20110712,CANADA STOCKS-TSX pushes higher on gold rally ,   * TSX gains 54.32 points  or 0.41 percent  to 13 234.07.,normal
GG,Goldcorp Inc,20110712,CANADA STOCKS-TSX flat in choppy trade; euro zone  RIM eyed , * RIM to hold shareholder meeting later in day  (Adds details),normal
GS,Goldman Sachs Group Inc (The),20110712,Analysis: Wal-Mart ruling no knock-out blow for class actions ,NEW YORK The end of the road for a class-action discrimination lawsuit brought by female employees of Wal-Mart Stores Inc has not spelled doom for employment lawsuits facing other big U.S. companies.,topStory
GS,Goldman Sachs Group Inc (The),20110712,UPDATE 4-Infosys cautious on outlook after Q1 disappoints , * Q1 profit 17.22 bln rupees vs 17.29 bln rupees in Reuters poll,normal
GS,Goldman Sachs Group Inc (The),20110712,PRESS DIGEST - New York Times business news - July 12 , July 12 The following were the top stories in The New York Times business pages on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
GS,Goldman Sachs Group Inc (The),20110712,RPT-Infosys Q1 net rises 15.4 pct  narrowly misses estimates , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  reported a 15.4 percent rise in fiscal first-quarter profit  narrowly missing expectations as a surge in wages offset strong demand from western clients.,normal
GS,Goldman Sachs Group Inc (The),20110712,Infosys Q1 net rises 15.4 pct  narrowly misses estimates , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  reported a 15.4 p ercent rise in fiscal first-quarter profit  narrowly missing expectations as a surge in wages offset strong demand from western clients.,normal
TV,Grupo Televisa SA,20110712,Special report: New Mexican TV probe hits embattled Slim ,MEXICO CITY First they handed him a record fine. Then they denied him a television license. Now Mexican regulators are investigating whether business tycoon Carlos Slim has already snuck into the TV market by the back door.,topStory
TV,Grupo Televisa SA,20110712,Mexican watchdog probes Slim's Dish Mexico deal ,  MEXICO CITY  July 12 Mexico's competition watchdog is investigating whether a tie-up between the country's largest home-phone network and a pay TV company has given the world's richest man Carlos Slim a backdoor entry to the television market  according to a Reuters special report published on Tuesday.,normal
TV,Grupo Televisa SA,20110712,UPDATE 2-Mexico competition regulator eyes TV  phone offers , * Announcement follows complaints by Televisa  TV Azteca,normal
TV,Grupo Televisa SA,20110712,DIARY - Mexico and Central America - to July 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST   PREV --------------------------------------------------------------- JUL12 0800/1400  industrial prod (m/m)      May    +0.30  -0.1 pct JUL12 0800/1400  gross fixed invest (m/m)   Apr           -0.6 pct,normal
HMY,Harmony Gold Mining Company Limited,20110712,UPDATE 1-Harmony shuts Tshepong mine in SAfrica after fatality , * Harmony reopened Unisel mine after a separate fatality,topStory
HMY,Harmony Gold Mining Company Limited,20110712,Harmony shuts Tshepong mine in SAfrica after fatality , JOHANNESBURG  July 12 Harmony Gold  said on Tuesday it had shut operations at its Tshepong mine in South Africa after a worker died at the mine following a rock fall.   "The mine is closed and we will get more information from the operational side later " said spokeswoman Henrika Basterfield.  (Reporting by Agnieszka Flak),normal
HMY,Harmony Gold Mining Company Limited,20110712,Harmony resumes operations at S.Africa Unisel mine , JOHANNESBURG  July 12 Harmony Gold  has resumed operations at its Unisel mine in South Africa that were suspended after an employee died in a locomotive accident last Thursday  the company spokeswoman said.,normal
HGH,Hartford Financial Services Group Inc (The),20110712,PRESS DIGEST - Wall Street Journal - July 12 , July 12 The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
HIG,Hartford Financial Services Group Inc (The),20110712,PRESS DIGEST - Wall Street Journal - July 12 , July 12 The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
HFC,HollyFrontier Corporation,20110712,BRIEF-Moody's rates HollyFrontier's notes Ba2 ,July 12 (Reuters)--Moody's rates HollyFrontier's notes Ba2,topStory
HMC,Honda Motor Company Ltd,20110712,FACTBOX-Volkswagen ranked No. 1 in U.S. auto quality survey , July 12 Volkswagen of America was ranked No. 1 in overall quality  according to a survey of U.S. consumers released on Tuesday.,topStory
HPQ,HP Inc,20110712,Apple chief patent lawyer leaving: sources ,SAN FRANCISCO Apple Inc's chief patent counsel will soon leave the company  at a time when the iPhone maker is fighting numerous legal battles around the world  according to sources familiar with the situation.,topStory
HSBC,HSBC Holdings plc,20110712,UPDATE 2-First Gulf Bank sets up new $3.5 bln sukuk programme , DUBAI  July 12 Abu Dhabi's First Gulf Bank  (FGB) has set up a new $3.5 billion Islamic bond programme  a London Stock Exchange filing showed  paving the way for the lender's first sukuk sale.,topStory
HSBC,HSBC Holdings plc,20110712,BRIEF-Moody's assigns rating to covered bonds by HSBC , *Moody's assigns definitive rating to covered bonds issued by HSBC,normal
HSBC,HSBC Holdings plc,20110712,First Gulf Bank sets up $3.5 bln Islamic bond program - filing , DUBAI  July 12 Abu Dhabi's First Gulf Bank  has set up a $3.5 billion Islamic bond program  a prospectus published on the London Stock Exchange showed  paving the way for the lender's first sukuk sale.,normal
HSBC,HSBC Holdings plc,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,normal
HSBC,HSBC Holdings plc,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
HSEA,HSBC Holdings plc,20110712,UPDATE 2-First Gulf Bank sets up new $3.5 bln sukuk programme , DUBAI  July 12 Abu Dhabi's First Gulf Bank  (FGB) has set up a new $3.5 billion Islamic bond programme  a London Stock Exchange filing showed  paving the way for the lender's first sukuk sale.,topStory
HSEA,HSBC Holdings plc,20110712,BRIEF-Moody's assigns rating to covered bonds by HSBC , *Moody's assigns definitive rating to covered bonds issued by HSBC,normal
HSEA,HSBC Holdings plc,20110712,First Gulf Bank sets up $3.5 bln Islamic bond program - filing , DUBAI  July 12 Abu Dhabi's First Gulf Bank  has set up a $3.5 billion Islamic bond program  a prospectus published on the London Stock Exchange showed  paving the way for the lender's first sukuk sale.,normal
HSEA,HSBC Holdings plc,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,normal
HSEA,HSBC Holdings plc,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
HSEB,HSBC Holdings plc,20110712,UPDATE 2-First Gulf Bank sets up new $3.5 bln sukuk programme , DUBAI  July 12 Abu Dhabi's First Gulf Bank  (FGB) has set up a new $3.5 billion Islamic bond programme  a London Stock Exchange filing showed  paving the way for the lender's first sukuk sale.,topStory
HSEB,HSBC Holdings plc,20110712,BRIEF-Moody's assigns rating to covered bonds by HSBC , *Moody's assigns definitive rating to covered bonds issued by HSBC,normal
HSEB,HSBC Holdings plc,20110712,First Gulf Bank sets up $3.5 bln Islamic bond program - filing , DUBAI  July 12 Abu Dhabi's First Gulf Bank  has set up a $3.5 billion Islamic bond program  a prospectus published on the London Stock Exchange showed  paving the way for the lender's first sukuk sale.,normal
HSEB,HSBC Holdings plc,20110712,UPDATE 1-Novartis eyes international board listing in China-sources , * Novartis has consulted Chinese government on IPO-sources,normal
HSEB,HSBC Holdings plc,20110712,Novartis eyes international board listing in China-sources , SHANGHAI  July 12 Swiss drugmaker Novartis AG   is considering a possible initial public offering in China  joining a growing list of multinationals interested in selling yuan-denominated shares in Shanghai  two people with knowledge of the situation said.,normal
INFY,Infosys Limited,20110712,UPDATE 4-Infosys cautious on outlook after Q1 disappoints , * Q1 profit 17.22 bln rupees vs 17.29 bln rupees in Reuters poll,topStory
INFY,Infosys Limited,20110712,India's Infosys sees stronger second half: exec , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  sees a stronger second half compared to the first half  a senior executive said on Tuesday  after the company's first-quarter net profit narrowly missed expectations.,normal
INFY,Infosys Limited,20110712,Infosys exec: cautious on global economic environment-TV , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  is cautious on global economic environment  Chief Financial Officer V. Balakrishnan told a TV channel  after the company narrowly missed expectations in its first quarter profit.,normal
INFY,Infosys Limited,20110712,Infosys sees FY12 margins falling less than expected , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  expects profit margins to fall 2.5 percent in the full fiscal year to March  less than a drop of 3 percent forecast earlier  Chief Financial Officer V. Balakrishnan said.,normal
INFY,Infosys Limited,20110712,India's Infosys maintains FY12 revenue forecast , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter   maintained its revenue forecast for the year to March 2012  after reporting a 15.4 percent rise in first-quarter net profit.,normal
INFY,Infosys Limited,20110712,RPT-Infosys Q1 net rises 15.4 pct  narrowly misses estimates , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  reported a 15.4 percent rise in fiscal first-quarter profit  narrowly missing expectations as a surge in wages offset strong demand from western clients.,normal
INFY,Infosys Limited,20110712,Infosys Q1 net rises 15.4 pct  narrowly misses estimates , MYSORE  India  July 12 Infosys Ltd   India's No. 2 software services exporter  reported a 15.4 p ercent rise in fiscal first-quarter profit  narrowly missing expectations as a surge in wages offset strong demand from western clients.,normal
ING,ING Group NV,20110712,ING contests European Commission restructuring terms , * ING may seek better terms for insurance IPOs  bank unit,topStory
ICE,Intercontinental Exchange Inc,20110712,BRIEF- July ICE gasoil delivery up at 2 536 lots- ICE , LONDON  July 12 Physical deliverys of gasoil for the July futures contract  inched up to 253 600 tonnes  or 2 536 lots  the Intercontinental Exchange said on Tuesday.	 This is slightly up from June's volume of 251 600 tonnes. The contract settled at $958.75 a tonne  it said.,topStory
IBM,International Business Machines Corporation,20110712,Obama holding lunch mtg with business execs on jobs , WASHINGTON  July 12 President Barack Obama was holding a lunch meeting on Tuesday with four business leaders to discuss ideas for growing the economy and creating jobs  the White House said.,topStory
IBM,International Business Machines Corporation,20110712,UPDATE 4-Infosys cautious on outlook after Q1 disappoints , * Q1 profit 17.22 bln rupees vs 17.29 bln rupees in Reuters poll,normal
IBM,International Business Machines Corporation,20110712,Bharti says IBM to provide IT solutions to Africa employees , MUMBAI  July 12 Mobile carrier Bharti Airtel  said on Tuesday IBM will provide IT solutions to its employees across 16 African countries under a new 10-year agreement.,normal
IP,International Paper Company,20110712,PRESS DIGEST - Wall Street Journal - July 12 , July 12 The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.,topStory
ITG,Investment Technology Group Inc,20110712,UPDATE 2-Investment Technology Group to cut jobs  post Q2 net loss , * To take $210-$230 million goodwill impairment charge on U.S. unit,topStory
JPM,J P Morgan Chase & Co,20110712,Electronic Arts buying PopCap Games for up to $1.3 billion ,NEW YORK Electronic Arts Inc   the video game publisher  is buying PopCap Games in a deal worth up to $1.3 billion as it tries to ramp up its social and casual games portfolio and better compete with Zynga Inc.,topStory
JPM,J P Morgan Chase & Co,20110712,UPDATE 5-Electronic Arts buying PopCap Games for up to $1.3 bln , * EA paying $750 mln upfront  more in performance targets,normal
JPM,J P Morgan Chase & Co,20110712,WaMu  shareholders clash again over bankruptcy exit ,WILMINGTON  Delaware It's Washington Mutual Inc  vs. shareholders  round II.,normal
JPM,J P Morgan Chase & Co,20110712,PREVIEW-WaMu  shareholders clash again over bankruptcy exit , * Shareholders are main opposition  but face tougher fight,normal
JPM,J P Morgan Chase & Co,20110712,CFPB to be year-round cop for big banks ,WASHINGTON The new U.S. consumer financial watchdog is gearing up to deploy hundreds of examiners to large banks  saying on Tuesday it will do year-round policing at the biggest and riskiest banks.,normal
JPM,J P Morgan Chase & Co,20110712,U.S. watchdog to be year-round cop for big banks , * CFPB responsible for regulating credit cards  mortgages,normal
JPM,J P Morgan Chase & Co,20110712,US muni board could increase derivatives oversight , WASHINGTON  July 12 The board that writes the rules for the U.S. municipal bond market could soon ratchet up oversight of the sale of derivatives at the heart of a massive fraud scandal  the board's executive director said on Tuesday.,normal
JCP,JC Penney Company Inc Holding Company,20110712,UPDATE 1-Levi sales jump helps it overcome bargains  cotton , NEW YORK  July 12 Levi Strauss & Co [LEVST.UL] reported a second-quarter profit  helped by higher sales to store chains and in Asia and Europe  allowing it to mitigate the damage to margins from higher cotton costs and discounting.,topStory
JNJ,Johnson & Johnson,20110712,Groups convince FDA to ease Alzheimer's trial rules ,CHICAGO Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer and Johnson & Johnson might succeed.,topStory
JNJ,Johnson & Johnson,20110712,RPT-Groups convince FDA to ease Alzheimer's trial rules , * Groups say new guidelines may make drug trials easier,normal
JNJ,Johnson & Johnson,20110712,Gilead kickstarts patent pool for AIDS drugs ,LONDON Gilead Sciences  the leading maker of HIV drugs  is to share intellectual property rights on its medicines in a patent pool designed to make treatments more widely available to the poor.,normal
JNJ,Johnson & Johnson,20110712,Groups convince FDA to ease Alzheimer's trial rules , CHICAGO  July 12 Academic and industry experts said on Tuesday they have convinced U.S. regulators to ease safety restrictions imposed on clinical trials of Alzheimer's drugs  a move that could improve the chances that a drug being developed jointly by Pfizer  and Johnson & Johnson  might succeed.,normal
JLL,Jones Lang LaSalle Incorporated,20110712,World commercial property Q2 sales up 47 percent: study ,NEW YORK Global commercial real estate sales rose 47 percent in the second quarter from a year earlier to $101 billion and are on track to reach or top $440 billion for the year  according to a report by real estate services firm Jones Lang LaSalle Inc .,topStory
JLL,Jones Lang LaSalle Incorporated,20110712,World commercial property Q2 sales up 47 pct-study , NEW YORK  July 12 Global commercial real estate sales rose 47 percent in the second quarter from a year earlier to $101 billion and are on track to reach or top $440 billion for the year  according to a report by real estate services firm Jones Lang LaSalle Inc .,normal
KSU,Kansas City Southern,20110712,UPDATE 1-Kansas City Southern settles hurricane insurance claim , July 12 Railroad company Kansas City Southern  said it has settled insurance claim for damages from Hurricane Alex for $66 million and will record a gain in the third quarter.,topStory
KGC,Kinross Gold Corporation,20110712,CANADA STOCKS-TSX pushes higher as golds gain , * Couche-Tard hits record high after results top estimates  (Adds details  background),topStory
KGC,Kinross Gold Corporation,20110712,CANADA STOCKS-TSX pushes higher on gold rally ,   * TSX gains 54.32 points  or 0.41 percent  to 13 234.07.,normal
KGC,Kinross Gold Corporation,20110712,CANADA STOCKS-TSX flat in choppy trade; euro zone  RIM eyed , * RIM to hold shareholder meeting later in day  (Adds details),normal
KKR,KKR & Co LP,20110712,UPDATE 1-Ex-TPG exec Weijian raises $1.7 bln in Asia fund , * Fund expected to raise total of $2.5 bln in next few months,topStory
KKR,KKR & Co LP,20110712,Weijian Shan's PAG Cap raises $1.7 bln for pan-Asia fund , HONG KONG  July 12 Former top TPG Capital LP  executive Weijian Shan has raised more than $1.7 billion under his new PAG Capital Asia private equity fund just months after the formal launch  underlining the attraction of investing in China with a known dealmaker.,normal
KSS,Kohl&#39;s Corporation,20110712,UPDATE 1-Levi sales jump helps it overcome bargains  cotton , NEW YORK  July 12 Levi Strauss & Co [LEVST.UL] reported a second-quarter profit  helped by higher sales to store chains and in Asia and Europe  allowing it to mitigate the damage to margins from higher cotton costs and discounting.,topStory
