AVAV,AeroVironment Inc,20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,topStory
BBL,BHP Billiton plc,20110923,China spot copper concentrate TC/RCs extend falls due to Chile delays , * Offers at $50-$60/5-6 cents  Chinese seek $65/6.5 cents,normal
BH,Biglari Holdings Inc,20110923,Cracker Barrel fends off Biglari  open to buyout ,Cracker Barrel Old Country Store Inc  sought to put the brakes on a likely attempt by activist investor Sardar Biglari to take control of the restaurant chain by implementing a shareholder rights plan  but left the door open to a complete buyout.,topStory
BH,Biglari Holdings Inc,20110923,UPDATE 4-Cracker Barrel fends off Biglari  open to buyout , * Says Biglari has antitrust clearance to buy up to 49.99 pct of its stock,normal
BLK,BlackRock Inc,20110923,Analysis: Fed's twist moves hurts company pension plans ,BOSTON The Federal Reserve's 'Operation Twist' to bring down bond yields and stimulate the economy is likely to cause pain for the nation's largest pension funds  already struggling with funding shortfalls from the recent stock market decline.,topStory
BLK,BlackRock Inc,20110923,FACTBOX-BofA races to sell assets , Sept 23 Bank of America Corp's   push to shed assets and build its capital base is in high gear.,normal
BA,Boeing Company (The),20110923,US commander eyes "interoperable" Japan fighter fleet , WASHINGTON  Sept 23 The head of U.S. military forces in Asia and the Pacific predicted Friday that Japan's choice of a new multibillion-dollar fighter fleet would reflect plans to stay "very complementary" with U.S. air forces.,topStory
BA,Boeing Company (The),20110923,Union says documents bolster NLRB case vs Boeing ,SEATTLE The union representing Boeing Co  workers in Washington state on Friday said internal company documents show Boeing intended to punish union members for past strikes when it located an airplane production line in non-union South Carolina.,normal
BA,Boeing Company (The),20110923,UPDATE 1-Union says documents bolster NLRB case vs Boeing , * IAM says Boeing internal documents reinforce NLRB case,normal
BA,Boeing Company (The),20110923,Long-delayed Boeing Dreamliner ready for prime time ,CHICAGO Boeing Co's  787 Dreamliner  the world's first commercial airplane made largely of lightweight composite materials  is set for first delivery to a customer next week  the pinnacle achievement in the life of one of Boeing's most challenging airplane programs.,normal
BA,Boeing Company (The),20110923,Union says documents bolster NLRB case vs Boeing , SEATTLE  Sept 23 The union representing Boeing Co  workers in Washington state on Friday said internal company documents show Boeing intended to punish union members for past strikes when it located an airplane production line in non-union South Carolina.,normal
BA,Boeing Company (The),20110923,CORRECTED-NEWSMAKER-Goodrich's Larsen to take new role in deal , (In Sept. 22 story  corrects spelling of Stambuk  last paragraph),normal
BA,Boeing Company (The),20110923,Boeing dismisses fears of aircraft funding crisis , PARIS  Sept 23 Boeing on Friday dismissed fears of a crisis in the aircraft financing sector triggered by tightening dollar liquidity at European banks.,normal
BA,Boeing Company (The),20110923,PREVIEW-Long-delayed Boeing Dreamliner ready for prime time , * 787 delivery could offset disappointment of 747 delay,normal
BA,Boeing Company (The),20110923,Drone makers seek out new targets ,Almost a century after the first pilot-less plane was test launched from the back of a truck in the English village of Upavon  unmanned aircraft vehicles (UAV)  or drones  are smarter  more lethal ... and seeking new growth drivers.,normal
BA,Boeing Company (The),20110923,German stocks - Factors to watch on September 23 , FRANKFURT  Sept 23 The DAX top-30 index  looked set to open 0.3 percent higher on Friday  according to premarket data from brokerage Lang & Schwarz at 0602 GMT.,normal
BP,BP plc,20110923,BP files first Gulf drill plan since Macondo ,HOUSTON BP confirmed on Friday it has filed a plan with U.S. regulators to pursue its first new deepwater oil exploration work in the Gulf of Mexico since the disastrous Macondo spill in 2010.,topStory
BP,BP plc,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,normal
BP,BP plc,20110923,UPDATE 2-BP files first Gulf drill plan since Macondo , * BP's 2006 find highly touted after 2009 appraisal well,normal
BP,BP plc,20110923,BP Texas City plant not hit by power outage-sources , HOUSTON  Sept 23 BP Plc's   437 080 barrels-per-day (bpd) refinery in Texas City  Texas  was largely unaffected by a substation fire that disrupted power at refineries in that area Thursday night  sources familiar with refinery operations said on Friday.,normal
BP,BP plc,20110923,Doubts raised about giant shale gas find in England ,LONDON Experts have cast doubt on claims of a giant shale gas find in northwest England  leaving opponents to accuse the company behind it of painting an excessively rosy picture to win political support for the controversial project.,normal
BP,BP plc,20110923,Doubts raised about giant UK shale gas find , LONDON  Sept 23     Experts have cast doubt on claims of a giant shale gas find in northwest England  leaving opponents to accuse the company behind it of painting an excessively rosy picture to win political support for the controversial project.,normal
BP,BP plc,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
BMY,Bristol-Myers Squibb Company,20110923,UPDATE 2-Bayer wins key EU recommendation for Xarelto , * Bayer shares up 3.3 pct vs. blue-chips down 0.8 pct   (Adds analyst comment),topStory
BMY,Bristol-Myers Squibb Company,20110923,UPDATE 1-Astra  Bristol-Myers diabetes drug gets EU nod , * Pill combines two drugs that control blood sugar levels,normal
BMY,Bristol-Myers Squibb Company,20110923,Bayer wins key EU recommendation for Xarelto , FRANKFURT  Sept 23 European regulators recommended approval of Bayer's biggest pipeline drug Xarelto for use in the mass market of stroke prevention.,normal
BMY,Bristol-Myers Squibb Company,20110923,U.S. advisers urge FDA to address antipsychotics in kids ,GAITHERSBURG  Maryland U.S. pediatric health advisers on Thursday urged drug regulators to continue studying weight gain and other side-effects of antipsychotic drugs as they are increasingly taken by children.,normal
BMY,Bristol-Myers Squibb Company,20110923,UPDATE 2-US advisers urge FDA to address antipsychotics in kids , * Concerns of weight gain  diabetes in kids on medication,normal
BRO,Brown & Brown Inc,20110923,BUY OR SELL-Mortgage woes weigh on First Horizon , Sept 23 First Horizon National Corp   one of the largest regional banks in the southeastern United States  has seen its stock price halving since the start of year weighed down by exposure to the subprime mortgage mess.,topStory
CPB,Campbell Soup Company,20110923,Pepperidge Farm warns sesame sticks may have wire ,Campbell Soup Co's baked goods maker Pepperidge Farm Inc is recalling some "Baked Naturals" sesame sticks because they may contain small  thin pieces of wire.,topStory
CPB,Campbell Soup Company,20110923,Pepperidge Farm warns sesame sticks may have wire ,   * 13 000 affected cases shipped around the United States,normal
CNQ,Canadian Natural Resources Limited,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low ,   * TSX falls 99.64 points  or 0.86 percent  at 11 462.87,topStory
CNQ,Canadian Natural Resources Limited,20110923,CANADA STOCKS-TSX in bear zone as resources pull it to 2011 low , * Eight of 10 sectors higher; materials  energy weigh  (Updates to close  adds analyst's comment  details),normal
CNQ,Canadian Natural Resources Limited,20110923,CANADA STOCKS-Commodities drive TSX to 2011 low  bear territory , TORONTO  Sept 23 Toronto's main stock index hit its lowest level since July  2010 on Friday  pushing the market into bear territory  as investors sold riskier assets on growing fears of a Greek debt default and global recession.,normal
CF,CF Industries Holdings Inc,20110923,Exclusive: Yara CEO says open to U.S. fertilizer deal ,NEW YORK The chief executive of Yara International ASA   the world's largest nitrogen fertilizer maker  says he is interested in again trying to buy an American rival.,topStory
CHK,Chesapeake Energy Corporation,20110923,Exxon expanding Utica shale footprint ,Exxon Mobil Corp continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,topStory
CHK,Chesapeake Energy Corporation,20110923,Exxon expanding Utica shale footprint , Sept 22 Exxon Mobil Corp  continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,normal
CVX,Chevron Corporation,20110923,BP files first Gulf drill plan since Macondo ,HOUSTON BP confirmed on Friday it has filed a plan with U.S. regulators to pursue its first new deepwater oil exploration work in the Gulf of Mexico since the disastrous Macondo spill in 2010.,topStory
CVX,Chevron Corporation,20110923,UPDATE 2-BP files first Gulf drill plan since Macondo , * BP's 2006 find highly touted after 2009 appraisal well,normal
SNP,China Petroleum & Chemical Corporation,20110923,UPDATE 1-Sinopec to start Beihai refinery this weekend-sources , * Beihai among 3 new China facilities brought on line this yr,topStory
SNP,China Petroleum & Chemical Corporation,20110923,Sinopec to start test runs at Beihai refinery - sources , BEIJING  Sept 23 Sinopec Group  parent of China Petroleum & Chemical Corp (Sinopec Corp)    will start test runs at its new 100 000 barrel-per-day refinery in the southern Chinese city of Beihai in Guangxi this weekend  two sources told Reuters.,normal
SNP,China Petroleum & Chemical Corporation,20110923,China oil refiners lost $751 mln in July - NDRC , BEIJING  Sept 23 China's oil refining industry recorded a loss of 4.8 billion yuan ($751 million) in July because of high crude prices and rising selling costs  the National Development and Reform Commission said on Friday.,normal
C,Citigroup Inc,20110923,Citi's Pandit suggests new way to gauge risk ,WASHINGTON To protect the international financial system  regulators should rely more on a benchmark portfolio as a tool to guard against excessive risk-taking  rather than the capital standards now in use  Citigroup Chief Executive Vikram Pandit said on Friday.,topStory
C,Citigroup Inc,20110923,UPDATE 1-Citi's Pandit suggests new way to gauge risk , * Says US banks' exposure to Europe crisis manageable  (Updates with Pandit comment on Europe),normal
C,Citigroup Inc,20110923,Citi's Pandit suggests new way to gauge risk , WASHINGTON  Sept 23 To protect the international financial system  regulators should rely more on a benchmark portfolio as a tool to guard against excessive risk-taking  rather than the capital standards now in use  Citigroup  Chief Executive Vikram Pandit said on Friday.,normal
C,Citigroup Inc,20110923,BofA CDS costs rise after record high Thursday close ,NEW YORK The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
C,Citigroup Inc,20110923,UPDATE 1-BofA CDS costs rise after record high Thurs close , NEW YORK  Sept 23 The cost to insure U.S. bank debt rose on Friday and Bank of America's debt protection costs rose over their record closing levels on increasing concern with bank funding costs and the prospect of declining profits if the economy tips back into recession.,normal
C,Citigroup Inc,20110923,AXA exploring private equity unit sale: sources ,PARIS French insurer AXA  is exploring a sale of its private equity unit and has hired Credit Suisse  to handle it  sources familiar with the situation said on Friday.,normal
C,Citigroup Inc,20110923,UPDATE 2-AXA exploring private equity unit sale-sources , * Insurer has seen BNP Paribas stake value halved   (Adds background  comment  share reaction),normal
CLX,Clorox Company (The),20110923,Icahn drops push to unseat Clorox board ,Billionaire investor Carl Icahn abandoned his quest to take over the board of Clorox Co  on Friday  saying he lacked support from other major investors  sending its shares down almost 5 percent in extended trading.,topStory
CLX,Clorox Company (The),20110923,UPDATE 2-Icahn drops push to unseat Clorox board , * Clorox shares fall 4.9 percent in extended trading  (Rewrites throughout; adds details  background  share activity),normal
CLX,Clorox Company (The),20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,normal
CEO,CNOOC Limited,20110923,Doubts raised about giant shale gas find in England ,LONDON Experts have cast doubt on claims of a giant shale gas find in northwest England  leaving opponents to accuse the company behind it of painting an excessively rosy picture to win political support for the controversial project.,topStory
CEO,CNOOC Limited,20110923,Doubts raised about giant UK shale gas find , LONDON  Sept 23     Experts have cast doubt on claims of a giant shale gas find in northwest England  leaving opponents to accuse the company behind it of painting an excessively rosy picture to win political support for the controversial project.,normal
KOF,Coca Cola Femsa SAB de CV,20110923,DIARY - Mexico and Central America - to Oct 14 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. ___________________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST     PREV ----------------------------------------------------------------SEP23 0800/1300  unemployment        s/a   Aug            5.30 pct SEP26 0800/1300  trade balance             Aug SEP28 0800/13,topStory
KO,Coca-Cola Company (The),20110923,UPDATE 3-RESEARCH ALERT-Stifel cuts PepsiCo to 'hold' ,   * Cuts EPS estimates as N. Amer drinks unit view worsens,topStory
KO,Coca-Cola Company (The),20110923,RPT-CORRECTED-US STOCKS-Wall St rises in volatile session , (Repeats to additional subscribers; fixes second bullet point),normal
KO,Coca-Cola Company (The),20110923,CORRECTED - US STOCKS-Wall St rises in volatile session , * Consumer staples fall  weighed by food and beverage co's,normal
KO,Coca-Cola Company (The),20110923,Coke says plan to double revenue on track -paper , DUBLIN  Sept 23 Coca-Cola Co's plan to double the revenue generated by it and its bottlers by 2020 is on track despite the onset of the worst economic crisis since the Great Depression  the company's chief executive was quoted as saying on Friday.,normal
CL,Colgate-Palmolive Company,20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,topStory
COP,ConocoPhillips,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
COP,ConocoPhillips,20110923,Outage at Norway's Troll field slightly delayed , OSLO  Sept 23 The planned maintenance outage at the Troll A platform due to start on Saturday will be delayed by a few hours  operator Statoil told the Nordic power bourse.,normal
COP,ConocoPhillips,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
CLGX,CoreLogic Inc,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
CB,D/B/A Chubb Limited New,20110923,Mortgages at risk if U.S. flood program expires ,NEW YORK The federal program that insures homes against flood damage expires next Friday and is at risk of not being renewed  even as an early fall storm threatens to inundate much of the northeastern United States yet again.,topStory
CB,D/B/A Chubb Limited New,20110923,Mortgages at risk if U.S. flood program expires , NEW YORK  Sept 23 The federal program that insures homes against flood damage expires next Friday and is at risk of not being renewed  even as an early fall storm threatens to inundate much of the northeastern United States yet again.,normal
DB,Deutsche Bank AG,20110923,Credit reporting firm TransUnion for sale: sources ,TransUnion's owners are pursuing a possible sale that could fetch roughly $2 billion for the credit information firm  sources familiar with the matter said.,topStory
DB,Deutsche Bank AG,20110923,UBS board considers investment bank's fate ,SINGAPORE/ZURICH The board of UBS  extended on Friday its meeting amid the glamour of Singapore's Grand Prix event to decide the future of its scandal-hit investment bank and CEO Oswald Gruebel  on whose watch it lost $2.3 billion in alleged rogue trading. | Video ,normal
DB,Deutsche Bank AG,20110923,UBS board extends meeting after rogue trading loss ,SINGAPORE The board of UBS  was set to reconvene a meeting on Saturday to decide the future of its scandal-hit investment bank and Chief Executive Oswald Gruebel after the Swiss bank lost $2.3 billion in alleged rogue trading.,normal
DB,Deutsche Bank AG,20110923,Dapper Ermotti eyes top job at UBS ,MILAN Ever since he joined UBS  in April as head of Europe  Middle East and Africa  Sergio Ermotti has been touted as a CEO-in-waiting  ready to take over the reins at the Swiss bank whenever its German chief Oswald Gruebel decides to step down.,normal
DB,Deutsche Bank AG,20110923,UBS board extends meeting after rogue trading loss , SINGAPORE  Sept 24 The board of UBS   was set to reconvene a meeting on Saturday to decide the future of its scandal-hit investment bank and Chief Executive Oswald Gruebel after the Swiss bank lost $2.3 billion in alleged rogue trading.,normal
DB,Deutsche Bank AG,20110923,UPDATE 2-Credit reporting firm TransUnion for sale -sources , * Auction advanced  but faces financing issues -sources,normal
DB,Deutsche Bank AG,20110923,Credit reporting firm TransUnion for sale -sources , Sept 23 TransUnion's owners are pursuing a possible sale that could fetch roughly $2 billion for the credit information firm  sources familiar with the matter said.,normal
DB,Deutsche Bank AG,20110923,ADR REPORT-European bank shares bounce back , NEW YORK  Sept 23 U.S.-listed shares of European banks rose on Friday  helped by optimism about further measures to ease the euro-zone debt crisis.,normal
DB,Deutsche Bank AG,20110923,DealTalk: Small may be beautiful for UBS investment bank ,LONDON UBS  may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
DB,Deutsche Bank AG,20110923,DEALTALK-Small may be beautiful for UBS investment bank , LONDON  Sept 23 UBS may have to give up its cherished place among the world's top investment banks  scaling back to focus on wealth management and exiting many of the higher-risk trading businesses where it has made heavy investments.,normal
DEO,Diageo plc,20110923,Cognac makers look beyond China for growth , * See good growth outside China in other Asian economies,topStory
D,Dominion Energy Inc,20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,topStory
DCUD,Dominion Energy Inc,20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,topStory
DRUA,Dominion Energy Inc,20110923,How to play it: Don't be a volatility ostrich ,THE ISSUE: Since the beginning of August  the Dow industrial average has had nine days with 300-point-plus losses. In the entire year before it  there were only two. How can investors manage in such a period of high volatility?,topStory
DRD,DRDGOLD Limited,20110923,Record prices spur drive to get more "dumped" gold ,BRAKPAN  South Africa The vast majority of South Africa's gold lies deep underground but atop the mine dumps scattered around Johannesburg  you can actually walk on the stuff.,topStory
DRD,DRDGOLD Limited,20110923,FEATURE-Record prices spur drive to get more "dumped" gold , BRAKPAN  South Africa  Sept 23 The vast majority of South Africa's gold lies deep underground but atop the mine dumps scattered around Johannesburg  you can actually walk on the stuff.,normal
DNB,Dun & Bradstreet Corporation (The),20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
LLY,Eli Lilly and Company,20110923,U.S. advisers urge FDA to address antipsychotics in kids ,GAITHERSBURG  Maryland U.S. pediatric health advisers on Thursday urged drug regulators to continue studying weight gain and other side-effects of antipsychotic drugs as they are increasingly taken by children.,topStory
LLY,Eli Lilly and Company,20110923,UPDATE 2-US advisers urge FDA to address antipsychotics in kids , * Concerns of weight gain  diabetes in kids on medication,normal
ENB,Enbridge Inc,20110923,Big-name celebs irk Ottawa in pipeline debate ,TORONTO Canada's energy minister shot back on Friday at Hollywood celebrities protesting a plan to build a $7 billion oil pipeline to Texas from Alberta in the first public indication that the protests are getting under Ottawa's skin.,topStory
ENB,Enbridge Inc,20110923,UPDATE 1-Big-name celebs irk Ottawa in pipeline debate ,   * Keystone XL pipeline to pump up to 700 000 bpd to Texas,normal
E,ENI SpA,20110923,REFILE-FEATURE-Libyan oil flows  foreign workers wait , This accompanies a special report on doing business in Liba. For a PDF: http://link.reuters.com/det83s,topStory
E,ENI SpA,20110923,Eni to lay off workers at Venice refinery-unions , ROME  Sept 23 Italy's biggest oil and gas group Eni SpA  will temporarily lay off 400 workers at its refinery near Venice in response to the economic gloom hitting the refining sector  trade unions said on Friday after a meeting with the company's management.,normal
E,ENI SpA,20110923,Eni retail bond seen at 1 bln euros - sources , MILAN  Sept 23 A bond issue by Italy's oil and gas major Eni for domestic retail investors is likely to reach only its minimum target of 1 billion euros as financial market turmoil weighs on investor appetite  sources close to the placement and in contact with retail investors said on Friday.,normal
E,ENI SpA,20110923,Eni  da novembre 400 operai in cig a Porto Marghera - Cgil , ROMA  Sept 23 L'Eni ha comunicato oggi ai sindacati l'intenzione di  mettere in cassa integrazione ordinaria i 400 lavoratori della raffineria di Porto Marghera  a Venezia.,normal
E,ENI SpA,20110923,Libyan stakes in Italian companies not unfrozen yet: source ,MILAN The European Union's decision to ease a freeze on assets of several Libyan entities has not effectively unblocked Libyan stakes in Italian companies  an Italian treasury source said on Friday.,normal
E,ENI SpA,20110923,Libyan stakes in Italian companies not unfrozen yet -source , * Libyan stakes in Italian firms include UniCredit  ENI,normal
E,ENI SpA,20110923,SPECIAL REPORT-How to win business in Libya , BENGHAZI  Libya (Reuters) Sept 23 - In August  as rebels fought forces loyal  to President Muammar Gaddafi  two representatives of a British business consortium took a "rather long and arduous ferry journey from Malta" to the North African country.,normal
E,ENI SpA,20110923,Shell Nigeria oil sales to end with operator deal , ABUJA  Sept 23 Shell's  Nigerian oil block sales are heading for a messy conclusion due to a tussle over who operates the fields  sources close to the deals said  highlighting the complex nature of doing business in Africa's largest energy industry.,normal
E,ENI SpA,20110923,Italian stocks - Factors to watch on Sept 23 , MILAN  Sept 23 The following factors could affect Italian markets on Friday.,normal
EFX,Equifax Inc,20110923,Credit reporting firm TransUnion for sale: sources ,TransUnion's owners are pursuing a possible sale that could fetch roughly $2 billion for the credit information firm  sources familiar with the matter said.,topStory
EFX,Equifax Inc,20110923,UPDATE 2-Credit reporting firm TransUnion for sale -sources , * Auction advanced  but faces financing issues -sources,normal
EFX,Equifax Inc,20110923,Credit reporting firm TransUnion for sale -sources , Sept 23 TransUnion's owners are pursuing a possible sale that could fetch roughly $2 billion for the credit information firm  sources familiar with the matter said.,normal
EFX,Equifax Inc,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,normal
XOM,Exxon Mobil Corporation,20110923,UPDATE 1-U.S. clears Exxon to restart Silvertip crude line , NEW YORK  Sept 23 Exxon Mobil Corp  said on Friday it had received approval from U.S. federal regulators to restart its 40 000-barrels-per-day Silvertip-to-Laurel  Montana crude pipeline shut since early July due to a leak.,topStory
XOM,Exxon Mobil Corporation,20110923,Exxon gets federal OK to restart Silvertip crude line , NEW YORK  Sept 23 Exxon Mobil Corp  said on Friday it had received approval from federal regulators to restart its 40 000 barrel per day Silvertip crude oil pipeline in Montana after repairing a leak.,normal
XOM,Exxon Mobil Corporation,20110923,Exxon expanding Utica shale footprint ,Exxon Mobil Corp continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,normal
XOM,Exxon Mobil Corporation,20110923,Exxon expanding Utica shale footprint , Sept 22 Exxon Mobil Corp  continues to acquire acreage in the Utica shale in Ohio  as the oil and gas major moves to capitalize on what is thought to be one of the biggest sources of crude oil in the United States.,normal
FII,Federated Investors Inc,20110923,Money funds look for yield boost from Fed action ,The Federal Reserve's efforts to rebalance its bond portfolio could restore at least some revenue for money market mutual funds that have suffered from low interest rates on their short-term securities  industry specialists said.,topStory
FDX,FedEx Corporation,20110923,Earnings calls wake up to Wall Street pain ,NEW YORK Earnings forecasts for U.S. companies are starting to feel the pain on Wall Street and in the broader economy as the odds of another recession rise.,topStory
FDX,FedEx Corporation,20110923,UPDATE-Wall St Week Ahead:Earnings calls wake up to Wall St pain ,  (Updates with U.S. stock indexes' losses for the week)  * Analysts cut Q3 earnings growth to 13.7 pct from 17 pct  * Forecasts start to pull back for Q4 and 2012  * Financials seen most vulnerable; tech targets rise,normal
FDX,FedEx Corporation,20110923,Wall St Week Ahead: Earnings calls wake up to Wall St pain ,    * Analysts cut Q3 earnings growth to 13.7 pct from 17 pct  * Forecasts start to pull back for Q4 and 2012  * Financials seen most vulnerable; tech targets rise,normal
FDX,FedEx Corporation,20110923,Senator McCain offers postal bill  mirrors House ,WASHINGTON Senator John McCain unveiled a bill on Friday to revamp the U.S. Postal Service  including an end to Saturday mail delivery  the latest of a series of legislative proposals to shore up the financially shaky mail service.,normal
FDX,FedEx Corporation,20110923,Senator McCain offers postal bill  mirrors House , * McCain bill allows 5-day mail  creates oversight groups,normal
FDX,FedEx Corporation,20110923,Senator McCain offers postal bill  mirrors House , * McCain bill allows 5-day mail  creates oversight groups,normal
FDX,FedEx Corporation,20110923,PRESS DIGEST - Wall Street Journal - Sept 23 , Sept 23 The following were the top stories in The Wall Street Journal on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
FDX,FedEx Corporation,20110923,PRESS DIGEST - New York Times business news - Sept 23 , Sept 23 The following were the top stories on The New York Times business pages on Friday. Reuters has not verified these stories and does not vouch for their accuracy.,normal
FIS,Fidelity National Information Services Inc,20110923,DEALTALK-Queuing for CoreLogic: one sale or several? , Sept 23 At least seven firms  mainly private equity  have shown interest in data and analytics company CoreLogic Inc   attracted by its growth businesses and relatively cheap valuations.,topStory
FHN,First Horizon National Corporation,20110923,BUY OR SELL-Mortgage woes weigh on First Horizon , Sept 23 First Horizon National Corp   one of the largest regional banks in the southeastern United States  has seen its stock price halving since the start of year weighed down by exposure to the subprime mortgage mess.,topStory
F,Ford Motor Company,20110923,UAW and Ford lay groundwork as contract talks deepen ,DETROIT United Auto Workers and Ford Motor Co officials on Friday were setting the stage for financial talks next week that workers expect to yield a deal that will be richer than one with General Motors Co.,topStory
F,Ford Motor Company,20110923,UPDATE 1-UAW  Ford lay groundwork as contract talks deepen ,   * 'High level financial discussions' Monday at Ford-UAW,normal
F,Ford Motor Company,20110923,UPDATE 1-Ford sees better sales  wary about economy , DEARBORN  Mich  Sept 23 U.S. auto industry sales in September are running slightly ahead of the pace seen through the first eight months of the year  but Ford Motor Co  remains wary of the weak economy  the automaker's U.S. sales analyst said on Friday.,normal
F,Ford Motor Company,20110923,UAW President to address union  Ford negotiators ,DETROIT United Auto Workers President Bob King is expected to address union and Ford Motor Co officials on Friday in the final stages of negotiating a new labor deal that workers expect to be richer than the one just reached with General Motors Co.,normal
F,Ford Motor Company,20110923,UAW President to address union  Ford negotiators , * 'High-level financial discussions' expected Monday -UAW,normal
F,Ford Motor Company,20110923,UPDATE 3-UAW talks with Ford shifting into higher gear , * Workers at Ford expect more generous terms than GM deal,normal
FCX,Freeport-McMoran Inc,20110923,UPDATE 1-Freeport Indonesia union may extend strike past 1 month , JAKARTA  Sept 23 Freeport Indonesia's  labour union may extend its strike at the Grasberg copper mine beyond one month  since talks with management were deadlocked  union official Juli Parorrongan told Reuters on Friday.,topStory
FCX,Freeport-McMoran Inc,20110923,Freeport Indonesia union may extend strike beyond 1 month , JAKARTA  Sept 23 Freeport Indonesia's  labour union said it may extend its current strike at the Grasberg copper mine beyond one month  since current talks with management were deadlocked  union official Juli Parorrongan told Reuters on Friday.,normal
FCX,Freeport-McMoran Inc,20110923,China spot copper concentrate TC/RCs extend falls due to Chile delays , * Offers at $50-$60/5-6 cents  Chinese seek $65/6.5 cents,normal
FCX,Freeport-McMoran Inc,20110923,Freeport Indonesia union plan not to continue govt-led mediation , JAKARTA  Sept 23 Freeport Indonesia's  labour union plans not to continue with a tripartite mediation involving the government and is seeking to discuss the matter directly with the company in order to end the month-long strike  union spokesman  Juli Parorrongan  told Reuters on Friday.,normal
GPS,Gap Inc (The),20110923,Specialty retail now better placed to handle recession ,Specialty retailers are much better equipped for a downturn than three years ago and would see meaningfully less volatility  if fears of another recession turn into reality  UBS said  resuming coverage of the sector.,topStory
GEK,General Electric Capital Corporation,20110923,Thomson Reuters sells risk unit to Vista ,LONDON Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,topStory
GEK,General Electric Capital Corporation,20110923,UPDATE 1-Thomson Reuters sells risk unit to Vista , LONDON  Sept 23     Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
GEK,General Electric Capital Corporation,20110923,Thomson Reuters sells risk unit to Vista Equity Partners , LONDON  Sept 23 Thomson Reuters said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,normal
GE,General Electric Company,20110923,Thomson Reuters sells risk unit to Vista ,LONDON Thomson Reuters  said it has agreed to sell its trade and risk management software business  which includes flagship product Kondor  to private equity firm Vista Equity Partners.,topStory
