ALGN,Align Technology Inc,20121017,BRIEF-Align Technology shares fall 11.1 pct after the bell following prelim results ,NEW YORK  Oct 17 Align Technology Inc :  * Shares fell 11.1 percent after the bell after it announced preliminary results.,topStory
XOM,Exxon Mobil Corporation,20121017,UPDATE 4-Exxon to buy Canada's Celtic Exploration for C$2.6 bln ,* Exxon to pay C$24.50 for each share of Celtic     * Deal gives Exxon vast tracts of shale assets in Canada     * Offer is a 35 pct premium to Celtic's close on Tuesday     * Celtic shares up 45 pct  Exxon's at highest since 2008       By Scott Haggett     CALGARY  Alberta  Oct 17 Exxon Mobil Corp  agreed to buy Celtic Exploration Ltd for C$2.6 billion ($2.64 billion)  in a deal to raise its presence in some of Western Canada's most promising shale oil and gas regions.       The tra,normal
XOM,Exxon Mobil Corporation,20121017,Exxon executive takes over Rosneft offshore projects ,MOSCOW An ExxonMobile  executive has taken up the newly created position of offshore projects chief at Rosneft   which is gearing up for exploration in Arctic seas  Russia's biggest oil producer said on Wednesday.,normal
XOM,Exxon Mobil Corporation,20121017,Exxon executive takes over Rosneft offshore projects ,MOSCOW  Oct 17 An ExxonMobile executive has taken up the newly created position of offshore projects chief at Rosneft  which is gearing up for exploration in Arctic seas  Russia's biggest oil producer said on Wednesday.,normal
XOM,Exxon Mobil Corporation,20121017,Exxon Mobil to buy Canada's Celtic Exploration ,Oct 17 Exxon Mobil Corp said on Wednesday that it would acquire Canadian oil and gas company Celtic Exploration Ltd  in a deal valued at about C$3.1 billion ($3.1 billion) to expand its footprint within Canada.,normal
FL,Foot Locker Inc,20121017,TEXT-S&P raises Foot Locker rating to 'BB+' ,Overview      -- New York-based footwear retailer Foot Locker Inc. has strengthened operating results ahead of our expectations because of revenue increases and significant margin gains.       -- We are raising Foot Locker's corporate credit rating to 'BB+' from  'BB'  as credit protection metrics have improved ahead of our forecasts.       -- The stable outlook reflects our expectation for further performance  growth in the next year because of continued comparable-store sales expansion  and op,topStory
F,Ford Motor Company,20121017,Ford recalls 262 000 Fiestas to reprogram air bags ,Ford Motor Co  said it is recalling 262 000 Fiesta subcompacts from model years 2011-2013 to reprogram the passenger side curtain air bags.,topStory
F,Ford Motor Company,20121017,CORRECTED-Ford recalls 262 000 Fiestas to reprogram air bags ,(Corrects 'right rear seat' to 'front passenger seat' in paras 2 and 5),normal
GM,General Motors Company,20121017,RLPC: GM'S $10B credit draws 15 banks pre-launch ,NEW YORK  Oct 17 General Motors Co's $10 billion first-lien senior secured credit facility was almost fully subscribed ahead of its retail launch at 10 a.m. today in Detroit  sources told Thomson Reuters LPC.,topStory
GM,General Motors Company,20121017,CORRECTED(OFFICIAL)-UPDATE 1-General Motors raises stake in Indian venture ,(Corrects Oct. 16 story in second paragraph to show that GM has raised its stake to 91 percent  not 93 percent  after company clarification),normal
GFI,Gold Fields Limited,20121017,TEXT-S&P places Gold Fields on watch negative ,Overview      -- We believe that country risk for South African gold miner Gold Fields  Ltd. (GFI) has increased in light of continuing strike action in South Africa  and the possible implications of increasing social tensions for the mining  industry.      -- We recently lowered our foreign currency rating on South Africa to  'BBB' from 'BBB+' to reflect the deterioration in the social and economic  environment. The outlook remains negative.      -- We are therefore placing on CreditWatch negat,topStory
GFI,Gold Fields Limited,20121017,South Africa's Gold Fields says 6 200 miners back at work ,JOHANNESBURG Bullion producer Gold Fields said on Wednesday an illegal strike at some of its Beatrix shafts in South Africa had ended but the majority of its operations are still being hit by wildcat strikes that have halted production.,normal
GFI,Gold Fields Limited,20121017,UPDATE 1-S.Africa's Gold Fields says 6 200 miners back at work ,JOHANNESBURG  Oct 17 Bullion producer Gold Fields said on Wednesday an illegal strike at some of its Beatrix shafts in South Africa had ended but the majority of its operations are still being hit by wildcat strikes that have halted production.,normal
GFI,Gold Fields Limited,20121017,S.Africa's Gold Fields says 6 200 miners back at work ,JOHANNESBURG  Oct 17 Bullion producer Gold Fields said on Wednesday that an illegal strike at some of its Beatrix shafts in South Africa had ended.,normal
GS,Goldman Sachs Group Inc (The),20121017,U.S. seeks up to 10 year prison sentence in Gupta insider case ,NEW YORK Former Goldman Sachs Group Inc board member Rajat Gupta deserves to spend eight to 10 years in prison for his "shocking" insider-trading crimes  U.S. prosecutors said in court papers on Wednesday.,topStory
GS,Goldman Sachs Group Inc (The),20121017,US seeks up to 10 year prison sentence in Gupta insider case ,NEW YORK  Oct 17 Former Goldman Sachs Group Inc  board member Rajat Gupta deserves to spend eight to 10 years in prison for his "shocking" insider-trading crimes  U.S. prosecutors said in court papers on Wednesday.,normal
GS,Goldman Sachs Group Inc (The),20121017,New Issue- Goldman Sachs sells $750 mln in notes ,Oct 17 The Goldman Sachs Group Inc on Wednesday sold $750 million of Series I non-cumulative preferred shares  said IFR  a Thomson Reuters service.     The size of the deal was increased from the originally planned $250 million.       Goldman Sachs was the sole bookrunning manager for the sale.  BORROWER: GOLDMAN SACHS  AMT $750 MLN    COUPON 5.95 PCT    MATURITY    PERPETUAL TYPE NTS        ISS PRICE 25       FIRST PAY   02/10/2013  MOODY'S Ba2     YIELD N/A          SETTLEMENT  10/,normal
GS,Goldman Sachs Group Inc (The),20121017,Direct Line says over-allotment exercised ,LONDON  Oct 17 Direct Line Insurance Group   the newly floated British insurer  said on Wednesday that a 34.5 percent stake in the company was sold through its initial public offering  after Goldman Sachs exercised an over-allotment option.,normal
GS,Goldman Sachs Group Inc (The),20121017,UPDATE 2-Australia's Nine reaches debt deal  owner CVC loses $1.8 bln ,* Marks largest-ever loss on single private equity deal in Asia,normal
HAL,Halliburton Company,20121017,Halliburton profit falls on subdued U.S.  fourth quarter looks tough ,Halliburton Co  said its third-quarter profit fell due to inflated raw material costs and a slowdown in U.S. drilling  which showed no signs of picking up as many clients' budgets for the year were already spent.,topStory
HAL,Halliburton Company,20121017,UPDATE 3-Halliburton profit falls on subdued US  Q4 looks tough ,Oct 17 Halliburton Co said its third-quarter profit fell due to inflated raw material costs and a slowdown in U.S. drilling  which showed no signs of picking up as many clients' budgets for the year were already spent.,normal
HAL,Halliburton Company,20121017,BRIEF-Halliburton sees "pretty bumpy" few quarters ahead ,Oct 17 Halliburton Co :  * CEO says expects pricing pressure for fracking equipment to persist through,normal
HAL,Halliburton Company,20121017,BRIEF-Halliburton shares down 1.6 percent in premarket trade ,NEW YORK  Oct 17 Halliburton Co :  * Shares down 1.6 percent in premarket trade,normal
HAL,Halliburton Company,20121017,Halliburton profit falls on slowdown in U.S. drilling ,Oct 17 Halliburton Co  the world's second-largest oilfield services company  reported a 12 percent drop in quarterly profit because of a slowdown in U.S. drilling and higher costs.,normal
HES,Hess Corporation,20121017,German lighting firm Hess cuts IPO price range ,FRANKFURT German lighting designer Hess cut the price range for its planned flotation and extended the subscription period as the market for initial public offerings (IPO) struggles to take off again.,topStory
HES,Hess Corporation,20121017,German lighting firm Hess cuts IPO price range ,FRANKFURT  Oct 17 German lighting designer Hess cut the price range for its planned flotation and extended the subscription period as the market for initial public offerings (IPO) struggles to take off again.,normal
HSBC,HSBC Holdings plc,20121017,HSBC cuts 2012 average gold price outlook  raises 2013 view ,Oct 17 Major bullion bank HSBC cut its 2012 average gold price outlook for 2012  but raised its 2013 and 2014 forecasts on solid investor demand and high commodity prices.,topStory
HSEA,HSBC Holdings plc,20121017,HSBC cuts 2012 average gold price outlook  raises 2013 view ,Oct 17 Major bullion bank HSBC cut its 2012 average gold price outlook for 2012  but raised its 2013 and 2014 forecasts on solid investor demand and high commodity prices.,topStory
HSEB,HSBC Holdings plc,20121017,HSBC cuts 2012 average gold price outlook  raises 2013 view ,Oct 17 Major bullion bank HSBC cut its 2012 average gold price outlook for 2012  but raised its 2013 and 2014 forecasts on solid investor demand and high commodity prices.,topStory
INFY,Infosys Limited,20121017,Indian shares end up; HDFC  Infosys gain ,MUMBAI  Oct 17 Indian shares provisionally edged higher on Wednesday as Infosys recovered from recent falls  while Housing Development Finance Corp rose on market talk MSCI would increase the weighting of the mortgage lender in its indexes.      HDFC gained 1.2 percent on market talk MSCI will increase the weighting of the stock to account for the recent stake sale from Carlyle Group  which has increased the free floating shares.     Infosys shares rose 0.6 percent  after falling 7 p,topStory
ICE,Intercontinental Exchange Inc,20121017,CME to buy rival Kansas City exchange  heading off ICE ,CHICAGO/KANSAS CITY  Missouri CME Group Inc  on Wednesday agreed to buy the Kansas City Board of Trade for $126 million in cash  cementing CME's dominance in world grain futures markets and keeping rival IntercontinentalExchange  from gaining an important foothold. | Video ,topStory
ICE,Intercontinental Exchange Inc,20121017,UPDATE 4-CME to buy rival Kansas City exchange  heading off ICE ,* CME to pay $126 mln in cash; deal to close later in 2012,normal
IBM,International Business Machines Corporation,20121017,US STOCKS SNAPSHOT-S&P 500 rises for third day; IBM drags on Dow ,NEW YORK  Oct 17 The S&P 500 rose for the third consecutive day on Wednesday after housing starts hit a four-year high  but the Dow was curbed by IBM after it posted weak revenue.,topStory
IBM,International Business Machines Corporation,20121017,US STOCKS-Housing lifts S&P 500  but Intel and IBM dent the Dow ,NEW YORK  Oct 17 The S&P 500 rose on Wednesday  putting the benchmark index on track for its third straight day of gains  as U.S. housing starts hit a four-year high  but weak results from tech bellwethers curbed the Dow.,normal
IBM,International Business Machines Corporation,20121017,US STOCKS-S&P 500 rises on housing  but IBM  Intel drag on Dow ,NEW YORK  Oct 17 The S&P 500 rose on Wednesday  heading for its third straight day of gains  as U.S. housing starts hit a four-year high  but weak results from tech bellwethers weighed on the Dow.,normal
IBM,International Business Machines Corporation,20121017,GLOBAL MARKETS-Euro  shares up as Spain dodges rating downgrade ,* Government debt prices fall on Spanish outlook  U.S. housing,normal
IBM,International Business Machines Corporation,20121017,GLOBAL MARKETS-Euro  shares gain as Spain dodges rating downgrade ,* Government debt prices fall on Spanish outlook  U.S. housing,normal
IBM,International Business Machines Corporation,20121017,US STOCKS-Wall St edges higher  but tech weighs ,NEW YORK  Oct 17 The S&P 500 edged higher for its third straight day of gains on Wednesday  lifted by signs of strength in the housing market  but gains were limited by weak tech company results.,normal
IBM,International Business Machines Corporation,20121017,Brokerages cut IBM's ratings on revenue troubles ,Oct 17 IBM Corp's fifth consecutive quarterly revenue miss prompted at least two brokerages to cut their ratings on the company's stock.,normal
IBM,International Business Machines Corporation,20121017,US STOCKS-Futures tick up on BofA  but Nasdaq down on tech ,NEW YORK  Oct 17 The Dow and S&P 500 index futures edged higher on Wednesday as Bank of America rose after reporting a quarterly profit  but the Nasdaq composite index slipped on weak tech company results.,normal
IBM,International Business Machines Corporation,20121017,US STOCKS-Futures close to flat as investors await BofA results ,NEW YORK  Oct 17 U.S. stock index futures were close to flat on Wednesday as investors awaited quarterly results from Bank of America Corp  which could provide more insight into the state of the banking sector.,normal
IBM,International Business Machines Corporation,20121017,Europe Factors to Watch-Shares seen up  tech stocks in focus , ,normal
JNJ,Johnson & Johnson,20121017,JNJ's Crucell halts supply of 2.36 mln flu vaccines to Italy ,PARIS  Oct 17 Crucell  the vaccines unit of U.S. drugmaker Johnson & Johnson   has suspended a delivery of 2.36 million seasonal flu vaccine doses to Italy after it found problems with two lots of it  the Italian health ministry said on Wednesday.,topStory
KR,Kroger Company (The),20121017,Kroger's data  market share back bullish forecast: CEO ,Kroger Co   the No. 2 U.S. grocery seller for decades  wants to shake its stock out of the doldrums and said its market share gains and strong research into shopper behavior support its aggressive new earnings growth projections.,topStory
MON,Monsanto Company,20121017,Monsanto suspends seed royalties in Brazil  fighting state court ,SAO PAULO Monsanto Co  has temporarily stopped charging royalties on its Roundup Ready soybean seeds throughout Brazil as it seeks to overturn a state court ruling on the matter  the U.S. biotechnology company said on Wednesday.,topStory
MCO,Moody&#39;s Corporation,20121017,BRIEF-Moody's Determines No Negative Rating Impact Due to Swap Novation for Preferred Term Securities XXIII  Ltd. ,Oct 18 Moody's Determines No Negative Rating Impact Due to Swap Novation for Preferred Term Securities XXIII  Ltd.,topStory
MCO,Moody&#39;s Corporation,20121017,Spain debt costs seen easing on Moody's  aid request hopes ,MADRID  Oct 18 Spain's funding costs are set to fall at auction on Thursday after Moody's affirmed the country's investment-grade credit rating and as markets expect Madrid to ask for aid soon.,normal
MCO,Moody&#39;s Corporation,20121017,BRIEF-Moody's assigns Aa1 rating to Milford's (CT) $23.4 million of General Obligation Bonds  Issue of 2012 ,Oct 18 Moody's assigns Aa1 rating to Milford's (CT) $23.4 million of General Obligation Bonds  Issue of 2012 and MIG 1 to $14.3 million of General Obligation Bond Anticipation Notes  2012,normal
MCO,Moody&#39;s Corporation,20121017,FOREX-Euro rises to 1-mo high vs dollar on Spain aid hope ,* Dollar hits 1 month high vs yen amid BoJ easing speculation,normal
MCO,Moody&#39;s Corporation,20121017,BRIEF-Moody's raises Penn Gaming's CFR to Ba1 ,Oct 17 Penn National Gaming Inc :  * Moody's raises Penn gaming's cfr to ba1  senior sub to ba2  * Rpt-moody's raises penn gaming's cfr to ba1  senior sub to ba2,normal
MCO,Moody&#39;s Corporation,20121017,BRIEF - Moody's revises CareAlliance Health Services  SC outlook ,Oct 17 Moody's affirms CareAlliance Health Services  SC A3 bond rating; outlook is revised to negative from stable,normal
MCO,Moody&#39;s Corporation,20121017,BRIEF-Moody's updates on E-MAC NL 2005-I ,Oct 17 E-MAC NL 2005-I BV:  * Moody's updates on e-mac nl 2005-i b.v,normal
MCO,Moody&#39;s Corporation,20121017,EURO GOVT-Spanish yields hit lowest since April after Moody's ,* Bunds fall to three-week low as Moody's decision weighs,normal
MCO,Moody&#39;s Corporation,20121017,BRIEF-Moody's issues annual credit report on Romania ,Oct 17 Romania:  * Moody's issues annual credit report on Romania  * Rpt-moody's issues annual credit report on romania,normal
MCO,Moody&#39;s Corporation,20121017,New Issue- Deutsche Telekom prices 650 mln euro 2024 bond ,Borrower                Deutsche Telekom International Finance B.V,normal
MSCI,MSCI Inc,20121017,MSCI earning lower licensing fees on new BlackRock ETFs ,Market index provider MSCI on Wednesday said it is collecting lower licensing fees from exchange-traded fund manager BlackRock on a series of new funds than it charges on older funds.,topStory
MSCI,MSCI Inc,20121017,MSCI earning lower licensing fees on new BlackRock ETFs ,Oct 17 Market index provider MSCI on Wednesday said it is collecting lower licensing fees from exchange-traded fund manager BlackRock on a series of new funds than it charges on older funds.,normal
MUR,Murphy Oil Corporation,20121017,TEXT-S&P: Murphy Oil ratings unaffected by special dividend ,Oct 17 - Standard & Poor's Ratings Services today said its ratings and outlook on El Dorado  AR-based Murphy Oil Corp. (BBB/Stable/--) are unchanged following the announcement that its Board has authorized a special dividend of $2.50 per share  about $500 million total  and a share repurchase program of up to $1 billion that we expect to be completed in 2013.   In addition  Murphy announced it has been authorized to the spin-off its U.S.  downstream subsidiary Murphy Oil USA  Inc.  and that it w,topStory
NAV,Navistar International Corporation,20121017,Navistar names another board member ,Oct 17 U.S. truck and engine maker Navistar International Corp said it appointed John Pope  chairman of financial management firm PFI Group  to its board of directors.,topStory
NEM,Newmont Mining Corporation,20121017,Newmont Mining gold output falls  warns of $77 million charges ,Newmont Mining Corp   the world's No.2 gold miner  said third-quarter gold production fell 6 percent and it said it faced a record $77 million in maintenance and restructuring charges.,topStory
NEE,NextEra Energy Inc,20121017,UPDATE 1-Maine earthquake spares New Hampshire nuclear plant ,Oct 17 U.S. power company NextEra Energy Inc  said a moderate earthquake in southwest Maine late Tuesday caused no damage at its Seabrook nuclear power plant in New Hampshire  which has been shut for a planned refueling outage since about Sept. 17.      The earthquake struck Maine on Tuesday shortly after 7 p.m. (2300 GMT)  according to the U.S. Geological Survey (USGS). It was first reported as a 4.5 magnitude quake centered near Lake Arrowhead  but the USGS revised the quake's magn,topStory
NEE,NextEra Energy Inc,20121017,Maine earthquake causes no damage at New Hampshire nuclear plant ,Oct 17 U.S. power company NextEra Energy Inc  said a moderate earthquake in southwest Maine late Tuesday caused no damage at its nuclear power plant in New Hampshire  which has been shut for a planned refueling outage since about Sept. 17.      The moderate earthquake struck Maine on Tuesday shortly after 7 p.m. (2300 GMT)  according to the U.S. Geological Survey (USGS). It was first reported as a 4.5 magnitude quake centered near Lake Arrowhead  but the USGS revised the quake's magn,normal
NEE,NextEra Energy Inc,20121017,Maine earthquake causes no damage at New Hampshire nuclear plant ,Oct 17 U.S. power company NextEra Energy Inc  said a moderate earthquake in southwest Maine late Tuesday caused no damage at its nuclear power plant in New Hampshire  which has been shut for a planned refueling outage since about Sept. 17.,normal
NKE,Nike Inc,20121017,Lance Armstrong steps down from charity  Nike drops him ,AUSTIN  Texas Lance Armstrong stepped down as chairman of the Livestrong cancer support charity he founded  as Nike Inc dropped the disgraced cyclist over the doping scandal that will likely cost him his seven Tour de France titles. | Video ,topStory
NKE,Nike Inc,20121017,UPDATE 5-Lance Armstrong steps down from charity  Nike drops him ,* Armstrong out as Livestrong chairman  still board member,normal
NKE,Nike Inc,20121017,Anheuser-Busch follows Nike in dropping Armstrong sponsorship ,Anheuser-Busch  the brewer of Budweiser  on Wednesday said it would not renew its relationship with Lance Armstrong at the end of 2012  but will continue to support the embattled former professional cycling racer's cancer charity.,normal
NKE,Nike Inc,20121017,Anheuser-Busch follows Nike in dropping Armstrong sponsorship ,Oct 17 Anheuser-Busch  the brewer of Budweiser  on Wednesday said it would not renew its relationship with Lance Armstrong at the end of 2012  but will continue to support the embattled former professional cycling racer's cancer charity.,normal
NKE,Nike Inc,20121017,Armstrong steps down from charity; Nike drops sponsorship ,Oct 17 Lance Armstrong has stepped down as chairman of the charity he founded  Livestrong  after U.S. anti-doping officials issued a scathing report detailing his use of performance-enhancing drugs for years as one of the world's premier cyclists  the foundation said on Wednesday.,normal
OZM,Och-Ziff Capital Management Group LLC,20121017,Exclusive: Och-Ziff hedge fund looks to exit landlord business ,NEW YORK One of the first big hedge funds to try to profit from a rebound in the U.S. housing market by investing in foreclosed homes is looking to cash out  even as other institutional investors are still getting in.,topStory
OSG,Overseas Shipholding Group Inc,20121017,Overseas Shipholding hits all-time low on lending speculation ,Shares of Overseas Shipholding Group Inc   the world's No. 2 independent tanker operator by fleet size  hit an all-time low on Wednesday over fears that talks with its lenders had hit a road block.,topStory
OC,Owens Corning Inc,20121017,BRIEF-Moody's affirms Owens corning's Ba1 cfr ,Oct 17 Owens Corning :  * Moody's affirms Owens corning's ba1 cfr; assigns ba1 to proposed sr.,topStory
OC,Owens Corning Inc,20121017,TEXT - Fitch rates Owens Corning proposed notes offering ,Oct 17 - Fitch Ratings has assigned a 'BBB-' rating to Owens Corning's  (NYSE: OC) proposed offering of $600 million principal amount of  senior notes due 2022. Net proceeds from this notes offering will be used to  fund a tender offer for up to $350 million aggregate principal amount of certain of its outstanding senior notes. The remaining net proceeds will be used to  repay outstanding borrowings under the company's revolving credit facility and  for general corporate purposes.   The Rating O,normal
OC,Owens Corning Inc,20121017,S&P rates Owens Corning's new senior notes 'BBB-' ,Oct 17 - Standard & Poor's Ratings Services said today that it assigned its 'BBB-' issue-level rating to Owens Corning's new senior unsecured notes due 2022. The company is offering the notes under its shelf registration filed Feb. 16  2012.  The company plans to use net proceeds from the sale of the notes to purchase  up to $250 million of its $650 million 6.5% senior notes due 2016 and up to  $100 million of its 9% senior notes due 2019. Owens Corning plans to use the  remaining proceeds to re,normal
PBA,Pembina Pipeline Corp,20121017,Pembina Pipeline sells C$450 mln 10-year notes - term sheet ,Oct 17 Pembina Pipeline Corp on Wednesday sold C$450 million ($459 million) of 10-year medium-term notes due Oct. 24  2022  according to a term sheet seen by Reuters.,topStory
PFE,Pfizer Inc,20121017,Pfizer kidney cancer drug fails as initial treatment ,Pfizer Inc said its kidney cancer drug did not meet the main goal of showing a statistically significant improvement in survival in a late-stage trial without the cancer getting worse.,topStory
PNC,PNC Financial Services Group Inc (The),20121017,New Issue-PNC Bank sells $1 bln in notes ,Oct 17 PNC Bank  National Association  on Wednesday sold $1 billion of subordinated notes  said IFR  a Thomson Reuters service.      Bank of America Merrill Lynch  Citigroup  Morgan Stanley and PNC were the joint bookrunning managers for the sale.  BORROWER: PNC BANK  AMT $1 BLN      COUPON 2.70 PCT    MATURITY    11/01/2022  TYPE NTS        ISS PRICE 99.991   FIRST PAY   05/01/2013 MOODY'S A3      YIELD 2.701 PCT    SETTLEMENT  10/22/2012 S&P A-MINUS     SPREAD 90 BPS      PAY FREQ ,topStory
PUK,Prudential Public Limited Company,20121017,Verizon unloads $7.5 billion pension burden to Prudential ,Verizon Communications Inc will transfer $7.5 billion in pension obligations to insurer Prudential  removing a quarter of its long-term employee retirement burden with a single upfront payment.,topStory
PUK,Prudential Public Limited Company,20121017,UPDATE 2-Verizon unloads $7.5 bln pension burden to Prudential ,* Verizon will add $2.5 bln to plan to maintain funding level,normal
DGX,Quest Diagnostics Incorporated,20121017,Quest Diagnostics lowers 2012 revenue  earnings outlook ,Quest Diagnostics Inc  the No. 1 clinical laboratory-testing company  lowered expectations for 2012 earnings and revenue and said restructuring charges related to a cost-cutting plan had cut into what would otherwise have been flat profit.,topStory
DGX,Quest Diagnostics Incorporated,20121017,UPDATE 3-Quest Diagnostics lowers 2012 revenue  earnings outlook ,Oct 17 Quest Diagnostics Inc  the No. 1 clinical laboratory-testing company  lowered expectations for 2012 earnings and revenue and said restructuring charges related to a cost-cutting plan had cut into what would otherwise have been flat profit.,normal
DGX,Quest Diagnostics Incorporated,20121017,Quest Diagnostics profits fall  lowers 2012 outlook ,Oct 17 Quest Diagnostics Inc  the No. 1 clinical laboratory-testing company  said quarterly profit fell  and it lowered expectations for 2012 earnings and revenue.,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS prepares for UK to start selling shares in 2014 ,LONDON State-controlled Royal Bank of Scotland  is preparing for the British government to start selling its shares in the bank in two years  its chairman said on Wednesday.,topStory
RBS,Royal Bank Scotland plc (The),20121017,UPDATE 3-RBS prepares for UK to start selling shares in 2014 ,* RBS readies for UK stake sale in two years - Chairman Hampton,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS chairman says bank preparing for 2014 state sale ,LONDON  Oct 17 Royal Bank of Scotland is positioning itself for a potential public offering of its state-held shares in 2014  Chairman Philip Hampton told Reuters on the sidelines of the British Bankers' Association's annual conference.,normal
RBS,Royal Bank Scotland plc (The),20121017,BRIEF-RBS chairman says EU branch sale directive was 'silly' ,LONDON  Oct 17 rbs:  * Rbs chairman says EU order to sell 316 branches was 'silly'  * Standard chartered chairman says financial protectionism is a real,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS' chairman says could see government stake sale before 2015 ,LONDON Royal Bank of Scotland  chairman Philip Hampton said on Wednesday the bank will complete its restructuring by the end of 2013  paving the way for possible sale of the government's 82 percent stake before the next general election in 2015.,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS' chairman says could see govt stake sale before 2015 ,LONDON  Oct 17 Royal Bank of Scotland  chairman Philip Hampton said on Wednesday the bank will complete its restructuring by the end of 2013  paving the way for possible sale of the government's 82 percent stake before the next general election in 2015.,normal
RBS,Royal Bank Scotland plc (The),20121017,New Issue- Deutsche Telekom prices 650 mln euro 2024 bond ,Borrower                Deutsche Telekom International Finance B.V,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS to exit toxic assets scheme on Thursday ,LONDON Taxpayer-backed lender Royal Bank of Scotland  is pulling out from a government plan that insured its assets  passing a key milestone in its journey towards freedom from state control.,normal
RBS,Royal Bank Scotland plc (The),20121017,RBS to exit Asset Protection Scheme on Thursday ,LONDON  Oct 17 State-backed lender Royal Bank of Scotland confirmed on Wednesday it would exit the UK Government's Asset Protection Scheme this week  after paying required premiums and reducing assets by 63 percent to around 105 billion pounds.,normal
CKH,SEACOR Holdings Inc,20121017,TEXT-Fitch cuts SEACOR Holdings to 'BB+' from 'BBB-' ,Oct 17 - Fitch Ratings has downgraded SEACOR Holdings' (SEACOR; NYSE: CKH) Issuer Default Rating (IDR) and debt ratings as follows:  --IDR to 'BB+' from 'BBB-'; --Senior unsecured credit facility to 'BB+' from 'BBB-'; --Senior unsecured notes to 'BB+' from 'BBB-'.  The Rating Outlook remains Negative. Approximately $500 million in rated debt is affected.  The downgrade is driven by a number of factors. Disappointing operational results in the second quarter  particularly in the core offshore ser,topStory
S,Sprint Corporation,20121017,Sprint to gain control of Clearwire without acquisition: WSJ ,NEW YORK Sprint Nextel is negotiating a deal with its partner Clearwire that would give Sprint control of Clearwire without an acquisition  the Wall Street Journal reported on Wednesday  citing people familiar with the matter.,topStory
S,Sprint Corporation,20121017,Sprint to gain control of Clearwire without acquisition -WSJ ,NEW YORK  Oct 17 Sprint Nextel is negotiating a deal with its partner Clearwire that would give Sprint control of Clearwire without an acquisition  the Wall Street Journal reported on Wednesday  citing people familiar with the matter.,normal
S,Sprint Corporation,20121017,RPT-Fearing leaks  Japan's Softbank sprinted to close U.S. deal ,NEW YORK/TOKYO  Oct 17 After months of secretive talks between "Starburst" and "Saturn" - codenames for Japanese telecoms firm Softbank and its U.S. target Sprint - fears that media leaks could scuttle Japan's biggest overseas buyout pushed negotiators into overdrive.,normal
S,Sprint Corporation,20121017,Fearing leaks  Japan's Softbank sprinted to close U.S. deal ,NEW YORK/TOKYO After months of secretive talks between "Starburst" and "Saturn" - codenames for Japanese telecoms firm Softbank and its U.S. target Sprint - fears that media leaks could scuttle Japan's biggest overseas buyout pushed negotiators into overdrive.,normal
S,Sprint Corporation,20121017,Fearing leaks  Japan's Softbank sprinted to close U.S. deal ,NEW YORK/TOKYO  Oct 17 After months of secretive talks between "Starburst" and "Saturn" - codenames for Japanese telecoms firm Softbank and its U.S. target Sprint - fears that media leaks could scuttle Japan's biggest overseas buyout pushed negotiators into overdrive.,normal
S,Sprint Corporation,20121017,TEXT-S&P : CreditWatch implications on eAccess revised to developing ,-- Japan-based eAccess' potential parent  Softbank  announced it will buy  U.S.-based wireless company Sprint Nextel  most likely in mid-2013.,normal
S,Sprint Corporation,20121017,KDDI exec: was offered chance to buy Sprint but declined ,TOKYO  Oct 17 Japanese telecoms firm KDDI Corp  said on Wednesday it was approached by brokerages to buy U.S. mobile carrier Sprint Nextel but declined to participate in talks.,normal
SWJ,Stanley Black & Decker Inc,20121017,Stanley Black & Decker bets on emerging markets ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  is sharpening its focus on emerging markets as economic woes in Europe forced it to cut its full-year earnings outlook.,topStory
SWJ,Stanley Black & Decker Inc,20121017,UPDATE 3-Stanley Black & Decker bets on emerging markets ,* Cuts 2012 adjusted earnings/share outlook to about $5.25,normal
SWJ,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adjusted earnings forecast ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  reported a lower third-quarter profit and cut its full-year earnings outlook as margins declined.,normal
SWJ,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adj earnings forecast ,Oct 17 Tool maker Stanley Black & Decker Inc  reported a lower third-quarter profit  hurt by a decline in margins  and cut its full-year earnings outlook.,normal
SWK,Stanley Black & Decker Inc,20121017,Stanley Black & Decker bets on emerging markets ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  is sharpening its focus on emerging markets as economic woes in Europe forced it to cut its full-year earnings outlook.,topStory
SWK,Stanley Black & Decker Inc,20121017,UPDATE 3-Stanley Black & Decker bets on emerging markets ,* Cuts 2012 adjusted earnings/share outlook to about $5.25,normal
SWK,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adjusted earnings forecast ,Stanley Black & Decker Inc   known for its Black & Decker and Dewalt power tools and Stanley security products  reported a lower third-quarter profit and cut its full-year earnings outlook as margins declined.,normal
SWK,Stanley Black & Decker Inc,20121017,Stanley Black & Decker cuts 2012 adj earnings forecast ,Oct 17 Tool maker Stanley Black & Decker Inc  reported a lower third-quarter profit  hurt by a decline in margins  and cut its full-year earnings outlook.,normal
