AMCX,AMC Networks Inc,20121101,DIARY-NON S&P WEEK AHEAD - Part III ,** For events before Nov. 8 - please click on or .  ** For events before Nov. 6 - please click on or .   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  DATE     GMT/MP  COMPANY NAME AND PERIOD                   SYMBOL     EPS     No.OF   YEAR AGO                                                                     ESTIMATE   EST     EPS 08 Nov    BMO    Q3 2012 Advance Auto Parts                       1.22    18     1.41 08 Nov           Q3 2012 Cam,topStory
T,AT&T Inc,20121101,Evan Rachel Wood marries "Billy Elliot" star Jamie Bell ,LOS ANGELES Hollywood actress Evan Rachel Wood has quietly married Briton Jamie Bell - star of the 2000 "Billy Elliot" dance movie - in a ceremony in California  Wood's spokeswoman said on Wednesday.,normal
AZO,AutoZone Inc,20121101,TEXT-Fitch Rates AutoZone's New Senior Notes 'BBB'; Outlook Stable ,CHICAGO  November 01 (Fitch) Fitch Ratings has assigned a rating of 'BBB' to AutoZone  Inc.'s (Autozone) $300 million of 2.875% senior unsecured notes due January 2023. The Rating Outlook is Stable. The proceeds will be used towards refinancing the $300 million 5.875% senior unsecured notes due October 2012. AutoZone had $3.9 billion in debt outstanding at Aug. 25  2012. A full list of ratings follows at the end of this release.,topStory
AVP,Avon Products Inc,20121101,Avon slashes dividend as profit plunges  eyes cost cuts ,Avon Products Inc  slashed its dividend by nearly 74 percent on Thursday and announced measures to cut hundreds of millions of dollars in costs in the next few years as its new chief executive officer continues to work on a turnaround.,topStory
AVP,Avon Products Inc,20121101,UPDATE 3-Avon slashes dividend as profit plunges  eyes cost cuts ,* Company hopes to cut costs by $400 million/yr within 3 years,normal
AVP,Avon Products Inc,20121101,BRIEF-Avon Products down 3.2 percent in premarket ,NEW YORK  Nov 1 Avon Products Inc :  * Shares down 3.2 percent in premarket trading,normal
AVP,Avon Products Inc,20121101,Avon slashes dividend as profit  revenue plunge ,Nov 1 Avon Products Inc slashed its dividend 73.9 percent on Thursday  while also announcing measures to cut costs by at least $400 million within three years and reporting a steep plunge in third-quarter profit because of higher product costs and lower sales.,normal
BAC,Bank of America Corporation,20121101,Big banks waive fees in Hurricane Sandy aftermath ,NEW YORK Major U.S. banks  including Bank of America Corp.  JP Morgan Chase & Co.  Wells Fargo & Co. and Citigroup  are waiving customer fees in states hit by superstorm Sandy  and in some cases are extending the period in which waivers are in effect  as communities struggle to recover.,topStory
BAC,Bank of America Corporation,20121101,Big banks waive fees in Hurricane Sandy aftermath ,NEW YORK  Nov 1 Major U.S. banks  including Bank of America Corp.  JP Morgan Chase & Co.  Wells Fargo & Co. and Citigroup  are waiving customer fees in states hit by superstorm Sandy  and in some cases are extending the period in which waivers are in effect  as communities struggle to recover.,normal
BCS,Barclays PLC,20121101,Nets' home opener against Knicks rescheduled ,The season-opener between the New York Knicks and Brooklyn Nets  postponed because of the havoc caused by Hurricane Sandy  has been rescheduled for November 26  the National Basketball Association said on Thursday.,topStory
BCS,Barclays PLC,20121101,TEXT-Fitch:Barclays Q312 results ratings neutral ,Nov 01 - Fitch Ratings says that Barclays PLC's results  for Q312 were generally in line with the agency's expectation that Barclays Bank  PLC ('A'/Stable/'F1'/'a') would continue to generate satisfactory underlying  earnings  maintain strong liquidity and prepare for the introduction of Basel  III. The results also underlined the bank's exposure to reputation  regulatory  and litigation risks: the GBP700m provision for payment protection insurance  (PPI) redress charged in Q312 made a significa,normal
BCS,Barclays PLC,20121101,Power market watchdog seeks Barclays fine ,WASHINGTON/NEW YORK U.S. regulators threatened to fine Barclays roughly $470 million to settle allegations that the bank and four traders manipulated California electricity markets  reviving the specter of a sector-wide crackdown on energy trading. | Video ,normal
BCS,Barclays PLC,20121101,RPT-Barclays traders plotted to rig power market ,Oct 31 - - A series of emails and instant messages between Barclays PLC traders -- peppered with colorful and obscene language -- is at the heart of federal energy regulators' effort to impose record fines over a complex plan to manipulate California power markets.,normal
BCS,Barclays PLC,20121101,RPT-UPDATE 3-US power market watchdog seeks Barclays fine ,* Sets up potential precedent over "loss-leader" strategy,normal
BCS,Barclays PLC,20121101,In echo of Enron  Barclays traders plotted to rig power market ,- - A series of emails and instant messages between Barclays PLC traders -- peppered with colorful and obscene language -- is at the heart of federal energy regulators' effort to impose record fines over a complex plan to manipulate California power markets.,normal
BCS,Barclays PLC,20121101,Factbox: Biggest civil penalties by U.S. energy regulator FERC ,U.S. federal energy regulators have threatened to fine London-based Barclays about $470 million to settle claims that the bank and its traders manipulated California energy markets  in the largest proposed fine from the agency since 2005.,normal
BCS,Barclays PLC,20121101,In echo of Enron  Barclays traders plotted to rig power market ,Oct 31 - - A series of emails and instant messages between Barclays PLC traders -- peppered with colorful and obscene language -- is at the heart of federal energy regulators' effort to impose record fines over a complex plan to manipulate California power markets.,normal
BCS,Barclays PLC,20121101,UPDATE 3-US power market watchdog seeks record $470 mln from Barclays ,* Sets up potential precedent over "loss-leader" strategy,normal
BCS,Barclays PLC,20121101,PRESS DIGEST - Financial Times - Nov 1 ,British Prime Minister David Cameron came under pressure to act tough on the European Union budget after losing a parliamentary vote on Wednesday.,normal
ABX,Barrick Gold Corporation,20121101,Barrick's Pascua-Lama costs rise again  shares dive ,TORONTO Barrick Gold Corp  reported a sharp drop in third-quarter profit on Thursday  nudged back the production date for its massive Pascua-Lama gold and silver mine and increased its estimate on costs.,topStory
ABX,Barrick Gold Corporation,20121101,CANADA STOCKS-TSX ends positive; Barrick  Cameco disappoint ,TORONTO  Nov 1 Canada's benchmark stock index finished higher on Thursday  driven by economic data from the United States and China  which more than offset disappointing results from mining giants Barrick Gold Corp and Cameco Corp.     The Toronto Stock Exchange's S&P/TSX composite index  closed up 76.85 points  or 0.62 percent  at 12 499.76. All but two of the index's 10 main groups were higher.,normal
ABX,Barrick Gold Corporation,20121101,UPDATE 4-Barrick's Pascua-Lama costs rise again  shares dive ,* Shares fall 9.3 percent to C$36.63 on TSX   (Adds analyst comment  detail),normal
ABX,Barrick Gold Corporation,20121101,CANADA STOCKS-TSX rises as firm data outweighs Barrick's slide ,* TSX rises 72.76 points  or 0.59 percent  to 12 495.67     * Hits six-week high after positive U.S. data     * Energy  financials stocks lead market higher     * Barrick Gold biggest drag; shares down 9 percent      By John Tilak     TORONTO  Nov 1 Canada's main stock index hit a six-week high on Thursday  driven by positive economic data from the United States and China  which more than offset disappointing results from mining giants Barrick Gold Corp  and Cameco Corp.     U.S. dat,normal
ABX,Barrick Gold Corporation,20121101,Barrick's Pascua-Lama costs rise again  shares dive ,Barrick Gold Corp  reported a sharp drop in third-quarter profit on Thursday and again increased its cost estimate to build the massive Pascua-Lama mine  pushing back the date when production at the project will begin.,normal
ABX,Barrick Gold Corporation,20121101,CANADA STOCKS-TSX rises as US data outweighs Barrick  Cameco fall ,* TSX rises 47.21 points  or 0.38 percent  to 12 470.12     * Hits two-week high after positive U.S. data     * Barrick Gold biggest drag; shares down 8 percent     * Materials fall; Energy  financials up      By John Tilak     TORONTO  Nov 1 Canada's main stock index hit a two-week high on Thursday  driven by positive economic data from the United States  which more than offset disappointing results from mining giants Barrick Gold Corp and Cameco Corp .     U.S. data showed consumer,normal
ABX,Barrick Gold Corporation,20121101,UPDATE 2-Barrick's Pascua-Lama costs rise again  shares dive ,* Shares fall 7.1 percent to C$37.49 on TSX   (Releads  adds details),normal
ABX,Barrick Gold Corporation,20121101,CANADA STOCKS-TSX edges up; China hopes offset Barrick  Cameco slide ,TORONTO  Nov 1 Canada's main stock index edged higher on Thursday as positive economic data from China offset drops in heavyweight miners Barrick Gold Corp and Cameco Corp after they reported results.     The Toronto Stock Exchange's S&P/TSX composite index  rose 5.4 points  or 0.04 pct  to 12 428.31 shortly after the open.,normal
ABX,Barrick Gold Corporation,20121101,REFILE-Barrick profit falls on lower sales volumes ,Nov 1 Barrick Gold Corp  the world's top gold miner  reported a huge drop in third-quarter profit due to lower sales volumes and lower realized gold prices.,normal
ABX,Barrick Gold Corporation,20121101,Barrick profit falls on lower sales volumes ,Barrick Gold Corp   the world's top gold miner  reported a huge drop in third-quarter profit due to lower sales volumes and lower realized gold prices.,normal
BCE,BCE Inc,20121101,UPDATE 4-BCE profit falls on taxes  shares slip ,* Shares drop 1.4 pct in Toronto   (Adds investor comment  confirmed guidance  updates market reaction),topStory
BCE,BCE Inc,20121101,BCE profit falls  but revenue up ,Nov 1 BCE Inc  Canada's biggest telecom provider  reported on Thursday lower profit compared with a year earlier  when lower income tax expenses had boosted earnings  but revenue rose.,normal
BBL,BHP Billiton plc,20121101,UPDATE 1-BHP affirms confident China outlook after exec's comments ,* BHP sticks to 7-8 pct growth outlook for China over decade,topStory
BA,Boeing Company (The),20121101,Boeing says future United 787s will arrive on time ,Boeing  said it expects to deliver future 787 Dreamliner jets to United Airlines  on schedule  after the airline said Thursday it that it was concerned future deliveries could be delayed.,topStory
BA,Boeing Company (The),20121101,UPDATE 1-Boeing says future United 787s will arrive on time ,Nov 1 Boeing said it expects to deliver future 787 Dreamliner jets to United Airlines on schedule  after the airline said Thursday it that it was concerned future deliveries could be delayed.,normal
BA,Boeing Company (The),20121101,United Airlines takes delivery of second 787 Dreamliner ,United Airlines  said on Thursday it had taken delivery of its second 787 Dreamliner jet from Boeing   following a delay by the aircraft maker  and that another three 787s due to arrive this year could also be delayed.,normal
BA,Boeing Company (The),20121101,United Airlines takes delivery of second 787 Dreamliner ,Nov 1 United Airlines said on Thursday it had taken delivery of its second 787 Dreamliner jet from Boeing  following a delay by the aircraft maker  and that another three 787s due to arrive this year could also be delayed.,normal
BA,Boeing Company (The),20121101,United may upgrade some A350 jet orders: sources ,United Airlines is mulling upgrading some of its Airbus  A350 orders to the largest member of the European aircraft family in a possible setback for Boeing Co's  777 mini-jumbo  industry sources said.,normal
BA,Boeing Company (The),20121101,United may upgrade some A350 jet orders - sources ,Nov 1 United Airlines is mulling upgrading some of its Airbus A350 orders to the largest member of the European aircraft family in a possible setback for Boeing Co's  777 mini-jumbo  industry sources said.,normal
BP,BP plc,20121101,Indonesia backs Tangguh LNG expansion in principle ,LONDON  Nov 1 Indonesia has approved in principle a $12 billion expansion of the Tangguh Liquefied Natural Gas (LNG) facility in Papua  operator BP  announced on Thursday  a project that will bring Tangguh output into its home market for the first time.,topStory
BP,BP plc,20121101,UPDATE 2-Rosneft racks up cash ahead of $55 bln TNK-BP deal ,* Shares up 2.5 pct  beating Russian index   (Recasts  adds detail  analyst comments  share price),normal
BP,BP plc,20121101,BP says commits to Libyan exploration campaign ,CAPE TOWN BP  will drill 17 new exploration wells in Libya  both onshore and offshore  the first since a "force majeure" was lifted in May this year following disruption caused by the 2011 war  a senior official said on Thursday.,normal
BP,BP plc,20121101,Shell  BP see refinery earnings boost as short-lived ,LONDON  Nov 1 Global oil companies BP Plc  and Royal Dutch Shell are cautious on the outlook for their oil refining businesses  saying a third-quarter surge in refining margins that boosted earnings would be short-lived.,normal
BP,BP plc,20121101,UPDATE 1-Rosneft's $5.8 bln Q3 net profit beats forecasts ,* Q3 net income at 181 bln roubles  above forecast of 137.2,normal
BP,BP plc,20121101,BP says commits to Libyan exploration campaign ,CAPE TOWN BP  will drill 17 new exploration wells in Libya  both onshore and offshore  the first since a "force majeure" was lifted in May this year following disruption caused by the 2011 war  a senior official said on Thursday.,normal
BT,BT Group plc,20121101,Richemont and BT boost European stock markets ,* Much of mainland Europe shut for holiday but markets open,topStory
BT,BT Group plc,20121101,UPDATE 2-Cost cuts help BT protect earnings outlook ,* Cuts full-year underlying revenue forecast but maintains earnings outlook,normal
BT,BT Group plc,20121101,Richemont and BT help lift European shares ,* Much of Europe closed for public holiday but markets open,normal
BT,BT Group plc,20121101,BRIEF-BT shares open up 2 percent ,LONDON  Nov 1 BT Group PLC :  * Shares open up 2 percent  company cuts full-year revenue outlook,normal
BT,BT Group plc,20121101,BT cuts full-year revenue outlook ,LONDON  Nov 1 BT cut its revenue outlook on Thursday after European corporate customers slashed spending and changes in regulation  resulting in a consecutive miss on sales in the second quarter.,normal
CACI,CACI International Inc,20121101,CACI sees continued growth despite U.S. budget climate ,WASHINGTON CACI International Inc's  shares surged more than 7 percent on Thursday after the U.S. government contractor said it expects to continue to grow in its current fiscal year despite the challenging U.S. budget environment.,topStory
CACI,CACI International Inc,20121101,UPDATE 1-CACI sees continued growth despite U.S. budget climate ,WASHINGTON  Nov 1 CACI International Inc's  shares surged more than 7 percent on Thursday after the U.S. government contractor said it expects to continue to grow in its current fiscal year despite the challenging U.S. budget environment.,normal
CACI,CACI International Inc,20121101,CORRECTION-CACI CEO sees growth despite tough budget climate ,WASHINGTON  Nov 1 CACI International Inc's  shares surged more than 5 percent on Thursday  a day after the provider of services and systems to the U.S. government reported strong quarterly earnings and said it expects to continue to grow despite the difficult U.S. budget environment.,normal
CCJ,Cameco Corporation,20121101,CANADA STOCKS-TSX ends positive; Barrick  Cameco disappoint ,TORONTO  Nov 1 Canada's benchmark stock index finished higher on Thursday  driven by economic data from the United States and China  which more than offset disappointing results from mining giants Barrick Gold Corp and Cameco Corp.     The Toronto Stock Exchange's S&P/TSX composite index  closed up 76.85 points  or 0.62 percent  at 12 499.76. All but two of the index's 10 main groups were higher.,topStory
CCJ,Cameco Corporation,20121101,CANADA STOCKS-TSX rises as US data outweighs Barrick  Cameco fall ,* TSX rises 47.21 points  or 0.38 percent  to 12 470.12     * Hits two-week high after positive U.S. data     * Barrick Gold biggest drag; shares down 8 percent     * Materials fall; Energy  financials up      By John Tilak     TORONTO  Nov 1 Canada's main stock index hit a two-week high on Thursday  driven by positive economic data from the United States  which more than offset disappointing results from mining giants Barrick Gold Corp and Cameco Corp .     U.S. data showed consumer,normal
CCJ,Cameco Corporation,20121101,CANADA STOCKS-TSX edges up; China hopes offset Barrick  Cameco slide ,TORONTO  Nov 1 Canada's main stock index edged higher on Thursday as positive economic data from China offset drops in heavyweight miners Barrick Gold Corp and Cameco Corp after they reported results.     The Toronto Stock Exchange's S&P/TSX composite index  rose 5.4 points  or 0.04 pct  to 12 428.31 shortly after the open.,normal
CCJ,Cameco Corporation,20121101,Cameco cuts long-term uranium output goal on slow nuclear growth ,Canada's Cameco Corp  on Wednesday lowered its long-term uranium production target by 10 percent  a sharp shift in strategy in response to slower demand growth for the fuel after the Fukushima nuclear disaster.,normal
CCJ,Cameco Corporation,20121101,UPDATE 1-Cameco cuts long-term uranium output goal on slow nuclear growth ,* Cameco cuts long-term output goal to 36 mln pounds/year from 40 mln,normal
CCJ,Cameco Corporation,20121101,Cameco adjusted profit halves as uranium sales  prices sag ,Oct 31 Cameco Corp reported a 50 percent drop in adjusted third-quarter profit on Wednesday as sagging uranium prices and sales dragged on revenues.,normal
CHK,Chesapeake Energy Corporation,20121101,Chesapeake Energy has quarterly net loss on writedowns ,Chesapeake Energy Corp  reported a net loss on Thursday compared with a year-ago profit  as low natural gas prices caused the U.S. oil and gas company to write down the value of some assets.,topStory
CHK,Chesapeake Energy Corporation,20121101,UPDATE 2-Chesapeake Energy has quarterly net loss on writedowns ,Nov 1 Chesapeake Energy Corp reported a net loss on Thursday compared with a year-ago profit  as low natural gas prices caused the U.S. oil and gas company to write down the value of some assets.,normal
CHK,Chesapeake Energy Corporation,20121101,BRIEF-Chesapeake Energy shares down 2.6 pct after the bell following results ,NEW YORK  Nov 1 Chesapeake Energy Corp :  * Shares were down 2.6 percent after the bell following the release of its results.,normal
CHK,Chesapeake Energy Corporation,20121101,Chesapeake Energy has quarterly net loss on writedowns ,Nov 1 Chesapeake Energy Corp on Thursday reported a net loss compared with a year-ago profit  as low natural gas prices prompted the U.S. oil and gas company to write down the value of some assets.,normal
CHK,Chesapeake Energy Corporation,20121101,Chesapeake to use $2 billion in loans to cut debt costs ,Chesapeake Energy Corp  said Thursday it is working with banks to issue $2 billion in debt to pay off more-expensive loans on its bloated balance sheet.,normal
CHK,Chesapeake Energy Corporation,20121101,UPDATE 1-Chesapeake to use $2 bln in loans to cut debt costs ,Nov 1 Chesapeake Energy Corp said Thursday it is working with banks to issue $2 billion in debt to pay off more-expensive loans on its bloated balance sheet.,normal
CHK,Chesapeake Energy Corporation,20121101,Chesapeake plans to issue $2 bln in loans to cull expensive debt ,Nov 1 Chesapeake Energy Corp said Thursday it is working with banks to issue $2 billion in debt to pay off more-expensive loans on its bloated balance sheet.,normal
SNP,China Petroleum & Chemical Corporation,20121101,Talisman deal with Sinopec to be sealed by year-end ,CAPE TOWN British and European Union regulators are expected to approve Sinopec Corp's  49 percent acquisition of Talisman Energy  by the end of the year  an official said on Thursday.,topStory
SNP,China Petroleum & Chemical Corporation,20121101,Talisman deal with Sinopec to be sealed by year-end ,CAPE TOWN  Nov 1 British and European Union regulators are expected to approve Sinopec Corp's 49 percent acquisition of Talisman Energy by the end of the year  an official said on Thursday.,normal
CI,Cigna Corporation,20121101,UPDATE 3-Cigna ups profit outlook again as HealthSpring pays off ,Nov 1 Health insurer Cigna Corp raised its earnings outlook for the year as its recent purchase of specialized Medicare provider HealthSpring again helped the bottom line more than expected  enabling it to beat analyst forecasts for quarterly profits.,topStory
CI,Cigna Corporation,20121101,BRIEF-Cigna shares up 1 percent in premarket trading ,NEW YORK  Nov 1 Cigna Corp :  * Shares up 1 percent in premarket trading,normal
CI,Cigna Corporation,20121101,Cigna raises full-year adjusted earnings forecast again ,Nov 1 Health insurer Cigna Corp's  quarterly profit more than doubled on growth in premiums and fees from its healthcare business  and the company raised its full-year adjusted earnings outlook for the third time this year.,normal
CEO,CNOOC Limited,20121101,UPDATE 2-Harper to promote Canada business  but no investment rules yet ,* PM  on Nov 3-11 Asian trip  will say Canada open for business,topStory
ED,Consolidated Edison Inc,20121101,UPDATE 2-ConEd says power to resume for most NY customers by Nov. 11 ,* In hard-hit states  NY and NJ  no service for 1.5 million,topStory
ED,Consolidated Edison Inc,20121101,Three days after Sandy  659 000 ConEd customers in NY powerless ,New York power company Consolidated Edison Inc said Thursday it still had about 659 400 homes and businesses without power three days after monster storm Sandy slammed into the U.S. East Coast.,normal
ED,Consolidated Edison Inc,20121101,Three days after Sandy  659 000 ConEd customers in NY powerless ,Nov 1 New York power company Consolidated Edison Inc said Thursday it still had about 659 400 homes and businesses without power three days after monster storm Sandy slammed into the U.S. East Coast.,normal
ED,Consolidated Edison Inc,20121101,ConEd restores power to parts of lower Manhattan  Brooklyn ,New York power company Consolidated Edison Inc restored power to about 2 000 homes in lower Manhattan and 28 200 in the Brighton Beach area of Brooklyn on Wednesday afternoon  it said in a statement.,normal
ED,Consolidated Edison Inc,20121101,ConEd restores power to parts of lower Manhattan  Brooklyn ,Nov 1 New York power company Consolidated Edison Inc restored power to about 2 000 homes in lower Manhattan and 28 200 in the Brighton Beach area of Brooklyn on Wednesday afternoon  it said in a statement.,normal
COT,Cott Corporation,20121101,Soft drink maker Cott's profit falls on lower volumes ,Nov 1 Canadian soft drink maker Cott Corp   reported a 10 percent fall in third-quarter profit on lower volumes in North America and the United Kingdom.,topStory
CVA,Covanta Holding Corporation,20121101,TEXT - Fitch rates Covanta Holdings Corp new tax-exempt bonds ,Nov 1 - Fitch Ratings has assigned its 'BB+' rating to the proposed issuance of Covanta Holdings Corporation's (Covanta) $335 million unsecured tax-exempt bonds with maturities ranging from 12-30 years. These bonds are guaranteed by Covanta's wholly owned subsidiary  Covanta Energy Corporation (CEC). In addition  Fitch has upgraded its rating for the $1.2 billion senior secured facilities at CEC to 'BBB-' from 'BB+'.  A complete list of rating actions is provided at the end of this release.  Fit,topStory
CPG,Crescent Point Energy Corporation,20121101,Crescent Point to buy Ute Energy for $784 million ,CALGARY  Alberta Crescent Point Energy Corp   Canada's No. 4 independent oil-exploration company  said on Thursday it will buy privately held oil and gas producer Ute Energy Upstream Holdings LLC for $784 million in cash to gain oil production in the Uinta basin in northern Utah.,topStory
CPG,Crescent Point Energy Corporation,20121101,UPDATE 1-Crescent Point to buy Ute Energy for $784 mln ,* Buys private oil company with assets in Utah's Uinta Basin,normal
CPG,Crescent Point Energy Corporation,20121101,Crescent Point to buy Ute Energy for $784 million ,Crescent Point Energy Corp  said on Thursday it will buy privately held oil and gas producer Ute Energy Upstream Holdings LLC for $784 million in cash.,normal
CPG,Crescent Point Energy Corporation,20121101,Crescent Point to buy Ute Energy for $784 mln ,Nov 1 Crescent Point Energy Corp said on Thursday it will buy privately held oil and gas producer Ute Energy Upstream Holdings LLC for $784 million in cash.,normal
DAN,Dana Incorporated,20121101,UPDATE 3-Dana creditors talk tough after Islamic bond miss ,* Company missed $920 million outstanding payment on Wednesday,topStory
DLPH,Delphi Automotive plc,20121101,Visteon  Delphi plan deeper cuts as Europe demand sinks ,Auto parts suppliers Visteon Corp  and Delphi Automotive Plc  said they were accelerating cost cutting as carmakers slash production in the face of slowing demand  especially in Europe.,topStory
DLPH,Delphi Automotive plc,20121101,UPDATE 4-Visteon  Delphi plan deeper cuts as Europe demand sinks ,* Visteon  Delphi project restructuring costs totaling $350 mln,normal
DLPH,Delphi Automotive plc,20121101,Visteon  Delphi plan deeper cuts as Europe demand sinks ,Auto parts suppliers Visteon Corp  and Delphi Automotive Plc  said they were accelerating cost cutting as carmakers slash production in the face of slowing demand  especially in Europe.,normal
DLPH,Delphi Automotive plc,20121101,Delphi Automotive profit beats  sees 4th-qtr below estimates ,Nov 1 Delphi Automotive Plc reported a better-than-expected third-quarter profit on lower costs but the company forecast current-quarter results below analysts' expectations.,normal
DB,Deutsche Bank AG,20121101,UPDATE 2-Regulators say four big banks must hold more capital ,Nov 1 Global regulators on Thursday said Citigroup Inc  Deutsche Bank  HSBC and JPMorgan Chase & Co will need to hold the most extra capital of 28 banks considered so large and complex they need an extra buffer to absorb potential losses.,topStory
DB,Deutsche Bank AG,20121101,Deutsche Bank appoints Jacques Brand as CEO North America ,FRANKFURT  Nov 1 Deutsche Bank on Thursday said it appointed Jacques Brand as Chief Executive Officer of North America and Bill Woodley as his deputy.,normal
ESV,ENSCO plc,20121101,Ensco sees more U.S. Gulf demand than it can handle ,Ensco Plc   owner of the world's second-largest offshore drilling fleet  said there are more opportunities for its newly built deepwater rigs in the Gulf of Mexico than it could handle.,topStory
ESV,ENSCO plc,20121101,UPDATE 1-Ensco sees more U.S. Gulf demand than it can handle ,Nov 1 Ensco Plc  owner of the world's second-largest offshore drilling fleet  said there are more opportunities for its newly built deepwater rigs in the Gulf of Mexico than it could handle.,normal
ESV,ENSCO plc,20121101,BRIEF-Ensco CFO sees Q4 revenues about equal to Q3 ,Nov 1 Ensco PLC :  * CFO says Q4 revenues expected to be about equal to Q3  * CFO says growing its dividend in the future will not impair its ability to,normal
EL,Estee Lauder Companies Inc (The),20121101,Estee Lauder scales back sales forecast on Europe worry ,Estée Lauder Cos Inc  scaled back the top end of its full-year forecast for sales Thursday amid uncertainty in some key markets  and said it expects poor demand in Europe to persist.,topStory
EL,Estee Lauder Companies Inc (The),20121101,UPDATE 2-Estee Lauder scales back sales forecast on Europe worry ,* Profit excluding items 79 cents share vs 77 cents estimate,normal
EL,Estee Lauder Companies Inc (The),20121101,BRIEF-Estee Lauder down 4.3 percent in premarket trading ,NEW YORK  Nov 1 Estee Lauder Companies Inc :  * Shares down 4.3 percent in premarket trading,normal
EL,Estee Lauder Companies Inc (The),20121101,Estee Lauder lowers top end of year sales view  but Q1 profit up ,Estée Lauder Cos Inc  on Thursday lowered the top end of its full-year sales forecast  pointing to uncertainty in some key markets.,normal
EL,Estee Lauder Companies Inc (The),20121101,Estee Lauder lowers top end of year sales view  but Q1 profit up ,Nov 1 Estée Lauder Cos Inc on Thursday lowered the top end of its full-year sales forecast  pointing to uncertainty in some key markets.,normal
EXC,Exelon Corporation,20121101,Exelon Corp's profit slides 50 percent ,Nov 1 Power company Exelon Corp's  third-quarter profit plunged 50 percent  hurt by higher nuclear fuel costs and lower prices.,topStory
XOM,Exxon Mobil Corporation,20121101,Oil companies struggle to increase output ,LONDON/HOUSTON The world's top oil and gas companies are struggling to deliver the output growth they need to outpace the burgeoning cost of exploration and development.,topStory
XOM,Exxon Mobil Corporation,20121101,WRAPUP 2-Oil companies struggle to increase output ,* Shell's output dips less than one percent     * Exxon's production slides 7.5 percent       By Andrew Callus and Anna Driver     LONDON/HOUSTON  Nov 1 The world's top oil and gas companies are struggling to deliver the output growth they need to outpace the burgeoning cost of exploration and development.     Third-quarter results from Exxon Mobil  Royal Dutch Shell and other top international players released over the past few days mostly beat expectations thanks to a shortage of t,normal
XOM,Exxon Mobil Corporation,20121101,Exxon quarterly profit falls  output tumbles ,Exxon Mobil Corp  the world's largest publicly traded oil company  reported a quarterly profit on Thursday that topped expectations  as higher margins from its refining arm countered a 7.5 percent decline in oil and gas output.,normal
XOM,Exxon Mobil Corporation,20121101,Exxon adding to Gulf of Mexico position ,Exxon Mobil Corp on Thursday said it has acquired interest in several blocks in the Gulf of Mexico  where it already has an active drilling program.,normal
XOM,Exxon Mobil Corporation,20121101,Exxon adding to Gulf of Mexico position ,Nov 1 Exxon Mobil Corp on Thursday said it has acquired interest in several blocks in the Gulf of Mexico  where it already has an active drilling program.,normal
XOM,Exxon Mobil Corporation,20121101,REFILE-UPDATE 3-Exxon quarterly profit falls  output tumbles ,Nov 1 Exxon Mobil Corp  the world's largest publicly traded oil company  reported a quarterly profit on Thursday that topped expectations  as higher margins from its refining arm countered a 7.5 percent decline in oil and gas output.,normal
XOM,Exxon Mobil Corporation,20121101,Oil companies struggle to increase output ,LONDON/HOUSTON The world's top oil and gas companies are struggling to improve output and failing to capture the full value of a resilient price for crude oil while weak gas prices in the United States take their toll.,normal
XOM,Exxon Mobil Corporation,20121101,Exxon quarterly profit falls 7 percent ,Nov 1 Exxon Mobil Corp  the world's largest publicly traded oil company  on Thursday reported a 7 percent decrease in quarterly profit as lower commodity prices took a toll and output fell.,normal
XOM,Exxon Mobil Corporation,20121101,BRIEF-Exxon Mobil Q3 net income $9.57 billion ,Nov 1 Exxon Mobil Corp :  * Q3 net income $9.57 billion  * Q3 EPS $2.09  * Q3 capital and exploration expenditures totaled $9.18 billion  * Thomson Reuters I/B/E/S Q3 earnings per share view $1.95  * Says Q3 oil equivalent production decreased 7.5 percent  * Says Q3 share purchases to reduce shares outstanding were $5 billion  * Says Q3 upstream earnings were $5.97 billion  * Says Q3 earnings from u.s. upstream operations $633 million  * Says Q3 downstream earnings were $3.19 billion,normal
FLR,Fluor Corporation,20121101,Fluor falls short as mining work slows  awaits NuScale ,Fluor Corp  reported a decline in its backlog on Thursday due to two mining project cancellations  while quarterly profits and its 2013 outlook fell short of analyst estimates.,topStory
FLR,Fluor Corporation,20121101,UPDATE 2-Fluor falls short as mining work slows  awaits NuScale ,* 3rd quarter EPS 86 cents vs 97 cents expected by Wall Street,normal
FLR,Fluor Corporation,20121101,BRIEF-Fluor says miners taking deep breath due to economy ,Nov 1 Fluor Corp :  * CEO says the mining industry is just taking a deep breath in the face of the,normal
FLR,Fluor Corporation,20121101,Fluor third-quarter profit up  2013 outlook below analyst estimates ,Engineering company Fluor Corp  reported on Thursday a rise in quarterly profit but a decline in its backlog of work due to mining project cancellations  and gave an outlook for 2013 that was short of analysts' estimates.,normal
FLR,Fluor Corporation,20121101,Fluor Q3 profit up  2013 outlook below analyst estimates ,Nov 1 Engineering company Fluor Corp  reported on Thursday a rise in quarterly profit but a decline in its backlog of work due to mining project cancellations  and gave an outlook for 2013 that was short of analysts' estimates.,normal
F,Ford Motor Company,20121101,Ford retains Mulally through 2014  continues CEO search ,Ford Motor Co  said Alan Mulally has agreed to stay on as chief executive for at least two more years  giving the No. 2 U.S. automaker more time to gauge potential successors -- or keep Mulally on longer if needed.,topStory
F,Ford Motor Company,20121101,UPDATE 3-Ford retains Mulally through 2014  continues CEO search ,* Plan stops short of formally naming successor to Mulally,normal
