ALKS,Alkermes plc,20120906,BRIEF-Moody's raises Alkermes' CFR to B1 ,Sept 6 Alkermes Inc:  * Moody's rates alkermes' term loan b1; upgrades cfr to b1  * Rpt-moody's rates alkermes' term loan b1; upgrades cfr to b1,topStory
PSA,Public Storage,20120906,French President Hollande's partner sues glossy magazines ,PARIS  Sept 6 Valerie Trierweiler  the partner of French President Francois Hollande  is suing three glossy magazines for breach of privacy after they published photographs of the presidential couple in bathing suits  her lawyer said on Thursday.,normal
O,Realty Income Corporation,20120906,Realty Income to buy American Realty Capital for $1.93 billion ,Realty Income Corp  plans to acquire American Realty Capital Trust Inc  for about $1.93 billion as it looks to diversify from a predominantly retail portfolio and sign up more creditworthy tenants.,topStory
O,Realty Income Corporation,20120906,UPDATE 2-Realty Income to buy American Realty Capital for $1.93 bln ,* Transaction to add 501 properties to Realty Income's portfolio,normal
O,Realty Income Corporation,20120906,BRIEF-American Realty up in premarket; to be acquired by Realty Income ,NEW YORK  Sept 6 American Realty Capital Trust Inc  :  * Up 5.4 percent to $12.61 in premarket; to be acquired by Realty Income,normal
O,Realty Income Corporation,20120906,Realty Income to acquire American Realty Capital for $1.93 bln ,Sept 6 Realty Income Corp said it would acquire American Realty Capital Trust Inc for about $1.93 billion as it looks to diversify its portfolio outside of the retail industry.,normal
RRTS,Roadrunner Transportation Systems Inc,20120906,Freight market slow but Roadrunner Transportation gaining market share: CEO ,Roadrunner Transportation Systems Inc  is gaining market share and expects to grow total revenue by more than 25 percent this year despite a recent slowdown in the U.S. freight market  its chief executive said.,topStory
RBS,Royal Bank Scotland plc (The),20120906,UPDATE 1-RBS plans to close precious metals trading-source ,LONDON  Sept 6 Royal Bank of Scotland  plans to close down its precious metals trading operation  an industry source said  and the bank confirmed it was halting commodities research due to an internal review.,topStory
RBS,Royal Bank Scotland plc (The),20120906,RBS says halts commodities research ,LONDON  Sept 6 Royal Bank of Scotland  said it has stopped producing commodities research due to an internal review  and an industry source said the bank was also preparing to close down its precious metals trading operation.,normal
CKH,SEACOR Holdings Inc,20120906,TEXT-S&P Lwrs SEACOR Holdings Rtgs To 'BB'; Outlook Negative ,-- U.S.-based marine services company SEACOR Holdings Inc.'s operating performance and credit protection measures have been below expectations and we expect them to remain weak for the rating over the near term.,topStory
SNE,Sony Corp Ord,20120906,Sony mobile customers emails  names hacked in China ,TOKYO Japan's Sony Corp said hackers have accessed the email addresses and names of as many as 400 of its mobile unit's customers in China and Taiwan held on servers owned by a third-party vendor.,topStory
SNE,Sony Corp Ord,20120906,Sony mobile customers emails  names hacked in China ,TOKYO  Sept 6 Japan's Sony Corp said hackers have accessed the email addresses and names of as many as 400 of its mobile unit's customers in China and Taiwan held on servers owned by a third-party vendor.,normal
LUV,Southwest Airlines Company,20120906,UPDATE 1-Delta sees solid 3rd-qtr profit  notes rising fuel cost ,Sept 6 Delta Air Lines Inc said on Thursday it expects a "solidly profitable" third quarter even as rising fuel prices pressure margins.,topStory
LUV,Southwest Airlines Company,20120906,Delta expects solid third-quarter profit  notes rising fuel ,Sept 6 U.S. carrier Delta Air Lines Inc  said on Thursday it expects a "solidly profitable" third quarter even as rising fuel prices pressure margins.,normal
STT,State Street Corporation,20120906,TEXT-S&P rates Alaska Student Loan 2012B-1  2012B-2 revs ,Sept 6 - Standard & Poor's Ratings Services today assigned its preliminary 'AA-/A-1+' ratings to Alaska Student Loan Corp.'s (the issuer's) education loan revenue refunding bonds senior series 2012B-1 and 2012B-2 due Dec. 1  2043 (together  the series 2012B bonds).  The preliminary ratings are based on information as of Sept. 6  2012.  Subsequent information may result in the assignment of final ratings that  differ from the preliminary ratings.  The preliminary ratings reflect our opinion of th,topStory
STT,State Street Corporation,20120906,TEXT-S&P assigns Alaska Student Loan's 2012A revs ,Sept 6 - Standard & Poor's Ratings Services today assigned its preliminary 'AA-/A-1+' rating to Alaska Student Loan Corp.'s (the issuer's) education loan revenue refunding bonds senior series 2012A due Dec. 1  2043.  The preliminary rating is based on information as of Sept. 6  2012. Subsequent  information may result in the assignment of final ratings that differ from the  preliminary ratings.  The preliminary rating reflects our opinion of the credit and liquidity  support that State Street Ba,normal
STO,Statoil ASA,20120906,Gazprom says its stake in Shtokman to rise to 75 pct ,MOSCOW  Sept 6 Gazprom said its stake in giant Shtokman gas project will increase to 75 percent after Norway's Statoil exited the partnership  the Russian company said in first-quarter financial report on Thursday.,topStory
STI,SunTrust Banks Inc,20120906,SunTrust speeds up sale of Coke shares for $1.9 billion gain ,SunTrust Banks Inc  has accelerated a planned sale of Coca-Cola Co  shares it owns in a move that it said will produce a $1.9 billion pre-tax gain and reduce volatility in its capital ratios.,topStory
STI,SunTrust Banks Inc,20120906,UPDATE 1-SunTrust speeds up sale of Coke shares for $1.9 bln gain ,Sept 6 SunTrust Banks Inc has accelerated a planned sale of Coca-Cola Co shares it owns in a move that it said will produce a $1.9 billion pre-tax gain and reduce volatility in its capital ratios.,normal
STI,SunTrust Banks Inc,20120906,SunTrust speeds up sale of Coke shares for $1.9 bln gain ,Sept 6 SunTrust Banks Inc has accelerated a planned sale of Coca-Cola Co shares it owns in a move that it said will produce a $1.9 billion pre-tax gain and reduce volatility in its capital ratios.,normal
STI,SunTrust Banks Inc,20120906,BRIEF-SunTrust Banks up 1.6 percent in extended trading ,NEW YORK  Sept 6 SunTrust Banks Inc :  * Shares up 1.6 percent in extended trading,normal
SVU,SuperValu Inc,20120906,BRIEF-Moody's: Supervalu's rating  outlook are unaffected by closure announcement ,Sept 6 SUPERVALU Inc :  * Moody's says supervalu's b3 cfr and negative outlook are unaffected by store,topStory
BX,The Blackstone Group LP,20120906,Blackstone appoints Assant as European buyouts head ,Blackstone Group LP  has appointed Lionel Assant as head of its European private equity operations following the promotion of Joseph Baratta to global private equity head  the world's largest alternative asset manager said in an internal memo on Thursday.,topStory
BX,The Blackstone Group LP,20120906,UPDATE 1-Blackstone appoints Assant as European buyouts head ,Sept 6 Blackstone Group LP has appointed Lionel Assant as head of its European private equity operations following the promotion of Joseph Baratta to global private equity head  the world's largest alternative asset manager said in an internal memo on Thursday.,normal
BX,The Blackstone Group LP,20120906,Blackstone appoints Assant as European buyouts head ,Sept 6 Blackstone Group LP has appointed Lionel Assant as head of its European private equity operations following the promotion of Joseph Baratta to global private equity head  the world's largest alternative asset manager said in an internal memo on Thursday.,normal
TIF,Tiffany & Co,20120906,Tiffany to rebuild watch business once it resolves Swatch spat ,NEW YORK Tiffany & Co  sees big potential in its watch business and plans to build it back up once its feud with one-time partner Swatch Group SA  is settled  the U.S. jeweler said on Thursday.,topStory
TIF,Tiffany & Co,20120906,Tiffany to rebuild watch business once it resolves Swatch spat ,NEW YORK  Sept 6 Tiffany & Co sees big potential in its watch business and plans to build it back up once its feud with one-time partner Swatch Group SA is settled  the U.S. jeweler said on Thursday.,normal
TM,Toyota Motor Corp Ltd Ord,20120906,Toyota aims to double China car sales to 1.8 million by 2015 ,CHENGDU  China Toyota Motor Corp  aims to sell up to 1.8 million cars annually in China by 2015  up from about 900 000 cars it sold in the world's biggest auto market last year  a senior executive said on Thursday.,topStory
TM,Toyota Motor Corp Ltd Ord,20120906,UPDATE 1-Toyota aims to double China car sales to 1.8 mln by 2015 ,* Toyota sold 0.9 mln cars in China last yr  expects to hit 1 mln this yr,normal
TM,Toyota Motor Corp Ltd Ord,20120906,Toyota says aims to sell up to 1.8 mln cars/yr in China by 2015 ,CHENGDU  China  Sept 6 Toyota Motor Corp  aims to sell up to 1.8 million cars annually in China by 2015  a senior executive said on Thursday.,normal
TRP,TransCanada Corporation,20120906,COLUMN-Keystone modifications call Obama's bluff: John Kemp ,LONDON  Sept 6 By submitting a revised route for its controversial Keystone XL pipeline with only minor modifications  TransCanada on Wednesday called the bluff of the Obama administration.,topStory
WMT,Wal-Mart Stores Inc,20120906,CORRECTED-RPT-UPDATE 3-Walmart tests iPhone app checkout feature ,Aug 31 Wal-Mart Stores Inc is testing a system that would allow shoppers to scan items using their iPhones and then pay at a self-checkout counter  a move that could trim checkout times and slash costs for retailers.,topStory
WMT,Wal-Mart Stores Inc,20120906,CORRECTED-RPT-UPDATE 3-Walmart tests iPhone app checkout feature ,(Corrects sixth paragraph to show $12 million figure is annual),normal
WMT,Wal-Mart Stores Inc,20120906,CORRECTED-RPT-UPDATE 3-Walmart tests iPhone app checkout feature , ,normal
WMT,Wal-Mart Stores Inc,20120906,Walmart tests iPhone app checkout feature ,Wal-Mart Stores Inc  is testing a system that would allow shoppers to scan items using their iPhones and then pay at a self-checkout counter  a move that could trim checkout times and slash costs for retailers.,normal
WMT,Wal-Mart Stores Inc,20120906,Service sector growth rises in August: ISM ,NEW YORK The pace of growth in the massive services sector rose in August on the back of a rebound in employment  beating expectations  though a measure of new orders declined  according to an industry report.,normal
