ASML,ASML Holding NV,20121212,TEXT - Fitch revises ASML Holding N.V. outlook to positive ,Dec 12 - Fitch Ratings has revised the Outlook on Netherlands-based ASML Holding N.V.'s (ASML) Long-term Issuer Default Rating (IDR) to Positive from Stable and affirmed the IDR and senior unsecured ratings  at 'BBB'.   The Positive Outlook reflects Fitch's view of the degree to which ASML has  consolidated its position as one of the semiconductor capital equipment  industry's most important suppliers. This position has been both validated and  strengthened by recent strategic events; namely a c,topStory
RIO,Rio Tinto Plc,20121212,Rio Tinto  Japan set Q1 aluminium deal at $240/T premium -sources ,TOKYO  Dec 12 Japanese buyers have agreed an aluminium premium for some January-March shipments of $240 per tonne with Rio Tinto Alcan  down from a record $254-$255 in the previous quarter  three sources directly involved in the talks said on Wednesday.,normal
ST,Sensata Technologies Holding NV,20121212,TEXT - S&P may raise Sensata Technologies B.V. rating ,Overview      -- Netherlands-based manufacturer Sensata Technologies Holding N.V. has  announced that its majority shareholder  Bain Investment Co. S.C.A.  is  selling shares that will reduce its ownership to about 45% from about 50%.      -- We believe Bain's continued exit reduces risks related to Sensata  pursuing a more aggressive financial policy.      -- We are placing our ratings on Sensata on CreditWatch with positive  implications.      -- We expect to raise the ratings one notch upon c,topStory
SSTK,Shutterstock Inc,20121212,Global stocks  euro climb after Fed; long bonds slump ,NEW YORK Global shares rose and the euro jumped against the dollar on Wednesday after the Federal Reserve ramped up its monetary stimulus and said it would keep benchmark U.S. interest rates near zero until the jobless rate falls sharply.,topStory
SPG,Simon Property Group Inc,20121212,TEXT-Fitch rates Simon Property Group's notes 'A-' ,Dec 12 - Fitch Ratings has assigned 'A-' ratings to the $750 million aggregate principal amount 1.50% coupon senior unsecured notes due 2018 and $500 million aggregate principal amount 2.75% coupon senior unsecured notes due 2023 issued by Simon Property Group  L.P.  the operating partnership of Simon Property Group  Inc.  (NYSE: SPG). The 2018 notes were issued in a private offering pursuant to Rule 144A under the Securities Act of 1933 and the 2023 notes were priced in a public offering at 99.,topStory
SO,Southern Company (The),20121212,US Energy Dept extends talks with Southern Co on reactor loan ,HOUSTON  Dec 12 The U.S. Department of Energy has extended a deadline to work with Southern Co to negotiate terms for a federal loan to support construction of the country's first new nuclear reactor in three decades  a Southern spokesman said on Wednesday.,topStory
SOJA,Southern Company (The),20121212,US Energy Dept extends talks with Southern Co on reactor loan ,HOUSTON  Dec 12 The U.S. Department of Energy has extended a deadline to work with Southern Co to negotiate terms for a federal loan to support construction of the country's first new nuclear reactor in three decades  a Southern spokesman said on Wednesday.,topStory
SOJB,Southern Company (The),20121212,US Energy Dept extends talks with Southern Co on reactor loan ,HOUSTON  Dec 12 The U.S. Department of Energy has extended a deadline to work with Southern Co to negotiate terms for a federal loan to support construction of the country's first new nuclear reactor in three decades  a Southern spokesman said on Wednesday.,topStory
SCCO,Southern Copper Corporation,20121212,Union at Southern Copper plans strike in Peru ,LIMA  Dec 12 Workers at the main units of Southern Copper in Peru plan to go on strike after wage talks failed  a union leader said on Wednesday.,topStory
SPA,Sparton Corporation,20121212,BRIEF-Ultra Electronics wins $53 mln U.S. Navy contract ,LONDON  Dec 12 Ultra Electronics Holdings PLC  :  * Has received US navy contracts for sonobuoys worth in excess of $53M  * Contracts have been awarded through erapsco  ultra's joint venture with the,topStory
S,Sprint Corporation,20121212,Crest Financial files lawsuit against Clearwire  Sprint ,Clearwire Corp  investor Crest Financial filed a lawsuit against the company and majority stakeholder Sprint Nextel Corp  in a bid to prevent a potential deal between the wireless providers.,topStory
S,Sprint Corporation,20121212,Crest Financial files lawsuit against Clearwire  Sprint ,Dec 12 Clearwire Corp investor Crest Financial filed a lawsuit against the company and majority stakeholder Sprint Nextel Corp in a bid to prevent a potential deal between the wireless providers.,normal
TI,Telecom Italia SPA,20121212,Italy Antitrust says Telecom Italia hindered competition-document ,BRUSSELS/ROME  Dec 12 Italy's Antitrust authority said that Telecom Italia hindered access to the country's fixed-line telephone network from 2009 to 2011  according to a document seen by Reuters on Wednesday.,topStory
TEF,Telefonica SA,20121212,UPDATE 1-Telefonica's Atento sale to cut debt by $1 billion ,* Further debt reductions seen as deferred payments flow in   (Adds debt position),topStory
TEF,Telefonica SA,20121212,Telefonica's Atento sale to cut debt by 812 mln euros ,MADRID  Dec 12 Spain's Telefonica said on Wednesday that its debt will fall by about 812 million euros ($1.06 billion) after closing the sale of its Atento call centre business to U.S. private equity firm Bain Capital.,normal
TEF,Telefonica SA,20121212,Moody's: Vodafone has stronger credit profile than Telefonica and Telecom Italia ,Vodafone  Telefonica & Telecom Italia     ,normal
TRI,Thomson Reuters Corp,20121212,Lottomatica to pull out from Greek lotteries consortium-source ,ROME  Dec 12 Italy's Lottomatica will withdraw from a consortium led by Greek sports betting monopoly OPAP for Greece's state lotteries because the offer price exceeded its investment limits  a source close to the dossier told Reuters.,topStory
TRI,Thomson Reuters Corp,20121212,CORRECTED-Nasdaq to buy Thomson Reuters' PR  IR units ,(Corrects to say that Nasdaq did announce amount of deal  adds amount),normal
TRI,Thomson Reuters Corp,20121212,UPDATE 1-Nasdaq to buy Thomson Reuters' PR  IR units ,Dec 12 Nasdaq OMX Group Inc said on Wednesday it would buy the investor relations  public relations  and multimedia solutions units of Thomson Reuters Corp   for $390 million in cash to build its portfolio of products and services that do not depend on trading to generate revenue.,normal
TM,Toyota Motor Corp Ltd Ord,20121212,Toyota to replace Lexus emergency trunk levers: magazine ,DETROIT Toyota Motor Corp will alert about 700 000 owners of three Lexus models built over the last several years of a problem with the emergency trunk release  Consumer Reports magazine said on Wednesday.,topStory
TM,Toyota Motor Corp Ltd Ord,20121212,Toyota to replace Lexus emergency trunk levers -magazine ,DETROIT  Dec 12 Toyota Motor Corp will alert about 700 000 owners of three Lexus models built over the last several years of a problem with the emergency trunk release  Consumer Reports magazine said on Wednesday.,normal
UAL,United Continental Holdings Inc,20121212,TEXT-Fitch rates Continental Airline 2012-3 class C certificates ,Dec 12 () - Fitch Ratings assigns a 'BB- 'rating to Continental Airline's (CAL) proposed $425 million of Class C Pass Through Certificates  Series 2012-3 with a bullet maturity in April 2018. CAL is a primary operating subsidiary of United Continental Holdings  Inc. (UAL).  The proceeds of the Class C Certificates (C-tranche) will be used to acquire the Series C Equipment Notes (i.e. the underlying mortgage) issued by CAL and secured by 42 Boeing aircraft included in the previously issued Series,topStory
X,United States Steel Corporation,20121212,TEXT - S&P on U.S. steel producers ,Dec 12 - In its steel outlook published today  '2013 Outlook: U.S. Steel Producers ' Fitch Ratings highlights end-use trends  industry characteristics and producer profiles.  Fitch expects further credit and operating improvements for U.S. steel producers in 2013 although downside risks from global overcapacity remains.   Demand is slowly growing from the auto  energy  and heavy equipment  manufacturing segments  while construction has bottomed out. Fitch expects steel demand to continue to grow,topStory
UTX,United Technologies Corporation,20121212,United Tech to sell Pratt power systems unit to Mitsubishi Heavy ,United Technologies Corp   the world's largest maker of elevators and air conditioners  said it will sell the power systems business of its aircraft engine unit  Pratt & Whitney  to Mitsubishi Heavy Industries .,topStory
UTX,United Technologies Corporation,20121212,UPDATE 1-United Tech to sell Pratt power systems unit to Mitsubishi Heavy ,Dec 12 United Technologies Corp  the world's largest maker of elevators and air conditioners  said it will sell the power systems business of its aircraft engine unit  Pratt & Whitney  to Mitsubishi Heavy Industries.,normal
UTX,United Technologies Corporation,20121212,United Tech to sell P&W power systems unit to Mitsubishi Heavy ,Dec 12 United Technologies Corp  the world's largest maker of elevators and air conditioners  said it will sell the power systems business of its aircraft engine unit  Pratt & Whitney  to Mitsubishi Heavy Industries.,normal
VZ,Verizon Communications Inc,20121212,Netflix rival Redbox starts movie streaming this month ,Kiosk operator Redbox will launch an instant video streaming service that starts at $6 a month  providing another challenge to dominant movie rental company Netflix Inc  in the battle for home entertainment dollars.,topStory
VZ,Verizon Communications Inc,20121212,UPDATE 3-Netflix rival Redbox starts movie streaming this month ,* Customers able to stream to TVs  phones and tablets   (Adds details on lower-priced streaming-only service; Updates shares),normal
VZA,Verizon Communications Inc,20121212,Netflix rival Redbox starts movie streaming this month ,Kiosk operator Redbox will launch an instant video streaming service that starts at $6 a month  providing another challenge to dominant movie rental company Netflix Inc  in the battle for home entertainment dollars.,topStory
VZA,Verizon Communications Inc,20121212,UPDATE 3-Netflix rival Redbox starts movie streaming this month ,* Customers able to stream to TVs  phones and tablets   (Adds details on lower-priced streaming-only service; Updates shares),normal
WMT,Wal-Mart Stores Inc,20121212,India launches probe into Wal-Mart lobbying report ,NEW DELHI India's government announced an inquiry into lobbying practices by Wal-Mart Stores Inc  on Wednesday after a report that the giant retailer had pressed U.S. lawmakers to help gain access to foreign markets.,topStory
WMT,Wal-Mart Stores Inc,20121212,UPDATE 2-India launches probe into Wal-Mart lobbying report ,NEW DELHI  Dec 12 India's government announced an inquiry into lobbying practices by Wal-Mart Stores Inc  on Wednesday after a report that the giant retailer had pressed U.S. lawmakers to help gain access to foreign markets.,normal
WMT,Wal-Mart Stores Inc,20121212,India launches probe into Wal-Mart lobbying report ,NEW DELHI India's government announced an inquiry into lobbying practices by Wal-Mart Stores Inc.  on Wednesday after a report that the giant retailer had pressed U.S. lawmakers to help gain access to foreign markets.,normal
WMT,Wal-Mart Stores Inc,20121212,India launches probe into Wal-Mart lobbying report ,NEW DELHI  Dec 12 India's government announced an inquiry into lobbying practices by Wal-Mart Stores Inc.  on Wednesday after a report that the giant retailer had pressed U.S. lawmakers to help gain access to foreign markets.,normal
WMT,Wal-Mart Stores Inc,20121212,Wal-Mart CEO says "fiscal cliff" affects U.S. shoppers ,NEW YORK A large portion of American consumers now know about the "fiscal cliff" and a sizeable number of them expect the debate over it to curb their holiday spending  according to the chief executive of Wal-Mart Stores Inc.,normal
WMT,Wal-Mart Stores Inc,20121212,Wal-Mart CEO says "fiscal cliff" affects US shoppers ,NEW YORK  Dec 11 A large portion of American consumers now know about the "fiscal cliff" and a sizeable number of them expect the debate over it to curb their holiday spending  according to the chief executive of Wal-Mart Stores Inc.,normal
WBK,Westpac Banking Corporation,20121212,New Issue-Westpac Banking sells $2 bln of debt ,Dec 12 Westpac Banking Corp on Tuesday sold $2 billion of covered bonds  said IFR  a Thomson Reuters service.     Barclays  Citigroup  J.P. Morgan  and Westpac were the joint bookrunning managers for the sale.  BORROWER: WESTPAC BANKING CORP  AMT $2 BLN      COUPON 1.25 PCT      MATURITY 12/15/2017 TYPE COVERED    ISS PRICE 99.99      FIRST PAY 06/15/2013 MOODY'S Aaa     YIELD 1.252 PCT      SETTLEMENT 12/17/2012 S&P N/A         SPREAD 50 BPS        PAY FREQ SEMI-ANNUAL FITCH TRIPLE-,topStory
WMB,Williams Companies Inc (The),20121212,TEXT-Fitch expects no change to Williams Cos. ratings ,Dec 12 - Fitch Ratings does not anticipate changing its ratings for The Williams Companies  Inc. (WMB) based on yesterday's announced transaction which will result in WMB's purchase of general partner (GP) and limited partner (LP) interests in Access Midstream Partners (ACMP). Currently  WMB's Issuer Default Rating (IDR) and senior unsecured rating are 'BBB-'  with a Stable Rating Outlook.  The two-step transaction as outlined by WMB contemplates the purchase from Global Infrastructure Partners ,topStory
WMB,Williams Companies Inc (The),20121212,Chesapeake in $2 billion midstream deal ,Chesapeake Energy Corp  on Tuesday agreed to sell most of its remaining natural gas processing and gathering assets for $2.16 billion as it continues to sell assets to pay down its heavy debt load.,normal
WMB,Williams Companies Inc (The),20121212,UPDATE 2-Chesapeake in $2 billion midstream deal ,* Sells most of remaining midstream assets to Access for $2.16 bln,normal
WPZ,Williams Partners LP,20121212,TEXT-S&P affirms the Williams Cos. ratings ,Overview      -- U.S. diversified energy company The Williams Cos. Inc. announced it  will acquire a 50% general partner interest and a 25% limited partner interest  in U.S. midstream gatherer and processor Access Midstream Partners L.P. for  $2.4 billion.      -- We are affirming our 'BBB' corporate credit ratings on Williams and  its operating subsidiaries Williams Partners L.P.  Transcontinental Gas Pipe  Line Co. LLC  and Northwest Pipeline G.P.      -- The stable rating outlook reflects our,topStory
